tof posE posN posU tgtE tgtN tgtU
0.001 0.0640657 0.0640514 0.338072 10468.8 0 10468.8
0.002 0.128143 0.1281 0.676143 10468.8 0 10468.8
0.003 0.192231 0.192145 1.01421 10468.8 0 10468.8
0.004 0.25633 0.256188 1.35228 10468.8 0 10468.8
0.005 0.320441 0.320227 1.69035 10468.8 0 10468.8
0.006 0.384563 0.384264 2.02841 10468.8 0 10468.8
0.007 0.448696 0.448297 2.36647 10468.8 0 10468.8
0.008 0.512841 0.512328 2.70454 10468.8 0 10468.8
0.009 0.576997 0.576355 3.0426 10468.8 0 10468.8
0.01 0.641164 0.64038 3.38065 10468.8 0 10468.8
0.011 0.705342 0.704401 3.71871 10468.8 0 10468.8
0.012 0.769532 0.768419 4.05677 10468.8 0 10468.8
0.013 0.833733 0.832435 4.39482 10468.8 0 10468.8
0.014 0.897945 0.896447 4.73287 10468.8 0 10468.8
0.015 0.962168 0.960457 5.07092 10468.8 0 10468.8
0.016 1.0264 1.02446 5.40897 10468.8 0 10468.8
0.017 1.09065 1.08847 5.74702 10468.8 0 10468.8
0.018 1.15491 1.15247 6.08506 10468.8 0 10468.8
0.019 1.21917 1.21646 6.42311 10468.8 0 10468.8
0.02 1.28345 1.28046 6.76115 10468.8 0 10468.8
0.021 1.34774 1.34445 7.09919 10468.8 0 10468.8
0.022 1.41205 1.40844 7.43723 10468.8 0 10468.8
0.023 1.47636 1.47242 7.77527 10468.8 0 10468.8
0.024 1.54069 1.53641 8.11331 10468.8 0 10468.8
0.025 1.60502 1.60039 8.45134 10468.8 0 10468.8
0.026 1.66937 1.66436 8.78937 10468.8 0 10468.8
0.027 1.73373 1.72834 9.12741 10468.8 0 10468.8
0.028 1.7981 1.79231 9.46544 10468.8 0 10468.8
0.029 1.86248 1.85627 9.80346 10468.8 0 10468.8
0.03 1.92687 1.92024 10.1415 10468.8 0 10468.8
0.031 1.99127 1.9842 10.4795 10468.8 0 10468.8
0.032 2.05569 2.04816 10.8175 10468.8 0 10468.8
0.033 2.12011 2.11211 11.1556 10468.8 0 10468.8
0.034 2.18455 2.17607 11.4936 10468.8 0 10468.8
0.035 2.249 2.24002 11.8316 10468.8 0 10468.8
0.036 2.31346 2.30396 12.1696 10468.8 0 10468.8
0.037 2.37793 2.36791 12.5076 10468.8 0 10468.8
0.038 2.44241 2.43185 12.8456 10468.8 0 10468.8
0.039 2.50691 2.49578 13.1837 10468.8 0 10468.8
0.04 2.57141 2.55972 13.5217 10468.8 0 10468.8
0.041 2.63593 2.62365 13.8597 10468.8 0 10468.8
0.042 2.70046 2.68758 14.1977 10468.8 0 10468.8
0.043 2.76499 2.7515 14.5357 10468.8 0 10468.8
0.044 2.82954 2.81543 14.8737 10468.8 0 10468.8
0.045 2.89411 2.87935 15.2117 10468.8 0 10468.8
0.046 2.95868 2.94326 15.5497 10468.8 0 10468.8
0.047 3.02326 3.00718 15.8877 10468.8 0 10468.8
0.048 3.08786 3.07109 16.2257 10468.8 0 10468.8
0.049 3.15246 3.13499 16.5637 10468.8 0 10468.8
0.05 3.21708 3.1989 16.9017 10468.8 0 10468.8
0.051 3.28171 3.2628 17.2397 10468.8 0 10468.8
0.052 3.34635 3.3267 17.5777 10468.8 0 10468.8
0.053 3.411 3.39059 17.9157 10468.8 0 10468.8
0.054 3.47566 3.45449 18.2537 10468.8 0 10468.8
0.055 3.54034 3.51837 18.5917 10468.8 0 10468.8
0.056 3.60502 3.58226 18.9296 10468.8 0 10468.8
0.057 3.66972 3.64614 19.2676 10468.8 0 10468.8
0.058 3.73443 3.71002 19.6056 10468.8 0 10468.8
0.059 3.79914 3.7739 19.9436 10468.8 0 10468.8
0.06 3.86387 3.83778 20.2816 10468.8 0 10468.8
0.061 3.92862 3.90165 20.6195 10468.8 0 10468.8
0.062 3.99337 3.96552 20.9575 10468.8 0 10468.8
0.063 4.05813 4.02938 21.2955 10468.8 0 10468.8
0.064 4.12291 4.09324 21.6335 10468.8 0 10468.8
0.065 4.18769 4.1571 21.9714 10468.8 0 10468.8
0.066 4.25249 4.22096 22.3094 10468.8 0 10468.8
0.067 4.3173 4.28481 22.6474 10468.8 0 10468.8
0.068 4.38212 4.34866 22.9853 10468.8 0 10468.8
0.069 4.44695 4.41251 23.3233 10468.8 0 10468.8
0.07 4.5118 4.47636 23.6613 10468.8 0 10468.8
0.071 4.57665 4.5402 23.9992 10468.8 0 10468.8
0.072 4.64151 4.60403 24.3372 10468.8 0 10468.8
0.073 4.70639 4.66787 24.6752 10468.8 0 10468.8
0.074 4.77128 4.7317 25.0131 10468.8 0 10468.8
0.075 4.83618 4.79553 25.3511 10468.8 0 10468.8
0.076 4.90109 4.85936 25.689 10468.8 0 10468.8
0.077 4.96601 4.92318 26.027 10468.8 0 10468.8
0.078 5.03094 4.987 26.3649 10468.8 0 10468.8
0.079 5.09589 5.05082 26.7029 10468.8 0 10468.8
0.08 5.16084 5.11463 27.0408 10468.8 0 10468.8
0.081 5.22581 5.17844 27.3788 10468.8 0 10468.8
0.082 5.29079 5.24225 27.7167 10468.8 0 10468.8
0.083 5.35578 5.30606 28.0547 10468.8 0 10468.8
0.084 5.42078 5.36986 28.3926 10468.8 0 10468.8
0.085 5.48579 5.43366 28.7305 10468.8 0 10468.8
0.086 5.55081 5.49746 29.0685 10468.8 0 10468.8
0.087 5.61584 5.56125 29.4064 10468.8 0 10468.8
0.088 5.68089 5.62504 29.7443 10468.8 0 10468.8
0.089 5.74595 5.68883 30.0823 10468.8 0 10468.8
0.09 5.81101 5.75261 30.4202 10468.8 0 10468.8
0.091 5.87609 5.81639 30.7581 10468.8 0 10468.8
0.092 5.94118 5.88017 31.0961 10468.8 0 10468.8
0.093 6.00629 5.94395 31.434 10468.8 0 10468.8
0.094 6.0714 6.00772 31.7719 10468.8 0 10468.8
0.095 6.13652 6.07149 32.1098 10468.8 0 10468.8
0.096 6.20166 6.13525 32.4478 10468.8 0 10468.8
0.097 6.26681 6.19902 32.7857 10468.8 0 10468.8
0.098 6.33196 6.26278 33.1236 10468.8 0 10468.8
0.099 6.39713 6.32653 33.4615 10468.8 0 10468.8
0.1 6.46231 6.39029 33.7994 10468.8 0 10468.8
0.101 6.5275 6.45404 34.1373 10468.8 0 10468.8
0.102 6.59271 6.51779 34.4753 10468.8 0 10468.8
0.103 6.65792 6.58153 34.8132 10468.8 0 10468.8
0.104 6.72315 6.64527 35.1511 10468.8 0 10468.8
0.105 6.78838 6.70901 35.489 10468.8 0 10468.8
0.106 6.85363 6.77275 35.8269 10468.8 0 10468.8
0.107 6.91889 6.83648 36.1648 10468.8 0 10468.8
0.108 6.98416 6.90021 36.5027 10468.8 0 10468.8
0.109 7.04944 6.96394 36.8406 10468.8 0 10468.8
0.11 7.11474 7.02766 37.1785 10468.8 0 10468.8
0.111 7.18004 7.09138 37.5164 10468.8 0 10468.8
0.112 7.24536 7.1551 37.8543 10468.8 0 10468.8
0.113 7.31068 7.21882 38.1922 10468.8 0 10468.8
0.114 7.37602 7.28253 38.5301 10468.8 0 10468.8
0.115 7.44137 7.34624 38.868 10468.8 0 10468.8
0.116 7.50673 7.40995 39.2059 10468.8 0 10468.8
0.117 7.57211 7.47365 39.5438 10468.8 0 10468.8
0.118 7.63749 7.53735 39.8816 10468.8 0 10468.8
0.119 7.70288 7.60105 40.2195 10468.8 0 10468.8
0.12 7.76829 7.66474 40.5574 10468.8 0 10468.8
0.121 7.83371 7.72843 40.8953 10468.8 0 10468.8
0.122 7.89913 7.79212 41.2332 10468.8 0 10468.8
0.123 7.96457 7.8558 41.571 10468.8 0 10468.8
0.124 8.03002 7.91949 41.9089 10468.8 0 10468.8
0.125 8.09549 7.98316 42.2468 10468.8 0 10468.8
0.126 8.16096 8.04684 42.5847 10468.8 0 10468.8
0.127 8.22644 8.11051 42.9225 10468.8 0 10468.8
0.128 8.29194 8.17418 43.2604 10468.8 0 10468.8
0.129 8.35745 8.23785 43.5983 10468.8 0 10468.8
0.13 8.42297 8.30151 43.9362 10468.8 0 10468.8
0.131 8.4885 8.36517 44.274 10468.8 0 10468.8
0.132 8.55404 8.42883 44.6119 10468.8 0 10468.8
0.133 8.61959 8.49249 44.9497 10468.8 0 10468.8
0.134 8.68515 8.55614 45.2876 10468.8 0 10468.8
0.135 8.75073 8.61979 45.6255 10468.8 0 10468.8
0.136 8.81631 8.68343 45.9633 10468.8 0 10468.8
0.137 8.88191 8.74708 46.3012 10468.8 0 10468.8
0.138 8.94752 8.81072 46.639 10468.8 0 10468.8
