tof posE posN posU tgtE tgtN tgtU
0.184 11.9465 11.7432 62.183 12500 0 12500
0.185 12.0123 11.8068 62.5208 12500 0 12500
0.186 12.0781 11.8704 62.8587 12500 0 12500
0.187 12.144 11.934 63.1965 12500 0 12500
0.188 12.2098 11.9976 63.5343 12500 0 12500
0.189 12.2756 12.0611 63.8721 12500 0 12500
0.19 12.3415 12.1247 64.21 12500 0 12500
0.191 12.4073 12.1883 64.5478 12500 0 12500
0.192 12.4732 12.2519 64.8856 12500 0 12500
0.193 12.5391 12.3154 65.2234 12500 0 12500
0.194 12.605 12.379 65.5612 12500 0 12500
0.195 12.6708 12.4426 65.899 12500 0 12500
0.196 12.7367 12.5061 66.2369 12500 0 12500
0.197 12.8027 12.5697 66.5747 12500 0 12500
0.198 12.8686 12.6332 66.9125 12500 0 12500
0.199 12.9345 12.6968 67.2503 12500 0 12500
0.2 13.0005 12.7603 67.5881 12500 0 12500
0.201 13.0664 12.8239 67.9259 12500 0 12500
0.202 13.1324 12.8874 68.2637 12500 0 12500
0.203 13.1983 12.951 68.6015 12500 0 12500
0.204 13.2643 13.0145 68.9393 12500 0 12500
0.205 13.3303 13.078 69.2771 12500 0 12500
0.206 13.3963 13.1416 69.6149 12500 0 12500
0.207 13.4623 13.2051 69.9527 12500 0 12500
0.208 13.5283 13.2686 70.2905 12500 0 12500
0.209 13.5943 13.3322 70.6283 12500 0 12500
0.21 13.6604 13.3957 70.9661 12500 0 12500
0.211 13.7264 13.4592 71.3039 12500 0 12500
0.212 13.7925 13.5227 71.6417 12500 0 12500
0.213 13.8585 13.5863 71.9794 12500 0 12500
0.214 13.9246 13.6498 72.3172 12500 0 12500
0.215 13.9907 13.7133 72.655 12500 0 12500
0.216 14.0568 13.7768 72.9928 12500 0 12500
0.217 14.1229 13.8403 73.3306 12500 0 12500
0.218 14.189 13.9038 73.6684 12500 0 12500
0.219 14.2551 13.9673 74.0061 12500 0 12500
0.22 14.3212 14.0308 74.3439 12500 0 12500
0.221 14.3874 14.0943 74.6817 12500 0 12500
0.222 14.4535 14.1578 75.0195 12500 0 12500
0.223 14.5197 14.2213 75.3573 12500 0 12500
0.224 14.5859 14.2848 75.695 12500 0 12500
0.225 14.652 14.3483 76.0328 12500 0 12500
0.226 14.7182 14.4118 76.3706 12500 0 12500
0.227 14.7844 14.4753 76.7083 12500 0 12500
0.228 14.8506 14.5387 77.0461 12500 0 12500
0.229 14.9168 14.6022 77.3839 12500 0 12500
0.23 14.9831 14.6657 77.7216 12500 0 12500
0.231 15.0493 14.7292 78.0594 12500 0 12500
0.232 15.1155 14.7926 78.3972 12500 0 12500
0.233 15.1818 14.8561 78.7349 12500 0 12500
0.234 15.248 14.9196 79.0727 12500 0 12500
0.235 15.3143 14.983 79.4104 12500 0 12500
0.236 15.3806 15.0465 79.7482 12500 0 12500
0.237 15.4469 15.1099 80.086 12500 0 12500
0.238 15.5132 15.1734 80.4237 12500 0 12500
0.239 15.5795 15.2368 80.7615 12500 0 12500
0.24 15.6458 15.3003 81.0992 12500 0 12500
0.241 15.7121 15.3637 81.437 12500 0 12500
0.242 15.7785 15.4272 81.7747 12500 0 12500
0.243 15.8448 15.4906 82.1125 12500 0 12500
0.244 15.9112 15.5541 82.4502 12500 0 12500
0.245 15.9775 15.6175 82.788 12500 0 12500
0.246 16.0439 15.6809 83.1257 12500 0 12500
0.247 16.1103 15.7444 83.4634 12500 0 12500
0.248 16.1767 15.8078 83.8012 12500 0 12500
0.249 16.2431 15.8712 84.1389 12500 0 12500
0.25 16.3095 15.9347 84.4767 12500 0 12500
0.251 16.3759 15.9981 84.8144 12500 0 12500
0.252 16.4424 16.0615 85.1521 12500 0 12500
0.253 16.5088 16.1249 85.4899 12500 0 12500
0.254 16.5753 16.1883 85.8276 12500 0 12500
0.255 16.6417 16.2517 86.1653 12500 0 12500
0.256 16.7082 16.3152 86.5031 12500 0 12500
0.257 16.7747 16.3786 86.8408 12500 0 12500
0.258 16.8411 16.442 87.1785 12500 0 12500
0.259 16.9076 16.5054 87.5162 12500 0 12500
0.26 16.9741 16.5688 87.854 12500 0 12500
0.261 17.0407 16.6322 88.1917 12500 0 12500
0.262 17.1072 16.6956 88.5294 12500 0 12500
0.263 17.1737 16.759 88.8671 12500 0 12500
0.264 17.2403 16.8223 89.2048 12500 0 12500
0.265 17.3068 16.8857 89.5426 12500 0 12500
0.266 17.3734 16.9491 89.8803 12500 0 12500
