tof posE posN posU tgtE tgtN tgtU
0.209 13.9086 13.9086 70.4545 3000 3000 3000
0.21 13.9777 13.9777 70.7906 3000 3000 3000
0.211 14.0467 14.0467 71.1267 3000 3000 3000
0.212 14.1158 14.1158 71.4628 3000 3000 3000
0.213 14.1849 14.1849 71.7989 3000 3000 3000
0.214 14.2541 14.2541 72.1349 3000 3000 3000
0.215 14.3232 14.3232 72.471 3000 3000 3000
0.216 14.3924 14.3924 72.807 3000 3000 3000
0.217 14.4616 14.4616 73.1431 3000 3000 3000
0.218 14.5309 14.5309 73.4791 3000 3000 3000
0.219 14.6001 14.6001 73.8151 3000 3000 3000
0.22 14.6694 14.6694 74.1511 3000 3000 3000
0.221 14.7387 14.7387 74.4871 3000 3000 3000
0.222 14.808 14.808 74.8231 3000 3000 3000
0.223 14.8774 14.8774 75.1591 3000 3000 3000
0.224 14.9467 14.9467 75.495 3000 3000 3000
0.225 15.0161 15.0161 75.831 3000 3000 3000
0.226 15.0856 15.0856 76.1669 3000 3000 3000
0.227 15.155 15.155 76.5029 3000 3000 3000
0.228 15.2245 15.2245 76.8388 3000 3000 3000
0.229 15.294 15.294 77.1747 3000 3000 3000
0.23 15.3635 15.3635 77.5106 3000 3000 3000
0.231 15.433 15.433 77.8465 3000 3000 3000
0.232 15.5026 15.5026 78.1824 3000 3000 3000
0.233 15.5722 15.5722 78.5183 3000 3000 3000
0.234 15.6418 15.6418 78.8542 3000 3000 3000
0.235 15.7114 15.7114 79.19 3000 3000 3000
0.236 15.7811 15.7811 79.5259 3000 3000 3000
0.237 15.8508 15.8508 79.8617 3000 3000 3000
0.238 15.9205 15.9205 80.1976 3000 3000 3000
0.239 15.9902 15.9902 80.5334 3000 3000 3000
0.24 16.06 16.06 80.8692 3000 3000 3000
0.241 16.1298 16.1298 81.205 3000 3000 3000
0.242 16.1996 16.1996 81.5408 3000 3000 3000
0.243 16.2694 16.2694 81.8766 3000 3000 3000
0.244 16.3392 16.3392 82.2123 3000 3000 3000
0.245 16.4091 16.4091 82.5481 3000 3000 3000
0.246 16.479 16.479 82.8838 3000 3000 3000
0.247 16.5489 16.5489 83.2196 3000 3000 3000
0.248 16.6189 16.6189 83.5553 3000 3000 3000
0.249 16.6888 16.6888 83.891 3000 3000 3000
0.25 16.7588 16.7588 84.2268 3000 3000 3000
0.251 16.8289 16.8289 84.5625 3000 3000 3000
0.252 16.8989 16.8989 84.8981 3000 3000 3000
0.253 16.969 16.969 85.2338 3000 3000 3000
0.254 17.0391 17.0391 85.5695 3000 3000 3000
0.255 17.1092 17.1092 85.9052 3000 3000 3000
0.256 17.1793 17.1793 86.2408 3000 3000 3000
0.257 17.2495 17.2495 86.5765 3000 3000 3000
0.258 17.3196 17.3196 86.9121 3000 3000 3000
0.259 17.3898 17.3898 87.2477 3000 3000 3000
0.26 17.4601 17.4601 87.5833 3000 3000 3000
0.261 17.5303 17.5303 87.9189 3000 3000 3000
0.262 17.6006 17.6006 88.2545 3000 3000 3000
0.263 17.6709 17.6709 88.5901 3000 3000 3000
0.264 17.7412 17.7412 88.9257 3000 3000 3000
0.265 17.8116 17.8116 89.2612 3000 3000 3000
0.266 17.882 17.882 89.5968 3000 3000 3000
0.267 17.9524 17.9524 89.9323 3000 3000 3000
0.268 18.0228 18.0228 90.2679 3000 3000 3000
0.269 18.0932 18.0932 90.6034 3000 3000 3000
0.27 18.1637 18.1637 90.9389 3000 3000 3000
0.271 18.2342 18.2342 91.2744 3000 3000 3000
0.272 18.3047 18.3047 91.6099 3000 3000 3000
0.273 18.3752 18.3752 91.9454 3000 3000 3000
0.274 18.4458 18.4458 92.2808 3000 3000 3000
0.275 18.5164 18.5164 92.6163 3000 3000 3000
0.276 18.587 18.587 92.9518 3000 3000 3000
0.277 18.6576 18.6576 93.2872 3000 3000 3000
0.278 18.7283 18.7283 93.6226 3000 3000 3000
0.279 18.799 18.799 93.9581 3000 3000 3000
0.28 18.8697 18.8697 94.2935 3000 3000 3000
0.281 18.9404 18.9404 94.6289 3000 3000 3000
0.282 19.0112 19.0112 94.9643 3000 3000 3000
0.283 19.0819 19.0819 95.2997 3000 3000 3000
0.284 19.1527 19.1527 95.635 3000 3000 3000
0.285 19.2236 19.2236 95.9704 3000 3000 3000
0.286 19.2944 19.2944 96.3057 3000 3000 3000
0.287 19.3653 19.3653 96.6411 3000 3000 3000
0.288 19.4362 19.4362 96.9764 3000 3000 3000
0.289 19.5071 19.5071 97.3117 3000 3000 3000
0.29 19.578 19.578 97.6471 3000 3000 3000
0.291 19.649 19.649 97.9824 3000 3000 3000
0.292 19.72 19.72 98.3176 3000 3000 3000
0.293 19.791 19.791 98.6529 3000 3000 3000
0.294 19.862 19.862 98.9882 3000 3000 3000
0.295 19.9331 19.9331 99.3235 3000 3000 3000
0.296 20.0042 20.0042 99.6587 3000 3000 3000
0.297 20.0753 20.0753 99.994 3000 3000 3000
0.298 20.1464 20.1464 100.329 3000 3000 3000
0.299 20.2176 20.2176 100.664 3000 3000 3000
0.3 20.2888 20.2888 101 3000 3000 3000
0.301 20.36 20.36 101.335 3000 3000 3000
0.302 20.4312 20.4312 101.67 3000 3000 3000
0.303 20.5025 20.5025 102.005 3000 3000 3000
0.304 20.5737 20.5737 102.34 3000 3000 3000
0.305 20.645 20.645 102.676 3000 3000 3000
0.306 20.7164 20.7164 103.011 3000 3000 3000
0.307 20.7877 20.7877 103.346 3000 3000 3000
0.308 20.8591 20.8591 103.681 3000 3000 3000
0.309 20.9305 20.9305 104.016 3000 3000 3000
0.31 21.0019 21.0019 104.351 3000 3000 3000
0.311 21.0733 21.0733 104.686 3000 3000 3000
0.312 21.1448 21.1448 105.021 3000 3000 3000
0.313 21.2163 21.2163 105.356 3000 3000 3000
0.314 21.2878 21.2878 105.692 3000 3000 3000
0.315 21.3593 21.3593 106.027 3000 3000 3000
0.316 21.4309 21.4309 106.362 3000 3000 3000
0.317 21.5025 21.5025 106.697 3000 3000 3000
0.318 21.5741 21.5741 107.032 3000 3000 3000
0.319 21.6457 21.6457 107.367 3000 3000 3000
0.32 21.7174 21.7174 107.702 3000 3000 3000
0.321 21.7891 21.7891 108.037 3000 3000 3000
0.322 21.8608 21.8608 108.372 3000 3000 3000
0.323 21.9325 21.9325 108.707 3000 3000 3000
0.324 22.0042 22.0042 109.042 3000 3000 3000
0.325 22.076 22.076 109.377 3000 3000 3000
0.326 22.1478 22.1478 109.712 3000 3000 3000
0.327 22.2196 22.2196 110.047 3000 3000 3000
0.328 22.2915 22.2915 110.381 3000 3000 3000
0.329 22.3633 22.3633 110.716 3000 3000 3000
0.33 22.4352 22.4352 111.051 3000 3000 3000
0.331 22.5072 22.5072 111.386 3000 3000 3000
0.332 22.5791 22.5791 111.721 3000 3000 3000
0.333 22.6511 22.6511 112.056 3000 3000 3000
0.334 22.7231 22.7231 112.391 3000 3000 3000
0.335 22.7951 22.7951 112.726 3000 3000 3000
0.336 22.8671 22.8671 113.061 3000 3000 3000
0.337 22.9392 22.9392 113.395 3000 3000 3000
0.338 23.0112 23.0112 113.73 3000 3000 3000
0.339 23.0834 23.0834 114.065 3000 3000 3000
0.34 23.1555 23.1555 114.4 3000 3000 3000
0.341 23.2276 23.2276 114.735 3000 3000 3000
0.342 23.2998 23.2998 115.069 3000 3000 3000
0.343 23.372 23.372 115.404 3000 3000 3000
0.344 23.4442 23.4442 115.739 3000 3000 3000
0.345 23.5165 23.5165 116.074 3000 3000 3000
0.346 23.5888 23.5888 116.408 3000 3000 3000
0.347 23.6611 23.6611 116.743 3000 3000 3000
0.348 23.7334 23.7334 117.078 3000 3000 3000
0.349 23.8057 23.8057 117.413 3000 3000 3000
0.35 23.8781 23.8781 117.747 3000 3000 3000
0.351 23.9505 23.9505 118.082 3000 3000 3000
0.352 24.0229 24.0229 118.417 3000 3000 3000
0.353 24.0953 24.0953 118.751 3000 3000 3000
0.354 24.1678 24.1678 119.086 3000 3000 3000
0.355 24.2403 24.2403 119.421 3000 3000 3000
0.356 24.3128 24.3128 119.755 3000 3000 3000
0.357 24.3853 24.3853 120.09 3000 3000 3000
0.358 24.4579 24.4579 120.425 3000 3000 3000
0.359 24.5305 24.5305 120.759 3000 3000 3000
0.36 24.6031 24.6031 121.094 3000 3000 3000
0.361 24.6757 24.6757 121.428 3000 3000 3000
0.362 24.7484 24.7484 121.763 3000 3000 3000
0.363 24.821 24.821 122.097 3000 3000 3000
0.364 24.8937 24.8937 122.432 3000 3000 3000
0.365 24.9665 24.9665 122.767 3000 3000 3000
0.366 25.0392 25.0392 123.101 3000 3000 3000
0.367 25.112 25.112 123.436 3000 3000 3000
0.368 25.1848 25.1848 123.77 3000 3000 3000
0.369 25.2576 25.2576 124.105 3000 3000 3000
0.37 25.3305 25.3305 124.439 3000 3000 3000
0.371 25.4033 25.4033 124.774 3000 3000 3000
0.372 25.4762 25.4762 125.108 3000 3000 3000
0.373 25.5491 25.5491 125.443 3000 3000 3000
0.374 25.6221 25.6221 125.777 3000 3000 3000
0.375 25.695 25.695 126.112 3000 3000 3000
0.376 25.768 25.768 126.446 3000 3000 3000
0.377 25.841 25.841 126.78 3000 3000 3000
0.378 25.9141 25.9141 127.115 3000 3000 3000
0.379 25.9871 25.9871 127.449 3000 3000 3000
0.38 26.0602 26.0602 127.784 3000 3000 3000
0.381 26.1333 26.1333 128.118 3000 3000 3000
0.382 26.2064 26.2064 128.452 3000 3000 3000
0.383 26.2796 26.2796 128.787 3000 3000 3000
0.384 26.3528 26.3528 129.121 3000 3000 3000
0.385 26.426 26.426 129.455 3000 3000 3000
0.386 26.4992 26.4992 129.79 3000 3000 3000
0.387 26.5724 26.5724 130.124 3000 3000 3000
0.388 26.6457 26.6457 130.458 3000 3000 3000
0.389 26.719 26.719 130.793 3000 3000 3000
0.39 26.7923 26.7923 131.127 3000 3000 3000
0.391 26.8656 26.8656 131.461 3000 3000 3000
0.392 26.939 26.939 131.795 3000 3000 3000
0.393 27.0124 27.0124 132.13 3000 3000 3000
0.394 27.0858 27.0858 132.464 3000 3000 3000
0.395 27.1593 27.1593 132.798 3000 3000 3000
0.396 27.2327 27.2327 133.132 3000 3000 3000
0.397 27.3062 27.3062 133.467 3000 3000 3000
0.398 27.3797 27.3797 133.801 3000 3000 3000
0.399 27.4532 27.4532 134.135 3000 3000 3000
0.4 27.5268 27.5268 134.469 3000 3000 3000
0.401 27.6004 27.6004 134.803 3000 3000 3000
0.402 27.674 27.674 135.138 3000 3000 3000
0.403 27.7476 27.7476 135.472 3000 3000 3000
0.404 27.8213 27.8213 135.806 3000 3000 3000
0.405 27.8949 27.8949 136.14 3000 3000 3000
0.406 27.9686 27.9686 136.474 3000 3000 3000
0.407 28.0424 28.0424 136.808 3000 3000 3000
0.408 28.1161 28.1161 137.142 3000 3000 3000
0.409 28.1899 28.1899 137.476 3000 3000 3000
0.41 28.2637 28.2637 137.811 3000 3000 3000
0.411 28.3375 28.3375 138.145 3000 3000 3000
0.412 28.4113 28.4113 138.479 3000 3000 3000
0.413 28.4852 28.4852 138.813 3000 3000 3000
0.414 28.5591 28.5591 139.147 3000 3000 3000
0.415 28.633 28.633 139.481 3000 3000 3000
0.416 28.7069 28.7069 139.815 3000 3000 3000
0.417 28.7809 28.7809 140.149 3000 3000 3000
0.418 28.8549 28.8549 140.483 3000 3000 3000
0.419 28.9289 28.9289 140.817 3000 3000 3000
0.42 29.0029 29.0029 141.151 3000 3000 3000
0.421 29.077 29.077 141.485 3000 3000 3000
0.422 29.151 29.151 141.819 3000 3000 3000
0.423 29.2251 29.2251 142.153 3000 3000 3000
0.424 29.2993 29.2993 142.487 3000 3000 3000
0.425 29.3734 29.3734 142.82 3000 3000 3000
0.426 29.4476 29.4476 143.154 3000 3000 3000
0.427 29.5218 29.5218 143.488 3000 3000 3000
0.428 29.596 29.596 143.822 3000 3000 3000
0.429 29.6702 29.6702 144.156 3000 3000 3000
0.43 29.7445 29.7445 144.49 3000 3000 3000
