tof posE posN posU tgtE tgtN tgtU phi p rollRateError theta alphaRadians q pitchRateError psi betaRadians r yawRateError rollFinCommand rollFinDeflection pitchFinCommand pitchFinDeflection yawFinCommand yawFinDeflection vdot guidanceSideCommand wdot guidanceNormalCommand mach accelerationLimit staticMargin alphaPrimeDegrees seekerPitch seekerYaw seekerPitchError seekerYawError
2.4833333333 783.1245557650 484.9390591691 838.1336701079 4000.0000000000 4000.0000000000 4000.0000000000 0.0983986258 -0.1496112242 0.0520299583 0.6015539754 -0.0820004991 -0.0463929321 0.2552846579 0.7842178571 -0.0761259869 0.1153851930 -0.1907804251 0.0005541690 0.0006694922 0.0215935018 0.0212402535 -0.0215107739 -0.0213657175 95.0818550434 50.5176135733 -102.1964213072 -48.2056507556 2.9353575706 200.2162065491 0.6828716370 6.4074636020 -0.0214984587 0.0274758822 0.0005123444 0.0044277616
2.4850000000 784.1292720551 485.7469980844 839.1611491800 4000.0000000000 4000.0000000000 4000.0000000000 0.0982754257 -0.1487396460 0.0512125984 0.6014581355 -0.0819620188 -0.0458292402 0.2555286227 0.7844407702 -0.0761565319 0.1151956929 -0.1907054915 0.0005466031 0.0006586962 0.0216092364 0.0212803355 -0.0215024909 -0.0213920309 95.0873529992 50.4625874004 -102.1074796031 -48.1380435096 2.9346783161 200.1821016745 0.6842558574 6.4070393489 -0.0214122462 0.0273609273 0.0005121797 0.0044145343
2.4866666667 785.1336755166 486.5550355613 840.1882131318 4000.0000000000 4000.0000000000 4000.0000000000 0.0981535080 -0.1479351571 0.0504642203 0.6013632841 -0.0819226803 -0.0452788296 0.2557560215 0.7846634137 -0.0761868456 0.1149942065 -0.1906352848 0.0005397834 0.0006479310 0.0216244683 0.0213178153 -0.0214964036 -0.0214137798 95.0937869461 50.4075070611 -102.0176937471 -48.0705079444 2.9339990616 200.1455598240 0.6856402578 6.4065713415 -0.0213269755 0.0272460931 0.0005119911 0.0044012623
2.4883333333 786.1377660755 487.3631714241 841.2148621882 4000.0000000000 4000.0000000000 4000.0000000000 0.0980327459 -0.1471920719 0.0497816491 0.6012694010 -0.0818825011 -0.0447383517 0.2559703732 0.7848857603 -0.0762169227 0.1147747107 -0.1905766215 0.0005336225 0.0006372914 0.0216394487 0.0213528116 -0.0214931196 -0.0214314346 95.1010840051 50.3523770567 -101.9272102201 -48.0030403719 2.9333200455 200.1069142865 0.6870248723 6.4060601342 -0.0212426224 0.0271313921 0.0005117800 0.0043879480
2.4900000000 787.1415436552 488.1714054983 842.2410965762 4000.0000000000 4000.0000000000 4000.0000000000 0.0979130154 -0.1465025732 0.0491593261 0.6011764723 -0.0818414896 -0.0442046972 0.2561749966 0.7851077718 -0.0762467486 0.1145320435 -0.1905355552 0.0005280105 0.0006268620 0.0216543983 0.0213854701 -0.0214931333 -0.0214455219 95.1089232277 50.2972024579 -101.8359274037 -47.9356357377 2.9326407909 200.0661207234 0.6884096523 6.4055055498 -0.0211591684 0.0270168475 0.0005115474 0.0043745935
2.4916666667 788.1450081777 488.9797376098 843.2669165247 4000.0000000000 4000.0000000000 4000.0000000000 0.0977942002 -0.1458570423 0.0485895579 0.6010844903 -0.0817996467 -0.0436750528 0.2563729646 0.7853294000 -0.0762763011 0.1142619914 -0.1905172815 0.0005228191 0.0006167157 0.0216695074 0.0214159586 -0.0214968230 -0.0214566090 95.1168588146 50.2419888526 -101.7436228586 -47.8682881485 2.9319622517 200.0230333557 0.6897947209 6.4049067808 -0.0210766004 0.0269024920 0.0005112940 0.0043612007
2.4933333333 789.1481595640 489.7881675844 844.2923222656 4000.0000000000 4000.0000000000 4000.0000000000 0.0976761956 -0.1452444290 0.0480628421 0.6009934524 -0.0817569670 -0.0431469137 0.2565670520 0.7855505888 -0.0763055508 0.1139613180 -0.1905260495 0.0005179068 0.0006069108 0.0216849309 0.0214444614 -0.0215044435 -0.0214652888 95.1246441568 50.1867421830 -101.6502948593 -47.8009912791 2.9312832355 199.9777366754 0.6911799488 6.4042624852 -0.0209949102 0.0267883658 0.0005110199 0.0043477710
2.4950000000 790.1509977346 490.5966952465 845.3173140332 4000.0000000000 4000.0000000000 4000.0000000000 0.0975589120 -0.1446526832 0.0475682333 0.6009033609 -0.0817134396 -0.0426181296 0.2567597243 0.7857712763 -0.0763344623 0.1136278058 -0.1905651309 0.0005131235 0.0005974899 0.0217007966 0.0214711745 -0.0215161346 -0.0214721647 95.1317327115 50.1314683042 -101.5556224618 -47.7337384775 2.9306046963 199.9299781036 0.6925654632 6.4035708511 -0.0209140939 0.0266745158 0.0005107251 0.0043343058
2.4966666667 791.1535226108 491.4053204185 846.3418920650 4000.0000000000 4000.0000000000 4000.0000000000 0.0974422773 -0.1440691952 0.0470937712 0.6008142221 -0.0816690498 -0.0420869041 0.2569530897 0.7859913963 -0.0763629956 0.1132602393 -0.1906367781 0.0005083169 0.0005884788 0.0217171926 0.0214963004 -0.0215319151 -0.0214778357 95.1379383067 50.0761730349 -101.4596660119 -47.6665233371 2.9299261570 199.8799607465 0.6939512232 6.4028297288 -0.0208341515 0.0265609931 0.0005104090 0.0043208062
2.4983333333 792.1557341142 492.2140429196 847.3660566010 4000.0000000000 4000.0000000000 4000.0000000000 0.0973262397 -0.1434812571 0.0466269179 0.6007260452 -0.0816237796 -0.0415518076 0.2571489098 0.7862108807 -0.0763911068 0.1128583837 -0.1907422385 0.0005033373 0.0005798859 0.0217341820 0.0215200436 -0.0215516959 -0.0214828827 95.1427287992 50.0208616217 -101.3621073057 -47.5993396187 2.9292476177 199.8273856244 0.6953372457 6.4020366846 -0.0207550864 0.0264478519 0.0005100709 0.0043072732
2.5000000000 793.1576321684 493.0228625651 848.3898078846 4000.0000000000 4000.0000000000 4000.0000000000 0.0972107681 -0.1428765146 0.0461550174 0.6006388420 -0.0815776100 -0.0410117767 0.2573485796 0.7864296612 -0.0764187501 0.1124229382 -0.1908817756 0.0004980430 0.0005717029 0.0217517938 0.0215426060 -0.0215752849 -0.0214878564 95.1457395121 49.9655389107 -101.2627929996 -47.5321818384 2.9285693169 199.7721802873 0.6967235774 6.4011891428 -0.0206769046 0.0263351478 0.0005097095 0.0042937076
2.5016666667 794.1592166987 493.8317791649 849.4131461629 4000.0000000000 4000.0000000000 4000.0000000000 0.0970958532 -0.1422433978 0.0456657465 0.6005526259 -0.0815305212 -0.0404661053 0.2575531321 0.7866476712 -0.0764458784 0.1119554674 -0.1910547158 0.0004923054 0.0005639048 0.0217700293 0.0215641834 -0.0216023971 -0.0214932654 95.1465374209 49.9102090708 -101.1614786371 -47.4650453218 2.9278914928 199.7141214338 0.6981102654 6.4002844632 -0.0205996141 0.0262229358 0.0005093237 0.0042801101
2.5033333333 795.1604876338 494.6407925230 850.4360716867 4000.0000000000 4000.0000000000 4000.0000000000 0.0969815068 -0.1415715104 0.0451475446 0.6004674112 -0.0814824940 -0.0399144185 0.2577632552 0.7868648473 -0.0764724451 0.1114583080 -0.1912595149 0.0004860128 0.0005564520 0.0217888658 0.0215849618 -0.0216326671 -0.0214995670 95.1448748576 49.8548755854 -101.0580947407 -47.3979264594 2.9272134304 199.6532042982 0.6994972446 6.3993200436 -0.0205232245 0.0261112692 0.0005089120 0.0042664816
2.5050000000 796.1614449053 495.4499024364 851.4585847110 4000.0000000000 4000.0000000000 4000.0000000000 0.0968677606 -0.1408519797 0.0445900037 0.6003832123 -0.0814335105 -0.0393566632 0.2579793049 0.7870811309 -0.0764984050 0.1109344804 -0.1914938520 0.0004790744 0.0005492918 0.0218082572 0.0216051144 -0.0216656647 -0.0215071592 95.1403865559 49.7995410484 -100.9524210799 -47.3308226796 2.9265356064 199.5892506073 0.7008845911 6.3982933853 -0.0204477460 0.0260001981 0.0005084727 0.0042528226
2.5066666667 797.1620884487 496.2591086942 852.4806854951 4000.0000000000 4000.0000000000 4000.0000000000 0.0967546647 -0.1400777380 0.0439842192 0.6003000434 -0.0813835553 -0.0387930743 0.2582013282 0.7872964695 -0.0765237154 0.1103875729 -0.1917547175 0.0004714230 0.0005423603 0.0218281377 0.0216247997 -0.0217009041 -0.0215163746 95.1327392457 49.7442072841 -100.8442435268 -47.2637326718 2.9258577824 199.5220171518 0.7022722964 6.3972021887 -0.0203731894 0.0258897683 0.0005080044 0.0042391341
2.5083333333 798.1624182038 497.0684110773 853.5023743031 4000.0000000000 4000.0000000000 4000.0000000000 0.0966422850 -0.1392437364 0.0433230733 0.6002179176 -0.0813326156 -0.0382241448 0.2584290890 0.7875108177 -0.0765483374 0.1098216246 -0.1920385293 0.0004630168 0.0005355856 0.0218484248 0.0216441587 -0.0217378624 -0.0215274760 95.1218909772 49.6888753690 -100.7336267384 -47.1966564320 2.9251799583 199.4516854386 0.7036603795 6.3960444216 -0.0202995653 0.0257800198 0.0005075052 0.0042254168
2.5100000000 799.1624341145 497.8778093573 854.5236514037 4000.0000000000 4000.0000000000 4000.0000000000 0.0965307002 -0.1383470884 0.0426014514 0.6001368464 -0.0812806821 -0.0376505969 0.2586621005 0.7877241382 -0.0765722366 0.1092410080 -0.1923412489 0.0004538408 0.0005288900 0.0218690231 0.0216633144 -0.0217759929 -0.0215406545 95.1074854915 49.6335454385 -100.6202709819 -47.1295950122 2.9245023727 199.3778805210 0.7050488872 6.3948183454 -0.0202268835 0.0256709867 0.0005069737 0.0042116718
2.5116666667 800.1621361297 498.6873032965 855.5445170707 4000.0000000000 4000.0000000000 4000.0000000000 0.0964199991 -0.1373871291 0.0418163882 0.6000568397 -0.0812277490 -0.0370733447 0.2588996548 0.7879364023 -0.0765953839 0.1086503039 -0.1926585013 0.0004439061 0.0005221932 0.0218898263 0.0216823706 -0.0218147384 -0.0215560289 95.0894468375 49.5782171003 -100.5041420046 -47.0625508265 2.9238252640 199.3005938525 0.7064378646 6.3935226053 -0.0201551530 0.0255626958 0.0005064084 0.0041978999
2.5133333333 801.1615242032 499.4968926472 856.5649715832 4000.0000000000 4000.0000000000 4000.0000000000 0.0963102762 -0.1363653952 0.0409671301 0.5999779047 -0.0811738148 -0.0364934509 0.2591408580 0.7881475904 -0.0766177562 0.1080541742 -0.1929856988 0.0004332499 0.0005154154 0.0219107209 0.0217014112 -0.0218535468 -0.0215736465 95.0677098481 49.5228893067 -100.3851855967 -46.9955273436 2.9231481552 199.2197515081 0.7078272716 6.3921562366 -0.0200843813 0.0254551668 0.0005058079 0.0041841024
2.5150000000 802.1605982936 500.3065771517 857.5850152260 4000.0000000000 4000.0000000000 4000.0000000000 0.0962016290 -0.1352855314 0.0400551190 0.5999000464 -0.0811188818 -0.0359120948 0.2593846759 0.7883576920 -0.0766393369 0.1074572486 -0.1933181699 0.0004219329 0.0005084796 0.0219315929 0.0217205007 -0.0218918851 -0.0215934866 95.0422418166 49.4675605038 -100.2633515620 -46.9285290169 2.9224710464 199.1353044444 0.7092171231 6.3907186909 -0.0200145742 0.0253484114 0.0005051711 0.0041702807
2.5166666667 803.1593583648 501.1163565422 858.6046482892 4000.0000000000 4000.0000000000 4000.0000000000 0.0960941538 -0.1341531227 0.0390839024 0.5998232670 -0.0810629562 -0.0353305346 0.2596299608 0.7885667056 -0.0766601159 0.1068640144 -0.1936512728 0.0004100373 0.0005013150 0.0219523246 0.0217396844 -0.0219292495 -0.0216154643 95.0131475362 49.4122287684 -100.1387061587 -46.8615611622 2.9217939377 199.0473472577 0.7106074318 6.3892098495 -0.0199457357 0.0252424339 0.0005044973 0.0041564361
2.5183333333 804.1578043851 501.9262305408 859.6238710682 4000.0000000000 4000.0000000000 4000.0000000000 0.0959879428 -0.1329754662 0.0380589689 0.5997475657 -0.0810060481 -0.0347500786 0.2598754903 0.7887746386 -0.0766800902 0.1062787215 -0.1939805061 0.0003976631 0.0004938590 0.0219728016 0.0217589891 -0.0219651765 -0.0216394366 94.9803528367 49.3568918522 -100.0111006408 -46.7946297168 2.9211173058 198.9556552737 0.7119982652 6.3876300108 -0.0198778678 0.0251372310 0.0005037856 0.0041425704
2.5200000000 805.1559363277 502.7361988597 860.6426838645 4000.0000000000 4000.0000000000 4000.0000000000 0.0958830804 -0.1317612774 0.0369875234 0.5996729392 -0.0809481713 -0.0341720408 0.2601199934 0.7889815066 -0.0766992633 0.1057052818 -0.1943016062 0.0003849249 0.0004860592 0.0219929113 0.0217784246 -0.0219992504 -0.0216652088 94.9441611250 49.3015475223 -99.8807606408 -46.7277412911 2.9204406738 198.8605059208 0.7133895765 6.3859799081 -0.0198109702 0.0250327919 0.0005030358 0.0041286854
2.5216666667 806.1537541703 503.5462612016 861.6610869848 4000.0000000000 4000.0000000000 4000.0000000000 0.0957796409 -0.1305203659 0.0358781970 0.5995993810 -0.0808893427 -0.0335977189 0.2603622033 0.7891873329 -0.0767176456 0.1051472016 -0.1946106460 0.0003719467 0.0004778756 0.0220125532 0.0217979849 -0.0220311151 -0.0216925423 94.9045421694 49.2461933706 -99.7475401771 -46.6609026752 2.9197642803 198.7616646855 0.7147814014 6.3842606473 -0.0197450405 0.0249290993 0.0005022478 0.0041147829
2.5233333333 807.1512578948 504.3564172599 862.6790807416 4000.0000000000 4000.0000000000 4000.0000000000 0.0956776862 -0.1292632667 0.0347407250 0.5995268822 -0.0808295824 -0.0330283603 0.2606008629 0.7893921474 -0.0767352536 0.1046075123 -0.1949041060 0.0003588582 0.0004692812 0.0220316289 0.0218176496 -0.0220604749 -0.0217211627 94.8618360365 49.1908272809 -99.6116662048 -46.5941210274 2.9190878868 198.6594065656 0.7161737175 6.3824737241 -0.0196800743 0.0248261296 0.0005014218 0.0041008650
2.5250000000 808.1484474868 505.1666667191 863.6966654529 4000.0000000000 4000.0000000000 4000.0000000000 0.0955772638 -0.1280008636 0.0335855805 0.5994554311 -0.0807689126 -0.0324651411 0.2608347677 0.7895959860 -0.0767521095 0.1040887257 -0.1951789421 0.0003457898 0.0004602631 0.0220500540 0.0218373862 -0.0220871021 -0.0217507684 94.8161665454 49.1354472135 -99.4731254477 -46.5274033851 2.9184114933 198.5536655444 0.7175665290 6.3806209453 -0.0196160647 0.0247238540 0.0005005584 0.0040869340
2.5266666667 809.1453229356 505.9770092557 864.7138414420 4000.0000000000 4000.0000000000 4000.0000000000 0.0954784057 -0.1267440031 0.0324235998 0.5993850138 -0.0807073579 -0.0319091503 0.2610627843 0.7897988894 -0.0767682406 0.1035928057 -0.1954326321 0.0003328680 0.0004508227 0.0220677537 0.0218571514 -0.0221108364 -0.0217810398 94.7678849277 49.0800515225 -99.3321345321 -46.4607567490 2.9177358150 198.4447256246 0.7189599215 6.3787044169 -0.0195530031 0.0246222389 0.0004996582 0.0040729922
2.5283333333 810.1418842335 506.7874445385 865.7306090374 4000.0000000000 4000.0000000000 4000.0000000000 0.0953811280 -0.1255031166 0.0312655974 0.5993156144 -0.0806449443 -0.0313613588 0.2612838663 0.7900009020 -0.0767836788 0.1031211371 -0.1956632032 0.0003202115 0.0004409752 0.0220846638 0.0218768936 -0.0221315845 -0.0218116475 94.7171591675 49.0246388263 -99.1887131655 -46.3941877445 2.9170598984 198.3325059352 0.7203537844 6.3767264717 -0.0194908789 0.0245212470 0.0004987224 0.0040590420
2.5300000000 811.1381313754 507.5979722296 866.7469685726 4000.0000000000 4000.0000000000 4000.0000000000 0.0952854309 -0.1242878687 0.0301219886 0.5992472149 -0.0805816990 -0.0308226159 0.2614970766 0.7902020708 -0.0767984593 0.1026745313 -0.1958692651 0.0003079265 0.0004307490 0.0221007340 0.0218965544 -0.0221493243 -0.0218422613 94.6642868990 48.9692082475 -99.0430163131 -46.3277027070 2.9163839817 198.2172097993 0.7217481449 6.3746896440 -0.0194296797 0.0244208385 0.0004977523 0.0040450857
2.5316666667 812.1340643584 508.4085919844 867.7629203862 4000.0000000000 4000.0000000000 4000.0000000000 0.0951912993 -0.1231068386 0.0290024378 0.5991797959 -0.0805176499 -0.0302936421 0.2617016053 0.7904024442 -0.0768126203 0.1022532391 -0.1960500031 0.0002961040 0.0004201846 0.0221159281 0.0219160709 -0.0221640957 -0.0218725580 94.6095641492 48.9137593219 -98.8952003862 -46.2613074643 2.9157085419 198.0990144425 0.7231430564 6.3725966020 -0.0193693917 0.0243209714 0.0004967492 0.0040311260
2.5333333333 813.1296831816 509.2193034531 868.7784648210 4000.0000000000 4000.0000000000 4000.0000000000 0.0950987039 -0.1219672446 0.0279155393 0.5991133369 -0.0804528252 -0.0297750151 0.2618967634 0.7906020711 -0.0768262016 0.1018569656 -0.1962051659 0.0002848167 0.0004093325 0.0221302180 0.0219353773 -0.0221759979 -0.0219022293 94.5532028678 48.8582920064 -98.7453409092 -46.1950072710 2.9150331020 197.9779430437 0.7245384606 6.3704500958 -0.0193099999 0.0242216032 0.0004957147 0.0040171653
2.5350000000 814.1249878454 510.0301062808 869.7936022249 4000.0000000000 4000.0000000000 4000.0000000000 0.0950076030 -0.1208747243 0.0268685407 0.5990478163 -0.0803872531 -0.0292671748 0.2620820023 0.7908009997 -0.0768392440 0.1014849135 -0.1963350506 0.0002741167 0.0003982520 0.0221435915 0.0219544071 -0.0221851866 -0.0219309881 94.4955087998 48.8028067422 -98.5936218046 -46.1288068452 2.9143581390 197.8542394724 0.7259344090 6.3682529165 -0.0192514879 0.0241226914 0.0004946508 0.0040032060
2.5366666667 815.1199783513 510.8410001082 870.8083329496 4000.0000000000 4000.0000000000 4000.0000000000 0.0949179448 -0.1198331732 0.0258671212 0.5989832121 -0.0803209614 -0.0287704171 0.2622569069 0.7909992764 -0.0768517882 0.1011358198 -0.1964404593 0.0002640343 0.0003870082 0.0221560454 0.0219730943 -0.0221918638 -0.0219585746 94.4367034583 48.7473043213 -98.4401524891 -46.0627102429 2.9136831760 197.7279840566 0.7273308421 6.3660078331 -0.0191938387 0.0240241942 0.0004935590 0.0039892507
2.5383333333 816.1146547015 511.6519845728 871.8226573509 4000.0000000000 4000.0000000000 4000.0000000000 0.0948296690 -0.1188446495 0.0249152285 0.5989195019 -0.0802539771 -0.0282849008 0.2624212018 0.7911969451 -0.0768638740 0.1008080137 -0.1965226616 0.0002545775 0.0003756703 0.0221675891 0.0219913750 -0.0221962742 -0.0219847610 94.3770899066 48.6917859048 -98.2851434298 -45.9967209312 2.9130082130 197.5994552827 0.7287277552 6.3637175549 -0.0191370347 0.0239260719 0.0004924414 0.0039753016
2.5400000000 817.1090168984 512.4630593086 872.8365757882 4000.0000000000 4000.0000000000 4000.0000000000 0.0947427104 -0.1179093480 0.0240149805 0.5988566634 -0.0801863264 -0.0278106581 0.2625747467 0.7913940463 -0.0768755395 0.1004994795 -0.1965833367 0.0002457322 0.0003643087 0.0221782417 0.0220091890 -0.0221986945 -0.0220093557 94.3167476199 48.6362528635 -98.1285903755 -45.9308417110 2.9123334885 197.4686071773 0.7301251714 6.3613846763 -0.0190810578 0.0238282870 0.0004912996 0.0039613610
2.5416666667 818.1030649447 513.2742239474 873.8500886245 4000.0000000000 4000.0000000000 4000.0000000000 0.0946570011 -0.1170256348 0.0231666375 0.5987946746 -0.0801180345 -0.0273475983 0.2627175241 0.7915906163 -0.0768868201 0.1002079178 -0.1966245100 0.0002374632 0.0003529928 0.0221880293 0.0220264807 -0.0221994256 -0.0220322059 94.2559136250 48.5807068939 -97.9706732174 -45.8650749492 2.9116587639 197.3356530382 0.7315230584 6.3590116638 -0.0190258898 0.0237308052 0.0004901356 0.0039474310
2.5433333333 819.0967988429 514.0854781188 874.8631962263 4000.0000000000 4000.0000000000 4000.0000000000 0.0945724732 -0.1161901518 0.0223686337 0.5987335139 -0.0800491251 -0.0268955249 0.2628496371 0.7917866872 -0.0768977484 0.0999308200 -0.1966484919 0.0002297158 0.0003417884 0.0221969875 0.0220432001 -0.0221987855 -0.0220531991 94.1947831616 48.5251497663 -97.8115491857 -45.7994224593 2.9109845161 197.2008138697 0.7329214669 6.3566008008 -0.0189715125 0.0236335958 0.0004889510 0.0039335137
2.5450000000 820.0902185949 514.8968214509 875.8758989628 4000.0000000000 4000.0000000000 4000.0000000000 0.0944890616 -0.1153979752 0.0216176786 0.5986731607 -0.0799796210 -0.0264541411 0.2629712896 0.7919822857 -0.0769083528 0.0996655311 -0.1966578013 0.0002224187 0.0003307557 0.0222051550 0.0220593035 -0.0221970982 -0.0220722642 94.1334296311 48.4695832531 -97.6512705723 -45.7338855776 2.9103102684 197.0641090532 0.7343203383 6.3541541630 -0.0189179081 0.0235366324 0.0004877474 0.0039196109
2.5466666667 821.0833242024 515.7082535704 876.8881972061 4000.0000000000 4000.0000000000 4000.0000000000 0.0944067065 -0.1146428306 0.0209089136 0.5986135949 -0.0799095432 -0.0260230692 0.2630827843 0.7921774334 -0.0769186576 0.0994093249 -0.1966551042 0.0002154861 0.0003199474 0.0222125783 0.0220747541 -0.0221946900 -0.0220893707 94.0718827004 48.4140091370 -97.4898661434 -45.6684653306 2.9096362591 196.9255763590 0.7357196970 6.3516736098 -0.0188650589 0.0234398925 0.0004865262 0.0039057243
2.5483333333 822.0761156664 516.5197741031 877.9000913314 4000.0000000000 4000.0000000000 4000.0000000000 0.0943253555 -0.1139173470 0.0202361241 0.5985547980 -0.0798389119 -0.0256018604 0.2631845060 0.7923721464 -0.0769286827 0.0991594675 -0.1966431369 0.0002088220 0.0003094068 0.0222193066 0.0220895224 -0.0221918777 -0.0221045277 94.0103133815 48.3584291454 -97.3275324570 -45.6031625220 2.9089622498 196.7854756570 0.7371195135 6.3491607714 -0.0188129481 0.0233433583 0.0004852887 0.0038918553
2.5500000000 823.0685929876 517.3313826739 878.9115817159 4000.0000000000 4000.0000000000 4000.0000000000 0.0942449654 -0.1132133494 0.0195919916 0.5984967523 -0.0797677454 -0.0251900171 0.2632769059 0.7925664357 -0.0769384431 0.0989132878 -0.1966246422 0.0002023233 0.0002991669 0.0222253911 0.0221035863 -0.0221889645 -0.0221177814 93.9486963008 48.3028447194 -97.1642827108 -45.5379776492 2.9082887173 196.6438313115 0.7385198408 6.3466170196 -0.0187615593 0.0232470168 0.0004840360 0.0038780054
2.5516666667 824.0607561656 518.1430789070 879.9226687393 4000.0000000000 4000.0000000000 4000.0000000000 0.0941655036 -0.1125221689 0.0189683840 0.5984394414 -0.0796960612 -0.0247869991 0.2633604846 0.7927603067 -0.0769479488 0.0986682287 -0.1966022985 0.0001958839 0.0002892491 0.0222308827 0.0221169308 -0.0221862305 -0.0221292124 93.8870274975 48.2472571117 -97.0001713415 -45.4729111353 2.9076151848 196.5006835689 0.7399206243 6.3440434871 -0.0187108771 0.0231508593 0.0004827688 0.0038641757
2.5533333333 825.0526051998 518.9548624260 880.9333527835 4000.0000000000 4000.0000000000 4000.0000000000 0.0940869493 -0.1118349695 0.0183566653 0.5983828504 -0.0796238753 -0.0243922469 0.2634357851 0.7929537600 -0.0769572053 0.0984219083 -0.1965786689 0.0001893984 0.0002796630 0.0222358344 0.0221295485 -0.0221839316 -0.0221389320 93.8252259693 48.1916672960 -96.8351903041 -45.4079633563 2.9069421291 196.3560385235 0.7413219191 6.3414410657 -0.0186608868 0.0230548814 0.0004814879 0.0038503672
2.5550000000 826.0441400893 519.7667328535 881.9436342326 4000.0000000000 4000.0000000000 4000.0000000000 0.0940092935 -0.1111430678 0.0177480202 0.5983269655 -0.0795512028 -0.0240051866 0.2635033688 0.7931467913 -0.0769662132 0.0981721573 -0.1965561395 0.0001827662 0.0002704064 0.0222402953 0.0221414384 -0.0221822906 -0.0221470776 93.7633346439 48.1360759815 -96.6694745240 -45.3431347460 2.9062690735 196.2100645288 0.7427236727 6.3388104214 -0.0186115747 0.0229590832 0.0004801936 0.0038365809
2.5566666667 827.0353608328 520.5786898119 882.9535134725 4000.0000000000 4000.0000000000 4000.0000000000 0.0939325397 -0.1104382468 0.0171337743 0.5982717744 -0.0794780575 -0.0236252480 0.2635638146 0.7933393922 -0.0769749687 0.0979170627 -0.1965368810 0.0001758948 0.0002614656 0.0222443157 0.0221526062 -0.0221814978 -0.0221538090 93.7012243106 48.0804834602 -96.5029937316 -45.2784257105 2.9055960178 196.0627266511 0.7441258882 6.3361519906 -0.0185629280 0.0228634682 0.0004788862 0.0038228174
2.5583333333 828.0262674287 521.3907329224 883.9629908911 4000.0000000000 4000.0000000000 4000.0000000000 0.0938567025 -0.1097130443 0.0165057071 0.5982172658 -0.0794044526 -0.0232518811 0.2636176954 0.7935315506 -0.0769834642 0.0976550014 -0.1965228067 0.0001687031 0.0002528161 0.0222479399 0.0221630634 -0.0221817056 -0.0221593027 93.6388262470 48.0248897490 -96.3357900009 -45.2138368092 2.9049234390 195.9140994224 0.7455286236 6.3334660173 -0.0185149348 0.0227680438 0.0004775657 0.0038090774
2.5600000000 829.0168598756 522.2028618052 884.9720668779 4000.0000000000 4000.0000000000 4000.0000000000 0.0937818075 -0.1089610071 0.0158563418 0.5981634296 -0.0793304003 -0.0228845556 0.2636655648 0.7937232513 -0.0769916883 0.0973846519 -0.1965155374 0.0001611240 0.0002444239 0.0222512078 0.0221728264 -0.0221830266 -0.0221637473 93.5760898795 47.9692945309 -96.1679311360 -45.1493687042 2.9042506218 195.7642497596 0.7469318030 6.3307525649 -0.0184675843 0.0226728199 0.0004762320 0.0037953615
2.5616666667 830.0071381722 523.0150760794 885.9807418240 4000.0000000000 4000.0000000000 4000.0000000000 0.0937078895 -0.1081769104 0.0151791996 0.5981102571 -0.0792559118 -0.0225227864 0.2637079602 0.7939144763 -0.0769996266 0.0971050227 -0.1965163907 0.0001531067 0.0002362470 0.0222541589 0.0221819165 -0.0221855376 -0.0221673385 93.5127488405 47.9136971579 -95.9992674100 -45.0850221482 2.9035785198 195.6130005334 0.7483355399 6.3280115374 -0.0184208662 0.0225778092 0.0004748848 0.0037816700
2.5633333333 830.9971023178 523.8273753627 886.9890161225 4000.0000000000 4000.0000000000 4000.0000000000 0.0936349911 -0.1073569205 0.0144690209 0.5980577402 -0.0791809980 -0.0221661251 0.2637453733 0.7941052059 -0.0770072625 0.0968154419 -0.1965263532 0.0001446183 0.0002282370 0.0222568222 0.0221903583 -0.0221892727 -0.0221702740 93.4487571388 47.8580968851 -95.8298772835 -45.0207981729 2.9029064178 195.4604206459 0.7497397601 6.3252427311 -0.0183747715 0.0224830264 0.0004735236 0.0037680034
2.5650000000 831.9867523125 524.6397592708 887.9968901681 4000.0000000000 4000.0000000000 4000.0000000000 0.0935631602 -0.1064987103 0.0137219294 0.5980058717 -0.0791056692 -0.0218141710 0.2637782556 0.7942954191 -0.0770145776 0.0965155582 -0.1965460907 0.0001356445 0.0002203412 0.0222592247 0.0221981796 -0.0221942328 -0.0221727491 93.3840456667 47.8024927146 -95.6598139090 -44.9566978695 2.9022340775 195.3066074430 0.7511444444 6.3224458356 -0.0183292916 0.0223884873 0.0004721478 0.0037543621
2.5666666667 832.9760881572 525.4522274179 889.0043643570 4000.0000000000 4000.0000000000 4000.0000000000 0.0934924487 -0.1056015219 0.0129355501 0.5979546452 -0.0790299349 -0.0214665868 0.2638070205 0.7944850944 -0.0770215521 0.0962053415 -0.1965759472 0.0001261899 0.0002125044 0.0222613909 0.0222054102 -0.0222003835 -0.0221749521 93.3183603973 47.7468834784 -95.4889370437 -44.8927223831 2.9015624523 195.1513842476 0.7525497075 6.3196204635 -0.0182844189 0.0222942089 0.0004707569 0.0037407464
2.5683333333 833.9651098542 526.2647794155 890.0114390873 4000.0000000000 4000.0000000000 4000.0000000000 0.0934229094 -0.1046661629 0.0121090733 0.5979040548 -0.0789538044 -0.0211230834 0.2638320116 0.7946742100 -0.0770281661 0.0958850475 -0.1966159458 0.0001162777 0.0002046710 0.0222633326 0.0222120811 -0.0222076552 -0.0221770603 93.2517155423 47.6912680790 -95.3173749413 -44.8288730529 2.9008905888 194.9948894662 0.7539554506 6.3167662017 -0.0182401461 0.0222002084 0.0004693502 0.0037271569
