tof posE posN posU tgtE tgtN tgtU phi p rollRateError theta alphaRadians q pitchRateError psi betaRadians r yawRateError rollFinCommand rollFinDeflection pitchFinCommand pitchFinDeflection yawFinCommand yawFinDeflection vdot guidanceSideCommand wdot guidanceNormalCommand mach accelerationLimit staticMargin alphaPrimeDegrees seekerPitch seekerYaw seekerPitchError seekerYawError
5.9866666667 2400.8722804520 2121.9634315946 2455.1462451233 4000.0000000000 4000.0000000000 4000.0000000000 0.0161853349 -0.0193303606 0.0031451441 0.5589716146 -0.0157499161 -0.0079805828 0.0582662927 0.8662406220 -0.0137758528 0.0053598895 -0.0429200493 0.0000345943 0.0000346025 0.0065918013 0.0066195302 -0.0059384415 -0.0059734444 7.9460081610 5.3782490853 -9.0856490827 -5.7432039730 2.0206830502 64.7579307215 1.7970864603 1.1988630658 0.0025263520 -0.0013836378 -0.0003917729 0.0003582311
5.9883333333 2401.4896661797 2122.6655735428 2455.7513862970 4000.0000000000 4000.0000000000 4000.0000000000 0.0161585701 -0.0193034695 0.0031450257 0.5589581708 -0.0157428216 -0.0079761079 0.0582320822 0.8662509035 -0.0137668592 0.0053557980 -0.0428895222 0.0000345929 0.0000346020 0.0065892422 0.0066169595 -0.0059352164 -0.0059701977 7.9386275681 5.3736162642 -9.0790548402 -5.7378296200 2.0204057693 64.7463613420 1.7973390044 1.1982178923 0.0025330620 -0.0013865049 -0.0003915614 0.0003579145
5.9900000000 2402.1069553604 2123.3676365928 2456.3564214316 4000.0000000000 4000.0000000000 4000.0000000000 0.0161318460 -0.0192766112 0.0031448994 0.5589447348 -0.0157357313 -0.0079716328 0.0581978879 0.8662611775 -0.0137578728 0.0053517085 -0.0428590137 0.0000345913 0.0000346014 0.0065866849 0.0066143900 -0.0059319933 -0.0059669530 7.9312513613 5.3689871445 -9.0724622507 -5.7324585147 2.0201284885 64.7347949578 1.7975914865 1.1975731910 0.0025397681 -0.0013893705 -0.0003913500 0.0003575984
5.9916666667 2402.7241480337 2124.0696207560 2456.9613505716 4000.0000000000 4000.0000000000 4000.0000000000 0.0161051625 -0.0192497856 0.0031447652 0.5589313066 -0.0157286454 -0.0079671579 0.0581637055 0.8662714439 -0.0137488938 0.0053476212 -0.0428285243 0.0000345897 0.0000346007 0.0065841275 0.0066118216 -0.0059287722 -0.0059637103 7.9238864256 5.3643617259 -9.0658791949 -5.7270906568 2.0198514462 64.7232468903 1.7978436933 1.1969289619 0.0025464702 -0.0013922347 -0.0003911385 0.0003572825
5.9933333333 2403.3412442392 2124.7715260439 2457.5661737618 4000.0000000000 4000.0000000000 4000.0000000000 0.0160785196 -0.0192229928 0.0031446231 0.5589178862 -0.0157215637 -0.0079626825 0.0581295391 0.8662817028 -0.0137399220 0.0053435355 -0.0427980534 0.0000345879 0.0000346000 0.0065815722 0.0066092542 -0.0059255530 -0.0059604696 7.9165334623 5.3597400005 -9.0593064739 -5.7217260372 2.0195741653 64.7117147145 1.7980960511 1.1962852036 0.0025531684 -0.0013950974 -0.0003909271 0.0003569670
5.9950000000 2403.9582440163 2125.4733524680 2458.1708910467 4000.0000000000 4000.0000000000 4000.0000000000 0.0160519172 -0.0191962327 0.0031444732 0.5589044736 -0.0157144863 -0.0079582070 0.0580953892 0.8662919541 -0.0137309575 0.0053394517 -0.0427676017 0.0000345861 0.0000345991 0.0065790182 0.0066066880 -0.0059223359 -0.0059572310 7.9091795671 5.3551219596 -9.0527293357 -5.7163646459 2.0192971230 64.7001795442 1.7983481340 1.1956419145 0.0025598627 -0.0013979587 -0.0003907156 0.0003566519
5.9966666667 2404.5751474045 2126.1751000398 2458.7755024710 4000.0000000000 4000.0000000000 4000.0000000000 0.0160253553 -0.0191695053 0.0031443155 0.5588910688 -0.0157074131 -0.0079537316 0.0580612527 0.8663021979 -0.0137220002 0.0053353701 -0.0427371690 0.0000345842 0.0000345982 0.0065764645 0.0066041228 -0.0059191208 -0.0059539943 7.9018380679 5.3505076091 -9.0461630356 -5.7110064894 2.0190203190 64.6886634500 1.7985999419 1.1949990956 0.0025665530 -0.0014008185 -0.0003905041 0.0003563371
5.9983333333 2405.1919544432 2126.8767687708 2459.3800080791 4000.0000000000 4000.0000000000 4000.0000000000 0.0159988339 -0.0191428105 0.0031441500 0.5588776718 -0.0157003442 -0.0079492562 0.0580271279 0.8663124341 -0.0137130502 0.0053312904 -0.0427067548 0.0000345823 0.0000345971 0.0065739112 0.0066015588 -0.0059159075 -0.0059507596 7.8945043839 5.3458969396 -9.0396023292 -5.7056515571 2.0187435150 64.6771567524 1.7988516880 1.1943567451 0.0025732394 -0.0014036769 -0.0003902926 0.0003560226
6.0000000000 2405.8086651718 2127.5783586724 2459.9844079155 4000.0000000000 4000.0000000000 4000.0000000000 0.0159723528 -0.0191161484 0.0031439766 0.5588642826 -0.0156932796 -0.0079447809 0.0579930206 0.8663226628 -0.0137041075 0.0053272130 -0.0426763594 0.0000345802 0.0000345960 0.0065713605 0.0065989958 -0.0059126963 -0.0059475269 7.8871790121 5.3412899472 -9.0330477971 -5.7002998442 2.0184669495 64.6656629070 1.7991031595 1.1937148625 0.0025799218 -0.0014065338 -0.0003900811 0.0003557084
6.0016666667 2406.4252796298 2128.2798697563 2460.5887020249 4000.0000000000 4000.0000000000 4000.0000000000 0.0159459120 -0.0190895188 0.0031437956 0.5588509011 -0.0156862191 -0.0079403053 0.0579589290 0.8663328839 -0.0136951720 0.0053231373 -0.0426459825 0.0000345780 0.0000345948 0.0065688106 0.0065964339 -0.0059094869 -0.0059442962 7.8798574603 5.3366866270 -9.0264942922 -5.6949513454 2.0181901455 64.6541698277 1.7993547821 1.1930734469 0.0025866003 -0.0014093893 -0.0003898696 0.0003553946
6.0033333333 2407.0417978564 2128.9813020339 2461.1928904517 4000.0000000000 4000.0000000000 4000.0000000000 0.0159195115 -0.0190629218 0.0031436068 0.5588375275 -0.0156791629 -0.0079358295 0.0579248510 0.8663430975 -0.0136862437 0.0053190636 -0.0426156247 0.0000345758 0.0000345935 0.0065662612 0.0065938731 -0.0059062797 -0.0059410675 7.8725517152 5.3320869797 -9.0199555561 -5.6896060612 2.0179135799 64.6427048614 1.7996061302 1.1924324982 0.0025932749 -0.0014122433 -0.0003896580 0.0003550812
6.0050000000 2407.6582198910 2129.6826555168 2461.7969732402 4000.0000000000 4000.0000000000 4000.0000000000 0.0158931513 -0.0190363574 0.0031434103 0.5588241617 -0.0156721109 -0.0079313533 0.0578907862 0.8663533036 -0.0136773226 0.0053149915 -0.0425852856 0.0000345735 0.0000345921 0.0065637126 0.0065913134 -0.0059030744 -0.0059378408 7.8652450779 5.3274909920 -9.0134124536 -5.6842639765 2.0176370144 64.6312331317 1.7998574167 1.1917920143 0.0025999455 -0.0014150959 -0.0003894465 0.0003547680
6.0066666667 2408.2745457730 2130.3839302165 2462.4009504350 4000.0000000000 4000.0000000000 4000.0000000000 0.0158668312 -0.0190098254 0.0031432061 0.5588108036 -0.0156650631 -0.0079268771 0.0578567391 0.8663635021 -0.0136684087 0.0053109216 -0.0425549654 0.0000345711 0.0000345906 0.0065611664 0.0065887548 -0.0058998711 -0.0059346160 7.8579553731 5.3228986699 -9.0068854197 -5.6789250978 2.0173606873 64.6197902823 1.8001084289 1.1911519960 0.0026066122 -0.0014179470 -0.0003892349 0.0003544552
6.0083333333 2408.8907755415 2131.0851261445 2463.0048220804 4000.0000000000 4000.0000000000 4000.0000000000 0.0158405512 -0.0189833259 0.0031429943 0.5587974534 -0.0156580195 -0.0079224012 0.0578227049 0.8663736931 -0.0136595020 0.0053068539 -0.0425246638 0.0000345686 0.0000345890 0.0065586201 0.0065861972 -0.0058966697 -0.0059313933 7.8506635424 5.3183099987 -9.0003526166 -5.6735894086 2.0170845985 64.6083395862 1.8003591670 1.1905124407 0.0026132750 -0.0014207966 -0.0003890233 0.0003541427
6.0100000000 2409.5069092358 2131.7862433124 2463.6085882208 4000.0000000000 4000.0000000000 4000.0000000000 0.0158143112 -0.0189568589 0.0031427748 0.5587841110 -0.0156509802 -0.0079179254 0.0577886865 0.8663838766 -0.0136506025 0.0053027884 -0.0424943805 0.0000345660 0.0000345874 0.0065560755 0.0065836407 -0.0058934701 -0.0059281725 7.8433840764 5.3137249856 -8.9938306514 -5.6682569167 2.0168085098 64.5969067580 1.8006098438 1.1898733498 0.0026199338 -0.0014236447 -0.0003888117 0.0003538306
6.0116666667 2410.1229468951 2132.4872817318 2464.2122489005 4000.0000000000 4000.0000000000 4000.0000000000 0.0157881113 -0.0189304243 0.0031425477 0.5587707763 -0.0156439449 -0.0079134489 0.0577546808 0.8663940525 -0.0136417102 0.0052987244 -0.0424641157 0.0000345634 0.0000345857 0.0065535312 0.0065810853 -0.0058902725 -0.0059249537 7.8361124125 5.3091436214 -8.9873142930 -5.6629276115 2.0165321827 64.5854834765 1.8008606719 1.1892347215 0.0026265887 -0.0014264914 -0.0003886001 0.0003535188
6.0133333333 2410.7388885587 2133.1882414141 2464.8158041638 4000.0000000000 4000.0000000000 4000.0000000000 0.0157619513 -0.0189040221 0.0031423130 0.5587574495 -0.0156369139 -0.0079089727 0.0577206873 0.8664042210 -0.0136328250 0.0052946627 -0.0424338700 0.0000345606 0.0000345838 0.0065509876 0.0065785310 -0.0058870771 -0.0059217369 7.8288529400 5.3045659020 -8.9808085939 -5.6576014887 2.0162563324 64.5740828174 1.8011110135 1.1885965551 0.0026332396 -0.0014293366 -0.0003883885 0.0003532073
6.0150000000 2411.3547342656 2133.8891223711 2465.4192540551 4000.0000000000 4000.0000000000 4000.0000000000 0.0157358313 -0.0188776522 0.0031420707 0.5587441304 -0.0156298870 -0.0079044966 0.0576867121 0.8664143819 -0.0136239470 0.0052906031 -0.0424036425 0.0000345578 0.0000345819 0.0065484468 0.0065759777 -0.0058838834 -0.0059185221 7.8215942703 5.2999918181 -8.9743004886 -5.6522785374 2.0159804821 64.5626772459 1.8013612940 1.1879588491 0.0026398866 -0.0014321804 -0.0003881769 0.0003528962
6.0166666667 2411.9704840551 2134.5899246142 2466.0225986185 4000.0000000000 4000.0000000000 4000.0000000000 0.0157097510 -0.0188513146 0.0031418209 0.5587308191 -0.0156228643 -0.0079000202 0.0576527498 0.8664245353 -0.0136150761 0.0052865453 -0.0423734335 0.0000345549 0.0000345799 0.0065459057 0.0065734255 -0.0058806917 -0.0059153092 7.8143490584 5.2954213738 -8.9678045016 -5.6469587619 2.0157046318 64.5512929334 1.8016115133 1.1873216040 0.0026465297 -0.0014350226 -0.0003879653 0.0003525854
6.0183333333 2412.5861379661 2135.2906481550 2466.6258378983 4000.0000000000 4000.0000000000 4000.0000000000 0.0156837106 -0.0188250094 0.0031415636 0.5587175156 -0.0156158457 -0.0078955435 0.0576188034 0.8664346812 -0.0136062123 0.0052824894 -0.0423432431 0.0000345519 0.0000345779 0.0065433664 0.0065708744 -0.0058775019 -0.0059120983 7.8071046403 5.2908545583 -8.9613061023 -5.6416421502 2.0154287815 64.5399063382 1.8018616715 1.1866848180 0.0026531689 -0.0014378634 -0.0003877536 0.0003522749
6.0200000000 2413.2016960378 2135.9912930052 2467.2289719387 4000.0000000000 4000.0000000000 4000.0000000000 0.0156577099 -0.0187987365 0.0031412988 0.5587042199 -0.0156088313 -0.0078910667 0.0575848687 0.8664448195 -0.0135973557 0.0052784354 -0.0423130715 0.0000345489 0.0000345757 0.0065408270 0.0065683243 -0.0058743142 -0.0059088894 7.7998764601 5.2862913756 -8.9548230227 -5.6363287067 2.0151531696 64.5285473844 1.8021115564 1.1860484917 0.0026598040 -0.0014407027 -0.0003875420 0.0003519648
6.0216666667 2413.8171583093 2136.6918591763 2467.8320007838 4000.0000000000 4000.0000000000 4000.0000000000 0.0156317490 -0.0187724957 0.0031410265 0.5586909320 -0.0156018210 -0.0078865902 0.0575509497 0.8664549504 -0.0135885062 0.0052743838 -0.0422829183 0.0000345457 0.0000345735 0.0065382896 0.0065657753 -0.0058711284 -0.0059056825 7.7926472703 5.2817318119 -8.9483354681 -5.6310184155 2.0148777962 64.5171826795 1.8023611680 1.1854126226 0.0026664353 -0.0014435405 -0.0003873303 0.0003516549
6.0233333333 2414.4325248195 2137.3923466799 2468.4349244779 4000.0000000000 4000.0000000000 4000.0000000000 0.0156058276 -0.0187462872 0.0031407467 0.5586776519 -0.0155948149 -0.0078821138 0.0575170460 0.8664650738 -0.0135796638 0.0052703343 -0.0422527832 0.0000345425 0.0000345711 0.0065357534 0.0065632273 -0.0058679444 -0.0059024774 7.7854337819 5.2771758730 -8.9418626275 -5.6257112832 2.0146024227 64.5058421211 1.8026107187 1.1847772119 0.0026730626 -0.0014463768 -0.0003871186 0.0003513454
6.0250000000 2415.0477956075 2138.0927555277 2469.0377430649 4000.0000000000 4000.0000000000 4000.0000000000 0.0155799459 -0.0187201108 0.0031404595 0.5586643796 -0.0155878128 -0.0078776372 0.0574831550 0.8664751896 -0.0135708285 0.0052662867 -0.0422226665 0.0000345392 0.0000345687 0.0065332174 0.0065606804 -0.0058647623 -0.0058992744 7.7782227796 5.2726235458 -8.9353893288 -5.6204072946 2.0143270493 64.4945024525 1.8028602087 1.1841422571 0.0026796860 -0.0014492117 -0.0003869069 0.0003510363
6.0266666667 2415.6629707122 2138.7930857312 2469.6404565891 4000.0000000000 4000.0000000000 4000.0000000000 0.0155541037 -0.0186939666 0.0031401649 0.5586511150 -0.0155808149 -0.0078731608 0.0574492797 0.8664852980 -0.0135620003 0.0052622414 -0.0421925682 0.0000345358 0.0000345662 0.0065306832 0.0065581346 -0.0058615822 -0.0058960733 7.7710250868 5.2680748321 -8.9289280108 -5.6151064519 2.0140519142 64.4831849990 1.8031094257 1.1835077586 0.0026863055 -0.0014520450 -0.0003866952 0.0003507275
6.0283333333 2416.2780501725 2139.4933373020 2470.2430650944 4000.0000000000 4000.0000000000 4000.0000000000 0.0155283010 -0.0186678545 0.0031398629 0.5586378583 -0.0155738210 -0.0078686844 0.0574154154 0.8664953989 -0.0135531792 0.0052581982 -0.0421624880 0.0000345323 0.0000345636 0.0065281488 0.0065555898 -0.0058584040 -0.0058928742 7.7638270047 5.2635297215 -8.9224629337 -5.6098087431 2.0137767792 64.4718617652 1.8033585820 1.1828737146 0.0026929210 -0.0014548769 -0.0003864835 0.0003504190
6.0300000000 2416.8930340273 2140.1935102518 2470.8455686250 4000.0000000000 4000.0000000000 4000.0000000000 0.0155025377 -0.0186417745 0.0031395535 0.5586246093 -0.0155668313 -0.0078642079 0.0573815680 0.8665054923 -0.0135443651 0.0052541568 -0.0421324261 0.0000345288 0.0000345610 0.0065256170 0.0065530460 -0.0058552277 -0.0058896770 7.7566439944 5.2589882191 -8.9160118688 -5.6045141740 2.0135016441 64.4605628450 1.8036076777 1.1822401259 0.0026995326 -0.0014577072 -0.0003862717 0.0003501108
6.0316666667 2417.5079223156 2140.8936045921 2471.4479672247 4000.0000000000 4000.0000000000 4000.0000000000 0.0154768138 -0.0186157266 0.0031392368 0.5586113681 -0.0155598456 -0.0078597309 0.0573477334 0.8665155782 -0.0135355581 0.0052501172 -0.0421023827 0.0000345251 0.0000345582 0.0065230851 0.0065505033 -0.0058520534 -0.0058864817 7.7494651599 5.2544503125 -8.9095622996 -5.5992227304 2.0132265091 64.4492679741 1.8038567127 1.1816069904 0.0027061402 -0.0014605361 -0.0003860600 0.0003498029
6.0333333333 2418.1227150761 2141.5936203348 2472.0502609376 4000.0000000000 4000.0000000000 4000.0000000000 0.0154511293 -0.0185897107 0.0031389128 0.5585981347 -0.0155528640 -0.0078552539 0.0573139117 0.8665256566 -0.0135267582 0.0052460796 -0.0420723579 0.0000345214 0.0000345554 0.0065205542 0.0065479617 -0.0058488810 -0.0058832884 7.7422978662 5.2499160017 -8.9031227010 -5.5939344122 2.0129516125 64.4379920450 1.8041054753 1.1809743081 0.0027127439 -0.0014633634 -0.0003858482 0.0003494954
6.0350000000 2418.7374123477 2142.2935574913 2472.6524498076 4000.0000000000 4000.0000000000 4000.0000000000 0.0154254840 -0.0185637268 0.0031385814 0.5585849091 -0.0155458865 -0.0078507771 0.0572801070 0.8665357275 -0.0135179652 0.0052420442 -0.0420423513 0.0000345176 0.0000345525 0.0065180255 0.0065454211 -0.0058457105 -0.0058800971 7.7351283865 5.2453852782 -8.8966772922 -5.5886492096 2.0126769543 64.4267081779 1.8043539654 1.1803420772 0.0027193437 -0.0014661893 -0.0003856364 0.0003491882
6.0366666667 2419.3520141692 2142.9934160733 2473.2545338787 4000.0000000000 4000.0000000000 4000.0000000000 0.0153998779 -0.0185377749 0.0031382428 0.5585716912 -0.0155389130 -0.0078462999 0.0572463145 0.8665457910 -0.0135091793 0.0052380105 -0.0420123628 0.0000345137 0.0000345495 0.0065154966 0.0065428815 -0.0058425419 -0.0058769076 7.7279768432 5.2408581490 -8.8902492115 -5.5833671304 2.0124020576 64.4154515038 1.8046026070 1.1797102992 0.0027259395 -0.0014690136 -0.0003854246 0.0003488813
6.0383333333 2419.9665205794 2143.6931960925 2473.8565131947 4000.0000000000 4000.0000000000 4000.0000000000 0.0153743111 -0.0185118549 0.0031378970 0.5585584812 -0.0155319436 -0.0078418225 0.0572125364 0.8665558470 -0.0135004005 0.0052339787 -0.0419823929 0.0000345098 0.0000345464 0.0065129692 0.0065403429 -0.0058393753 -0.0058737201 7.7208276661 5.2363345985 -8.8838205622 -5.5780881571 2.0121273994 64.4041980130 1.8048509765 1.1790789713 0.0027325314 -0.0014718365 -0.0003852128 0.0003485748
6.0400000000 2420.5809316171 2144.3928975606 2474.4583877996 4000.0000000000 4000.0000000000 4000.0000000000 0.0153487833 -0.0184859669 0.0031375439 0.5585452789 -0.0155249783 -0.0078373452 0.0571787738 0.8665658955 -0.0134916286 0.0052299491 -0.0419524413 0.0000345058 0.0000345432 0.0065104432 0.0065378054 -0.0058362106 -0.0058705346 7.7136899835 5.2318146287 -8.8774018497 -5.5728122915 2.0118529797 64.3929620923 1.8050990738 1.1784480937 0.0027391194 -0.0014746578 -0.0003850010 0.0003482686
6.0416666667 2421.1952473208 2145.0925204892 2475.0601577371 4000.0000000000 4000.0000000000 4000.0000000000 0.0153232947 -0.0184601107 0.0031371835 0.5585320844 -0.0155180169 -0.0078328679 0.0571450206 0.8665759365 -0.0134828637 0.0052259215 -0.0419225077 0.0000345016 0.0000345400 0.0065079165 0.0065352689 -0.0058330478 -0.0058673510 7.7065558591 5.2272982310 -8.8709839409 -5.5675395238 2.0115785599 64.3817277851 1.8053471110 1.1778176649 0.0027457034 -0.0014774776 -0.0003847892 0.0003479627
6.0433333333 2421.8094677293 2145.7920648900 2475.6618230512 4000.0000000000 4000.0000000000 4000.0000000000 0.0152978450 -0.0184342864 0.0031368160 0.5585188977 -0.0155110596 -0.0078283909 0.0571112842 0.8665859701 -0.0134741059 0.0052218963 -0.0418925923 0.0000344975 0.0000345367 0.0065053927 0.0065327335 -0.0058298868 -0.0058641693 7.6994286506 5.2227854060 -8.8645707085 -5.5622698548 2.0113043785 64.3705038178 1.8055948763 1.1771876851 0.0027522835 -0.0014802959 -0.0003845774 0.0003476571
6.0450000000 2422.4235928814 2146.4915307747 2476.2633837855 4000.0000000000 4000.0000000000 4000.0000000000 0.0152724344 -0.0184084939 0.0031364414 0.5585057188 -0.0155041064 -0.0078239134 0.0570775627 0.8665959962 -0.0134653550 0.0052178727 -0.0418626947 0.0000344932 0.0000345333 0.0065028696 0.0065301990 -0.0058267277 -0.0058609895 7.6923147334 5.2182761505 -8.8581694920 -5.5570032806 2.0110299587 64.3592984498 1.8058427932 1.1765581537 0.0027588596 -0.0014831127 -0.0003843655 0.0003473519
6.0466666667 2423.0376228155 2147.1909181549 2476.8648399838 4000.0000000000 4000.0000000000 4000.0000000000 0.0152470626 -0.0183827332 0.0031360595 0.5584925477 -0.0154971571 -0.0078194358 0.0570438540 0.8666060149 -0.0134566111 0.0052138512 -0.0418328156 0.0000344888 0.0000345298 0.0065003469 0.0065276656 -0.0058235707 -0.0058578117 7.6852031506 5.2137704540 -8.8517676868 -5.5517397893 2.0107557774 64.3480962008 1.8060904385 1.1759290687 0.0027654319 -0.0014859280 -0.0003841537 0.0003470469
6.0483333333 2423.6515575704 2147.8902270424 2477.4661916900 4000.0000000000 4000.0000000000 4000.0000000000 0.0152217297 -0.0183570043 0.0031356706 0.5584793843 -0.0154902118 -0.0078149579 0.0570101577 0.8666160261 -0.0134478741 0.0052098314 -0.0418029546 0.0000344844 0.0000345262 0.0064978250 0.0065251332 -0.0058204154 -0.0058546358 7.6781036338 5.2092683185 -8.8453764962 -5.5464793830 2.0104815960 64.3369114436 1.8063380237 1.1753004306 0.0027720001 -0.0014887417 -0.0003839418 0.0003467423
6.0500000000 2424.2653971845 2148.5894574488 2478.0674389476 4000.0000000000 4000.0000000000 4000.0000000000 0.0151964357 -0.0183313071 0.0031352746 0.5584662287 -0.0154832706 -0.0078104805 0.0569764782 0.8666260298 -0.0134391441 0.0052058141 -0.0417731119 0.0000344799 0.0000345226 0.0064953054 0.0065226018 -0.0058172622 -0.0058514618 7.6710069479 5.2047697349 -8.8389852966 -5.5412220512 2.0102078915 64.3257306101 1.8065851260 1.1746722377 0.0027785645 -0.0014915539 -0.0003837299 0.0003464380
6.0516666667 2424.8791416965 2149.2886093859 2478.6685818004 4000.0000000000 4000.0000000000 4000.0000000000 0.0151711804 -0.0183056416 0.0031348714 0.5584530809 -0.0154763333 -0.0078060024 0.0569428106 0.8666360261 -0.0134304211 0.0052017983 -0.0417432868 0.0000344753 0.0000345189 0.0064927855 0.0065200714 -0.0058141106 -0.0058482897 7.6639235593 5.2002747044 -8.8326061344 -5.5359677953 2.0099337101 64.3145659453 1.8068325914 1.1740444902 0.0027851249 -0.0014943646 -0.0003835180 0.0003461341
6.0533333333 2425.4927911449 2149.9876828654 2479.2696202920 4000.0000000000 4000.0000000000 4000.0000000000 0.0151459638 -0.0182800079 0.0031344612 0.5584399409 -0.0154694000 -0.0078015244 0.0569091587 0.8666460149 -0.0134217050 0.0051977847 -0.0417134803 0.0000344707 0.0000345151 0.0064902676 0.0065175421 -0.0058109612 -0.0058451196 7.6568412828 5.1957832167 -8.8262249879 -5.5307166035 2.0096600056 64.3034045869 1.8070795742 1.1734171864 0.0027916814 -0.0014971738 -0.0003833061 0.0003458304
6.0550000000 2426.1063455681 2150.6866778989 2479.8705544661 4000.0000000000 4000.0000000000 4000.0000000000 0.0151207859 -0.0182544057 0.0031340440 0.5584268086 -0.0154624707 -0.0077970463 0.0568755175 0.8666559963 -0.0134129958 0.0051937731 -0.0416836916 0.0000344659 0.0000345112 0.0064877493 0.0065150138 -0.0058078135 -0.0058419513 7.6497664880 5.1912952750 -8.8198491902 -5.5254684793 2.0093863010 64.2922508898 1.8073264972 1.1727903266 0.0027982339 -0.0014999814 -0.0003830941 0.0003455271
6.0566666667 2426.7198050047 2151.3855944982 2480.4713843663 4000.0000000000 4000.0000000000 4000.0000000000 0.0150956467 -0.0182288352 0.0031336198 0.5584136841 -0.0154555453 -0.0077925685 0.0568418900 0.8666659703 -0.0134042935 0.0051897638 -0.0416539210 0.0000344611 0.0000345072 0.0064852327 0.0065124865 -0.0058046678 -0.0058387850 7.6427047735 5.1868108753 -8.8134852066 -5.5202234182 2.0091128349 64.2811190882 1.8075731493 1.1721639102 0.0028047825 -0.0015027875 -0.0003828822 0.0003452241
6.0583333333 2427.3331694930 2152.0844326751 2481.0721100361 4000.0000000000 4000.0000000000 4000.0000000000 0.0150705460 -0.0182032963 0.0031331885 0.5584005674 -0.0154486239 -0.0077880902 0.0568082786 0.8666759368 -0.0133955981 0.0051857562 -0.0416241680 0.0000344562 0.0000345032 0.0064827179 0.0065099602 -0.0058015238 -0.0058356206 7.6356454672 5.1823300073 -8.8071207300 -5.5149814081 2.0088391304 64.2699856364 1.8078199530 1.1715379354 0.0028113272 -0.0015055921 -0.0003826702 0.0003449214
6.0600000000 2427.9464390716 2152.7831924413 2481.6727315191 4000.0000000000 4000.0000000000 4000.0000000000 0.0150454837 -0.0181777889 0.0031327503 0.5583874585 -0.0154417064 -0.0077836117 0.0567746799 0.8666858959 -0.0133869097 0.0051817506 -0.0415944334 0.0000344513 0.0000344990 0.0064802031 0.0065074349 -0.0057983819 -0.0058324581 7.6285986483 5.1778526730 -8.8007673982 -5.5097424515 2.0085656643 64.2588742591 1.8080664860 1.1709124025 0.0028178680 -0.0015083952 -0.0003824583 0.0003446190
6.0616666667 2428.5596137788 2153.4818738084 2482.2732488589 4000.0000000000 4000.0000000000 4000.0000000000 0.0150204600 -0.0181523131 0.0031323052 0.5583743574 -0.0154347929 -0.0077791334 0.0567410962 0.8666958475 -0.0133782281 0.0051777472 -0.0415647167 0.0000344462 0.0000344948 0.0064776901 0.0065049106 -0.0057952418 -0.0058292975 7.6215535415 5.1733788626 -8.7944127822 -5.5045065370 2.0082924366 64.2477622724 1.8083127482 1.1702873098 0.0028244048 -0.0015111967 -0.0003822463 0.0003443170
6.0633333333 2429.1726936530 2154.1804767884 2482.8736620989 4000.0000000000 4000.0000000000 4000.0000000000 0.0149954747 -0.0181268688 0.0031318531 0.5583612640 -0.0154278833 -0.0077746546 0.0567075230 0.8667057918 -0.0133695534 0.0051737454 -0.0415350178 0.0000344411 0.0000344906 0.0064751767 0.0065023873 -0.0057921035 -0.0058261388 7.6145215815 5.1689085787 -8.7880700682 -5.4992736676 2.0080189705 64.2366686955 1.8085591622 1.1696626578 0.0028309376 -0.0015139966 -0.0003820343 0.0003440153
6.0650000000 2429.7856787325 2154.8790013929 2483.4739712826 4000.0000000000 4000.0000000000 4000.0000000000 0.0149705277 -0.0181014559 0.0031313941 0.5583481784 -0.0154209777 -0.0077701761 0.0566739652 0.8667157286 -0.0133608856 0.0051697460 -0.0415053371 0.0000344359 0.0000344862 0.0064726655 0.0064998650 -0.0057889672 -0.0058229820 7.6074952191 5.1644418110 -8.7817305644 -5.4940438313 2.0077459812 64.2255855178 1.8088050946 1.1690384445 0.0028374666 -0.0015167950 -0.0003818223 0.0003437138
6.0666666667 2430.3985690555 2155.5774476336 2484.0741764534 4000.0000000000 4000.0000000000 4000.0000000000 0.0149456191 -0.0180760745 0.0031309282 0.5583351006 -0.0154140759 -0.0077656976 0.0566404219 0.8667256579 -0.0133522247 0.0051657487 -0.0414756739 0.0000344307 0.0000344818 0.0064701553 0.0064973437 -0.0057858327 -0.0058198271 7.6004734372 5.1599785574 -8.7753930920 -5.4888170259 2.0074729919 64.2145046400 1.8090509677 1.1684146697 0.0028439916 -0.0015195919 -0.0003816103 0.0003434127
6.0683333333 2431.0113646605 2156.2758155224 2484.6742776548 4000.0000000000 4000.0000000000 4000.0000000000 0.0149207487 -0.0180507245 0.0031304554 0.5583220305 -0.0154071781 -0.0077612191 0.0566068906 0.8667355799 -0.0133435706 0.0051617535 -0.0414460285 0.0000344253 0.0000344773 0.0064676453 0.0064948234 -0.0057827000 -0.0058166741 7.5934630092 5.1555188174 -8.7690654747 -5.4835932505 2.0072000027 64.2034412973 1.8092967816 1.1677913331 0.0028505126 -0.0015223872 -0.0003813983 0.0003431120
6.0700000000 2431.6240655856 2156.9741050710 2485.2742749301 4000.0000000000 4000.0000000000 4000.0000000000 0.0148959165 -0.0180254059 0.0031299758 0.5583089682 -0.0154002842 -0.0077567403 0.0565733698 0.8667454944 -0.0133349233 0.0051577601 -0.0414164009 0.0000344199 0.0000344727 0.0064651357 0.0064923041 -0.0057795692 -0.0058135230 7.5864593998 5.1510625826 -8.7627424784 -5.4783724956 2.0069270134 64.1923870309 1.8095425363 1.1671684335 0.0028570298 -0.0015251810 -0.0003811862 0.0003428115
