1 aimc11_3.asc Terminal guidance against 3 g target ' Missile AIM ' Nov 30 2022 22:16:57
  0  0 76
time            vmach           pdynmc          psiblx          thtblx          
phiblx          alppx           phipx           alphax          betax           
erq             etbl            ppx             qqx             rrx             
SBEL1           SBEL2           SBEL3           track           VBEL1           
VBEL2           VBEL3           dvbe            hbe             psivlx          
thtvlx          anx             ayx             dts             vmass           
thrust          ai11            ai33            stmarg          realq1          
realq2          wnq             zetq            gavail          gmax            
dbt             ththbx          phihbx          EAHH1           EAHH2           
EAHH3           thtpbx          psipbx          sigdpy          sigdpz          
ancomx          alcomx          apny            adely           all             
tgoc            dtbc            dvtbc           psiobcx         thtobcx         
phicomx         dpcx            dqcx            drcx            dpx             
dqx             drx             delx1           ddx1            miss            
etax            zetx            etacx           zetcx           detas           
dzeta           
2723.09         -37.9252        -941.042        2723.49         1115.51         
-40.1593        30.1367         1116.64         941.042         -2.0618         
-1.54653        0.553428        -4.02761        9231.65         56.2951         
0               0.202           44.3618         0.750648        0               
0               14.7346         0.0733647       45.5961         50              
6476.67         3.21324         89.2447         0               7.73914e-05     
0.000606064     0.0423323       3.21296         -0.000849542    -0.00601949     
0.545947        -4.11113        -3.12794        -0.977939       -4.11113        
0               0               0               0               0               
0               -0.00720098     -0.0594686      0.337578        -0.00709308     
-0.0590828      0.333734        -0.385723       -0.295739       0               
0               0               0               0               0               
0               
3.3             3.29191         686782          -3.87002        -1.31723        
0.317213        1.73498         82.2798         0.23314         1.71925         
-8.54922e-09    2.96147e-08     0.264562        -0.237958       -2.34211        
2778.65         -39.9685        -939.535        2779.09         1106.92         
-41.574         30.1518         1108.11         939.535         -2.15091        
-1.55921        0.550231        -4.05612        9219.66         56.2951         
0               0.202           44.3618         0.764794        0               
0               14.7896         0.0728493       45.557          50              
6409.06         3.3132          89.0928         0               7.63356e-05     
0.000611324     0.0524302       3.31279         -0.000855809    -0.00607015     
0.542697        -4.13427        -3.13394        -0.994797       -4.13427        
0               0               0               0               0               
0               -0.00758161     -0.0607965      0.350942        -0.00747539     
-0.060429       0.347247        -0.4002         -0.283508       0               
0               0               0               0               0               
0               
3.35            3.26686         676493          -3.9874         -1.32857        
0.332795        1.76188         82.3694         0.234023        1.74627         
-8.5853e-09     2.97459e-08     0.250824        -0.242257       -2.3511         
2833.78         -42.0827        -938.027        2834.27         1098.45         
-42.9917        30.1688         1099.7          938.027         -2.24133        
-1.57203        0.546944        -4.08097        9207.68         56.2951         
0               0.202           44.3618         0.778585        0               
0               14.8383         0.0723628       45.522          50              
6341.88         3.41316         88.9467         0               7.5299e-05      
0.000616683     0.0627072       3.41259         -0.000862035    -0.00612099     
0.539498        -4.15684        -3.13994        -1.01109        -4.15684        
0               0               0               0               0               
0               -0.00796332     -0.062103       0.364065        -0.00785593     
-0.0617394      0.360398        -0.414282       -0.280479       0               
0               0               0               0               0               
0               
3.4             3.24214         666415          -4.1055         -1.34007        
0.347887        1.78824         82.4546         0.234892        1.77275         
-8.70964e-09    3.01826e-08     0.243439        -0.245683       -2.37151        
2888.5          -44.2677        -936.518        2889.02         1090.08         
-44.4111        30.1878         1091.4          936.518         -2.33301        
-1.58499        0.543626        -4.10366        9195.72         56.2951         
0               0.202           44.3618         0.792035        0               
0               14.8814         0.0719029       45.4894         50              
6275.14         3.51372         88.8064         0               7.42959e-05     
0.000622163     0.0731494       3.51296         -0.000868177    -0.00617311     
0.536374        -4.17958        -3.14651        -1.02701        -4.17958        
0               0               0               0               0               
0               -0.00835206     -0.0633764      0.377082        -0.00824222     
-0.0630231      0.373448        -0.428229       -0.277221       0               
0               0               0               0               0               
0               
3.45            3.21774         656544          -4.22484        -1.35169        
0.362797        1.8146          82.5369         0.235773        1.79922         
-8.90538e-09    3.08645e-08     0.24151         -0.248731       -2.4            
2942.79         -46.5238        -935.008        2943.37         1081.82         
-45.8318        30.2088         1083.21         935.008         -2.42592        
-1.59809        0.540349        -4.12555        9183.78         56.2951         
0               0.202           44.3618         0.805156        0               
0               14.9191         0.0714675       45.4579         50              
6208.83         3.61539         88.6719         0               7.33242e-05     
0.000627771     0.0837398       3.61442         -0.000874307    -0.00622649     
0.533294        -4.20266        -3.15363        -1.0427         -4.20266        
0               0               0               0               0               
0               -0.00875321     -0.06463        0.390065        -0.00863937     
-0.0642803      0.386424        -0.442065       -0.276781       0               
0               0               0               0               0               
0               
3.5             3.19366         646874          -4.34574        -1.36341        
0.377758        1.84127         82.6174         0.236673        1.826           
-9.14712e-09    3.17043e-08     0.237933        -0.251601       -2.43384        
2996.68         -48.8509        -933.497        2997.3          1073.66         
-47.254         30.2316         1075.12         933.497         -2.52008        
-1.61133        0.537507        -4.14955        9171.85         56.2951         
0               0.202           44.3618         0.818191        0               
0               14.9613         0.0710633       45.4242         50              
6142.95         3.71848         88.5431         0               7.23901e-05     
0.000633508     0.0944776       3.71728         -0.000880417    -0.00628131     
0.530257        -4.22637        -3.16137        -1.0584         -4.22637        
0               0               0               0               0               
0               -0.009156       -0.0657856      0.402575        -0.00905045     
-0.0655105      0.399375        -0.455835       -0.255443       0               
0               0               0               0               0               
0               
3.55            3.16989         637396          -4.46787        -1.37537        
0.390875        1.86774         82.6974         0.237492        1.85259         
-9.21442e-09    3.19075e-08     0.160856        -0.262254       -2.43473        
3050.16         -51.2493        -931.985        3050.84         1065.6          
-48.6811        30.2556         1067.14         931.985         -2.6157         
-1.62467        0.53566         -4.17964        9159.94         56.2951         
0               0.202           44.3618         0.831506        0               
0               15.0247         0.0707057       45.3851         50              
6077.49         3.82265         88.4193         0               7.14033e-05     
0.000639932     0.105371        3.8212          -0.000886476    -0.0063389      
0.527267        -4.25154        -3.1704         -1.07431        -4.25154        
0               0               0               0               0               
0               -0.00936678     -0.0669195      0.414601        -0.00932309     
-0.066544       0.410868        -0.468089       -0.278747       0               
0               0               0               0               0               
0               
3.6             3.14641         628103          -4.58959        -1.38792        
0.400281        1.89236         82.7782         0.237976        1.87734         
-9.15871e-09    3.17406e-08     0.101744        -0.271633       -2.44162        
3103.24         -53.7191        -930.471        3103.97         1057.63         
-50.1117        30.281          1059.25         930.471         -2.7127         
-1.63814        0.532627        -4.20234        9148.04         56.2951         
0               0.202           44.3618         0.844453        0               
0               15.0824         0.0703703       45.3517         50              
6012.44         3.92626         88.2966         0               7.0379e-05      
0.000646189     0.116617        3.92453         -0.000891586    -0.00640274     
0.524724        -4.27894        -3.1824         -1.08956        -4.27894        
0               0               0               0               0               
0               -0.00952655     -0.0681756      0.427858        -0.00948096     
-0.067864       0.424359        -0.482743       -0.27702        0               
0               0               0               0               0               
0               
3.65            3.12322         618993          -4.71287        -1.40073        
0.407581        1.91722         82.8594         0.238407        1.90234         
-9.45787e-09    3.2782e-08      0.0736789       -0.275902       -2.48355        
3155.93         -56.2605        -928.957        3156.72         1049.76         
-51.5438        30.3083         1051.47         928.957         -2.81098        
-1.65177        0.529671        -4.22614        9136.16         56.2951         
0               0.202           44.3618         0.857029        0               
0               15.1347         0.0700558       45.3188         50              
5947.81         4.03128         88.179          0               6.94606e-05     
0.000651695     0.127996        4.02925         -0.000897211    -0.00645914     
0.521962        -4.30236        -3.19056        -1.10469        -4.30236        
0               0               0               0               0               
0               -0.00970129     -0.0692137      0.43972         -0.00964977     
-0.0689152      0.436363        -0.495629       -0.254611       0               
0               0               0               0               0               
0               
3.7             3.10032         610060          -4.83784        -1.41375        
0.414058        1.94239         82.941          0.238793        1.92766         
-9.67969e-09    3.35469e-08     0.0635905       -0.28044        -2.51127        
3208.22         -58.8735        -927.44         3209.08         1041.99         
-52.9788        30.3374         1043.77         927.44          -2.91064        
-1.66554        0.526522        -4.24956        9124.3          56.2951         
0               0.202           44.3618         0.86925         0               
0               15.1817         0.0697607       45.2862         50              
5883.58         4.13784         88.0658         0               6.85081e-05     
0.000657645     0.139541        4.13549         -0.000902639    -0.00651492     
0.519322        -4.32526        -3.1983         -1.11973        -4.32526        
0               0               0               0               0               
0               -0.00989582     -0.070309       0.452175        -0.00984052     
-0.0700086      0.448674        -0.508842       -0.268408       0               
0               0               0               0               0               
0               
3.75            3.0777          601299          -4.96438        -1.4269         
0.420236        1.96779         83.0206         0.239205        1.9532          
-9.94149e-09    3.44578e-08     0.0587692       -0.282538       -2.54672        
3260.13         -61.5584        -925.923        3261.06         1034.3          
-54.416         30.3683         1036.18         925.923         -3.01163        
-1.67947        0.523448        -4.27258        9112.46         56.2951         
0               0.202           44.3618         0.881131        0               
0               15.224          0.0694834       45.254          50              
5819.76         4.24583         87.9572         0               6.76205e-05     
0.000663562     0.151207        4.24314         -0.000908079    -0.00657276     
0.516715        -4.34892        -3.20693        -1.13466        -4.34892        
0               0               0               0               0               
0               -0.0100969      -0.071326       0.464478        -0.0100396      
-0.0710441      0.461043        -0.522047       -0.261278       0               
0               0               0               0               0               
0               
3.8             3.05535         592708          -5.09269        -1.44014        
0.426373        1.99361         83.0977         0.23968         1.97916         
-1.02155e-08    3.54066e-08     0.058938        -0.284889       -2.58135        
3311.65         -64.3152        -924.404        3312.65         1026.7          
-55.8557        30.4011         1028.67         924.404         -3.11399        
-1.69355        0.520511        -4.29574        9100.64         56.2951         
0               0.202           44.3618         0.892682        0               
0               15.2615         0.0692228       45.2219         50              
5756.34         4.35543         87.8537         0               6.67458e-05     
0.000669558     0.16296         4.35239         -0.000913571    -0.00663082     
0.514129        -4.37251        -3.21555        -1.14952        -4.37251        
0               0               0               0               0               
0               -0.0103103      -0.0723515      0.476894        -0.0102493      
-0.0720633      0.4734          -0.535214       -0.265545       0               
0               0               0               0               0               
0               
3.85            3.03327         584282          -5.22276        -1.45345        
0.432647        2.01984         83.1727         0.240212        2.00552         
-1.05004e-08    3.63947e-08     0.0609483       -0.286828       -2.61769        
3362.8          -67.144         -922.883        3363.88         1019.2          
-57.2978        30.4355         1021.26         922.883         -3.2177         
-1.70778        0.517675        -4.31888        9088.83         56.2951         
0               0.202           44.3618         0.903917        0               
0               15.2947         0.0689775       45.1899         50              
5693.31         4.46665         87.7547         0               6.5903e-05      
0.000675572     0.174815        4.46324         -0.000918942    -0.00668955     
0.511643        -4.39624        -3.22438        -1.16431        -4.39624        
0               0               0               0               0               
0               -0.010534       -0.073366       0.489373        -0.0104703      
-0.0730838      0.485878        -0.548491       -0.26525        0               
0               0               0               0               0               
0               
3.9             3.01147         576018          -5.35468        -1.46684        
0.439127        2.04654         83.2454         0.24081         2.03233         
-1.0797e-08     3.74226e-08     0.0641455       -0.288804       -2.65438        
3413.57         -70.045         -921.36         3414.74         1011.77         
-58.7424        30.4716         1013.93         921.36          -3.3228         
-1.72216        0.514977        -4.34222        9077.05         56.2951         
0               0.202           44.3618         0.914846        0               
0               15.3237         0.0687464       45.1577         50              
5630.67         4.57955         87.6602         0               6.50897e-05     
0.000681612     0.186764        4.57575         -0.000924315    -0.00674849     
0.509198        -4.4199         -3.2332         -1.17904        -4.4199         
0               0               0               0               0               
0               -0.0107684      -0.0743754      0.501921        -0.0107016      
-0.0740923      0.498396        -0.561787       -0.26699        0               
0               0               0               0               0               
0               
3.95            2.98992         567910          -5.48843        -1.4803         
0.44586         2.07369         83.3161         0.241464        2.05959         
-1.10962e-08    3.84593e-08     0.0677991       -0.290875       -2.69097        
3463.98         -73.0183        -919.835        3465.23         1004.44         
-60.1898        30.5093         1006.7          919.835         -3.42929        
-1.73669        0.512381        -4.36565        9065.28         56.2951         
0               0.202           44.3618         0.925482        0               
0               15.3488         0.0685287       45.1255         50              
5568.41         4.69412         87.5698         0               6.43051e-05     
0.000687678     0.198817        4.68992         -0.000929664    -0.0068078      
0.506803        -4.44355        -3.24206        -1.19371        -4.44355        
0               0               0               0               0               
0               -0.0110136      -0.0753829      0.514568        -0.0109439      
-0.0751015      0.511019        -0.575177       -0.268475       0               
0               0               0               0               0               
0               
4               2.96864         559957          -5.62401        -1.49383        
0.452855        2.10127         83.3849         0.24217         2.08728         
-1.14006e-08    3.95141e-08     0.0714222       -0.293056       -2.72762        
3514.02         -76.064         -918.309        3515.36         997.181         
-61.6399        30.5484         999.551         918.309         -3.53719        
-1.75136        0.509882        -4.38918        9053.53         56.2951         
0               0.202           44.3618         0.935835        0               
0               15.3701         0.0683233       45.0933         50              
5506.54         4.81037         87.4833         0               6.35512e-05     
0.000693754     0.210979        4.80575         -0.000935031    -0.00686733     
0.504436        -4.46714        -3.25092        -1.20832        -4.46714        
0               0               0               0               0               
0               -0.0112687      -0.0763845      0.527297        -0.0111963      
-0.0761044      0.523724        -0.588632       -0.269882       0               
0               0               0               0               0               
0               
4.05            2.94761         552153          -5.76143        -1.50744        
0.460108        2.12928         83.4521         0.242919        2.11538         
-1.17074e-08    4.05769e-08     0.0748576       -0.295422       -2.76401        
3563.7          -79.1823        -916.781        3565.14         990.009         
-63.0928        30.5891         992.488         916.781         -3.6465         
-1.76617        0.507457        -4.41274        9041.8          56.2951         
0               0.202           44.3618         0.945915        0               
0               15.3878         0.0681294       45.0611         50              
5445.05         4.92828         87.4003         0               6.28257e-05     
0.000699839     0.223258        4.92324         -0.000940424    -0.00692702     
0.502091        -4.49063        -3.25973        -1.22286        -4.49063        
0               0               0               0               0               
0               -0.0115337      -0.0773816      0.540119        -0.0114585      
-0.077103       0.53652         -0.602164       -0.271426       0               
0               0               0               0               0               
0               
4.1             2.92683         544497          -5.90066        -1.52115        
0.467605        2.15768         83.5179         0.243701        2.14388         
-1.20167e-08    4.16487e-08     0.0779334       -0.297943       -2.80023        
3613.02         -82.3733        -915.25         3614.56         982.917         
-64.5485        30.6311         985.51          915.25          -3.75724        
-1.78112        0.505088        -4.4363         9030.09         56.2951         
0               0.202           44.3618         0.955734        0               
0               15.4021         0.0679462       45.029          50              
5383.93         5.04786         87.3207         0               6.21285e-05     
0.000705928     0.235663        5.04237         -0.000945857    -0.00698681     
0.499758        -4.51398        -3.26848        -1.23734        -4.51398        
0               0               0               0               0               
0               -0.0118078      -0.0783718      0.553027        -0.0117301      
-0.0780953      0.549404        -0.615769       -0.272824       0               
0               0               0               0               0               
0               
4.15            2.9063          536984          -6.04171        -1.53495        
0.475328        2.18646         83.5823         0.244509        2.17275         
-1.23283e-08    4.27282e-08     0.0806253       -0.300625       -2.83622        
3661.99         -85.6372        -913.717        3663.64         975.904         
-66.0072        30.6744         978.614         913.717         -3.86942        
-1.79622        0.502761        -4.45981        9018.4          56.2951         
0               0.202           44.3618         0.9653          0               
0               15.4133         0.067773        44.9971         50              
5323.19         5.16907         87.2441         0               6.14583e-05     
0.000712016     0.248199        5.16313         -0.00095134     -0.00704666     
0.497432        -4.53718        -3.27715        -1.25174        -4.53718        
0               0               0               0               0               
0               -0.0120908      -0.0793542      0.566022        -0.0120107      
-0.07908        0.562375        -0.629444       -0.274233       0               
0               0               0               0               0               
0               
4.2             2.88601         529610          -6.18455        -1.54885        
0.483259        2.21559         83.6456         0.245338        2.20197         
-1.26422e-08    4.38157e-08     0.082925        -0.303446       -2.87202        
3710.61         -88.9741        -912.183        3712.38         968.968         
-67.4687        30.7191         971.8           912.183         -3.98304        
-1.81145        0.50046         -4.48322        9006.74         56.2951         
0               0.202           44.3618         0.974622        0               
0               15.4214         0.0676092       44.9653         50              
5262.8          5.29193         87.1704         0               6.08139e-05     
0.000718102     0.260873        5.28551         -0.000956875    -0.00710654     
0.495109        -4.5602         -3.28571        -1.26606        -4.5602         
0               0               0               0               0               
0               -0.0123824      -0.0803277      0.579103        -0.0122999      
-0.0800561      0.575432        -0.643188       -0.275577       0               
0               0               0               0               0               
0               
4.25            2.86596         522374          -6.32919        -1.56287        
0.49138         2.24507         83.7078         0.246181        2.23154         
-1.29586e-08    4.49121e-08     0.0848647       -0.306388       -2.90767        
3758.89         -92.3841        -910.646        3760.78         962.109         
-68.9331        30.7651         965.066         910.646         -4.09812        
-1.82683        0.498176        -4.50651        8995.09         56.2951         
0               0.202           44.3618         0.98371         0               
0               15.4265         0.0674542       44.9337         50              
5202.79         5.41641         87.0993         0               6.01942e-05     
0.000724184     0.273691        5.40951         -0.000962468    -0.00716642     
0.492787        -4.58303        -3.29416        -1.28029        -4.58303        
0               0               0               0               0               
0               -0.0126823      -0.0812914      0.592268        -0.0125975      
-0.0810226      0.588574        -0.656999       -0.276893       0               
0               0               0               0               0               
0               
4.3             2.84614         515271          -6.47561        -1.57699        
0.499674        2.27487         83.7691         0.247035        2.26143         
-1.32779e-08    4.60183e-08     0.0864905       -0.309432       -2.94321        
3806.82         -95.8675        -909.106        3808.84         955.325         
-70.4004        30.8123         958.411         909.106         -4.21465        
-1.84234        0.495902        -4.52966        8983.46         56.2951         
0               0.202           44.3618         0.992573        0               
0               15.429          0.0673073       44.9023         50              
5143.13         5.54251         87.0307         0               5.95981e-05     
0.000730259     0.286656        5.53512         -0.000968118    -0.00722628     
0.490463        -4.60566        -3.30249        -1.29444        -4.60566        
0               0               0               0               0               
0               -0.0129903      -0.0822446      0.605517        -0.0129032      
-0.0819787      0.601799        -0.670874       -0.278184       0               
0               0               0               0               0               
0               
4.35            2.82656         508300          -6.62381        -1.59124        
0.508128        2.305           83.8294         0.247895        2.29163         
-1.36003e-08    4.71354e-08     0.0878536       -0.312559       -2.97867        
3854.42         -99.4242        -907.564        3856.57         948.615         
-71.8704        30.8608         951.834         907.564         -4.33265        
-1.858          0.493631        -4.55263        8971.86         56.2951         
0               0.202           44.3618         1.00122         0               
0               15.4288         0.0671682       44.8712         50              
5083.83         5.67023         86.9646         0               5.90244e-05     
0.000736328     0.299772        5.66232         -0.000973824    -0.0072861      
0.488138        -4.62808        -3.31071        -1.30851        -4.62808        
0               0               0               0               0               
0               -0.0133063      -0.0831869      0.618848        -0.013217       
-0.0829242      0.615107        -0.684814       -0.279463       0               
0               0               0               0               0               
0               
4.4             2.8072          501455          -6.77378        -1.6056         
0.516732        2.33543         83.8888         0.248761        2.32215         
-1.39262e-08    4.82645e-08     0.0890058       -0.315754       -3.01409        
3901.69         -103.055        -906.02         3903.97         941.977         
-73.3432        30.9105         945.333         906.02          -4.45212        
-1.87379        0.49136         -4.57541        8960.27         56.2951         
0               0.202           44.3618         1.00965         0               
0               15.4262         0.0670362       44.8404         50              
5024.88         5.79956         86.9006         0               5.84721e-05     
0.000742389     0.313041        5.79113         -0.000979586    -0.00734587     
0.485812        -4.6503         -3.31879        -1.32249        -4.6503         
0               0               0               0               0               
0               -0.0136303      -0.0841182      0.632263        -0.0135387      
-0.0838586      0.628498        -0.698818       -0.280741       0               
0               0               0               0               0               
0               
4.45            2.78807         494736          -6.92527        -1.62012        
0.526321        2.3659          83.9485         0.24956         2.35271         
-1.41526e-08    4.90318e-08     0.176486        -0.322014       -3.02881        
3948.62         -106.759        -904.473        3951.05         935.41          
-74.8189        30.9614         938.908         904.473         -4.57308        
-1.88973        0.488687        -4.59541        8948.71         56.2951         
0               0.202           44.3618         1.02501         0               
0               15.4789         0.0667104       44.8097         50              
4966.28         5.93023         86.8374         0               5.77265e-05     
0.000748785     0.326589        5.92127         -0.000985118    -0.00740628     
0.483596        -4.67231        -3.32706        -1.33607        -4.67231        
0               0               0               0               0               
0               -0.0141426      -0.0855842      0.650607        -0.0139207      
-0.0850342      0.644311        -0.715424       -0.456484       0               
0               0               0               0               0               
0               
4.5             2.76916         488141          -7.07876        -1.63476        
0.545795        2.39708         84.0173         0.249989        2.38402         
-1.49902e-08    5.2027e-08      0.422535        -0.316419       -3.12692        
3995.23         -110.536        -902.924        3997.81         928.915         
-76.2932        31.014          932.559         902.924         -4.69525        
-1.90583        0.484595        -4.61221        8937.17         56.2951         
0               0.202           44.3618         1.04422         0               
0               15.5608         0.0662868       44.7779         50              
4908.03         6.06275         86.7666         0               5.70646e-05     
0.000753736     0.341322        6.05317         -0.00098855     -0.0074655      
0.482106        -4.69367        -3.3347         -1.34944        -4.69367        
0               0               0               0               0               
0               -0.0152731      -0.0871881      0.668889        -0.0149445      
-0.0868235      0.664441        -0.73632        -0.334392       0               
0               0               0               0               0               
0               
4.55            2.75048         481667          -7.23735        -1.64871        
0.57483         2.43195         84.0843         0.2508          2.41899         
-1.6011e-08     5.54961e-08     0.548907        -0.304644       -3.19122        
4041.51         -114.388        -901.372        4044.26         922.49          
-77.7709        31.0681         926.284         901.372         -4.81894        
-1.9221         0.481853        -4.63937        8925.66         56.2951         
0               0.202           44.3618         1.06295         0               
0               15.6365         0.0658884       44.739          50              
4850.12         6.20017         86.6974         0               5.69437e-05     
0.00075954      0.356497        6.18996         -0.000996825    -0.00751463     
0.47843         -4.71124        -3.33779        -1.36342        -4.71124        
0               0               0               0               0               
0               -0.0164033      -0.088382       0.68627         -0.0160862      
-0.0880367      0.68101         -0.752961       -0.367337       0               
0               0               0               0               0               
0               
4.6             2.73202         475311          -7.39751        -1.66224        
0.608848        2.46685         84.1433         0.251875        2.45397         
-1.63477e-08    5.66567e-08     0.622159        -0.303997       -3.21129        
4087.48         -118.314        -899.817        4090.39         916.135         
-79.2535        31.1225         920.083         899.817         -4.94426        
-1.93845        0.479621        -4.6634         8914.16         56.2951         
0               0.202           44.3618         1.08126         0               
0               15.7068         0.065512        44.7012         50              
4792.55         6.33898         86.6296         0               5.66927e-05     
0.000766359     0.371921        6.32811         -0.00100747     -0.00757782     
0.47373         -4.73492        -3.34705        -1.37724        -4.73492        
0               0               0               0               0               
0               -0.017558       -0.0897108      0.705596        -0.0172335      
-0.089333       0.700237        -0.772337       -0.389259       0               
0               0               0               0               0               
0               
4.65            2.71377         469071          -7.55923        -1.67577        
0.645639        2.50181         84.2025         0.252873        2.489           
-1.67928e-08    5.8203e-08      0.658079        -0.308928       -3.25013        
4133.13         -122.313        -898.26         4136.21         909.847         
-80.7388        31.1772         913.954         898.26          -5.07108        
-1.95488        0.477166        -4.68698        8902.69         56.2951         
0               0.202           44.3618         1.09916         0               
0               15.772          0.065156        44.6642         50              
4735.31         6.47916         86.5613         0               5.64367e-05     
0.000772544     0.387801        6.46759         -0.00101759     -0.00764172     
0.469244        -4.75869        -3.35652        -1.39091        -4.75869        
0               0               0               0               0               
0               -0.0187153      -0.0910319      0.724365        -0.0183907      
-0.0906666      0.719117        -0.791393       -0.377416       0               
0               0               0               0               0               
0               
4.7             2.69573         462943          -7.72283        -1.6895         
0.683839        2.5371          84.2657         0.253661        2.5244          
-1.72017e-08    5.96147e-08     0.676287        -0.31643        -3.2853         
4178.46         -126.388        -896.699        4181.73         903.625         
-82.2275        31.2322         907.896         896.699         -5.19944        
-1.9714         0.474286        -4.71057        8891.25         56.2951         
0               0.202           44.3618         1.11666         0               
0               15.8323         0.0648189       44.6275         50              
4678.41         6.62105         86.4923         0               5.61853e-05     
0.000778641     0.404191        6.60875         -0.00102769     -0.00770202     
0.464742        -4.78073        -3.3643         -1.40449        -4.78073        
0               0               0               0               0               
0               -0.0198834      -0.0922935      0.743255        -0.0195551      
-0.0919489      0.737954        -0.810348       -0.37997        0               
0               0               0               0               0               
0               
4.75            2.6779          456926          -7.88817        -1.70348        
0.722767        2.57258         84.3329         0.254206        2.56            
-1.75711e-08    6.08927e-08     0.683867        -0.324548       -3.31914        
4223.49         -130.536        -895.136        4226.95         897.469         
-83.7192        31.2877         901.908         895.136         -5.32934        
-1.98802        0.470953        -4.73369        8879.82         56.2951         
0               0.202           44.3618         1.13378         0               
0               15.888          0.0644994       44.5915         50              
4621.84         6.76451         86.4227         0               5.59595e-05     
0.000784699     0.421096        6.75145         -0.00103811     -0.00776166     
0.460072        -4.80228        -3.37171        -1.41796        -4.80228        
0               0               0               0               0               
0               -0.0210605      -0.0934537      0.762182        -0.0207301      
-0.0931401      0.75688         -0.82929        -0.377672       0               
0               0               0               0               0               
0               
4.8             2.66027         451017          -8.05519        -1.71775        
0.762005        2.60818         84.4036         0.254522        2.59574         
-1.79172e-08    6.20905e-08     0.685488        -0.332882       -3.35165        
4268.21         -134.759        -893.571        4271.87         891.376         
-85.2138        31.3438         895.989         893.571         -5.46077        
-2.00475        0.467224        -4.75629        8868.42         56.2951         
0               0.202           44.3618         1.15054         0               
0               15.9393         0.064196        44.5562         50              
4565.6          6.90949         86.3527         0               5.57506e-05     
0.00079073      0.438485        6.89563         -0.00104896     -0.00782091     
0.455206        -4.82346        -3.37887        -1.4313         -4.82346        
0               0               0               0               0               
0               -0.0222464      -0.0945087      0.78116         -0.0219134      
-0.0942233      0.77584         -0.84815        -0.376743       0               
0               0               0               0               0               
0               
4.85            2.64285         445212          -8.22384        -1.73229        
0.801327        2.64386         84.4773         0.254625        2.63158         
-1.82551e-08    6.3261e-08      0.683731        -0.341217       -3.38413        
4312.63         -139.058        -892.002        4316.5          885.347         
-86.7111        31.4008         890.137         892.002         -5.59372        
-2.02161        0.463133        -4.77829        8857.05         56.2951         
0               0.202           44.3618         1.16694         0               
0               15.9864         0.0639079       44.5216         50              
4509.67         7.05594         86.2825         0               5.55511e-05     
0.000796718     0.456337        7.04124         -0.00106008     -0.0078798      
0.450211        -4.84427        -3.38578        -1.44451        -4.84427        
0               0               0               0               0               
0               -0.023441       -0.0954669      0.800177        -0.0231057      
-0.0952083      0.79485         -0.866953       -0.375211       0               
0               0               0               0               0               
0               
4.9             2.62562         439511          -8.39414        -1.74711        
0.840606        2.67967         84.5533         0.254539        2.66756         
-1.85957e-08    6.44411e-08     0.680191        -0.349293       -3.41698        
4356.75         -143.431        -890.43         4360.83         879.379         
-88.2108        31.4587         884.351         890.43          -5.7282         
-2.03859        0.458738        -4.79976        8845.7          56.2951         
0               0.202           44.3618         1.183           0               
0               16.0296         0.0636338       44.4878         50              
4454.07         7.20389         86.2124         0               5.53602e-05     
0.000802667     0.47463         7.18832         -0.00107141     -0.00793824     
0.445126        -4.86469        -3.39243        -1.45759        -4.86469        
0               0               0               0               0               
0               -0.0246448      -0.0963332      0.819223        -0.0243067      
-0.0960996      0.813886        -0.885679       -0.373879       0               
0               0               0               0               0               
0               
4.95            2.60859         433910          -8.56611        -1.76218        
0.879785        2.71561         84.6309         0.254291        2.70369         
-1.8941e-08     6.56378e-08     0.676076        -0.357014       -3.45015        
4400.57         -147.879        -888.856        4404.88         873.471         
-89.7127        31.5176         878.631         888.856         -5.86419        
-2.05571        0.454099        -4.82075        8834.38         56.2951         
0               0.202           44.3618         1.19872         0               
0               16.069          0.0633729       44.4547         50              
4398.79         7.35334         86.1426         0               5.51753e-05     
0.000808591     0.493339        7.33686         -0.00108291     -0.00799634     
0.439978        -4.88476        -3.39886        -1.47055        -4.88476        
0               0               0               0               0               
0               -0.0258592      -0.0971161      0.838312        -0.025518       
-0.0969049      0.832962        -0.904349       -0.372928       0               
0               0               0               0               0               
0               
5               2.59175         428408          -8.73976        -1.77749        
0.918856        2.75172         84.7097         0.25391         2.73999         
-1.92937e-08    6.686e-08       0.672056        -0.36435        -3.48374        
4444.1          -152.402        -887.279        4448.64         867.623         
-91.2167        31.5776         872.976         887.279         -6.00169        
-2.07298        0.449273        -4.84131        8823.08         56.2951         
0               0.202           44.3618         1.21412         0               
0               16.1048         0.0631243       44.4221         50              
4343.83         7.50432         86.0732         0               5.49957e-05     
0.000814496     0.512444        7.4869          -0.00109452     -0.00805421     
0.434792        -4.90454        -3.40511        -1.4834         -4.90454        
0               0               0               0               0               
0               -0.0270858      -0.0978243      0.857451        -0.026741       
-0.0976331      0.852086        -0.922978       -0.37227        0               
0               0               0               0               0               
0               
5.05            2.5751          423002          -8.91513        -1.79301        
0.957836        2.78801         84.7889         0.253419        2.77648         
-1.96553e-08    6.81133e-08     0.668547        -0.371321       -3.51779        
4487.33         -157            -885.698        4492.12         861.833         
-92.7226        31.6388         867.384         885.698         -6.1407         
-2.09039        0.444312        -4.86149        8811.8          56.2951         
0               0.202           44.3618         1.22921         0               
0               16.1372         0.0628873       44.3901         50              
