1 aimc11_3.asc Terminal guidance against 3 g target ' Missile AIM ' Nov 30 2022 22:16:57
  0  0 76
time            vmach           pdynmc          psiblx          thtblx          
phiblx          alppx           phipx           alphax          betax           
erq             etbl            ppx             qqx             rrx             
SBEL1           SBEL2           SBEL3           track           VBEL1           
VBEL2           VBEL3           dvbe            hbe             psivlx          
thtvlx          anx             ayx             dts             vmass           
thrust          ai11            ai33            stmarg          realq1          
realq2          wnq             zetq            gavail          gmax            
dbt             ththbx          phihbx          EAHH1           EAHH2           
EAHH3           thtpbx          psipbx          sigdpy          sigdpz          
ancomx          alcomx          apny            adely           all             
tgoc            dtbc            dvtbc           psiobcx         thtobcx         
phicomx         dpcx            dqcx            drcx            dpx             
dqx             drx             delx1           ddx1            miss            
etax            zetx            etacx           zetcx           detas           
dzeta           
2783.26         12.9021         84.9336         0               4.39635e-05     
0.00101011      1.12986         12.8533         -0.00130554     -0.00998427     
0.360357        -5.46163        -3.6184         -1.81889        -5.46163        
0               0               0               0               0               
0               -0.0446621      -0.125793       1.45887         -0.0445637      
-0.125414       1.45285         -1.53371        -0.449321       0               
0               0               0               0               0               
0               
6.6             2.13858         293544          -15.1536        -2.36421        
1.40119         3.99737         86.2185         0.264058        3.98865         
-3.26413e-08    1.13116e-07     -0.0870703      -0.507776       -4.6108         
5697.22         -336.963        -834.819        5715.71         706.337         
-139.438        34.1966         720.781         834.819         -11.1672        
-2.71936        0.353086        -5.31719        8476.82         56.2951         
0               0.202           44.3618         1.37631         0               
0               15.4462         0.0643726       43.5762         50              
2737.18         13.1038         84.9219         0               4.35757e-05     
0.00101705      1.14986         13.0542         -0.00130903     -0.0100535      
0.359777        -5.47999        -3.6268         -1.82875        -5.47999        
0               0               0               0               0               
0               -0.0450099      -0.127151       1.48049         -0.044913       
-0.126769       1.47441         -1.55627        -0.453495       0               
0               0               0               0               0               
0               
6.65            2.12668         290346          -15.3859        -2.384          
1.40622         4.04345         86.238          0.265737        4.03473         
-3.32732e-08    1.15306e-07     -0.0968591      -0.511059       -4.65514        
5732.42         -343.972        -833.106        5751.6          701.953         
-140.945        34.2912         716.784         833.106         -11.3534        
-2.7421         0.352332        -5.33322        8466.54         56.2951         
0               0.202           44.3618         1.37128         0               
0               15.3365         0.0646063       43.5484         50              
2691.35         13.3076         84.9113         0               4.3191e-05      
0.00102401      1.16986         13.257          -0.00131239     -0.0101229      
0.359257        -5.49834        -3.63521        -1.83861        -5.49834        
0               0               0               0               0               
0               -0.0453528      -0.128523       1.50229         -0.0452573      
-0.128137       1.49617         -1.57905        -0.457739       0               
0               0               0               0               0               
0               
6.7             2.11489         287196          -15.6205        -2.40387        
1.41095         4.09012         86.2569         0.267469        4.08138         
-3.39125e-08    1.17521e-07     -0.106273       -0.514195       -4.69958        
5767.41         -351.057        -831.39         5787.3          697.599         
-142.452        34.3861         712.825         831.39          -11.5413        
-2.76498        0.351633        -5.34939        8456.29         56.2951         
0               0.202           44.3618         1.36558         0               
0               15.2209         0.0648525       43.5204         50              
2645.77         13.5135         84.9017         0               4.28098e-05     
0.00103098      1.18986         13.4619         -0.00131561     -0.0101925      
0.358799        -5.51667        -3.64361        -1.84846        -5.51667        
0               0               0               0               0               
0               -0.0456913      -0.129912       1.52429         -0.0455969      
-0.129521       1.51811         -1.60204        -0.462047       0               
0               0               0               0               0               
0               
6.75            2.10321         284092          -15.8573        -2.42382        
1.41539         4.13737         86.2751         0.269257        4.12862         
-3.45593e-08    1.19762e-07     -0.115436       -0.517217       -4.74412        
5802.18         -358.218        -829.668        5822.8          693.276         
-143.959        34.4813         708.904         829.668         -11.7308        
-2.78798        0.350994        -5.36567        8446.08         56.2951         
0               0.202           44.3618         1.3592          0               
0               15.0994         0.0651119       43.4923         50              
2600.43         13.7213         84.893          0               4.24326e-05     
0.00103797      1.20985         13.6689         -0.00131871     -0.0102622      
0.358401        -5.53499        -3.652          -1.85831        -5.53499        
0               0               0               0               0               
0               -0.0460253      -0.13132        1.54649         -0.0459322      
-0.130924       1.54025         -1.62524        -0.466414       0               
0               0               0               0               0               
0               
6.8             2.09164         281035          -16.0964        -2.44385        
1.41955         4.1852          86.2925         0.271106        4.17642         
-3.52136e-08    1.22029e-07     -0.124488       -0.520152       -4.78876        
5836.74         -365.453        -827.941        5858.11         688.982         
-145.468        34.5767         705.019         827.941         -11.922         
-2.81112        0.350419        -5.38205        8435.91         56.2951         
0               0.202           44.3618         1.35215         0               
0               14.9723         0.0653851       43.4642         50              
2555.34         13.9312         84.8854         0               4.20597e-05     
0.00104496      1.22983         13.8779         -0.00132166     -0.0103321      
0.358063        -5.55327        -3.66036        -1.86815        -5.55327        
0               0               0               0               0               
0               -0.0463547      -0.13275        1.56888         -0.046263       
-0.132347       1.56259         -1.64867        -0.470832       0               
0               0               0               0               0               
0               
6.85            2.08019         278022          -16.3377        -2.46395        
1.42344         4.23359         86.3092         0.273017        4.22479         
-3.58756e-08    1.24323e-07     -0.133565       -0.523028       -4.83349        
5871.08         -372.764        -826.21         5893.22         684.717         
-146.976        34.6724         701.171         826.21          -12.1149        
-2.83439        0.34991         -5.39852        8425.78         56.2951         
0               0.202           44.3618         1.3444          0               
0               14.8393         0.0656729       43.4361         50              
2510.49         14.1431         84.8787         0               4.16915e-05     
0.00105196      1.24979         14.0889         -0.00132448     -0.010402       
0.357785        -5.57151        -3.66869        -1.878          -5.57151        
0               0               0               0               0               
0               -0.0466792      -0.134203       1.59146         -0.0465889      
-0.133794       1.58511         -1.67232        -0.475299       0               
0               0               0               0               0               
0               
6.9             2.06883         275054          -16.5813        -2.48413        
1.42705         4.28255         86.3252         0.274993        4.27373         
-3.65454e-08    1.26644e-07     -0.142784       -0.525866       -4.87833        
5905.21         -380.151        -824.474        5928.14         680.48          
-148.486        34.7683         697.359         824.474         -12.3094        
-2.85779        0.349467        -5.41507        8415.69         56.2951         
0               0.202           44.3618         1.33596         0               
0               14.7007         0.065976        43.4079         50              
2465.88         14.357          84.873          0               4.13282e-05     
0.00105896      1.26972         14.302          -0.00132717     -0.010472       
0.357567        -5.5897         -3.67697        -1.88784        -5.5897         
0               0               0               0               0               
0               -0.0469983      -0.135682       1.61423         -0.0469095      
-0.135265       1.60784         -1.69619        -0.479808       0               
0               0               0               0               0               
0               
6.95            2.05759         272128          -16.8271        -2.50437        
1.43038         4.33206         86.3404         0.277036        4.32321         
-3.72231e-08    1.28992e-07     -0.15224        -0.52868        -4.92326        
5939.13         -387.613        -822.733        5962.87         676.27          
-149.996        34.8644         693.582         822.733         -12.5057        
-2.88131        0.34909         -5.43168        8405.63         56.2951         
0               0.202           44.3618         1.32679         0               
0               14.5563         0.0662955       43.3796         50              
2421.51         14.573          84.8682         0               4.097e-05       
0.00106596      1.28961         14.5171         -0.00132972     -0.010542       
0.357409        -5.60782        -3.68519        -1.89769        -5.60782        
0               0               0               0               0               
0               -0.0473112      -0.137186       1.63721         -0.0472242      
-0.136762       1.63075         -1.72029        -0.484358       0               
0               0               0               0               0               
0               
7               2.04644         269245          -17.0751        -2.52469        
1.43342         4.38212         86.3548         0.279145        4.37324         
-3.79088e-08    1.31368e-07     -0.162001       -0.531479       -4.96828        
5972.84         -395.151        -820.988        5997.41         672.088         
-151.506        34.9607         689.839         820.988         -12.7036        
-2.90496        0.348779        -5.44834        8395.61         56.2951         
0               0.202           44.3618         1.3169          0               
0               14.4062         0.0666325       43.3514         50              
2377.38         14.7911         84.8644         0               4.06171e-05     
0.00107295      1.30946         14.7343         -0.00133212     -0.0106121      
0.357312        -5.62587        -3.69335        -1.90753        -5.62587        
0               0               0               0               0               
0               -0.0476171      -0.138718       1.66037         -0.0475322      
-0.138286       1.65387         -1.74462        -0.488946       0               
0               0               0               0               0               
0               
7.05            2.0354          266404          -17.3255        -2.54507        
1.43615         4.43273         86.3685         0.281322        4.42382         
-3.86025e-08    1.33771e-07     -0.172113       -0.534268       -5.01339        
6006.34         -402.764        -819.237        6031.77         667.931         
-153.017        35.0571         686.131         819.237         -12.9033        
-2.92874        0.348534        -5.46505        8385.63         56.2951         
0               0.202           44.3618         1.30627         0               
0               14.2504         0.0669882       43.3231         50              
2333.49         15.0112         84.8615         0               4.02695e-05     
0.00107994      1.32926         14.9536         -0.00133438     -0.010682       
0.357278        -5.64384        -3.70143        -1.91737        -5.64384        
0               0               0               0               0               
0               -0.0479154      -0.140278       1.68373         -0.0478327      
-0.139838       1.67717         -1.76918        -0.493572       0               
0               0               0               0               0               
0               
7.1             2.02446         263603          -17.5781        -2.56553        
1.43856         4.48389         86.3815         0.283568        4.47493         
-3.93042e-08    1.36203e-07     -0.182598       -0.537043       -5.05859        
6039.63         -410.452        -817.482        6065.94         663.801         
-154.529        35.1537         682.456         817.482         -13.1047        
-2.95265        0.348353        -5.48179        8375.69         56.2951         
0               0.202           44.3618         1.29486         0               
0               14.0887         0.0673641       43.2949         50              
2289.83         15.2334         84.8595         0               3.99272e-05     
0.00108691      1.34899         15.1749         -0.00133649     -0.010752       
0.357308        -5.66172        -3.70943        -1.92721        -5.66172        
0               0               0               0               0               
0               -0.0482053      -0.141867       1.70729         -0.048125       
-0.141419       1.70067         -1.79397        -0.498234       0               
0               0               0               0               0               
0               
7.15            2.01361         260841          -17.8329        -2.58605        
1.44062         4.53557         86.3937         0.285884        4.52657         
-4.0014e-08     1.38662e-07     -0.193466       -0.539802       -5.10387        
6072.72         -418.216        -815.722        6099.92         659.695         
-156.041        35.2504         678.814         815.722         -13.3078        
-2.97667        0.348237        -5.49854        8365.79         56.2951         
0               0.202           44.3618         1.28267         0               
0               13.9213         0.0677616       43.2667         50              
2246.41         15.4576         84.8584         0               3.95902e-05     
0.00109387      1.36865         15.3983         -0.00133844     -0.0108218      
0.357404        -5.6795         -3.71733        -1.93706        -5.6795         
0               0               0               0               0               
0               -0.0484858      -0.143487       1.73104         -0.0484082      
-0.14303        1.72437         -1.81899        -0.502935       0               
0               0               0               0               0               
0               
7.2             2.00286         258119          -18.0901        -2.60665        
1.44232         4.58779         86.4051         0.288273        4.57874         
-4.07318e-08    1.41149e-07     -0.204713       -0.542538       -5.14922        
6105.6          -426.056        -813.957        6133.73         655.614         
-157.553        35.3472         675.205         813.957         -13.5127        
-3.00083        0.348186        -5.51531        8355.93         56.2951         
0               0.202           44.3618         1.26967         0               
0               13.748          0.0681826       43.2385         50              
2203.23         15.6839         84.8583         0               3.92586e-05     
0.00110082      1.38823         15.6239         -0.00134023     -0.0108915      
0.357568        -5.69718        -3.72513        -1.9469         -5.69718        
0               0               0               0               0               
0               -0.0487563      -0.145139       1.75499         -0.0486816      
-0.144673       1.74826         -1.84425        -0.507673       0               
0               0               0               0               0               
0               
7.25            1.99221         255435          -18.3492        -2.62743        
1.44486         4.64007         86.4181         0.290525        4.63098         
-4.1185e-08     1.42666e-07     -0.112474       -0.553388       -5.16856        
6138.28         -433.972        -812.187        6167.35         651.556         
-159.067        35.4437         671.627         812.187         -13.7195        
-3.02507        0.348892        -5.53967        8346.11         56.2951         
0               0.202           44.3618         1.2684          0               
0               13.6842         0.0683769       43.1983         50              
2160.27         15.9119         84.8574         0               3.83125e-05     
0.00110815      1.40814         15.8511         -0.0013408      -0.010962       
0.35807         -5.7152         -3.73314        -1.95687        -5.7152         
0               0               0               0               0               
0               -0.0492359      -0.147105       1.78178         -0.0490051      
-0.146434       1.77375         -1.87118        -0.595373       0               
0               0               0               0               0               
0               
7.3             1.98165         252788          -18.6089        -2.6489         
1.45626         4.69081         86.4452         0.291497        4.68176         
-4.14151e-08    1.43511e-07     0.0656643       -0.562036       -5.19331        
6170.76         -441.963        -810.413        6200.8          647.519         
-160.585        35.5399         668.08          810.413         -13.9284        
-3.04941        0.347344        -5.5628         8336.33         56.2951         
0               0.202           44.3618         1.27203         0               
0               13.6639         0.0684698       43.1563         50              
2117.55         16.1404         84.8456         0               3.7171e-05      
0.00111518      1.4311          16.0785         -0.00133394     -0.0110365      
0.360533        -5.73456        -3.74242        -1.96675        -5.73456        
0               0               0               0               0               
0               -0.0502599      -0.149847       1.80974         -0.0499985      
-0.149125       1.80214         -1.90127        -0.583464       0               
0               0               0               0               0               
0               
7.35            1.97118         250177          -18.8706        -2.66986        
1.47255         4.74158         86.4691         0.292688        4.73255         
-4.21189e-08    1.45945e-07     0.0978653       -0.541357       -5.23796        
6203.04         -450.03         -808.633        6234.06         643.504         
-162.106        35.6367         664.564         808.633         -14.1393        
-3.07392        0.346532        -5.58675        8326.59         56.2951         
0               0.202           44.3618         1.27552         0               
0               13.6425         0.0685637       43.1149         50              
2075.06         16.3706         84.8313         0               3.76905e-05     
0.00112161      1.45497         16.3076         -0.0013381      -0.0111032      
0.359289        -5.75117        -3.74895        -1.97655        -5.75117        
0               0               0               0               0               
0               -0.0510333      -0.151617       1.83606         -0.0508152      
-0.151208       1.82872         -1.92911        -0.538782       0               
0               0               0               0               0               
0               
7.4             1.96079         247602          -19.1339        -2.68993        
1.49108         4.79198         86.4835         0.294609        4.78294         
-4.25359e-08    1.47371e-07     0.155462        -0.537974       -5.25951        
6235.11         -458.174        -806.849        6267.16         639.509         
-163.631        35.7325         661.077         806.849         -14.3523        
-3.09845        0.347205        -5.60979        8316.89         56.2951         
0               0.202           44.3618         1.27902         0               
0               13.6207         0.0686552       43.0746         50              
2032.81         16.6023         84.8184         0               3.76457e-05     
0.00112829      1.47865         16.5381         -0.00134826     -0.0111681      
0.356157        -5.76711        -3.75483        -1.98628        -5.76711        
0               0               0               0               0               
0               -0.051964       -0.153363       1.8627          -0.0516881      
-0.152804       1.85519         -1.95631        -0.554327       0               
0               0               0               0               0               
0               
7.45            1.9505          245062          -19.3984        -2.71016        
1.51206         4.84141         86.5008         0.296192        4.83236         
-4.29195e-08    1.4871e-07      0.175223        -0.548076       -5.28386        
6266.99         -466.393        -805.06         6300.08         635.534         
-165.158        35.8271         657.62          805.06          -14.5673        
-3.12302        0.346984        -5.63087        8307.24         56.2951         
0               0.202           44.3618         1.28274         0               
0               13.5999         0.0687386       43.0364         50              
1990.78         16.8348         84.803          0               3.74489e-05     
0.00113465      1.50323         16.7694         -0.00135364     -0.0112336      
0.354468        -5.78309        -3.76085        -1.99589        -5.78309        
0               0               0               0               0               
0               -0.0528842      -0.155509       1.88932         -0.0526415      
-0.154917       1.88193         -1.98421        -0.55497        0               
0               0               0               0               0               
0               
7.5             1.94029         242556          -19.6643        -2.73068        
1.53301         4.89031         86.5203         0.297538        4.88127         
-4.34325e-08    1.5049e-07      0.155375        -0.554593       -5.31614        
6298.66         -474.69         -803.266        6332.82         631.58          
-166.686        35.9211         654.192         803.266         -14.7844        
-3.14764        0.346487        -5.65122        8297.62         56.2951         
0               0.202           44.3618         1.28653         0               
0               13.5791         0.0688183       42.9995         50              
1948.98         17.0686         84.7871         0               3.75659e-05     
0.00114063      1.52814         17.002          -0.00136043     -0.011295       
0.352314        -5.79757        -3.76544        -2.00541        -5.79757        
0               0               0               0               0               
0               -0.0536946      -0.157373       1.91533         -0.053472       
-0.156882       1.90809         -2.0115         -0.537491       0               
0               0               0               0               0               
0               
7.55            1.93017         240084          -19.9317        -2.75144        
1.5531          4.93877         86.5406         0.298751        4.92975         
-4.39109e-08    1.52142e-07     0.135847        -0.564518       -5.34404        
6330.14         -483.062        -801.468        6365.4          627.645         
-168.216        36.0144         650.793         801.468         -15.0034        
-3.17232        0.345939        -5.6708         8288.05         56.2951         
0               0.202           44.3618         1.29034         0               
0               13.5581         0.0688951       42.9638         50              
1907.41         17.3038         84.7718         0               3.75732e-05     
0.00114651      1.55309         17.236          -0.00136806     -0.0113539      
0.349918        -5.81107        -3.76913        -2.01487        -5.81107        
0               0               0               0               0               
0               -0.0544854      -0.159111       1.94112         -0.0542663      
-0.158622       1.9339          -2.03826        -0.534591       0               
0               0               0               0               0               
0               
7.6             1.92013         237645          -20.2006        -2.77263        
1.57223         4.98661         86.5634         0.299673        4.97762         
-4.43505e-08    1.53666e-07     0.108108        -0.576182       -5.37059        
6361.43         -491.511        -799.665        6397.8          623.729         
-169.748        36.1072         647.422         799.665         -15.2243        
-3.19708        0.344949        -5.68921        8278.52         56.2951         
0               0.202           44.3618         1.29426         0               
0               13.5374         0.0689673       42.9296         50              
1866.06         17.5402         84.7566         0               3.75575e-05     
0.00115223      1.57821         17.4712         -0.00137461     -0.0114118      
0.34787         -5.82409        -3.77243        -2.02425        -5.82409        
0               0               0               0               0               
0               -0.0552283      -0.160814       1.96678         -0.0550271      
-0.16035        1.95962         -2.06494        -0.530995       0               
0               0               0               0               0               
0               
7.65            1.91018         235239          -20.4708        -2.79424        
1.58997         5.03392         86.5878         0.300383        5.02497         
-4.48252e-08    1.55313e-07     0.0759918       -0.586007       -5.39947        
6392.52         -500.037        -797.857        6430.04         619.831         
-171.279        36.1997         644.079         797.857         -15.4472        
-3.22194        0.343722        -5.70668        8269.03         56.2951         
0               0.202           44.3618         1.29823         0               
0               13.5168         0.0690359       42.8968         50              
1824.95         17.7778         84.742          0               3.76015e-05     
0.00115771      1.60336         17.7077         -0.00138123     -0.0114675      
0.345829        -5.83629        -3.77502        -2.03356        -5.83629        
0               0               0               0               0               
0               -0.0559184      -0.16237        1.99212         -0.0557286      
-0.161948       1.98506         -2.09128        -0.522244       0               
0               0               0               0               0               
0               
7.7             1.9003          232864          -20.7425        -2.81621        
1.60639         5.08079         86.6131         0.300953        5.07189         
-4.53098e-08    1.56991e-07     0.0483077       -0.595297       -5.428          
6423.41         -508.639        -796.045        6462.11         615.953         
-172.811        36.2921         640.764         796.045         -15.672         
-3.2469         0.342359        -5.72334        8259.59         56.2951         
0               0.202           44.3618         1.30224         0               
0               13.496          0.0691017       42.8651         50              
1784.05         18.0168         84.7282         0               3.76233e-05     
0.00116302      1.62845         17.9455         -0.0013877      -0.0115212      
0.34387         -5.84769        -3.77689        -2.0428         -5.84769        
0               0               0               0               0               
0               -0.0565834      -0.163837       2.01722         -0.0563994      
-0.163431       2.01021         -2.11725        -0.516847       0               
0               0               0               0               0               
0               
7.75            1.89051         230522          -21.0156        -2.8385         
1.62167         5.12719         86.6389         0.3014          5.11835         
-4.5783e-08     1.5863e-07      0.0235741       -0.603646       -5.45574        
6454.11         -517.318        -794.228        6494.01         612.092         
-174.343        36.3846         637.476         794.228         -15.8986        
-3.27199        0.340845        -5.73913        8250.19         56.2951         
0               0.202           44.3618         1.30629         0               
0               13.4751         0.0691646       42.8347         50              
1743.39         18.2571         84.7152         0               3.76459e-05     
0.00116816      1.65352         18.1846         -0.0013937      -0.0115733      
0.342085        -5.85844        -3.7782         -2.05197        -5.85844        
0               0               0               0               0               
0               -0.057226       -0.165253       2.04212         -0.0570482      
-0.164862       2.03517         -2.14299        -0.512422       0               
0               0               0               0               0               
0               
7.8             1.8808          228210          -21.2902        -2.86107        
1.63598         5.17315         86.6647         0.301785        5.16436         
-4.62613e-08    1.60287e-07     0.00272724      -0.610541       -5.48386        
6484.62         -526.073        -792.406        6525.75         608.249         
-175.873        36.4771         634.215         792.406         -16.1271        
-3.2972         0.339273        -5.75406        8240.84         56.2951         
0               0.202           44.3618         1.31037         0               
0               13.4542         0.0692248       42.8055         50              
1702.94         18.4986         84.7028         0               3.76862e-05     
0.00117313      1.67854         18.425          -0.00139952     -0.0116237      
0.340393        -5.86854        -3.77894        -2.06109        -5.86854        
0               0               0               0               0               
0               -0.0578537      -0.166614       2.06681         -0.0576786      
-0.166237       2.05992         -2.16848        -0.507046       0               
0               0               0               0               0               
0               
7.85            1.87117         225928          -21.5662        -2.88385        
1.64955         5.21871         86.69           0.302152        5.20998         
-4.67443e-08    1.6196e-07      -0.0131577      -0.616474       -5.512          
6514.94         -534.905        -790.58         6557.33         604.423         
-177.403        36.5698         630.981         790.58          -16.3574        
-3.32255        0.337697        -5.76823        8231.53         56.2951         
0               0.202           44.3618         1.31447         0               
0               13.4331         0.0692826       42.7775         50              
1662.73         18.7414         84.6912         0               3.77304e-05     
0.00117791      1.70352         18.6666         -0.00140511     -0.0116722      
0.3388          -5.87796        -3.77907        -2.07014        -5.87796        
0               0               0               0               0               
0               -0.0584783      -0.167948       2.09127         -0.0583034      
-0.167576       2.08444         -2.19372        -0.502453       0               
0               0               0               0               0               
0               
7.9             1.86162         223677          -21.8436        -2.9068         
1.6626          5.26388         86.7145         0.302526        5.2552          
-4.72238e-08    1.63621e-07     -0.0252965      -0.621573       -5.53983        
6545.06         -543.814        -788.749        6588.75         600.615         
-178.931        36.6626         627.773         788.749         -16.5895        
-3.34804        0.336137        -5.78162        8222.26         56.2951         
0               0.202           44.3618         1.31859         0               
0               13.4118         0.0693383       42.7505         50              
1622.73         18.9856         84.6801         0               3.77867e-05     
0.00118253      1.72848         18.9096         -0.00141046     -0.0117191      
0.337305        -5.88675        -3.77864        -2.07913        -5.88675        
0               0               0               0               0               
0               -0.0591038      -0.169273       2.11554         -0.0589283      
-0.168902       2.10877         -2.21874        -0.498451       0               
0               0               0               0               0               
0               
7.95            1.85214         221454          -22.1224        -2.92989        
1.6753          5.30867         86.7381         0.302931        5.30005         
-4.7702e-08     1.65278e-07     -0.0343019      -0.625964       -5.56757        
6575            -552.798        -786.914        6620            596.823         
-180.457        36.7557         624.591         786.914         -16.8234        
-3.37367        0.334625        -5.79427        8213.04         56.2951         
0               0.202           44.3618         1.32272         0               
0               13.3904         0.069392        42.7246         50              
1582.95         19.2309         84.6697         0               3.78595e-05     
0.00118697      1.75343         19.1538         -0.00141568     -0.0117643      
0.335876        -5.89493        -3.77766        -2.08806        -5.89493        
0               0               0               0               0               
0               -0.0597345      -0.170595       2.13962         -0.0595571      
-0.170225       2.1329          -2.24357        -0.494457       0               
0               0               0               0               0               
0               
8               1.84274         219261          -22.4026        -2.95308        
1.6878          5.35312         86.7605         0.303383        5.34454         
-4.81807e-08    1.66936e-07     -0.0407908      -0.629936       -5.59522        
6604.75         -561.859        -785.074        6651.1          593.048         
-181.981        36.8489         621.434         785.074         -17.059         
-3.39944        0.333177        -5.8062         8203.86         56.2951         
0               0.202           44.3618         1.32685         0               
0               13.3687         0.0694438       42.6997         50              
1543.4          19.4776         84.6597         0               3.79474e-05     
0.00119125      1.77838         19.3994         -0.00142077     -0.0118078      
0.334506        -5.9025         -3.77615        -2.09694        -5.9025         
0               0               0               0               0               
0               -0.0603737      -0.171925       2.16351         -0.0601937      
-0.171551       2.15684         -2.2682         -0.490693       0               
0               0               0               0               0               
0               
8.05            1.83342         217096          -22.6842        -2.97636        
1.7002          5.39723         86.7818         0.303888        5.38869         
-4.86583e-08    1.6859e-07      -0.0457301      -0.633658       -5.6227         
6634.31         -570.996        -783.229        6682.04         589.288         
-183.502        36.9423         618.303         783.229         -17.2964        
-3.42534        0.331794        -5.81745        8194.73         56.2951         
0               0.202           44.3618         1.33099         0               
0               13.3468         0.069494        42.6759         50              
1504.07         19.7255         84.6501         0               3.80532e-05     
0.00119537      1.80335         19.6461         -0.00142576     -0.0118497      
0.333184        -5.9095         -3.77411        -2.10576        -5.9095         
0               0               0               0               0               
0               -0.0610222      -0.173266       2.18722         -0.0608396      
-0.172889       2.1806          -2.29265        -0.48717        0               
0               0               0               0               0               
0               
8.1             1.82417         214959          -22.9672        -2.99972        
1.71256         5.44101         86.802          0.304446        5.43251         
-4.91349e-08    1.70241e-07     -0.0497722      -0.637264       -5.65001        
6663.68         -580.21         -781.38         6712.82         585.545         
-185.02         37.0359         615.197         781.38          -17.5355        
-3.45139        0.330479        -5.82801        8185.65         56.2951         
0               0.202           44.3618         1.33512         0               
0               13.3246         0.0695426       42.653          50              
1464.96         19.9747         84.6408         0               3.81781e-05     
0.00119933      1.82835         19.8942         -0.00143068     -0.0118899      
0.331899        -5.91593        -3.77156        -2.11453        -5.91593        
0               0               0               0               0               
0               -0.0616804      -0.174621       2.21075         -0.0614951      
-0.17424        2.20418         -2.31693        -0.483753       0               
0               0               0               0               0               
0               
8.15            1.81499         212849          -23.2516        -3.02317        
1.72493         5.48447         86.8212         0.305058        5.47601         
-4.96113e-08    1.71892e-07     -0.0534277      -0.64088        -5.67718        
6692.86         -589.498        -779.525        6743.44         581.817         
-186.535        37.1295         612.115         779.525         -17.7763        
-3.47757        0.329228        -5.83793        8176.61         56.2951         
0               0.202           44.3618         1.33925         0               
0               13.3022         0.0695897       42.6311         50              
1426.07         20.2251         84.632          0               3.83217e-05     
0.00120313      1.85339         20.1435         -0.00143555     -0.0119286      
0.330645        -5.92182        -3.76851        -2.12325        -5.92182        
0               0               0               0               0               
0               -0.0623478      -0.175989       2.23411         -0.0621601      
-0.175605       2.22759         -2.34103        -0.480436       0               
0               0               0               0               0               
0               
8.2             1.80589         210766          -23.5373        -3.04669        
1.7373          5.52764         86.8393         0.305717        5.5192          
-5.00875e-08    1.73541e-07     -0.0571329      -0.644572       -5.7042         
6721.86         -598.863        -777.667        6773.92         578.104         
-188.046        37.2233         609.058         777.667         -18.0187        
-3.50388        0.328034        -5.84721        8167.62         56.2951         
0               0.202           44.3618         1.34338         0               
0               13.2796         0.0696354       42.6102         50              
1387.39         20.4768         84.6234         0               3.84846e-05     
0.00120677      1.87845         20.3941         -0.00144037     -0.0119656      
0.32942         -5.92718        -3.76499        -2.13191        -5.92718        
0               0               0               0               0               
0               -0.0630237      -0.17737        2.25731         -0.0628337      
-0.176982       2.25083         -2.36498        -0.477221       0               
0               0               0               0               0               
0               
8.25            1.79685         208710          -23.8244        -3.0703         
1.74966         5.57052         86.8566         0.30642         5.56211         
-5.05633e-08    1.75189e-07     -0.0611301      -0.648378       -5.73104        
6750.67         -608.303        -775.803        6804.24         574.407         
-189.554        37.3171         606.025         775.803         -18.2629        
-3.53032        0.326889        -5.85588        8158.68         56.2951         
0               0.202           44.3618         1.34749         0               
0               13.2566         0.06968         42.5901         50              
1348.94         20.7297         84.6152         0               3.86664e-05     
0.00121026      1.90356         20.6459         -0.00144515     -0.0120012      
0.328222        -5.93202        -3.761          -2.14053        -5.93202        
0               0               0               0               0               
0               -0.0637069      -0.178761       2.28034         -0.0635149      
-0.178371       2.27391         -2.38876        -0.47409        0               
0               0               0               0               0               
0               
8.3             1.78789         206680          -24.1129        -3.09399        
1.76201         5.61311         86.8731         0.30716         5.60473         
-5.10389e-08    1.76837e-07     -0.0655418      -0.652311       -5.75773        
6779.3          -617.818        -773.935        6834.4          570.724         
-191.057        37.4109         603.016         773.935         -18.5086        
-3.5569         0.325788        -5.86396        8149.78         56.2951         
0               0.202           44.3618         1.35159         0               
0               13.2334         0.0697233       42.571          50              
1310.7          20.9839         84.6072         0               3.88667e-05     
0.0012136       1.92869         20.899          -0.00144988     -0.0120352      
0.32705         -5.93636        -3.75656        -2.1491         -5.93636        
0               0               0               0               0               
0               -0.0643965      -0.180162       2.30322         -0.0642028      
-0.179769       2.29683         -2.41239        -0.471032       0               
0               0               0               0               0               
0               
8.35            1.779           204676          -24.4027        -3.11779        
1.77432         5.65544         86.8889         0.307934        5.64708         
-5.15143e-08    1.78484e-07     -0.0704098      -0.656364       -5.78425        
6807.74         -627.409        -772.062        6864.42         567.055         
-192.555        37.5049         600.03          772.062         -18.756         
-3.58361        0.324724        -5.87145        8140.93         56.2951         
0               0.202           44.3618         1.35568         0               
0               13.21           0.0697656       42.5527         50              
1272.68         21.2393         84.5996         0               3.9085e-05      
0.0012168       1.95385         21.1534         -0.00145457     -0.0120678      
0.325905        -5.94023        -3.75168        -2.15763        -5.94023        
0               0               0               0               0               
0               -0.0650915      -0.18157        2.32594         -0.0648964      
-0.181175       2.31959         -2.43587        -0.46805        0               
0               0               0               0               0               
0               
8.4             1.77018         202697          -24.6939        -3.14168        
