TIMER START_TIME END_TIME VALUE
0.0016666666666666668 0.0 0.0016666666666666668 4.1666666749721375e-06
0.0033333333333333335 0.0016666666666666668 0.0033333333333333335 1.1111111217742629e-05
0.005 0.0033333333333333335 0.005 2.0833333866223014e-05
0.006666666666666667 0.005 0.006666666666666667 3.333333508980636e-05
0.008333333333333333 0.006666666666666667 0.008333333333333333 4.861111566652788e-05
0.01 0.008333333333333333 0.01 6.666667676022567e-05
0.011666666666666667 0.01 0.011666666666666667 8.750001999770161e-05
0.013333333333333334 0.011666666666666667 0.013333333333333334 0.00011111114754588255
0.015000000000000001 0.013333333333333334 0.015000000000000001 0.0001375000621889819
0.016666666666666666 0.015000000000000001 0.016666666666666666 0.0001666667674056616
0.018333333333333333 0.016666666666666666 0.018333333333333333 0.00019861126744619495
0.02 0.018333333333333333 0.02 0.00023333356740962976
0.021666666666666667 0.02 0.021666666666666667 0.00027083367332095287
0.023333333333333334 0.021666666666666667 0.023333333333333334 0.00031111159220825545
0.025 0.023333333333333334 0.025 0.00035416733217989976
0.02666666666666667 0.025 0.02666666666666667 0.00040000090250168706
0.028333333333333335 0.02666666666666667 0.028333333333333335 0.00044861231367402776
0.030000000000000002 0.028333333333333335 0.030000000000000002 0.0005000015775091129
0.03166666666666667 0.030000000000000002 0.03166666666666667 0.0005541687072080884
0.03333333333333333 0.03166666666666667 0.03333333333333333 0.0006111137174382309
0.034999999999999996 0.03333333333333333 0.034999999999999996 0.0006708366244101275
0.03666666666666666 0.034999999999999996 0.03666666666666666 0.0007333374459548571
0.03833333333333332 0.03666666666666666 0.03833333333333332 0.0007986162016011762
0.03999999999999999 0.03833333333333332 0.03999999999999999 0.0008666729126527082
0.04166666666666665 0.03999999999999999 0.04166666666666665 0.0009375076022651355
0.043333333333333314 0.04166666666666665 0.043333333333333314 0.0010111202955233978
0.04499999999999998 0.043333333333333314 0.04499999999999998 0.0010875110195188934
0.04666666666666664 0.04499999999999998 0.04666666666666664 0.0011666798034266868
0.048333333333333305 0.04666666666666664 0.048333333333333305 0.0012486266785827207
0.04999999999999997 0.048333333333333305 0.04999999999999997 0.0013333516785610348
0.05166666666666663 0.04999999999999997 0.05166666666666663 0.0014208548392509904
0.053333333333333295 0.05166666666666663 0.053333333333333295 0.001511136198934502
0.05499999999999996 0.053333333333333295 0.05499999999999996 0.0016041957983632762
0.05666666666666662 0.05499999999999996 0.05666666666666662 0.0017000336808360573
0.058333333333333286 0.05666666666666662 0.058333333333333286 0.0017986498922758828
0.05999999999999995 0.058333333333333286 0.05999999999999995 0.0019000444813073462
0.06166666666666661 0.05999999999999995 0.06166666666666661 0.00200421749933387
0.06333333333333328 0.06166666666666661 0.06333333333333328 0.002111169000614986
0.06499999999999995 0.06333333333333328 0.06499999999999995 0.002220899042343631
0.06666666666666661 0.06499999999999995 0.06666666666666661 0.002333407684723447
0.06833333333333327 0.06666666666666661 0.06833333333333327 0.0024486949910460976
0.06999999999999994 0.06833333333333327 0.06999999999999994 0.002566761027768594
0.0716666666666666 0.06999999999999994 0.0716666666666666 0.0026876058645906357
0.07333333333333326 0.0716666666666666 0.07333333333333326 0.0028112295745319604
0.07499999999999993 0.07333333333333326 0.07499999999999993 0.002937632234009713
0.07666666666666659 0.07499999999999993 0.07666666666666659 0.003066813922915826
0.07833333333333325 0.07666666666666659 0.07833333333333325 0.003198774724694415
0.07999999999999992 0.07833333333333325 0.07999999999999992 0.003333514726419191
0.08166666666666658 0.07999999999999992 0.08166666666666658 0.0034710340188708897
0.08333333333333325 0.08166666666666658 0.08333333333333325 0.003611332696614717
0.08499999999999991 0.08333333333333325 0.08499999999999991 0.0037544108580778134
0.08666666666666657 0.08499999999999991 0.08666666666666657 0.0039002686056267364
0.08833333333333324 0.08666666666666657 0.08833333333333324 0.004048906045644963
0.0899999999999999 0.08833333333333324 0.0899999999999999 0.004200323288610413
0.09166666666666656 0.0899999999999999 0.09166666666666656 0.004354520449172992
0.09333333333333323 0.09166666666666656 0.09333333333333323 0.004511497646232156
0.09499999999999989 0.09333333333333323 0.09499999999999989 0.004671255003014503
0.09666666666666655 0.09499999999999989 0.09666666666666655 0.004833792647151382
0.09833333333333322 0.09666666666666655 0.09833333333333322 0.004999110710756531
0.09999999999999988 0.09833333333333322 0.09999999999999988 0.005167209330503738
0.10166666666666654 0.09999999999999988 0.10166666666666654 0.005338088647704528
0.10333333333333321 0.10166666666666654 0.10333333333333321 0.005511748808385882
0.10499999999999987 0.10333333333333321 0.10499999999999987 0.005688189963367974
0.10666666666666653 0.10499999999999987 0.10666666666666653 0.005867412268341946
0.1083333333333332 0.10666666666666653 0.1083333333333332 0.00604941588394771
0.10999999999999986 0.1083333333333332 0.10999999999999986 0.006234200975851781
0.11166666666666653 0.10999999999999986 0.11166666666666653 0.006421767714825138
0.11333333333333319 0.11166666666666653 0.11333333333333319 0.0066121162768211245
0.11499999999999985 0.11333333333333319 0.11499999999999985 0.006805246843053377
0.11666666666666652 0.11499999999999985 0.11666666666666652 0.007001159600073793
0.11833333333333318 0.11666666666666652 0.11833333333333318 0.0071998547398505275
0.11999999999999984 0.11833333333333318 0.11999999999999984 0.007401332459846039
0.1216666666666665 0.11999999999999984 0.1216666666666665 0.007605592963095159
0.12333333333333317 0.1216666666666665 0.12333333333333317 0.00781263645828321
0.12499999999999983 0.12333333333333317 0.12499999999999983 0.008022463159824161
0.1266666666666665 0.12499999999999983 0.1266666666666665 0.008235073287938825
0.1283333333333332 0.1266666666666665 0.1283333333333332 0.008450467068733092
0.12999999999999987 0.1283333333333332 0.12999999999999987 0.008668644734276223
0.13166666666666654 0.12999999999999987 0.13166666666666654 0.008889606522679167
0.13333333333333322 0.13166666666666654 0.13333333333333322 0.00911335267817294
0.1349999999999999 0.13333333333333322 0.1349999999999999 0.00933988345118704
0.13666666666666658 0.1349999999999999 0.13666666666666658 0.009569199098427917
0.13833333333333325 0.13666666666666658 0.13833333333333325 0.009801299882957498
0.13999999999999993 0.13833333333333325 0.13999999999999993 0.010036186074271746
0.1416666666666666 0.13999999999999993 0.1416666666666666 0.010273857948379284
0.14333333333333328 0.1416666666666666 0.14333333333333328 0.01051431578788007
0.14499999999999996 0.14333333333333328 0.14499999999999996 0.010757559882044125
0.14666666666666664 0.14499999999999996 0.14666666666666664 0.011003590526890315
0.14833333333333332 0.14666666666666664 0.14833333333333332 0.011252408025265193
0.15 0.14833333333333332 0.15 0.0115040126869219
0.15166666666666667 0.15 0.15166666666666667 0.011758404828599129
0.15333333333333335 0.15166666666666667 0.15333333333333335 0.012015584774100132
0.15500000000000003 0.15333333333333335 0.15500000000000003 0.012275552854371822
0.1566666666666667 0.15500000000000003 0.1566666666666667 0.012538309407583902
0.15833333333333338 0.1566666666666667 0.15833333333333338 0.012803854779208092
0.16000000000000006 0.15833333333333338 0.16000000000000006 0.0130721893220974
0.16166666666666674 0.16000000000000006 0.16166666666666674 0.013343313396565476
0.1633333333333334 0.16166666666666674 0.1633333333333334 0.013617227370466023
0.1650000000000001 0.1633333333333334 0.1650000000000001 0.013893931619272291
0.16666666666666677 0.1650000000000001 0.16666666666666677 0.014173426526156638
0.16833333333333345 0.16666666666666677 0.16833333333333345 0.01445571248207016
0.17000000000000012 0.16833333333333345 0.17000000000000012 0.014740789885822413
0.1716666666666668 0.17000000000000012 0.1716666666666668 0.01502865914416119
0.17333333333333348 0.1716666666666668 0.17333333333333348 0.0153193206718524
0.17500000000000016 0.17333333333333348 0.17500000000000016 0.015612774891760004
