TOF RNG CROSSRNG ALT PHI THETA PSI ROLLRATE PITCHRATE YAWRATE ALPHA BETA ALPHADOT BETADOT PDOT QDOT RDOT UDOT VDOT WDOT
8.4267 13973.9611 -24.9232 9109.7940 3.7907 0.0164 0.0033 -108.2243 0.0130 0.0204 0.0015 0.0007 -0.0107 0.0026 -24.6354 -0.8794 -0.4213 -97.4066 20.1725 26.8185
8.4283 13975.8008 -24.9291 9109.3768 3.6103 0.0164 0.0033 -108.2654 0.0115 0.0197 0.0015 0.0007 -0.0149 0.0062 -24.6283 -0.8673 -0.4260 -97.3778 15.2661 29.8742
8.4300 13977.6402 -24.9351 9108.9595 3.4299 0.0164 0.0032 -108.3064 0.0101 0.0190 0.0014 0.0007 -0.0182 0.0102 -24.6213 -0.8515 -0.4345 -97.3489 9.8922 31.9940
8.4317 13979.4794 -24.9410 9108.5422 3.2493 0.0164 0.0032 -108.3474 0.0087 0.0182 0.0014 0.0008 -0.0206 0.0145 -24.6142 -0.8327 -0.4472 -97.3198 4.2260 33.1083
8.4333 13981.3183 -24.9470 9108.1247 3.0687 0.0164 0.0032 -108.3884 0.0073 0.0175 0.0014 0.0008 -0.0220 0.0188 -24.6072 -0.8121 -0.4643 -97.2907 -1.5475 33.1804
8.4350 13983.1569 -24.9530 9107.7071 2.8880 0.0164 0.0031 -108.4294 0.0060 0.0167 0.0013 0.0008 -0.0225 0.0231 -24.6003 -0.7904 -0.4857 -97.2614 -7.2399 32.2068
8.4367 13984.9953 -24.9589 9107.2894 2.7073 0.0163 0.0031 -108.4704 0.0047 0.0158 0.0013 0.0009 -0.0220 0.0270 -24.5933 -0.7688 -0.5112 -97.2321 -12.6647 30.2186
8.4383 13986.8334 -24.9649 9106.8716 2.5265 0.0163 0.0031 -108.5114 0.0034 0.0150 0.0013 0.0009 -0.0207 0.0306 -24.5865 -0.7480 -0.5405 -97.2027 -17.6439 27.2795
8.4400 13988.6712 -24.9709 9106.4538 2.3456 0.0163 0.0031 -108.5524 0.0022 0.0140 0.0012 0.0010 -0.0186 0.0335 -24.5797 -0.7290 -0.5731 -97.1733 -22.0141 23.4846
8.4417 13990.5088 -24.9769 9106.0358 2.1646 0.0163 0.0031 -108.5934 0.0010 0.0131 0.0012 0.0010 -0.0158 0.0357 -24.5730 -0.7124 -0.6083 -97.1439 -25.6312 18.9570
8.4433 13992.3460 -24.9829 9105.6177 1.9836 0.0163 0.0031 -108.6343 -0.0002 0.0120 0.0012 0.0011 -0.0124 0.0371 -24.5663 -0.6989 -0.6453 -97.1145 -28.3755 13.8437
8.4450 13994.1831 -24.9889 9105.1996 1.8025 0.0162 0.0030 -108.6752 -0.0013 0.0109 0.0012 0.0012 -0.0087 0.0376 -24.5597 -0.6890 -0.6832 -97.0851 -30.1558 8.3114
8.4467 13996.0198 -24.9949 9104.7814 1.6213 0.0162 0.0030 -108.7162 -0.0025 0.0097 0.0011 0.0012 -0.0047 0.0371 -24.5532 -0.6829 -0.7212 -97.0558 -30.9124 2.5404
8.4483 13997.8563 -25.0009 9104.3630 1.4401 0.0162 0.0030 -108.7571 -0.0036 0.0085 0.0011 0.0013 -0.0007 0.0356 -24.5467 -0.6808 -0.7582 -97.0265 -30.6190 -3.2805
8.4500 13999.6925 -25.0069 9103.9446 1.2588 0.0162 0.0030 -108.7980 -0.0048 0.0072 0.0011 0.0013 0.0032 0.0331 -24.5402 -0.6827 -0.7933 -96.9972 -29.2835 -8.9608
8.4517 14001.5285 -25.0129 9103.5261 1.0774 0.0162 0.0030 -108.8389 -0.0059 0.0059 0.0011 0.0014 0.0068 0.0297 -24.5338 -0.6883 -0.8254 -96.9679 -26.9484 -14.3145
8.4533 14003.3642 -25.0189 9103.1075 0.8960 0.0162 0.0030 -108.8798 -0.0070 0.0045 0.0012 0.0014 0.0099 0.0254 -24.5274 -0.6973 -0.8538 -96.9387 -23.6891 -19.1656
8.4550 14005.1996 -25.0249 9102.6888 0.7145 0.0162 0.0030 -108.9206 -0.0082 0.0030 0.0012 0.0015 0.0125 0.0204 -24.5210 -0.7091 -0.8774 -96.9095 -19.6113 -23.3546
8.4567 14007.0347 -25.0309 9102.2700 0.5329 0.0161 0.0030 -108.9615 -0.0094 0.0015 0.0012 0.0015 0.0143 0.0147 -24.5146 -0.7232 -0.8957 -96.8803 -14.8481 -26.7435
8.4583 14008.8696 -25.0369 9101.8512 0.3513 0.0161 0.0030 -109.0024 -0.0106 0.0000 0.0012 0.0015 0.0152 0.0085 -24.5082 -0.7386 -0.9081 -96.8510 -9.5554 -29.2203
8.4600 14010.7042 -25.0429 9101.4322 0.1696 0.0161 0.0030 -109.0432 -0.0119 -0.0015 0.0013 0.0015 0.0153 0.0020 -24.5018 -0.7546 -0.9142 -96.8218 -3.9070 -30.7032
8.4617 14012.5385 -25.0489 9101.0132 6.2954 0.0161 0.0030 -109.0840 -0.0131 -0.0030 0.0013 0.0015 0.0144 -0.0040 -24.4953 -0.7702 -0.9137 -96.7924 1.1287 -31.1426
8.4633 14014.3726 -25.0549 9100.5941 6.1135 0.0161 0.0030 -109.1249 -0.0144 -0.0045 0.0013 0.0015 0.0127 -0.0107 -24.4888 -0.7846 -0.9072 -96.7630 6.9393 -30.6650
8.4650 14016.2064 -25.0609 9100.1748 5.9316 0.0160 0.0030 -109.1657 -0.0158 -0.0060 0.0013 0.0015 0.0101 -0.0172 -24.4822 -0.7967 -0.8941 -96.7336 12.5620 -29.1441
8.4667 14018.0400 -25.0669 9099.7555 5.7496 0.0160 0.0030 -109.2065 -0.0171 -0.0075 0.0013 0.0015 0.0065 -0.0233 -24.4756 -0.8058 -0.8748 -96.7041 17.8105 -26.6297
8.4683 14019.8732 -25.0729 9099.3361 5.5676 0.0160 0.0030 -109.2472 -0.0184 -0.0090 0.0013 0.0014 0.0021 -0.0289 -24.4689 -0.8109 -0.8496 -96.6745 22.5106 -23.2045
8.4700 14021.7062 -25.0789 9098.9166 5.3855 0.0159 0.0030 -109.2880 -0.0198 -0.0103 0.0013 0.0014 -0.0030 -0.0338 -24.4622 -0.8113 -0.8191 -96.6450 26.5059 -18.9816
8.4717 14023.5390 -25.0848 9098.4970 5.2033 0.0159 0.0030 -109.3288 -0.0212 -0.0117 0.0013 0.0013 -0.0086 -0.0380 -24.4554 -0.8063 -0.7841 -96.6154 29.6628 -14.1008
8.4733 14025.3714 -25.0908 9098.0773 5.0210 0.0159 0.0031 -109.3695 -0.0225 -0.0130 0.0013 0.0012 -0.0148 -0.0412 -24.4486 -0.7955 -0.7454 -96.5860 31.8754 -8.7238
8.4750 14027.2037 -25.0968 9097.6575 4.8387 0.0158 0.0031 -109.4103 -0.0238 -0.0142 0.0013 0.0012 -0.0211 -0.0435 -24.4418 -0.7784 -0.7039 -96.5566 33.0686 -3.0294
8.4767 14029.0356 -25.1028 9097.2376 4.6563 0.0158 0.0031 -109.4510 -0.0251 -0.0153 0.0012 0.0011 -0.0276 -0.0448 -24.4349 -0.7550 -0.6607 -96.5275 33.2010 2.7931
8.4783 14030.8673 -25.1087 9096.8176 4.4739 0.0158 0.0032 -109.4917 -0.0263 -0.0164 0.0012 0.0010 -0.0339 -0.0450 -24.4280 -0.7252 -0.6167 -96.4985 32.2662 8.5493
8.4800 14032.6987 -25.1147 9096.3975 4.2914 0.0158 0.0032 -109.5324 -0.0275 -0.0174 0.0011 0.0009 -0.0400 -0.0442 -24.4212 -0.6892 -0.5729 -96.4698 30.2935 14.0470
8.4817 14034.5298 -25.1207 9095.9774 4.1088 0.0158 0.0033 -109.5731 -0.0286 -0.0183 0.0011 0.0009 -0.0456 -0.0425 -24.4143 -0.6474 -0.5303 -96.4415 27.3462 19.1020
8.4833 14036.3607 -25.1266 9095.5571 3.9261 0.0158 0.0033 -109.6138 -0.0297 -0.0191 0.0010 0.0008 -0.0505 -0.0400 -24.4074 -0.6003 -0.4898 -96.4134 23.5205 23.5444
8.4850 14038.1913 -25.1326 9095.1367 3.7434 0.0158 0.0034 -109.6545 -0.0306 -0.0199 0.0009 0.0007 -0.0548 -0.0367 -24.4006 -0.5487 -0.4522 -96.3858 18.9417 27.2245
8.4867 14040.0216 -25.1386 9094.7162 3.5606 0.0158 0.0035 -109.6952 -0.0315 -0.0206 0.0008 0.0007 -0.0581 -0.0329 -24.3938 -0.4932 -0.4181 -96.3584 13.7606 30.0176
8.4883 14041.8517 -25.1445 9094.2957 3.3778 0.0159 0.0035 -109.7358 -0.0323 -0.0213 0.0007 0.0006 -0.0605 -0.0285 -24.3870 -0.4348 -0.3881 -96.3315 8.1481 31.8284
8.4900 14043.6815 -25.1505 9093.8750 3.1948 0.0159 0.0035 -109.7764 -0.0329 -0.0219 0.0006 0.0006 -0.0619 -0.0240 -24.3802 -0.3745 -0.3624 -96.3048 2.2898 32.5939
8.4917 14045.5110 -25.1565 9093.4543 3.0118 0.0160 0.0036 -109.8171 -0.0335 -0.0225 0.0005 0.0005 -0.0622 -0.0193 -24.3735 -0.3134 -0.3414 -96.2784 -3.6200 32.2862
8.4933 14047.3403 -25.1625 9093.0334 2.8288 0.0160 0.0036 -109.8577 -0.0340 -0.0231 0.0004 0.0005 -0.0614 -0.0147 -24.3669 -0.2525 -0.3249 -96.2522 -9.3853 30.9130
8.4950 14049.1693 -25.1684 9092.6125 2.6456 0.0161 0.0036 -109.8983 -0.0344 -0.0236 0.0003 0.0005 -0.0597 -0.0104 -24.3603 -0.1928 -0.3128 -96.2261 -14.8143 28.5177
8.4967 14050.9981 -25.1744 9092.1914 2.4624 0.0162 0.0036 -109.9389 -0.0346 -0.0241 0.0002 0.0005 -0.0570 -0.0066 -24.3537 -0.1352 -0.3047 -96.2001 -19.7263 25.1779
8.4983 14052.8266 -25.1804 9091.7703 2.2792 0.0163 0.0036 -109.9795 -0.0348 -0.0246 0.0001 0.0005 -0.0535 -0.0033 -24.3471 -0.0807 -0.3002 -96.1741 -23.9576 21.0028
8.5000 14054.6548 -25.1864 9091.3491 2.0958 0.0163 0.0036 -110.0201 -0.0349 -0.0251 0.0000 0.0005 -0.0492 -0.0008 -24.3406 -0.0300 -0.2985 -96.1481 -27.3670 16.1302
8.5017 14056.4827 -25.1924 9090.9278 1.9124 0.0164 0.0035 -110.0606 -0.0349 -0.0256 -0.0001 0.0005 -0.0444 0.0009 -24.3341 0.0162 -0.2989 -96.1219 -29.8407 10.7212
8.5033 14058.3104 -25.1984 9090.5064 1.7290 0.0164 0.0035 -110.1012 -0.0348 -0.0261 -0.0001 0.0005 -0.0392 0.0017 -24.3276 0.0576 -0.3006 -96.0954 -31.2960 4.9552
8.5050 14060.1378 -25.2044 9090.0849 1.5454 0.0165 0.0034 -110.1417 -0.0347 -0.0266 -0.0002 0.0005 -0.0338 0.0015 -24.3211 0.0937 -0.3026 -96.0688 -31.6845 -0.9760
8.5067 14061.9650 -25.2103 9089.6633 1.3618 0.0165 0.0034 -110.1822 -0.0345 -0.0271 -0.0003 0.0005 -0.0284 0.0004 -24.3146 0.1244 -0.3040 -96.0418 -30.9934 -6.8746
8.5083 14063.7918 -25.2163 9089.2416 1.1782 0.0166 0.0033 -110.2228 -0.0343 -0.0276 -0.0003 0.0005 -0.0231 -0.0016 -24.3081 0.1499 -0.3038 -96.0145 -29.2463 -12.5438
8.5100 14065.6185 -25.2223 9088.8198 0.9944 0.0166 0.0032 -110.2633 -0.0340 -0.0281 -0.0003 0.0005 -0.0182 -0.0046 -24.3015 0.1704 -0.3011 -95.9869 -26.5023 -17.7939
8.5117 14067.4448 -25.2283 9088.3979 0.8106 0.0166 0.0032 -110.3038 -0.0337 -0.0286 -0.0004 0.0005 -0.0138 -0.0083 -24.2950 0.1862 -0.2951 -95.9588 -22.8543 -22.4492
8.5133 14069.2709 -25.2343 9087.9760 0.6267 0.0166 0.0031 -110.3442 -0.0334 -0.0291 -0.0004 0.0004 -0.0100 -0.0127 -24.2885 0.1980 -0.2851 -95.9304 -18.4260 -26.3535
8.5150 14071.0967 -25.2403 9087.5539 0.4428 0.0165 0.0030 -110.3847 -0.0331 -0.0296 -0.0004 0.0004 -0.0069 -0.0177 -24.2819 0.2064 -0.2705 -95.9016 -13.3673 -29.3758
8.5167 14072.9223 -25.2463 9087.1318 0.2588 0.0165 0.0030 -110.4252 -0.0327 -0.0300 -0.0004 0.0004 -0.0048 -0.0230 -24.2753 0.2122 -0.2507 -95.8725 -7.8500 -31.4146
8.5183 14074.7476 -25.2523 9086.7095 0.0747 0.0165 0.0029 -110.4656 -0.0324 -0.0304 -0.0004 0.0003 -0.0035 -0.0286 -24.2687 0.2164 -0.2256 -95.8431 -2.0616 -32.4013
8.5200 14076.5726 -25.2583 9086.2872 6.3926 0.0165 0.0029 -110.5061 -0.0320 -0.0308 -0.0005 0.0003 -0.0032 -0.0279 -24.2622 0.2563 -0.2222 -95.8171 -3.1794 -32.3522
8.5217 14078.3974 -25.2643 9085.8647 6.2084 0.0165 0.0028 -110.5465 -0.0316 -0.0311 -0.0005 0.0003 -0.0027 -0.0335 -24.2556 0.2594 -0.1922 -95.7875 2.6864 -32.4583
8.5233 14080.2219 -25.2702 9085.4422 6.0241 0.0164 0.0028 -110.5869 -0.0311 -0.0314 -0.0005 0.0002 -0.0031 -0.0389 -24.2490 0.2623 -0.1568 -95.7576 8.4640 -31.4784
8.5250 14082.0461 -25.2762 9085.0196 5.8398 0.0163 0.0027 -110.6273 -0.0307 -0.0316 -0.0005 0.0002 -0.0045 -0.0441 -24.2423 0.2662 -0.1161 -95.7275 13.9558 -29.4459
8.5267 14083.8701 -25.2822 9084.5969 5.6554 0.0163 0.0027 -110.6677 -0.0302 -0.0318 -0.0005 0.0001 -0.0067 -0.0487 -24.2357 0.2718 -0.0706 -95.6973 18.9738 -26.4298
8.5283 14085.6938 -25.2882 9084.1740 5.4709 0.0162 0.0027 -110.7081 -0.0298 -0.0319 -0.0005 -0.0000 -0.0097 -0.0527 -24.2291 0.2800 -0.0208 -95.6671 23.3454 -22.5328
8.5300 14087.5172 -25.2942 9083.7511 5.2863 0.0161 0.0027 -110.7485 -0.0293 -0.0319 -0.0005 -0.0001 -0.0134 -0.0558 -24.2226 0.2915 0.0325 -95.6369 26.9200 -17.8875
8.5317 14089.3404 -25.3002 9083.3281 5.1017 0.0161 0.0027 -110.7889 -0.0288 -0.0318 -0.0006 -0.0002 -0.0175 -0.0581 -24.2160 0.3069 0.0886 -95.6068 29.5735 -12.6522
8.5333 14091.1633 -25.3062 9082.9050 4.9170 0.0160 0.0028 -110.8292 -0.0283 -0.0316 -0.0006 -0.0003 -0.0220 -0.0594 -24.2095 0.3266 0.1464 -95.5768 31.2132 -7.0056
8.5350 14092.9860 -25.3122 9082.4818 4.7323 0.0159 0.0028 -110.8696 -0.0277 -0.0313 -0.0006 -0.0004 -0.0267 -0.0596 -24.2031 0.3508 0.2050 -95.5470 31.7806 -1.1405
8.5367 14094.8084 -25.3182 9082.0586 4.5475 0.0159 0.0029 -110.9099 -0.0271 -0.0309 -0.0007 -0.0005 -0.0313 -0.0587 -24.1967 0.3796 0.2633 -95.5176 31.2536 4.7423
8.5383 14096.6305 -25.3242 9081.6352 4.3626 0.0159 0.0029 -110.9502 -0.0265 -0.0304 -0.0007 -0.0006 -0.0358 -0.0568 -24.1903 0.4128 0.3203 -95.4885 29.6474 10.4413
8.5400 14098.4524 -25.3302 9081.2117 4.1776 0.0158 0.0030 -110.9905 -0.0257 -0.0298 -0.0008 -0.0007 -0.0398 -0.0539 -24.1840 0.4503 0.3749 -95.4597 27.0140 15.7609
8.5417 14100.2740 -25.3362 9080.7882 3.9926 0.0158 0.0030 -111.0308 -0.0250 -0.0292 -0.0009 -0.0008 -0.0432 -0.0500 -24.1777 0.4914 0.4263 -95.4313 23.4409 20.5180
8.5433 14102.0953 -25.3422 9080.3645 3.8075 0.0158 0.0031 -111.0711 -0.0241 -0.0284 -0.0009 -0.0008 -0.0460 -0.0454 -24.1714 0.5356 0.4735 -95.4033 19.0473 24.5485
8.5450 14103.9164 -25.3482 9079.9408 3.6224 0.0158 0.0032 -111.1114 -0.0232 -0.0276 -0.0010 -0.0009 -0.0479 -0.0400 -24.1651 0.5822 0.5158 -95.3757 13.9813 27.7129
8.5467 14105.7372 -25.3542 9079.5170 3.4372 0.0158 0.0032 -111.1517 -0.0222 -0.0267 -0.0011 -0.0010 -0.0488 -0.0342 -24.1589 0.6301 0.5526 -95.3484 8.4139 29.9012
8.5483 14107.5577 -25.3602 9079.0930 3.2519 0.0159 0.0033 -111.1919 -0.0211 -0.0257 -0.0012 -0.0010 -0.0487 -0.0280 -24.1526 0.6785 0.5836 -95.3214 2.5336 31.0365
8.5500 14109.3780 -25.3662 9078.6690 3.0665 0.0159 0.0033 -111.2322 -0.0199 -0.0247 -0.0013 -0.0011 -0.0476 -0.0217 -24.1463 0.7264 0.6084 -95.2947 -3.4596 31.0779
8.5517 14111.1980 -25.3722 9078.2449 2.8811 0.0159 0.0033 -111.2724 -0.0187 -0.0237 -0.0013 -0.0011 -0.0454 -0.0154 -24.1400 0.7727 0.6270 -95.2681 -9.3620 30.0222
8.5533 14113.0178 -25.3782 9077.8207 2.6956 0.0160 0.0034 -111.3127 -0.0173 -0.0226 -0.0014 -0.0011 -0.0422 -0.0093 -24.1337 0.8163 0.6396 -95.2417 -14.9721 27.9034
8.5550 14114.8372 -25.3842 9077.3965 2.5101 0.0160 0.0034 -111.3529 -0.0159 -0.0216 -0.0015 -0.0011 -0.0381 -0.0036 -24.1273 0.8564 0.6464 -95.2153 -20.0983 24.7927
8.5567 14116.6565 -25.3902 9076.9721 2.3245 0.0161 0.0034 -111.3931 -0.0145 -0.0205 -0.0015 -0.0011 -0.0330 0.0014 -24.1209 0.8920 0.6480 -95.1890 -24.5653 20.7952
8.5583 14118.4754 -25.3962 9076.5476 2.1388 0.0161 0.0034 -111.4333 -0.0130 -0.0194 -0.0016 -0.0011 -0.0273 0.0058 -24.1144 0.9223 0.6449 -95.1627 -28.2198 16.0466
8.5600 14120.2941 -25.4022 9076.1231 1.9530 0.0161 0.0034 -111.4735 -0.0114 -0.0183 -0.0016 -0.0011 -0.0210 0.0093 -24.1079 0.9467 0.6381 -95.1363 -30.9363 10.7092
8.5617 14122.1126 -25.4082 9075.6984 1.7672 0.0162 0.0034 -111.5136 -0.0098 -0.0173 -0.0017 -0.0011 -0.0142 0.0118 -24.1013 0.9648 0.6282 -95.1098 -32.6215 4.9654
8.5633 14123.9307 -25.4141 9075.2736 1.5813 0.0162 0.0034 -111.5538 -0.0082 -0.0162 -0.0017 -0.0011 -0.0073 0.0134 -24.0947 0.9762 0.6164 -95.0832 -33.2170 -0.9876
8.5650 14125.7487 -25.4201 9074.8488 1.3953 0.0162 0.0034 -111.5939 -0.0065 -0.0152 -0.0017 -0.0011 -0.0003 0.0140 -24.0881 0.9808 0.6035 -95.0565 -32.7021 -6.9451
8.5667 14127.5663 -25.4261 9074.4238 1.2093 0.0162 0.0033 -111.6341 -0.0049 -0.0142 -0.0017 -0.0010 0.0064 0.0135 -24.0814 0.9787 0.5905 -95.0297 -31.0942 -12.7020
8.5683 14129.3837 -25.4321 9073.9988 1.0232 0.0163 0.0033 -111.6742 -0.0033 -0.0133 -0.0017 -0.0010 0.0128 0.0121 -24.0746 0.9701 0.5784 -95.0029 -28.4485 -18.0596
8.5700 14131.2008 -25.4380 9073.5737 0.8371 0.0163 0.0033 -111.7143 -0.0017 -0.0123 -0.0016 -0.0010 0.0187 0.0099 -24.0679 0.9556 0.5681 -94.9759 -24.8560 -22.8323
8.5717 14133.0177 -25.4440 9073.1484 0.6508 0.0163 0.0033 -111.7544 -0.0001 -0.0114 -0.0016 -0.0010 0.0239 0.0069 -24.0612 0.9356 0.5603 -94.9490 -20.4406 -26.8547
8.5733 14134.8343 -25.4500 9072.7231 0.4646 0.0163 0.0033 -111.7945 0.0014 -0.0104 -0.0016 -0.0010 0.0282 0.0033 -24.0545 0.9110 0.5558 -94.9219 -15.3548 -29.9869
8.5750 14136.6506 -25.4559 9072.2976 0.2782 0.0163 0.0033 -111.8346 0.0029 -0.0095 -0.0015 -0.0010 0.0316 -0.0008 -24.0477 0.8825 0.5551 -94.8949 -9.7745 -32.1195
8.5767 14138.4667 -25.4619 9071.8721 0.0918 0.0163 0.0033 -111.8747 0.0044 -0.0086 -0.0015 -0.0010 0.0340 -0.0051 -24.0411 0.8513 0.5584 -94.8678 -3.8930 -33.1773
8.5783 14140.2825 -25.4679 9071.4465 6.3779 0.0163 0.0033 -111.9148 0.0058 -0.0077 -0.0015 -0.0009 0.0354 -0.0041 -24.0346 0.8541 0.5392 -94.8407 -3.9541 -33.1709
8.5800 14142.0981 -25.4739 9071.0207 6.1913 0.0163 0.0033 -111.9548 0.0072 -0.0068 -0.0014 -0.0009 0.0368 -0.0086 -24.0279 0.8196 0.5459 -94.8138 2.0282 -33.1317
8.5817 14143.9133 -25.4798 9070.5949 6.0047 0.0163 0.0032 -111.9949 0.0085 -0.0058 -0.0013 -0.0010 0.0371 -0.0129 -24.0214 0.7843 0.5568 -94.7868 7.9031 -31.9792
8.5833 14145.7284 -25.4858 9070.1690 5.8180 0.0164 0.0032 -112.0349 0.0098 -0.0049 -0.0013 -0.0010 0.0364 -0.0169 -24.0148 0.7492 0.5719 -94.7598 13.4660 -29.7520
8.5850 14147.5431 -25.4918 9069.7430 5.6313 0.0164 0.0032 -112.0749 0.0110 -0.0039 -0.0012 -0.0010 0.0347 -0.0205 -24.0084 0.7152 0.5906 -94.7328 18.5230 -26.5259
8.5867 14149.3576 -25.4978 9069.3169 5.4444 0.0164 0.0032 -112.1149 0.0122 -0.0029 -0.0012 -0.0011 0.0322 -0.0234 -24.0020 0.6833 0.6126 -94.7057 22.8974 -22.4117
8.5883 14151.1719 -25.5038 9068.8907 5.2576 0.0164 0.0032 -112.1549 0.0133 -0.0019 -0.0011 -0.0011 0.0290 -0.0255 -23.9957 0.6541 0.6370 -94.6786 26.4361 -17.5512
8.5900 14152.9859 -25.5098 9068.4644 5.0706 0.0164 0.0032 -112.1949 0.0143 -0.0008 -0.0011 -0.0011 0.0252 -0.0268 -23.9894 0.6284 0.6630 -94.6515 29.0149 -12.1124
8.5917 14154.7996 -25.5158 9068.0380 4.8836 0.0164 0.0031 -112.2349 0.0154 0.0003 -0.0010 -0.0012 0.0210 -0.0270 -23.9832 0.6065 0.6898 -94.6243 30.5430 -6.2837
8.5933 14156.6130 -25.5218 9067.6115 4.6965 0.0164 0.0031 -112.2748 0.0164 0.0015 -0.0010 -0.0012 0.0166 -0.0262 -23.9770 0.5888 0.7164 -94.5970 30.9659 -0.2674
8.5950 14158.4262 -25.5278 9067.1849 4.5093 0.0164 0.0031 -112.3148 0.0173 0.0027 -0.0010 -0.0013 0.0122 -0.0244 -23.9709 0.5754 0.7417 -94.5696 30.2681 5.7273
8.5967 14160.2392 -25.5338 9066.7583 4.3221 0.0164 0.0030 -112.3547 0.0183 0.0040 -0.0010 -0.0013 0.0080 -0.0215 -23.9649 0.5661 0.7647 -94.5421 28.4729 11.4918
8.5983 14162.0519 -25.5399 9066.3315 4.1348 0.0164 0.0030 -112.3947 0.0192 0.0053 -0.0009 -0.0013 0.0042 -0.0177 -23.9588 0.5608 0.7845 -94.5145 25.6422 16.8250
8.6000 14163.8643 -25.5459 9065.9047 3.9474 0.0164 0.0030 -112.4346 0.0202 0.0066 -0.0009 -0.0014 0.0009 -0.0130 -23.9527 0.5589 0.8002 -94.4867 21.8744 21.5407
8.6017 14165.6764 -25.5519 9065.4778 3.7600 0.0164 0.0030 -112.4745 0.0211 0.0079 -0.0009 -0.0014 -0.0017 -0.0076 -23.9467 0.5599 0.8110 -94.4587 17.3009 25.4742
8.6033 14167.4883 -25.5579 9065.0508 3.5725 0.0163 0.0029 -112.5144 0.0220 0.0093 -0.0009 -0.0014 -0.0035 -0.0015 -23.9406 0.5631 0.8162 -94.4306 12.0815 28.4876
8.6050 14169.2999 -25.5639 9064.6237 3.3850 0.0163 0.0029 -112.5543 0.0230 0.0106 -0.0009 -0.0014 -0.0043 0.0049 -23.9345 0.5675 0.8153 -94.4023 6.3993 30.4755
8.6067 14171.1113 -25.5699 9064.1965 3.1973 0.0163 0.0029 -112.5942 0.0239 0.0120 -0.0010 -0.0014 -0.0042 0.0116 -23.9283 0.5722 0.8081 -94.3739 0.4537 31.3680
8.6083 14172.9224 -25.5759 9063.7692 3.0097 0.0162 0.0028 -112.6341 0.0249 0.0133 -0.0010 -0.0014 -0.0030 0.0183 -23.9221 0.5764 0.7944 -94.3454 -5.5461 31.1338
8.6100 14174.7333 -25.5819 9063.3418 2.8219 0.0162 0.0028 -112.6740 0.0258 0.0147 -0.0010 -0.0013 -0.0008 0.0249 -23.9159 0.5789 0.7742 -94.3167 -11.3885 29.7810
8.6117 14176.5439 -25.5879 9062.9143 2.6341 0.0161 0.0028 -112.7138 0.0268 0.0159 -0.0010 -0.0013 0.0023 0.0310 -23.9096 0.5788 0.7478 -94.2879 -16.8672 27.3573
8.6133 14178.3542 -25.5939 9062.4868 2.4462 0.0161 0.0028 -112.7537 0.0278 0.0171 -0.0010 -0.0012 0.0063 0.0367 -23.9032 0.5753 0.7157 -94.2591 -21.7880 23.9480
8.6150 14180.1643 -25.5999 9062.0591 2.2582 0.0160 0.0028 -112.7935 0.0287 0.0183 -0.0009 -0.0011 0.0111 0.0416 -23.8969 0.5675 0.6785 -94.2302 -25.9762 19.6735
8.6167 14181.9741 -25.6059 9061.6313 2.0702 0.0160 0.0029 -112.8333 0.0297 0.0194 -0.0009 -0.0011 0.0165 0.0457 -23.8905 0.5548 0.6368 -94.2015 -29.2824 14.6848
8.6183 14183.7836 -25.6119 9061.2035 1.8821 0.0159 0.0029 -112.8731 0.0306 0.0204 -0.0009 -0.0010 0.0224 0.0487 -23.8840 0.5366 0.5917 -94.1728 -31.5881 9.1584
8.6200 14185.5929 -25.6179 9060.7756 1.6940 0.0159 0.0029 -112.9129 0.0314 0.0214 -0.0008 -0.0009 0.0285 0.0508 -23.8776 0.5125 0.5441 -94.1444 -32.8099 3.2901
8.6217 14187.4019 -25.6239 9060.3475 1.5057 0.0158 0.0030 -112.9527 0.0323 0.0222 -0.0008 -0.0008 0.0347 0.0517 -23.8711 0.4825 0.4950 -94.1162 -32.9023 -2.7117
8.6233 14189.2107 -25.6299 9059.9194 1.3175 0.0158 0.0031 -112.9925 0.0331 0.0230 -0.0007 -0.0007 0.0408 0.0516 -23.8647 0.4465 0.4455 -94.0883 -31.8597 -8.6337
8.6250 14191.0192 -25.6359 9059.4911 1.1291 0.0158 0.0031 -113.0323 0.0338 0.0237 -0.0007 -0.0007 0.0466 0.0504 -23.8582 0.4048 0.3966 -94.0608 -29.7165 -14.2649
8.6267 14192.8275 -25.6418 9059.0628 0.9407 0.0158 0.0032 -113.0720 0.0344 0.0244 -0.0006 -0.0006 0.0518 0.0482 -23.8518 0.3577 0.3493 -94.0336 -26.5463 -19.4043
8.6283 14194.6354 -25.6478 9058.6344 0.7522 0.0158 0.0033 -113.1118 0.0350 0.0249 -0.0005 -0.0005 0.0564 0.0450 -23.8454 0.3058 0.3046 -94.0070 -22.4589 -23.8678
8.6300 14196.4432 -25.6538 9058.2059 0.5636 0.0158 0.0033 -113.1515 0.0354 0.0254 -0.0004 -0.0004 0.0601 0.0412 -23.8390 0.2498 0.2633 -93.9807 -17.5970 -27.4950
8.6317 14198.2506 -25.6598 9057.7773 0.3750 0.0159 0.0034 -113.1912 0.0358 0.0258 -0.0003 -0.0004 0.0628 0.0367 -23.8326 0.1908 0.2260 -93.9548 -12.1306 -30.1550
