1 input_insertion.asc  Three-stage rocket ascent  ' SLV ' Nov 30 2022 22:11:34
  0  0 108
time            vmach           pdynmc          psibdx          thtbdx          
phibdx          alppx           phipx           alphax          betax           
ppx             qqx             rrx             lonx            latx            
alt             dvbe            dvbi            psivdx          thtvdx          
grndtrck        ayx             anx             gndtrnmx        vmass           
xcg             fmasse          thrust          fmassr          dead_zone       
roll_count      pitch_count     yaw_count       stmarg_yaw      stmarg_pitch    
realp1          wnp             zetp            realy1          wny             
zety            gnmax           gymax           alphacx         betacx          
phibdcx         thtbdcx         psibdcx         RICI1           RICI2           
RICI3           EVBI1           EVBI2           EVBI3           ESBI1           
ESBI2           ESBI3           ins_pos_err     ins_vel_err     ins_tilt_err    
UTBC1           UTBC2           UTBC3           lamd            dpd             
dbd             ddb             dvdb            thtvddbx        waclp           
zaclp           paclp           alcomx_actual   ancomx_actual   GAINFP1         
GAINFP2         GAINFP3         wacly           alcomx          ancomx          
wnact           delax           delex           delrx           modes           
ucbias_error    ucfreq_error    SXH1            SXH2            SXH3            
VXH1            VXH2            VXH3            CXH1            CXH2            
CXH3            std_pos         std_vel         std_ucbias      gps_pos_meas    
gps_vel_meas    state_pos       state_vel       URIC1           URIC2           
URIC3           etax            zetx            
-0.067455       3.67115         180             -3.70434        -0.268049       
-0.0493385      -1.08577        0.0416281       -120.506        34.6818         
5187.33         478.833         493.126         -81.8585        68.5335         
1464.57         -2.22016e-06    -0.16843        0.790803        37416.5         
9.13114         11567.5         1.40763e+06     19607.5         0.4             
6               208             33              -1.70264        -1.70264        
2.31953         0               0               2.31953         0               
0               1.55623         1.55623         -3.74583        -0.260613       
-0.0509782      64.8026         -81.1269        -4.30084e-05    -0.000220852    
-0.000500149    -0.00892453     -0.123773       0.0799061       0.000451114     
0.281537        1.15702         1.19078         0.147596        0.000548429     
0               0               0               0               0               
0               0               0               0               0.620439        
1               1.64088         0               -0.15           -0.0169353      
-0.125885       -0.00137454     0.620439        0               -0.15           
0               0               0               0               533             
-0.492235       -0.0779036      0.00477507      -0.109856       0.0594222       
0.00455968      -0.015427       0.00584436      -0.0263154      -0.0672323      
0               0.447292        0.0372291       0.710327        0.261138        
0.0154778       0.124989        0.0171155       0               0               
0               -0.893674       -3.31634e-05    
22.6            1.50539         83123.1         -81.1042        64.7238         
-0.0632847      3.69157         180             -3.72435        -0.27022        
-0.0493377      -1.08184        0.0416231       -120.506        34.6818         
5231.98         481.148         494.2           -81.8509        68.4453         
1482.15         -2.31262e-06    -0.170283       0.800298        37365.1         
9.12492         11618.9         1.40763e+06     19556.1         0.4             
6               208             33              -1.6894         -1.6894         
2.32171         0               0               2.32171         0               
0               1.57068         1.57068         -3.76602        -0.262796       
-0.0437002      64.6944         -81.1169        -4.28594e-05    -0.000220735    
-0.00050023     -0.00852427     -0.125637       0.0806916       -0.000421304    
0.269067        1.16505         1.19571         0.149561        0.000548444     
0               0               0               0               0               
0               0               0               0               0.623424        
1               1.64685         0               -0.15           -0.0168002      
-0.126082       -0.00137634     0.623424        0               -0.15           
0               0               0               0               533             
-0.491042       -0.0407138      0.00477507      -0.109856       0.0594222       
0.00455968      -0.015427       0.00584436      -0.0263154      -0.0672323      
0               0.449947        0.0373632       0.729321        0.261138        
0.0154778       0.124989        0.0171155       0               0               
0               -0.898528       -3.44972e-05    
22.7            1.51352         83519.6         -81.0943        64.616          
-0.0591767      3.71143         180             -3.74382        -0.272378       
-0.049337       -1.07768        0.0416216       -120.506        34.6818         
5276.83         483.471         495.283         -81.8433        68.357          
1499.89         -2.40533e-06    -0.172116       0.809877        37313.7         
9.1187          11670.3         1.40763e+06     19504.7         0.4             
6               208             33              -1.67629        -1.67629        
2.32379         0               0               2.32379         0               
0               1.58521         1.58521         -3.78565        -0.264965       
-0.0355798      64.5866         -81.1069        -4.27104e-05    -0.000220619    
-0.000500311    -0.00812664     -0.127505       0.0814794       -0.00125383     
0.25641         1.17315         1.20085         0.151534        0.00054846      
0               0               0               0               0               
0               0               0               0               0.626397        
1               1.65279         0               -0.15           -0.0166667      
-0.126276       -0.00137811     0.626397        0               -0.15           
0               0               0               0               533             
-0.497555       0.0545418       0.00477507      -0.109856       0.0594222       
0.00455968      -0.015427       0.00584436      -0.0263154      -0.0672323      
0               0.452618        0.0374967       0.747955        0.261138        
0.0154778       0.124989        0.0171155       0               0               
0               -0.903173       -3.58308e-05    
22.8            1.5217          83914.6         -81.0845        64.5086         
-0.0551294      3.73071         180             -3.76272        -0.274522       
-0.0493362      -1.0733         0.0416237       -120.506        34.6818         
5321.86         485.802         496.374         -81.8356        68.2685         
1517.79         -2.49827e-06    -0.173926       0.819539        37262.3         
9.11249         11721.7         1.40763e+06     19453.3         0.4             
6               208             33              -1.6633         -1.6633         
2.32579         0               0               2.32579         0               
0               1.59983         1.59983         -3.80472        -0.267122       
-0.0257985      64.4792         -81.097         -4.25614e-05    -0.000220504    
-0.000500392    -0.0077316      -0.129378       0.0822694       -0.00204672     
0.243565        1.18134         1.20619         0.153515        0.000548476     
0               0               0               0               0               
0               0               0               0               0.629359        
1               1.65872         0               -0.15           -0.0165346      
-0.126465       -0.00137987     0.629359        0               -0.15           
0               0               0               0               533             
-0.496537       -0.0525885      0.00477507      -0.109856       0.0594222       
0.00455968      -0.015427       0.00584436      -0.0263154      -0.0672323      
0               0.455305        0.0376299       0.766269        0.261138        
0.0154778       0.124989        0.0171155       0               0               
0               -0.907605       -3.71641e-05    
22.9            1.52991         84308.1         -81.0747        64.4016         
-0.0511409      3.7494          180             -3.78104        -0.276655       
-0.0493354      -1.06869        0.0416294       -120.507        34.6819         
5367.08         488.141         497.473         -81.828         68.1798         
1535.84         -2.59145e-06    -0.175713       0.829285        37210.9         
9.10627         11773.1         1.40763e+06     19401.9         0.4             
6               208             33              -1.65044        -1.65044        
2.32769         0               0               2.32769         0               
0               1.61452         1.61452         -3.82321        -0.269267       
-0.0103381      64.3722         -81.0871        -4.24125e-05    -0.00022039     
-0.000500473    -0.00733914     -0.131255       0.0830617       -0.00280023     
0.230534        1.18961         1.21174         0.155503        0.000548492     
0               0               0               0               0               
0               0               0               0               0.632311        
1               1.66462         0               -0.15           -0.016404       
-0.126651       -0.00138162     0.632311        0               -0.15           
0               0               0               0               533             
-0.489808       0.166641        0.00477507      -0.109856       0.0594222       
0.00455968      -0.015427       0.00584436      -0.0263154      -0.0672323      
0               0.458006        0.0377625       0.784296        0.261138        
0.0154778       0.124989        0.0171155       0               0               
0               -0.91182        -3.8497e-05     
23              1.53816         84700.2         -81.065         64.2952         
-0.0472095      3.76748         180             -3.79876        -0.278776       
-0.0493347      -1.06387        0.0416386       -120.507        34.6819         
5412.49         490.488         498.581         -81.8205        68.0911         
1554.04         -2.68488e-06    -0.177476       0.839117        37159.4         
9.10005         11824.6         1.40763e+06     19350.4         0.4             
6               208             33              -1.6377         -1.6377         
2.3295          0               0               2.3295          0               
0               1.6293          1.6293          -3.8411         -0.2714         
-0              64.2658         -81.0773        -4.22637e-05    -0.000220277    
-0.000500553    -0.00694924     -0.133137       0.0838563       -0.00351463     
0.217314        1.19795         1.21751         0.157498        0.000548509     
0               0               0               0               0               
0               0               0               0               0.635251        
1               1.6705          0               -0.15           -0.0162749      
-0.126833       -0.00138336     0.635251        0               -0.15           
0               0               0               0               533             
-0.489621       0.00857914      0.00477507      -0.109856       0.0594222       
0.00455968      -0.015427       0.00584436      -0.0263154      -0.0672323      
0               0.460723        0.0378947       0.80207         0.261138        
0.0154778       0.124989        0.0171155       0               0               
0               -0.915813       -3.98299e-05    
23.1            1.54645         85090.7         -81.0553        64.1892         
-0.0433335      3.78494         180             -3.81587        -0.280885       
-0.0493339      -1.05882        0.0416516       -120.507        34.6819         
5458.09         492.843         499.699         -81.8129        68.0022         
1572.41         -2.77858e-06    -0.179212       0.849033        37108           
9.09384         11876           1.40763e+06     19299           0.4             
6               208             33              -1.62509        -1.62509        
2.33122         0               0               2.33122         0               
0               1.64415         1.64415         -3.85703        -0.273547       
-0              64.1598         -81.0676        -4.2115e-05     -0.000220164    
-0.000500634    -0.00851144     -0.122665       0.0792599       -0.00470681     
0.300016        1.15524         1.19357         0.146292        0.000548525     
0               0               0               0               0               
0               0               0               0               0.63818         
1               1.67636         0               -0.15           -0.0161474      
-0.12701        -0.00138509     0.63818         0               -0.15           
0               0               0               0               533             
-0.509364       -0.119258       0.000336312     -0.0949669      0.0506369       
0.00194954      -0.0123582      0.0053933       0.0218981       0.0876129       
0               0.43155         0.035889        0.62423         0.271962        
0.184162        0.107624        0.013624        0               0               
0               -0.919579       -4.1163e-05     
23.2            1.55478         85479.8         -81.0457        64.0838         
-0.0395112      3.80177         180             -3.83235        -0.282984       
-0.0493331      -1.05355        0.0416682       -120.507        34.6819         
5503.89         495.207         500.825         -81.8053        67.9133         
1590.93         -2.87255e-06    -0.180921       0.859035        37056.6         
9.08762         11927.4         1.40763e+06     19247.6         0.4             
6               208             33              -1.61261        -1.61261        
2.33285         0               0               2.33285         0               
0               1.6591          1.6591          -3.87369        -0.275658       
-0              64.0543         -81.0579        -4.19663e-05    -0.000220053    
-0.000500713    -0.00812661     -0.124556       0.0800591       -0.00553869     
0.287655        1.16321         1.19826         0.148289        0.000548542     
0               0               0               0               0               
0               0               0               0               0.641098        
1               1.6822          0               -0.15           -0.0160213      
-0.127184       -0.00138681     0.641098        0               -0.15           
0               0               0               0               533             
-0.506568       -0.124272       0.000336312     -0.0949669      0.0506369       
0.00194954      -0.0123582      0.0053933       0.0218981       0.0876129       
0               0.434162        0.036028        0.64533         0.271962        
0.184162        0.107624        0.013624        0               0               
0               -0.923117       -4.24961e-05    
23.3            1.56315         85867.3         -81.0362        63.9788         
-0.0357409      3.81795         180             -3.8482         -0.285072       
-0.0493323      -1.04807        0.0416885       -120.507        34.682          
5549.87         497.579         501.96          -81.7977        67.8242         
1609.62         -2.96683e-06    -0.182602       0.869124        37005.2         
9.0814          11978.8         1.40763e+06     19196.2         0.4             
6               208             33              -1.60025        -1.60025        
2.33438         0               0               2.33438         0               
0               1.67412         1.67412         -3.88971        -0.277759       
-0              63.9494         -81.0482        -4.18179e-05    -0.000219942    
-0.000500793    -0.00774429     -0.126451       0.0808606       -0.00633222     
0.275105        1.17126         1.20315         0.150294        0.000548559     
0               0               0               0               0               
0               0               0               0               0.644005        
1               1.68801         0               -0.15           -0.0158968      
-0.127354       -0.00138853     0.644005        0               -0.15           
0               0               0               0               533             
-0.502073       0.197129        0.000336312     -0.0949669      0.0506369       
0.00194954      -0.0123582      0.0053933       0.0218981       0.0876129       
0               0.436788        0.0361665       0.665839        0.271962        
0.184162        0.107624        0.013624        0               0               
0               -0.926421       -4.383e-05      
23.4            1.57156         86253.3         -81.0266        63.8745         
-0.0320208      3.83347         180             -3.8634         -0.287151       
-0.0493316      -1.04236        0.0417125       -120.508        34.682          
5596.04         499.959         503.105         -81.7901        67.735          
1628.46         -3.06144e-06    -0.184254       0.8793          36953.8         
9.07519         12030.2         1.40763e+06     19144.8         0.4             
6               208             33              -1.58802        -1.58802        
2.33582         0               0               2.33582         0               
0               1.68923         1.68923         -3.90507        -0.27985        
-0              63.8451         -81.0386        -4.16695e-05    -0.000219833    
-0.000500872    -0.00736443     -0.128352       0.0816643       -0.00708763     
0.262365        1.17938         1.20823         0.152307        0.000548576     
0               0               0               0               0               
0               0               0               0               0.6469          
1               1.6938          0               -0.15           -0.0157737      
-0.12752        -0.00139025     0.6469          0               -0.15           
0               0               0               0               533             
-0.504891       -0.0969053      0.000336312     -0.0949669      0.0506369       
0.00194954      -0.0123582      0.0053933       0.0218981       0.0876129       
0               0.439429        0.0363045       0.685825        0.271962        
0.184162        0.107624        0.013624        0               0               
0               -0.929486       -4.5165e-05     
23.5            1.58002         86637.7         -81.0172        63.7707         
-0.0283494      3.84832         180             -3.87794        -0.28922        
-0.0493308      -1.03644        0.0417404       -120.508        34.682          
5642.4          502.348         504.259         -81.7826        67.6458         
1647.47         -3.1564e-06     -0.185874       0.889563        36902.4         
9.06897         12081.6         1.40763e+06     19093.4         0.4             
6               208             33              -1.57591        -1.57591        
2.33717         0               0               2.33717         0               
0               1.70443         1.70443         -3.91977        -0.281932       
-0              63.7413         -81.0291        -4.15214e-05    -0.000219725    
-0.000500951    -0.00698702     -0.130256       0.0824704       -0.00780518     
0.249434        1.18759         1.21353         0.154327        0.000548593     
0               0               0               0               0               
0               0               0               0               0.649783        
1               1.69957         0               -0.15           -0.0156522      
-0.127683       -0.00139198     0.649783        0               -0.15           
0               0               0               0               533             
-0.509088       -0.124565       0.000336312     -0.0949669      0.0506369       
0.00194954      -0.0123582      0.0053933       0.0218981       0.0876129       
0               0.442083        0.036442        0.705346        0.271962        
0.184162        0.107624        0.013624        0               0               
0               -0.93231        -4.65012e-05    
23.6            1.58851         87020.6         -81.0077        63.6675         
-0.0247248      3.86248         180             -3.89179        -0.29128        
-0.04933        -1.03031        0.0417721       -120.508        34.682          
5688.96         504.746         505.423         -81.775         67.5565         
1666.64         -3.25173e-06    -0.187463       0.899914        36851           
9.06275         12133           1.40763e+06     19042           0.4             
6               208             33              -1.56393        -1.56393        
2.33843         0               0               2.33843         0               
0               1.71971         1.71971         -3.9338         -0.284006       
-0              63.6381         -81.0196        -4.13734e-05    -0.000219617    
-0.000501029    -0.00661203     -0.132165       0.0832787       -0.00848512     
0.236313        1.19588         1.21903         0.156355        0.000548611     
0               0               0               0               0               
0               0               0               0               0.652655        
1               1.70531         0               -0.15           -0.0155321      
-0.127841       -0.0013937      0.652655        0               -0.15           
0               0               0               0               533             
-0.51232        0.0739866       0.000336312     -0.0949669      0.0506369       
0.00194954      -0.0123582      0.0053933       0.0218981       0.0876129       
0               0.444752        0.0365789       0.724454        0.271962        
0.184162        0.107624        0.013624        0               0               
0               -0.934888       -4.78388e-05    
23.7            1.59705         87402           -80.9984        63.565          
-0.0211455      3.87595         180             -3.90496        -0.293332       
-0.0493292      -1.02397        0.0418076       -120.508        34.6821         
5735.71         507.153         506.596         -81.7675        67.4671         
1685.98         -3.34742e-06    -0.189018       0.910354        36799.6         
9.05653         12184.4         1.40763e+06     18990.6         0.4             
6               208             33              -1.55207        -1.55207        
2.33959         0               0               2.33959         0               
0               1.73508         1.73508         -3.94713        -0.286071       
-0              63.5356         -81.0101        -4.12257e-05    -0.000219511    
-0.000501107    -0.00623943     -0.134079       0.0840893       -0.00912767     
0.223001        1.20424         1.22475         0.15839         0.000548628     
0               0               0               0               0               
0               0               0               0               0.655515        
1               1.71103         0               -0.15           -0.0154136      
-0.127996       -0.00139543     0.655515        0               -0.15           
0               0               0               0               533             
-0.505063       0.229958        0.000336312     -0.0949669      0.0506369       
0.00194954      -0.0123582      0.0053933       0.0218981       0.0876129       
0               0.447434        0.0367154       0.743192        0.271962        
0.184162        0.107624        0.013624        0               0               
0               -0.937218       -4.9178e-05     
23.8            1.60563         87781.4         -80.989         63.4631         
-0.0176099      3.88875         180             -3.91743        -0.295376       
-0.0493284      -1.01696        0.0418445       -120.508        34.6821         
5782.65         509.568         507.779         -81.76          67.3777         
1705.48         -3.11165e-06    -0.191209       0.920883        36748.2         
9.05032         12235.8         1.40763e+06     18939.2         0.4             
6               208             33              -1.5446         -1.5446         
2.34558         0               0               2.34558         0               
0               1.749           1.749           -3.95976        -0.288128       
-0              63.4337         -81.0007        -4.10781e-05    -0.000219406    
-0.000501185    -0.00586938     -0.135998       0.0849022       -0.00973308     
0.209497        1.21269         1.23069         0.160431        0.000548646     
0               0               0               0               0               
0               0               0               0               0.65836         
1               1.71672         0               -0.15           -0.0153182      
-0.128143       -0.00139516     0.65836         0               -0.15           
0               0               0               0               533             
-0.492867       -0.0238042      0.000336312     -0.0949669      0.0506369       
0.00194954      -0.0123582      0.0053933       0.0218981       0.0876129       
0               0.45013         0.0368513       0.761602        0.271962        
0.184162        0.107624        0.013624        0               0               
0               -0.945951       -4.56505e-05    
23.9            1.61424         88157.8         -80.9797        63.3626         
-0.014119       3.89998         180             -3.92831        -0.297414       
-0.0493277      -0.991475       0.041863        -120.509        34.6821         
5829.78         511.987         508.969         -81.7525        67.2881         
1725.14         -2.46942e-06    -0.194072       0.931502        36696.8         
9.0441          12287.2         1.40763e+06     18887.8         0.4             
6               208             33              -1.53964        -1.53964        
2.35411         0               0               2.35411         0               
0               1.76215         1.76215         -3.9708         -0.29018        
-0              63.3332         -80.9913        -4.09314e-05    -0.000219303    
-0.000501262    -0.00550254     -0.13792        0.0857171       -0.0103017      
0.195801        1.22122         1.23686         0.16248         0.000548664     
0               0               0               0               0               
0               0               0               0               0.661183        
1               1.72237         0               -0.15           -0.0152372      
-0.128283       -0.00139395     0.661183        0               -0.15           
0               0               0               0               533             
-0.495909       0.0565972       0.000336312     -0.0949669      0.0506369       
0.00194954      -0.0123582      0.0053933       0.0218981       0.0876129       
0               0.452841        0.0369867       0.779719        0.271962        
0.184162        0.107624        0.013624        0               0               
0               -0.963533       -3.61779e-05    
24              1.62288         88530.9         -80.9705        63.2656         
-0.0106753      3.90759         180             -3.9356         -0.299445       
-0.0493269      -0.949471       0.0418729       -120.509        34.6821         
5877.1          514.412         510.165         -81.745         67.1984         
1744.98         -2.46264e-06    -0.196365       0.942211        36645.3         
9.03788         12338.7         1.40763e+06     18836.3         0.4             
6               208             33              -1.53531        -1.53531        
2.36264         0               0               2.36264         0               
0               1.7753          1.7753          -3.97825        -0.292224       
-0              63.2362         -80.982         -4.07868e-05    -0.000219205    
-0.000501336    -0.00513885     -0.139846       0.0865341       -0.0108337      
0.181913        1.22984         1.24327         0.164534        0.000548683     
0               0               0               0               0               
0               0               0               0               0.663982        
1               1.72796         0               -0.15           -0.0151626      
-0.128418       -0.00139315     0.663982        0               -0.15           
0               0               0               0               533             
-0.494078       0.0524753       0.000336312     -0.0949669      0.0506369       
0.00194954      -0.0123582      0.0053933       0.0218981       0.0876129       
0               0.455565        0.0371217       0.797575        0.271962        
0.184162        0.107624        0.013624        0               0               
0               -0.974537       -3.60282e-05    
24.1            1.63155         88900.9         -80.9613        63.1731         
-0.00727602     3.91061         180             -3.93834        -0.301469       
-0.0493262      -0.90221        0.0418939       -120.509        34.6822         
5924.62         516.841         511.368         -81.7375        67.1087         
1764.98         -2.85783e-06    -0.198185       0.953011        36593.9         
9.03167         12390.1         1.40763e+06     18784.9         0.4             
6               208             33              -1.53179        -1.53179        
2.37116         0               0               2.37116         0               
0               1.78847         1.78847         -3.9796         -0.294829       
-0              63.1438         -80.9727        -4.06452e-05    -0.000219113    
-0.000501408    -0.00976048     -0.129199       0.0773993       -0.0156606      
0.276001        1.15454         1.18718         0.150925        0.000548701     
0               0               0               0               0               
0               0               0               0               0.666757        
1               1.73351         0               -0.15           -0.0150959      
-0.128548       -0.0013929      0.666757        0               -0.15           
0               0               0               0               533             
-0.488463       0.19181         0.0038702       -0.107005       0.0830705       
0.00498233      -0.0125751      0.00995365      -0.000112707    0.00125527      
0               0.427223        0.0351949       0.619617        0.343934        
0.0857887       0.13552         0.0167938       0               0               
0               -0.980974       -4.17512e-05    
24.2            1.64025         89267.6         -80.9521        63.0854         
-0.00391474     3.90891         180             -3.93639        -0.303488       
-0.0493256      -0.855046       0.0419351       -120.509        34.6822         
5972.33         519.274         512.579         -81.73          67.019          
1785.15         -3.39138e-06    -0.199658       0.963902        36542.5         
9.02545         12441.5         1.40763e+06     18733.5         0.4             
6               208             33              -1.52909        -1.52909        
2.3797          0               0               2.3797          0               
0               1.80164         1.80164         -3.97781        -0.296859       
-0              63.0561         -80.9635        -4.05067e-05    -0.000219028    
-0.000501478    -0.00940255     -0.131131       0.0782198       -0.0166187      
0.262984        1.16232         1.19182         0.152978        0.00054872      
0               0               0               0               0               
0               0               0               0               0.669507        
1               1.73901         0               -0.15           -0.0150373      
-0.128673       -0.00139324     0.669507        0               -0.15           
0               0               0               0               533             
-0.480561       -0.0634624      0.0038702       -0.107005       0.0830705       
0.00498233      -0.0125751      0.00995365      -0.000112707    0.00125527      
0               0.429847        0.0353367       0.640854        0.343934        
0.0857887       0.13552         0.0167938       0               0               
0               -0.984846       -4.94765e-05    
24.3            1.64898         89631.2         -80.943         63.0023         
-0.000584101    3.90266         180             -3.92993        -0.305506       
-0.0493249      -0.81           0.0419987       -120.51         34.6822         
6020.23         521.713         513.798         -81.7226        66.9295         
1805.49         -3.94584e-06    -0.200848       0.974885        36491.1         
9.01923         12492.9         1.40763e+06     18682.1         0.4             
6               208             33              -1.52718        -1.52718        
2.38825         0               0               2.38825         0               
0               1.81483         1.81483         -3.97151        -0.298887       
-0              62.973          -80.9543        -4.03713e-05    -0.000218948    
-0.000501544    -0.00904719     -0.133066       0.079042        -0.0175412      
0.249774        1.17018         1.19667         0.155036        0.000548739     
0               0               0               0               0               
0               0               0               0               0.672234        
1               1.74447         0               -0.15           -0.0149864      
-0.128792       -0.00139413     0.672234        0               -0.15           
0               0               0               0               533             
-0.484683       -0.142938       0.0038702       -0.107005       0.0830705       
0.00498233      -0.0125751      0.00995365      -0.000112707    0.00125527      
0               0.432485        0.0354779       0.661487        0.343934        
0.0857887       0.13552         0.0167938       0               0               
0               -0.987081       -5.74846e-05    
24.4            1.65774         89991.4         -80.9338        62.9236         
0.00272318      3.89218         180             -3.91926        -0.307523       
-0.0493244      -0.767716       0.0420846       -120.51         34.6822         
6068.33         524.157         515.025         -81.7152        66.8401         
1826            -4.47942e-06    -0.201792       0.985959        36439.7         
9.01302         12544.3         1.40763e+06     18630.7         0.4             
6               208             33              -1.52601        -1.52601        
2.39681         0               0               2.39681         0               
0               1.82803         1.82803         -3.96101        -0.300915       
-0              62.8943         -80.9451        -4.02387e-05    -0.000218875    
-0.000501608    -0.00869421     -0.135003       0.0798656       -0.0184282      
0.236371        1.17813         1.20175         0.157099        0.000548759     
0               0               0               0               0               
0               0               0               0               0.674935        
1               1.74987         0               -0.15           -0.0149427      
-0.128907       -0.00139553     0.674935        0               -0.15           
0               0               0               0               533             
-0.488441       0.163637        0.0038702       -0.107005       0.0830705       
0.00498233      -0.0125751      0.00995365      -0.000112707    0.00125527      
0               0.435135        0.0356186       0.681585        0.343934        
0.0857887       0.13552         0.0167938       0               0               
0               -0.988091       -6.51659e-05    
24.5            1.66654         90348.4         -80.9247        62.849          
0.00601397      3.87781         180             -3.90473        -0.309545       
-0.0493238      -0.728313       0.0421915       -120.51         34.6823         
6116.61         526.605         516.262         -81.7078        66.7509         
1846.68         -4.97961e-06    -0.202512       0.997126        36388.3         
9.0068          12595.7         1.40763e+06     18579.3         0.4             
6               208             33              -1.52553        -1.52553        
2.40538         0               0               2.40538         0               
0               1.84123         1.84123         -3.94664        -0.302947       
-0              62.8196         -80.936         -4.01089e-05    -0.000218807    
-0.00050167     -0.00834343     -0.136943       0.0806907       -0.0192801      
0.222773        1.18616         1.20705         0.159166        0.000548778     
0               0               0               0               0               
0               0               0               0               0.677613        
1               1.75523         0               -0.15           -0.0149056      
-0.129017       -0.0013974      0.677613        0               -0.15           
0               0               0               0               533             
-0.48772        -0.161342       0.0038702       -0.107005       0.0830705       
0.00498233      -0.0125751      0.00995365      -0.000112707    0.00125527      
0               0.437798        0.0357587       0.701208        0.343934        
0.0857887       0.13552         0.0167938       0               0               
0               -0.988071       -7.23405e-05    
24.6            1.67536         90702           -80.9156        62.7782         
0.00929456      3.85989         180             -3.88667        -0.311571       
-0.0493233      -0.691732       0.0423181       -120.51         34.6823         
6165.09         529.059         517.508         -81.7005        66.662          
1867.53         -5.44425e-06    -0.203023       1.00839         36336.9         
9.00058         12647.1         1.40763e+06     18527.9         0.4             
6               208             33              -1.52569        -1.52569        
2.41397         0               0               2.41397         0               
0               1.85445         1.85445         -3.92873        -0.304984       
-0              62.7488         -80.9268        -3.99816e-05    -0.000218744    
-0.000501729    -0.00799468     -0.138885       0.081517        -0.020097       
0.208982        1.19427         1.21258         0.161239        0.000548798     
0               0               0               0               0               
0               0               0               0               0.680265        
1               1.76053         0               -0.15           -0.0148746      
-0.129122       -0.00139968     0.680265        0               -0.15           
0               0               0               0               533             
-0.483409       0.0731556       0.0038702       -0.107005       0.0830705       
0.00498233      -0.0125751      0.00995365      -0.000112707    0.00125527      
0               0.440474        0.0358982       0.720408        0.343934        
0.0857887       0.13552         0.0167938       0               0               
0               -0.987133       -7.89787e-05    
24.7            1.68422         91052.3         -80.9065        62.7109         
0.0125707       3.83872         180             -3.86539        -0.313605       
-0.0493229      -0.657864       0.0424631       -120.51         34.6823         
6213.77         531.518         518.763         -81.6931        66.5735         
1888.55         -5.87443e-06    -0.20334        1.01974         36285.5         
8.99436         12698.5         1.40763e+06     18476.5         0.4             
6               208             33              -1.52644        -1.52644        
2.42257         0               0               2.42257         0               
0               1.86767         1.86767         -3.90761        -0.307028       
-0              62.6815         -80.9177        -3.98567e-05    -0.000218686    
-0.000501786    -0.00764781     -0.140829       0.0823446       -0.0208791      
0.194996        1.20246         1.21835         0.163315        0.000548818     
0               0               0               0               0               
0               0               0               0               0.682892        
1               1.76578         0               -0.15           -0.0148491      
-0.129221       -0.00140233     0.682892        0               -0.15           
0               0               0               0               533             
-0.485511       -0.0791724      0.0038702       -0.107005       0.0830705       
0.00498233      -0.0125751      0.00995365      -0.000112707    0.00125527      
0               0.443162        0.0360373       0.739231        0.343934        
0.0857887       0.13552         0.0167938       0               0               
0               -0.985352       -8.50986e-05    
24.8            1.69311         91399.3         -80.8974        62.6468         
0.0158477       3.81462         180             -3.84119        -0.315649       
-0.0493224      -0.6266         0.042625        -120.511        34.6824         
6262.64         533.982         520.029         -81.6858        66.4852         
1909.75         -6.27201e-06    -0.203476       1.03118         36234.1         
8.98815         12749.9         1.40763e+06     18425.1         0.4             
6               208             33              -1.52772        -1.52772        
2.43118         0               0               2.43118         0               
0               1.8809          1.8809          -3.88357        -0.309082       
-0              62.6175         -80.9085        -3.97339e-05    -0.000218632    
-0.000501841    -0.00730266     -0.142775       0.0831733       -0.0216266      
0.180816        1.21074         1.22436         0.165396        0.000548838     
0               0               0               0               0               
0               0               0               0               0.685495        
1               1.77099         0               -0.15           -0.0148285      
-0.129315       -0.00140532     0.685495        0               -0.15           
0               0               0               0               533             
-0.490225       0.0232372       0.0038702       -0.107005       0.0830705       
0.00498233      -0.0125751      0.00995365      -0.000112707    0.00125527      
0               0.445864        0.0361757       0.757719        0.343934        
0.0857887       0.13552         0.0167938       0               0               
0               -0.982792       -9.07292e-05    
24.9            1.70204         91742.9         -80.8883        62.5858         
0.0191303       3.78789         180             -3.81438        -0.317705       
-0.049322       -0.597842       0.0428027       -120.511        34.6824         
6311.7          536.452         521.304         -81.6785        66.3974         
1931.12         -6.63878e-06    -0.203444       1.04272         36182.7         
8.98193         12801.3         1.40763e+06     18373.7         0.4             
6               208             33              -1.5295         -1.5295         
2.43981         0               0               2.43981         0               
0               1.89414         1.89414         -3.85691        -0.311148       
-0              62.5564         -80.8994        -3.96132e-05    -0.000218583    
-0.000501895    -0.00695911     -0.144722       0.0840032       -0.0223397      
0.166441        1.2191          1.23061         0.16748         0.000548859     
0               0               0               0               0               
0               0               0               0               0.688072        
1               1.77614         0               -0.15           -0.0148126      
-0.129404       -0.00140859     0.688072        0               -0.15           
0               0               0               0               533             
-0.491877       0.0830872       0.0038702       -0.107005       0.0830705       
0.00498233      -0.0125751      0.00995365      -0.000112707    0.00125527      
0               0.448579        0.0363137       0.775908        0.343934        
0.0857887       0.13552         0.0167938       0               0               
0               -0.97951        -9.58986e-05    
25              1.711           92083           -80.8791        62.5275         
0.0224229       3.75879         180             -3.78521        -0.319773       
-0.0493217      -0.571505       0.0429949       -120.511        34.6824         
6360.95         538.927         522.59          -81.6713        66.3099         
1952.67         -6.97622e-06    -0.203255       1.05436         36131.2         
8.97571         12852.8         1.40763e+06     18322.2         0.4             
