1 input_insertion.asc  Three-stage rocket ascent  ' SLV ' Nov 30 2022 22:11:34
  0  0 108
time            vmach           pdynmc          psibdx          thtbdx          
phibdx          alppx           phipx           alphax          betax           
ppx             qqx             rrx             lonx            latx            
alt             dvbe            dvbi            psivdx          thtvdx          
grndtrck        ayx             anx             gndtrnmx        vmass           
xcg             fmasse          thrust          fmassr          dead_zone       
roll_count      pitch_count     yaw_count       stmarg_yaw      stmarg_pitch    
realp1          wnp             zetp            realy1          wny             
zety            gnmax           gymax           alphacx         betacx          
phibdcx         thtbdcx         psibdcx         RICI1           RICI2           
RICI3           EVBI1           EVBI2           EVBI3           ESBI1           
ESBI2           ESBI3           ins_pos_err     ins_vel_err     ins_tilt_err    
UTBC1           UTBC2           UTBC3           lamd            dpd             
dbd             ddb             dvdb            thtvddbx        waclp           
zaclp           paclp           alcomx_actual   ancomx_actual   GAINFP1         
GAINFP2         GAINFP3         wacly           alcomx          ancomx          
wnact           delax           delex           delrx           modes           
ucbias_error    ucfreq_error    SXH1            SXH2            SXH3            
VXH1            VXH2            VXH3            CXH1            CXH2            
CXH3            std_pos         std_vel         std_ucbias      gps_pos_meas    
gps_vel_meas    state_pos       state_vel       URIC1           URIC2           
URIC3           etax            zetx            
0.246138        0.403837        0.0273075       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
75.6            7.12305         2764.04         -74.0712        1.41871         
0.153052        20.5476         180             -20.0912        -4.40956        
-0.0415154      0.416182        0.654322        -121.099        34.7708         
50199.8         2349.21         2003.53         -78.7532        21.4551         
56727.5         6.65743e-13     -0.0653447      30.6304         12850.4         
5.42918         2639.55         528520          6912.45         0.4             
26              5036            5979            -1.00405        -1.00405        
1.21546         0               0               1.21546         0               
0               0.0627235       0.0627235       -20.0968        -4.41805        
0.153141        1.42047         -74.0629        7.53432e-05     0.000113652     
-5.8561e-05     -0.253398       -0.201167       0.187798        -3.23889        
-0.724988       3.24968         4.64504         0.374094        0.000148401     
0.999979        0.00641595      -0.000132444    0.00161756      -15.395         
-48546.2        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.96072        -0.0697214      -0.233236       -0.283487       0.168287        
-0.0207285      -0.0173449      0.00389693      -0.00869592     0.0739932       
0               0.405001        0.0306178       0.681114        1.6587          
0.246138        0.403837        0.0273075       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
75.7            7.13353         2742.75         -74.0338        1.41632         
0.150017        20.5018         180             -20.0384        -4.4375         
-0.0415175      -0.293325       0.106304        -121.102        34.7712         
50285.6         2352.66         2006.83         -78.7452        21.399          
56944.6         6.59394e-13     -0.0647215      30.7476         12831.5         
5.42573         2658.46         528520          6893.54         0.4             
26              5083            6029            -1.00405        -1.00405        
1.21182         0               0               1.21182         0               
0               0.0623344       0.0623344       -20.044         -4.44601        
0.150101        1.41808         -74.0255        7.54036e-05     0.000113532     
-5.85056e-05    -0.254517       -0.200896       0.187277        -3.26429        
-0.745091       3.26843         4.67903         0.374448        0.000148317     
0.999979        0.00643661      -0.000145685    0.00162609      -15.4358        
-48460.4        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.96639        0.0558895       -0.233236       -0.283487       0.168287        
-0.0207285      -0.0173449      0.00389693      -0.00869592     0.0739932       
0               0.407538        0.0307806       0.700592        1.6587          
0.246138        0.403837        0.0273075       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
75.8            7.14404         2721.67         -73.9978        1.41447         
0.146947        20.4554         180             -19.9851        -4.46412        
-0.0415195      -0.292225       0.655263        -121.104        34.7716         
50371.4         2356.13         2010.13         -78.7372        21.3431         
57162.1         6.53078e-13     -0.0641015      30.8651         12812.6         
5.42229         2677.37         528520          6874.63         0.4             
26              5131            6079            -1.00405        -1.00405        
1.20819         0               0               1.20819         0               
0               0.0619487       0.0619487       -19.9907        -4.47265        
0.147026        1.41623         -73.9895        7.54618e-05     0.000113412     
-5.84513e-05    -0.255637       -0.200624       0.186755        -3.2898         
-0.765167       3.28713         4.71312         0.374804        0.000148234     
0.999979        0.00647304      -0.000127074    0.00163475      -15.4778        
-48374.7        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.95936        -0.0437629      -0.233236       -0.283487       0.168287        
-0.0207285      -0.0173449      0.00389693      -0.00869592     0.0739932       
0               0.410083        0.0309426       0.719669        1.6587          
0.246138        0.403837        0.0273075       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
75.9            7.15457         2700.79         -73.9604        1.4122          
0.143912        20.4099         180             -19.9324        -4.49201        
-0.0415216      0.422842        0.10535         -121.106        34.772          
50457.1         2359.6          2013.45         -78.7292        21.2873         
57380           6.46868e-13     -0.0634921      30.9827         12793.7         
5.41884         2696.28         528520          6855.72         0.4             
26              5176            6129            -1.00405        -1.00405        
1.20459         0               0               1.20459         0               
0               0.0615663       0.0615663       -19.938         -4.50055        
0.143986        1.41396         -73.9521        7.5522e-05      0.000113292     
-5.8396e-05     -0.256758       -0.200351       0.186233        -3.31542        
-0.785216       3.30578         4.74729         0.375163        0.000148151     
0.999979        0.00650612      -9.31691e-05    0.00164354      -15.521         
-48289.1        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.96166        0.052509        -0.233236       -0.283487       0.168287        
-0.0207285      -0.0173449      0.00389693      -0.00869592     0.0739932       
0               0.412635        0.0311038       0.738391        1.6587          
0.246138        0.403837        0.0273075       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
76              7.16513         2680.1          -73.9243        1.40968         
0.140841        20.3645         180             -19.88          -4.51857        
-0.0415235      -0.212285       0.656209        -121.109        34.7724         
50542.8         2363.09         2016.77         -78.7211        21.2316         
57598.4         6.40727e-13     -0.0628893      31.1006         12774.8         
5.4154          2715.19         528520          6836.81         0.4             
26              5223            6179            -1.00405        -1.00405        
1.20101         0               0               1.20101         0               
0               0.0611873       0.0611873       -19.8856        -4.52712        
0.14091         1.41145         -73.916         7.55812e-05     0.000113172     
-5.83421e-05    -0.257879       -0.200076       0.185709        -3.34115        
-0.805237       3.32438         4.78154         0.375526        0.000148069     
0.999979        0.00655511      -0.000116579    0.00165248      -15.5656        
-48203.5        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.96808        -0.121099       -0.233236       -0.283487       0.168287        
-0.0207285      -0.0173449      0.00389693      -0.00869592     0.0739932       
0               0.415195        0.0312641       0.756795        1.6587          
0.246138        0.403837        0.0273075       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
76.1            7.17572         2659.61         -73.8869        1.40691         
0.137804        20.3199         180             -19.8281        -4.5464         
-0.0415256      0.14218         0.10439         -121.111        34.7728         
50628.3         2366.58         2020.1          -78.713         21.1761         
57817.1         6.34683e-13     -0.0622961      31.2187         12755.9         
5.41195         2734.1          528520          6817.9          0.4             
26              5269            6229            -1.00405        -1.00405        
1.19745         0               0               1.19745         0               
0               0.0608116       0.0608116       -19.8332        -4.55477        
0.137868        1.40868         -73.8786        7.56421e-05     0.000113051     
-5.82872e-05    -0.239999       -0.18434        0.177896        -3.13319        
-0.55553        3.15401         4.48032         0.351038        0.000147986     
0.999978        0.00658186      -0.00011632     0.00166153      -15.6173        
-48118.5        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.94286        0.0718361       -0.232647       -0.268766       0.188475        
-0.0190023      -0.01546        0.00728903      -0.0308923      0.0597831       
0               0.392324        0.0297866       0.575637        1.60804         
0.216085        0.402346        0.0255583       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
76.2            7.18632         2639.31         -73.8509        1.40301         
0.134732        20.2762         180             -19.7774        -4.5729         
-0.0415275      -0.306968       0.657162        -121.113        34.7732         
50713.7         2370.08         2023.45         -78.7048        21.1207         
58036.2         6.28745e-13     -0.0617133      31.3371         12737           
5.40851         2753.01         528520          6798.99         0.4             
26              5315            6279            -1.00405        -1.00405        
1.19391         0               0               1.19391         0               
0               0.0604392       0.0604392       -19.7825        -4.58128        
0.134791        1.40478         -73.8426        7.57033e-05     0.000112932     
-5.82341e-05    -0.241122       -0.184063       0.177372        -3.15725        
-0.57395        3.17177         4.51196         0.351397        0.000147905     
0.999978        0.00664338      -0.000136467    0.00167074      -15.6644        
-48033.1        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.93974        0.045376        -0.232647       -0.268766       0.188475        
-0.0190023      -0.01546        0.00728903      -0.0308923      0.0597831       
0               0.394826        0.029954        0.598037        1.60804         
0.216085        0.402346        0.0255583       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
76.3            7.19696         2619.2          -73.8135        1.40019         
0.131693        20.2321         180             -19.7258        -4.60067        
-0.0415295      0.236781        0.103421        -121.116        34.7735         
50799.1         2373.58         2026.8          -78.6966        21.0654         
58255.8         6.22841e-13     -0.0611337      31.4556         12718.1         
5.40506         2771.92         528520          6780.08         0.4             
26              5360            6329            -1.00405        -1.00405        
1.19039         0               0               1.19039         0               
0               0.06007         0.06007         -19.7308        -4.60907        
0.131746        1.40196         -73.8052        7.57643e-05     0.000112811     
-5.81794e-05    -0.242245       -0.183784       0.176846        -3.18142        
-0.592342       3.18948         4.54369         0.351759        0.000147822     
0.999978        0.00670172      -0.000121029    0.00168011      -15.713         
-47947.9        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.93725        -0.0707385      -0.232647       -0.268766       0.188475        
-0.0190023      -0.01546        0.00728903      -0.0308923      0.0597831       
0               0.397334        0.0301205       0.619697        1.60804         
0.216085        0.402346        0.0255583       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
76.4            7.20761         2599.28         -73.7775        1.39535         
0.128618        20.1897         180             -19.6763        -4.6271         
-0.0415314      0.251612        0.65812         -121.118        34.7739         
50884.4         2377.1          2030.16         -78.6883        21.0102         
58475.7         6.1708e-13      -0.0605683      31.5744         12699.2         
5.40162         2790.83         528520          6761.17         0.4             
26              5405            6379            -1.00405        -1.00405        
1.18689         0               0               1.18689         0               
0               0.0597041       0.0597041       -19.6813        -4.63552        
0.128666        1.39713         -73.7692        7.58268e-05     0.000112691     
-5.81269e-05    -0.24337        -0.183505       0.17632         -3.2057         
-0.610707       3.20714         4.5755          0.352124        0.000147742     
0.999977        0.00677626      -0.000145656    0.00168962      -15.7629        
-47862.7        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.92797        -0.0427594      -0.232647       -0.268766       0.188475        
-0.0190023      -0.01546        0.00728903      -0.0308923      0.0597831       
0               0.39985         0.030286        0.640706        1.60804         
0.216085        0.402346        0.0255583       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
76.5            7.21829         2579.55         -73.7374        1.3911          
0.125639        20.1479         180             -19.6264        -4.6573         
-0.0415335      -0.12677        0.797581        -121.121        34.7743         
50969.6         2380.62         2033.53         -78.68          20.9552         
58696           6.11402e-13     -0.0600109      31.6933         12680.3         
5.39818         2809.74         528520          6742.26         0.4             
26              5449            6426            -1.00405        -1.00405        
1.18341         0               0               1.18341         0               
0               0.0593413       0.0593413       -19.6315        -4.66572        
0.125682        1.39288         -73.7292        7.58924e-05     0.000112566     
-5.80706e-05    -0.244495       -0.183223       0.175793        -3.23009        
-0.629043       3.22474         4.6074          0.352493        0.000147659     
0.999977        0.00679422      -0.000189074    0.00169928      -15.8143        
-47777.6        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.93132        -0.0159985      -0.232647       -0.268766       0.188475        
-0.0190023      -0.01546        0.00728903      -0.0308923      0.0597831       
0               0.402373        0.0304507       0.661142        1.60804         
0.216085        0.402346        0.0255583       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
76.6            7.229           2560            -73.6944        1.38807         
0.122731        20.1058         180             -19.5755        -4.69027        
-0.0415358      -0.343579       0.101799        -121.123        34.7747         
51054.7         2384.15         2036.91         -78.6716        20.9003         
58916.8         6.05766e-13     -0.0594578      31.8125         12661.3         
5.39473         2828.65         528520          6723.35         0.4             
26              5494            6473            -1.00405        -1.00405        
1.17995         0               0               1.17995         0               
0               0.0589816       0.0589816       -19.5806        -4.69871        
0.122768        1.38985         -73.6861        7.59591e-05     0.000112438     
-5.8011e-05     -0.24562        -0.18294        0.175265        -3.2546         
-0.647351       3.2423          4.63939         0.352866        0.000147571     
0.999977        0.00679275      -0.000191701    0.00170908      -15.8671        
-47692.6        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.9348         0.0039103       -0.232647       -0.268766       0.188475        
-0.0190023      -0.01546        0.00728903      -0.0308923      0.0597831       
0               0.404903        0.0306144       0.681071        1.60804         
0.216085        0.402346        0.0255583       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
76.7            7.23973         2540.63         -73.6525        1.38487         
0.119795        20.0638         180             -19.525         -4.72215        
-0.0415381      0.299476        0.240735        -121.125        34.7751         
51139.7         2387.69         2040.29         -78.6632        20.8455         
59137.9         6.00192e-13     -0.0589106      31.9319         12642.4         
5.39129         2847.56         528520          6704.44         0.4             
26              5539            6520            -1.00405        -1.00405        
1.17652         0               0               1.17652         0               
0               0.058625        0.058625        -19.5299        -4.73061        
0.119827        1.38665         -73.6442        7.60249e-05     0.000112311     
-5.79526e-05    -0.246747       -0.182656       0.174737        -3.27922        
-0.665631       3.2598          4.67147         0.353242        0.000147486     
0.999977        0.00676676      -0.000177878    0.00171902      -15.9213        
-47607.7        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.93177        0.0810592       -0.232647       -0.268766       0.188475        
-0.0190023      -0.01546        0.00728903      -0.0308923      0.0597831       
0               0.40744         0.0307773       0.700549        1.60804         
0.216085        0.402346        0.0255583       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
76.8            7.25049         2521.45         -73.6098        1.38361         
0.116877        20.0204         180             -19.4726        -4.75473        
-0.0415405      -0.0103668      0.519927        -121.128        34.7755         
51224.6         2391.24         2043.69         -78.6547        20.7908         
59359.5         5.94604e-13     -0.0583622      32.0516         12623.5         
5.38784         2866.47         528520          6685.53         0.4             
26              5585            6566            -1.00405        -1.00405        
1.1731          0               0               1.1731          0               
0               0.0582715       0.0582715       -19.4775        -4.7632         
0.116904        1.38539         -73.6015        7.60885e-05     0.000112183     
-5.78926e-05    -0.247874       -0.18237        0.174208        -3.30395        
-0.683883       3.27724         4.70363         0.353622        0.000147397     
0.999977        0.00676613      -0.000143251    0.0017291       -15.9767        
-47522.9        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.92672        -0.0681784      -0.232647       -0.268766       0.188475        
-0.0190023      -0.01546        0.00728903      -0.0308923      0.0597831       
0               0.409984        0.0309393       0.719628        1.60804         
0.216085        0.402346        0.0255583       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
76.9            7.26127         2502.44         -73.5676        1.38033         
0.113947        19.979          180             -19.4223        -4.78681        
-0.0415428      -0.298238       0.100026        -121.13         34.7759         
51309.4         2394.79         2047.1          -78.6461        20.7363         
59581.5         5.89165e-13     -0.0578283      32.1714         12604.6         
5.3844          2885.38         528520          6666.62         0.4             
26              5631            6613            -0.762773       -0.762773       
1.01946         0               0               1.01946         0               
0               0.0579211       0.0579211       -19.4273        -4.79529        
0.113969        1.38212         -73.5594        7.61546e-05     0.000112055     
-5.78341e-05    -0.249001       -0.182083       0.173679        -3.32879        
-0.702105       3.29464         4.73587         0.354006        0.000147312     
0.999977        0.00678364      -0.000146213    0.00173933      -16.0335        
-47438.1        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.92606        -0.222455       -0.232647       -0.268766       0.188475        
-0.0190023      -0.01546        0.00728903      -0.0308923      0.0597831       
0               0.412537        0.0311005       0.73835         1.60804         
0.216085        0.402346        0.0255583       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
77              7.27207         2483.61         -73.5245        1.37898         
0.111039        19.9362         180             -19.3703        -4.8197         
-0.0415452      0.277014        0.660461        -121.132        34.7763         
51394.2         2398.36         2050.51         -78.6375        20.6819         
59803.8         5.83714e-13     -0.0572933      32.2915         12585.7         
5.38095         2904.29         528520          6647.71         0.4             
26              5677            6659            -0.76135        -0.76135        
1.01556         0               0               1.01556         0               
0               0.0575737       0.0575737       -19.3752        -4.8282         
0.111055        1.38077         -73.5163        7.62187e-05     0.000111927     
-5.77739e-05    -0.25013        -0.181795       0.173148        -3.35375        
-0.720299       3.31198         4.76819         0.354393        0.000147223     
0.999977        0.00674962      -0.00011159     0.0017497       -16.0917        
-47353.5        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.92672        -0.0418489      -0.232647       -0.268766       0.188475        
-0.0190023      -0.01546        0.00728903      -0.0308923      0.0597831       
0               0.415096        0.0312609       0.756756        1.60804         
0.216085        0.402346        0.0255583       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
77.1            7.28536         2466.61         -73.482         1.37655         
0.108116        19.8945         180             -19.3194        -4.85204        
-0.0415475      -0.388226       0.239326        -121.135        34.7767         
51478.8         2401.93         2053.94         -78.6289        20.6276         
60026.6         5.7876e-13      -0.0568071      32.4118         12566.8         
5.37751         2923.2          528520          6628.8          0.4             
26              5722            6706            -0.759928       -0.759928       
1.01203         0               0               1.01203         0               
0               0.0572682       0.0572682       -19.3239        -4.86032        
0.108127        1.37834         -73.4737        7.62838e-05     0.000111799     
-5.77148e-05    -0.230936       -0.165371       0.165764        -3.14339        
-0.469855       3.14198         4.46919         0.328872        0.000147137     
0.999977        0.00676137      -0.00012408     0.00176009      -16.1566        
-47269.3        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.92473        -0.00146029     -0.2342         -0.267633       0.186876        
-0.0203231      -0.016133       0.00685343      -0.00333808     0.164444        
0               0.392229        0.0297833       0.575591        1.58995         
0.34783         0.401746        0.0268379       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
77.2            7.29937         2450.2          -73.4384        1.37269         
0.105218        19.8546         180             -19.2702        -4.88532        
-0.0415499      0.372266        0.520459        -121.137        34.7771         
51563.4         2405.51         2057.37         -78.6201        20.5735         
60249.8         5.74038e-13     -0.0563435      32.5323         12547.9         
5.37406         2942.11         528520          6609.89         0.4             
26              5767            6752            -0.758499       -0.758499       
1.0086          0               0               1.0086          0               
0               0.0569755       0.0569755       -19.2747        -4.89362        
0.105223        1.37448         -73.4302        7.63521e-05     0.000111669     
-5.76557e-05    -0.232066       -0.16508        0.165233        -3.16654        
-0.486377       3.15853         4.49887         0.329254        0.00014705      
0.999977        0.00674971      -0.000112132    0.00177072      -16.2174        
-47184.8        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.92672        -0.0884565      -0.2342         -0.267633       0.186876        
-0.0203231      -0.016133       0.00685343      -0.00333808     0.164444        
0               0.394731        0.0299507       0.597993        1.58995         
0.34783         0.401746        0.0268379       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
77.3            7.3134          2433.91         -73.3941        1.37084         
0.102336        19.8132         180             -19.2191        -4.91924        
-0.0415523      -0.113435       0.097553        -121.14         34.7775         
51647.9         2409.1          2060.81         -78.6114        20.5195         
60473.4         5.69283e-13     -0.0558769      32.653          12529           
5.37062         2961.02         528520          6590.98         0.4             
26              5813            6797            -0.757079       -0.757079       
1.00519         0               0               1.00519         0               
0               0.0566847       0.0566847       -19.2235        -4.92755        
0.102336        1.37264         -73.3859        7.6418e-05      0.000111539     
-5.75949e-05    -0.233197       -0.164787       0.164701        -3.1898         
-0.502871       3.17503         4.52863         0.329639        0.000146962     
0.999977        0.00675374      -0.000106419    0.00178149      -16.2796        
-47100.5        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.92846        -0.0616925      -0.2342         -0.267633       0.186876        
-0.0203231      -0.016133       0.00685343      -0.00333808     0.164444        
0               0.397239        0.0301172       0.619654        1.58995         
0.34783         0.401746        0.0268379       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
77.4            7.32748         2417.73         -73.3504        1.36759         
0.09944         19.7732         180             -19.1695        -4.95258        
-0.0415547      -0.0157402      0.803213        -121.142        34.7779         
51732.3         2412.69         2064.26         -78.6025        20.4656         
60697.4         5.6463e-13      -0.0554201      32.774          12510.1         
5.36717         2979.93         528520          6572.07         0.4             
26              5859            6842            -0.755652       -0.755652       
1.00179         0               0               1.00179         0               
0               0.0563958       0.0563958       -19.1739        -4.96091        
0.0994339       1.36939         -73.3422        7.64854e-05     0.000111409     
-5.75354e-05    -0.234328       -0.164493       0.164169        -3.21318        
-0.519335       3.19147         4.55848         0.330029        0.000146875     
0.999977        0.00673779      -9.15501e-05    0.00179241      -16.3432        
-47016.2        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.92102        0.178663        -0.2342         -0.267633       0.186876        
-0.0203231      -0.016133       0.00685343      -0.00333808     0.164444        
0               0.399755        0.0302828       0.640665        1.58995         
0.34783         0.401746        0.0268379       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
77.5            7.34159         2401.68         -73.3049        1.36641         
0.0965856       19.7319         180             -19.118         -4.98755        
-0.0415573      0.102131        0.520782        -121.144        34.7783         
51816.6         2416.3          2067.72         -78.5936        20.4118         
60921.8         5.59954e-13     -0.0549612      32.8952         12491.2         
5.36373         2998.84         528520          6553.16         0.4             
26              5905            6888            -0.754232       -0.754232       
0.998408        0               0               0.998408        0               
0               0.0561086       0.0561086       -19.1224        -4.99589        
0.0965739       1.36821         -73.2967        7.65515e-05     0.000111277     
-5.74734e-05    -0.23546        -0.164197       0.163636        -3.23667        
-0.535769       3.20786         4.5884          0.330422        0.000146785     
0.999977        0.00672759      -4.73729e-05    0.00180348      -16.4083        
-46931.9        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.92193        -0.00141588     -0.2342         -0.267633       0.186876        
-0.0203231      -0.016133       0.00685343      -0.00333808     0.164444        
0               0.402278        0.0304474       0.661102        1.58995         
0.34783         0.401746        0.0268379       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
77.6            7.35573         2385.73         -73.2596        1.36341         
0.0937273       19.6926         180             -19.0685        -5.02235        
-0.0415597      -0.0433941      0.0955948       -121.147        34.7787         
51900.8         2419.91         2071.19         -78.5846        20.3581         
61146.7         5.554e-13       -0.0545141      33.0166         12472.2         
5.36028         3017.75         528520          6534.25         0.4             
26              5951            6933            -0.752803       -0.752803       
0.995033        0               0               0.995033        0               
0               0.0558233       0.0558233       -19.0729        -5.0307         
0.09371         1.36521         -73.2514        7.66201e-05     0.000111145     
-5.74125e-05    -0.236593       -0.1639         0.163103        -3.26027        
-0.552174       3.2242          4.61841         0.33082         0.000146697     
0.999977        0.00673058      -5.91385e-05    0.00181469      -16.4748        
-46847.8        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.91707        0.0935095       -0.2342         -0.267633       0.186876        
-0.0203231      -0.016133       0.00685343      -0.00333808     0.164444        
0               0.404807        0.0306112       0.681031        1.58995         
0.34783         0.401746        0.0268379       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
77.7            7.36991         2369.91         -73.215         1.36139         
0.0908498       19.6523         180             -19.0181        -5.05637        
-0.0415622      0.113997        0.236961        -121.149        34.7791         
51985           2423.53         2074.67         -78.5756        20.3046         
61371.9         5.50841e-13     -0.0540667      33.1382         12453.3         
5.35684         3036.66         528520          6515.34         0.4             
26              5997            6978            -0.751379       -0.751379       
0.991674        0               0               0.991674        0               
0               0.0555399       0.0555399       -19.0225        -5.06473        
0.0908269       1.36319         -73.2068        7.66864e-05     0.000111014     
-5.73518e-05    -0.237727       -0.163601       0.162569        -3.28399        
-0.568549       3.24048         4.6485          0.331222        0.000146609     
0.999977        0.00673443      -1.3679e-05     0.00182605      -16.5427        
-46763.8        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.91747        -0.0909891      -0.2342         -0.267633       0.186876        
-0.0203231      -0.016133       0.00685343      -0.00333808     0.164444        
0               0.407345        0.0307741       0.700511        1.58995         
0.34783         0.401746        0.0268379       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
77.8            7.38412         2354.2          -73.1702        1.3583          
0.087978        19.6133         180             -18.9689        -5.09061        
-0.0415646      0.00669967      0.805628        -121.152        34.7795         
52069           2427.16         2078.16         -78.5665        20.2512         
61597.6         5.46374e-13     -0.0536283      33.26           12434.4         
5.35339         3055.57         528520          6496.43         0.4             
26              6043            7022            -0.749949       -0.749949       
0.988325        0               0               0.988325        0               
0               0.0552582       0.0552582       -18.9732        -5.09899        
0.0879495       1.36011         -73.162         7.67546e-05     0.000110883     
-5.72916e-05    -0.238861       -0.1633         0.162034        -3.30782        
-0.584894       3.25671         4.67866         0.331627        0.000146522     
0.999977        0.00672671      -1.09311e-05    0.00183757      -16.6122        
-46679.8        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-1.91473        0.0743511       -0.2342         -0.267633       0.186876        
-0.0203231      -0.016133       0.00685343      -0.00333808     0.164444        
0               0.409889        0.0309361       0.71959         1.58995         
0.34783         0.401746        0.0268379       -9.07395e-06    -0.000324926    
-0.00047313     1.54529e-34     2.28523e-38     
77.9            7.39837         2338.6          -73.124         1.35713         
0.0851381       19.5731         180             -18.9179        -5.1261         
-0.0415672      -0.367006       0.948737        -121.154        34.7799         
52153           2430.8          2081.65         -78.5574        20.1979         
