1 f16c11_7.asc 3 Waypoints and terminal glide slope to IP ' F16 Aircraft ' Nov 30 2022 21:43:09
  0  0 63
time            vmach           pdynmc          dvba            psiblx          
thtblx          phiblx          alppx           phipx           alphax          
betax           erq             etbl            ppx             qqx             
rrx             VBEB1           VBEB2           VBEB3           SBEL1           
SBEL2           SBEL3           VBEL1           VBEL2           VBEL3           
dvbe            hbe             psivlx          thtvlx          alx             
anx             ayx             throttle        thrust          idle            
mil             max             stmarg          dma             dmde            
gmax            gminx           realp1          realp2          wnp             
zetp            realy1          realy2          wny             zety            
nl_gain         dwbh            wp_flag         delacx          delecx          
delrcx          alcomx          ancomx          altcom          zetlagr         
delax           delex           delrx           
199.208         1000            21.5913         0.000610417     -0.116227       
1.00649         0.00210022      0.236513        13292.3         -3915.05        
52101.3         99742           -0.0172218      1.77403         -15.4404        
7.36438         -2.28932        0.0999481       -2.565          0               
0               0               0               3.69961         0.00265114      
0.370558        837.71          1               -0.0524418      -0.838941       
0               -0.119448       1.00774         1000            0.7             
-0.0521062      -0.838984       0               
23.4            0.592116        22057.5         199.208         21.4717         
0.927686        -6.80148        0.931178        -1.43958        0.930886        
-0.0233928      -5.67763e-10    1.41421         -0.510277       0.0408012       
-0.335705       199.182         -0.0824748      3.23627         4234.9          
1711.77         -1000.01        185.273         73.199          -0.00201569     
199.208         1000.01         21.5584         0.000579748     -0.11712        
1.00659         0.00210468      0.23651         13292.3         -3915.06        
52101.3         99742           -0.0172202      1.77386         -15.4404        
7.36439         -2.28932        0.0998869       -2.56493        0               
0               0               0               3.69961         0.00265114      
0.3698          817.791         1               -0.0536888      -0.838806       
0               -0.120378       1.00785         1000            0.7             
-0.0533306      -0.838841       0               
23.5            0.592116        22057.6         199.208         21.4377         
0.927757        -6.85382        0.931354        -1.44521        0.93106         
-0.0234886      -5.95235e-10    1.41421         -0.525958       0.0413593       
-0.338541       199.182         -0.0828168      3.23687         4253.43         
1719.09         -1000.01        185.315         73.0917         -0.00189915     
199.208         1000.01         21.5252         0.000546229     -0.118042       
1.00668         0.00210697      0.236506        13292.3         -3915.06        
52101.3         99742           -0.0172187      1.7737          -15.4404        
7.36439         -2.28932        0.0998278       -2.56487        0               
0               0               0               3.69961         0.00265114      
0.369035        797.873         1               -0.0550452      -0.838696       
0               -0.121338       1.00796         1000            0.7             
-0.0546518      -0.838724       0               
23.6            0.592117        22057.6         199.209         21.4035         
0.92782         -6.90779        0.931529        -1.4516         0.931233        
-0.023597       -6.2529e-10     1.41421         -0.542906       0.0419666       
-0.34117        199.182         -0.0832029      3.23747         4271.96         
1726.39         -1000.01        185.358         72.9834         -0.00176763     
199.209         1000.01         21.4917         0.000508401     -0.118992       
1.00678         0.00211087      0.236502        13292.2         -3915.06        
52101.3         99742           -0.0172172      1.77354         -15.4404        
7.36439         -2.28933        0.0997695       -2.5648         0               
0               0               0               3.69962         0.00265113      
0.368262        777.955         1               -0.0565556      -0.838609       
0               -0.122329       1.00808         1000            0.7             
-0.0561146      -0.838631       0               
23.7            0.592117        22057.6         199.209         21.369          
0.927884        -6.96353        0.931709        -1.46056        0.931409        
-0.0237473      -6.5866e-10     1.41421         -0.561428       0.0426349       
-0.34362        199.182         -0.0837346      3.23808         4290.5          
1733.68         -1000.01        185.401         72.8743         -0.00161813     
199.209         1000.01         21.458          0.000465402     -0.119967       
1.00687         0.00211997      0.236497        13292.1         -3915.07        
52101.3         99742           -0.0172157      1.77337         -15.4404        
7.3644          -2.28933        0.0997108       -2.56474        0               
0               0               0               3.69962         0.00265113      
0.367482        758.036         1               -0.0582635      -0.838543       
0               -0.123356       1.00821         1000            0.7             
-0.057763       -0.83856        0               
23.8            0.592117        22057.6         199.209         21.3342         
0.927954        -7.02122        0.931898        -1.47364        0.931592        
-0.0239646      -6.96222e-10    1.41421         -0.581848       0.0433726       
-0.345947       199.182         -0.0844999      3.23872         4309.04         
1740.97         -1000.01        185.444         72.7643         -0.00144984     
199.209         1000.01         21.424          0.000416997     -0.120969       
1.00698         0.00213731      0.236493        13292           -3915.07        
52101.3         99742           -0.0172141      1.7732          -15.4404        
7.3644          -2.28933        0.0996501       -2.56467        0               
0               0               0               3.69963         0.00265113      
0.366697        738.118         1               -0.0602086      -0.838491       
0               -0.124421       1.00834         1000            0.7             
-0.0596379      -0.838505       0               
23.9            0.592117        22057.6         199.209         21.2993         
0.928037        -7.08106        0.932101        -1.492          0.931787        
-0.0242684      -7.39004e-10    1.41421         -0.604497       0.0441842       
-0.348227       199.182         -0.0855661      3.23939         4327.59         
1748.24         -1000.01        185.487         72.6533         -0.00126395     
199.209         1000.01         21.3897         0.000363534     -0.121998       
1.00708         0.00216512      0.236489        13291.9         -3915.07        
52101.3         99742           -0.0172124      1.77303         -15.4404        
7.3644          -2.28933        0.099586        -2.56461        0               
0               0               0               3.69963         0.00265113      
0.365907        718.199         1               -0.0624254      -0.838446       
0               -0.12553        1.00849         1000            0.7             
-0.0617754      -0.838458       0               
24              0.592117        22057.6         199.209         21.264          
0.928139        -7.14329        0.932321        -1.51637        0.931997        
-0.0246706      -7.8818e-10     1.41421         -0.629704       0.0450707       
-0.35055        199.182         -0.0869748      3.24012         4346.14         
1755.5          -1000.01        185.531         72.5413         -0.00106335     
199.209         1000.01         21.3551         0.000305838     -0.123059       
1.0072          0.00220468      0.236485        13291.7         -3915.07        
52101.3         99742           -0.0172107      1.77283         -15.4404        
7.36441         -2.28933        0.0995171       -2.56453        0               
0               0               0               3.69964         0.00265113      
0.365113        698.28          1               -0.0649429      -0.838399       
0               -0.126688       1.00863         1000            0.7             
-0.064206       -0.838413       0               
24.1            0.592117        22057.6         199.209         21.2286         
0.928263        -7.20819        0.932562        -1.54703        0.932225        
-0.0251757      -8.45081e-10    1.41421         -0.657802       0.0460304       
-0.353009       199.182         -0.0887416      3.24091         4364.69         
1762.75         -1000.01        185.576         72.4283         -0.000852004    
199.209         1000.01         21.3202         0.000245051     -0.124156       
1.00733         0.0022563       0.236482        13291.5         -3915.08        
52101.3         99742           -0.0172088      1.77263         -15.4404        
7.36441         -2.28933        0.0994424       -2.56445        0               
0               0               0               3.69964         0.00265113      
0.364316        678.362         1               -0.0677855      -0.838344       
0               -0.1279         1.00879         1000            0.7             
-0.0669553      -0.838361       0               
24.2            0.592117        22057.6         199.209         21.1928         
0.928412        -7.27605        0.932825        -1.58379        0.932472        
-0.0257811      -9.11223e-10    1.41421         -0.689121       0.0470599       
-0.35569        199.182         -0.0908574      3.24177         4383.25         
1769.98         -1000.01        185.62          72.3142         -0.000634351    
199.209         1000.01         21.285          0.00018245      -0.125295       
1.00746         0.00231938      0.236478        13291.4         -3915.08        
52101.3         99742           -0.0172067      1.7724          -15.4404        
7.36441         -2.28933        0.099361        -2.56436        0               
0               0               0               3.69965         0.00265112      
0.363517        658.443         1               -0.070975       -0.838274       
0               -0.129171       1.00896         1000            0.7             
-0.0700456      -0.838295       0               
24.3            0.592118        22057.6         199.209         21.1568         
0.928588        -7.34723        0.933112        -1.62615        0.932739        
-0.0264786      -9.88339e-10    1.41421         -0.724006       0.0481553       
-0.358666       199.182         -0.0932938      3.2427          4401.82         
1777.21         -1000.01        185.665         72.1991         -0.000414634    
199.209         1000.01         21.2495         0.000119256     -0.126483       
1.00761         0.00239265      0.236474        13291.2         -3915.08        
52101.3         99742           -0.0172044      1.77215         -15.4404        
7.36442         -2.28933        0.0992725       -2.56427        0               
0               0               0               3.69966         0.00265112      
0.362718        638.524         1               -0.0745326      -0.838185       
0               -0.13051        1.00913         1000            0.7             
-0.0734978      -0.838212       0               
24.4            0.592118        22057.6         199.209         21.1204         
0.928789        -7.42209        0.933422        -1.67337        0.933028        
-0.0272564      -1.07846e-09    1.41421         -0.762827       0.0493134       
-0.361989       199.182         -0.09601        3.24369         4420.39         
1784.42         -1000.01        185.71          72.0828         -0.000196277    
199.209         1000.01         21.2136         5.64525e-05     -0.127728       
1.00777         0.0024744       0.23647         13291           -3915.08        
52101.3         99742           -0.0172019      1.77189         -15.4405        
7.36442         -2.28933        0.0991768       -2.56416        0               
0               0               0               3.69966         0.00265112      
0.361919        618.605         1               -0.0784827      -0.838076       
0               -0.131923       1.00932         1000            0.7             
-0.0773352      -0.838109       0               
24.5            0.592118        22057.6         199.209         21.0837         
0.929014        -7.50104        0.933755        -1.72465        0.933336        
-0.0281015      -1.18399e-09    1.41421         -0.806          0.0505334       
-0.365693       199.182         -0.0989607      3.24476         4438.96         
1791.62         -1000.01        185.756         71.9653         1.86157e-05     
199.209         1000.01         21.1773         -5.35417e-06    -0.12904        
1.00794         0.00256277      0.236466        13290.8         -3915.09        
52101.3         99742           -0.0171993      1.7716          -15.4405        
7.36442         -2.28933        0.0990739       -2.56405        0               
0               0               0               3.69967         0.00265112      
0.361122        598.686         1               -0.0828565      -0.837945       
0               -0.133418       1.00952         1000            0.7             
-0.0815868      -0.837984       0               
24.6            0.592118        22057.7         199.209         21.0466         
0.929259        -7.58455        0.93411         -1.77926        0.933664        
-0.029002       -1.30788e-09    1.41421         -0.854011       0.0518173       
-0.36979        199.182         -0.102105       3.2459          4457.54         
1798.82         -1000.01        185.802         71.8466         0.000229617     
199.209         1000.01         21.1407         -6.60415e-05    -0.130429       
1.00812         0.00265608      0.236463        13290.6         -3915.09        
52101.3         99742           -0.0171965      1.7713          -15.4405        
7.36443         -2.28934        0.0989642       -2.56393        0               
0               0               0               3.69968         0.00265111      
0.360328        578.767         1               -0.0876958      -0.837796       
0               -0.135006       1.00973         1000            0.7             
-0.0862907      -0.837839       0               
24.7            0.592118        22057.7         199.209         21.009          
0.929522        -7.67313        0.934486        -1.83666        0.934011        
-0.0299494      -1.45377e-09    1.41421         -0.90744        0.0531714       
-0.374271       199.183         -0.105413       3.2471          4476.12         
1805.99         -1000.01        185.848         71.7265         0.000438157     
199.209         1000.01         21.1037         -0.000126021    -0.131904       
1.00832         0.00275308      0.236459        13290.4         -3915.09        
52101.3         99742           -0.0171935      1.77097         -15.4405        
7.36443         -2.28934        0.0988479       -2.56381        0               
0               0               0               3.69968         0.00265111      
0.359539        558.848         1               -0.0930564      -0.837632       
0               -0.136696       1.00995         1000            0.7             
-0.0914987      -0.837679       0               
24.8            0.592118        22057.7         199.209         20.971          
0.929801        -7.76736        0.934884        -1.89667        0.934377        
-0.0309408      -1.62624e-09    1.41421         -0.966992       0.0546063       
-0.379119       199.183         -0.108875       3.24837         4494.71         
1813.16         -1000.01        185.895         71.605          0.000647536     
199.209         1000.01         21.0662         -0.000186242    -0.133476       
1.00852         0.00285317      0.236456        13290.2         -3915.1         
52101.3         99742           -0.0171903      1.77063         -15.4405        
7.36443         -2.28934        0.0987251       -2.56367        0               
0               0               0               3.69969         0.00265111      
0.358756        538.929         1               -0.0990127      -0.837458       
0               -0.1385         1.01019         1000            0.7             
-0.0972796      -0.837507       0               
24.9            0.592118        22057.7         199.209         20.9324         
0.930094        -7.86788        0.935303        -1.9595         0.934762        
-0.0319797      -1.83117e-09    1.41421         -1.03353        0.0561375       
-0.384304       199.183         -0.112503       3.24971         4513.3          
1820.31         -1000.01        185.942         71.482          0.000862786     
199.209         1000.01         21.0283         -0.000248151    -0.135156       
1.00873         0.00295659      0.236452        13290           -3915.1         
52101.3         99742           -0.017187       1.77028         -15.4405        
7.36443         -2.28934        0.0985961       -2.56353        0               
0               0               0               3.6997          0.0026511       
0.357981        519.01          1               -0.105661       -0.83728        
0               -0.140432       1.01045         1000            0.7             
-0.103723       -0.83733        0               
25              0.592118        22057.7         199.209         20.8933         
0.9304          -7.97545        0.935745        -2.02583        0.935168        
-0.0330774      -2.07616e-09    1.41421         -1.10813        0.0577855       
-0.389802       199.183         -0.116337       3.25111         4531.9          
1827.46         -1000.01        185.99          71.3574         0.00109042      
199.209         1000.01         20.9899         -0.000313623    -0.136958       
1.00896         0.00306445      0.236449        13289.7         -3915.1         
52101.3         99742.1         -0.0171835      1.7699          -15.4405        
7.36444         -2.28934        0.0984604       -2.56339        0               
0               0               0               3.69971         0.0026511       
0.357215        499.091         1               -0.113123       -0.837103       
0               -0.142508       1.01074         1000            0.7             
-0.110943       -0.837152       0               
25.1            0.592118        22057.7         199.209         20.8536         
0.930721        -8.09094        0.936215        -2.09679        0.935596        
-0.0342527      -2.37112e-09    1.41421         -1.19207        0.0595755       
-0.395592       199.183         -0.120442       3.2526          4550.5          
1834.59         -1000.01        186.039         71.231          0.00133814      
199.209         1000.01         20.951          -0.000384871    -0.138893       
1.0092          0.00317874      0.236445        13289.5         -3915.1         
52101.3         99742.1         -0.0171798      1.7695          -15.4405        
7.36444         -2.28934        0.0983175       -2.56323        0               
0               0               0               3.69972         0.0026511       
0.356459        479.172         1               -0.121551       -0.836934       
0               -0.144746       1.01104         1000            0.7             
-0.119083       -0.83698        0               
25.2            0.592119        22057.7         199.209         20.8133         
0.93106         -8.21535        0.936716        -2.17399        0.936051        
-0.0355323      -2.72904e-09    1.41421         -1.28696        0.0615375       
-0.401669       199.183         -0.124911       3.25418         4569.1          
1841.7          -1000.01        186.088         71.1027         0.00161454      
199.209         1000.01         20.9115         -0.000464368    -0.140977       
1.00946         0.00330232      0.236442        13289.3         -3915.11        
52101.3         99742.1         -0.017176       1.76908         -15.4405        
7.36444         -2.28934        0.0981663       -2.56307        0               
0               0               0               3.69973         0.00265109      
0.355716        459.253         1               -0.131134       -0.836776       
0               -0.14717        1.01138         1000            0.7             
-0.128322       -0.836819       0               
25.3            0.592119        22057.7         199.209         20.7723         
0.931423        -8.34988        0.937255        -2.25945        0.936537        
-0.0369497      -3.16719e-09    1.41421         -1.39474        0.0637064       
-0.408043       199.183         -0.12986        3.25586         4587.71         
1848.81         -1000.01        186.138         70.9724         0.00192888      
199.209         1000.01         20.8713         -0.000554777    -0.143229       
1.00973         0.00343876      0.236438        13289.1         -3915.11        
52101.3         99742.1         -0.0171718      1.76863         -15.4405        
7.36445         -2.28934        0.0980055       -2.56289        0               
0               0               0               3.69974         0.00265109      
0.354987        439.333         1               -0.142102       -0.836634       
0               -0.149803       1.01175         1000            0.7             
-0.138876       -0.836672       0               
25.4            0.592119        22057.7         199.209         20.7307         
0.931816        -8.49592        0.93784         -2.35558        0.937061        
-0.038545       -3.70858e-09    1.41421         -1.51781        0.0661223       
-0.414747       199.183         -0.13543        3.25767         4606.33         
1855.9          -1000.01        186.188         70.84           0.00229102      
199.209         1000.01         20.8306         -0.000658933    -0.145668       
1.01003         0.00359223      0.236435        13288.8         -3915.11        
52101.3         99742.1         -0.0171674      1.76815         -15.4405        
7.36445         -2.28934        0.0978331       -2.5627         0               
0               0               0               3.69975         0.00265109      
0.354274        419.414         1               -0.154741       -0.83651        
0               -0.152679       1.01217         1000            0.7             
-0.151014       -0.836543       0               
25.5            0.592119        22057.7         199.209         20.6883         
0.932248        -8.65515        0.938481        -2.46515        0.937628        
-0.0403646      -4.38431e-09    1.41421         -1.6591         0.0688312       
-0.421838       199.183         -0.141782       3.25964         4624.95         
1862.97         -1000.01        186.239         70.7051         0.00271148      
199.209         1000.01         20.7891         -0.000779866    -0.14832        
1.01035         0.00376745      0.236432        13288.6         -3915.11        
52101.3         99742.1         -0.0171626      1.76764         -15.4406        
7.36445         -2.28934        0.097647        -2.5625         0               
0               0               0               3.69976         0.00265108      
0.353578        399.495         1               -0.169401       -0.836407       
0               -0.155832       1.01263         1000            0.7             
-0.165068       -0.836434       0               
25.6            0.592119        22057.7         199.209         20.6452         
0.932729        -8.82956        0.939191        -2.5913         0.938249        
-0.042461       -5.2368e-09     1.41421         -1.82228        0.0718865       
-0.429391       199.183         -0.149098       3.26179         4643.58         
1870.04         -1000           186.292         70.5677         0.00320186      
199.209         1000            20.7468         -0.000920907    -0.151216       
1.0107          0.00396957      0.236429        13288.4         -3915.11        
52101.3         99742.1         -0.0171574      1.76707         -15.4406        
7.36445         -2.28934        0.0974445       -2.56228        0               
0               0               0               3.69978         0.00265108      
0.352902        379.575         1               -0.186524       -0.836328       
0               -0.15931        1.01314         1000            0.7             
-0.181451       -0.836348       0               
25.7            0.592119        22057.8         199.209         20.6012         
0.933273        -9.02155        0.939982        -2.73756        0.938931        
-0.0448938      -6.32469e-09    1.41421         -2.01193        0.0753516       
-0.437504       199.183         -0.157587       3.26415         4662.21         
1877.09         -1000           186.345         70.4275         0.00377544      
199.209         1000            20.7037         -0.00108588     -0.154393       
1.01109         0.00420422      0.236426        13288.1         -3915.12        
52101.3         99742.1         -0.0171517      1.76646         -15.4406        
7.36446         -2.28935        0.0972226       -2.56204        0               
0               0               0               3.69979         0.00265107      
0.352247        359.656         1               -0.206666       -0.836277       
0               -0.163165       1.01372         1000            0.7             
-0.200683       -0.836288       0               
25.8            0.592119        22057.8         199.209         20.5564         
0.933893        -9.23405        0.940871        -2.90801        0.939687        
-0.0477321      -7.7303e-09     1.41421         -2.23386        0.079303        
-0.446291       199.183         -0.167488       3.26677         4680.85         
1884.12         -1000           186.399         70.2841         0.00444821      
199.209         1000            20.6596         -0.00127938     -0.157897       
1.01152         0.00447762      0.236422        13287.9         -3915.12        
52101.3         99742.1         -0.0171455      1.76578         -15.4406        
7.36446         -2.28935        0.0969781       -2.56177        0               
0               0               0               3.69981         0.00265107      
0.351615        339.737         1               -0.230546       -0.836261       
0               -0.167466       1.01439         1000            0.7             
-0.223433       -0.836261       0               
25.9            0.592119        22057.8         199.209         20.5106         
0.934605        -9.47064        0.941879        -3.10743        0.940527        
-0.0510572      -9.57114e-09    1.41421         -2.49554        0.0838355       
-0.455877       199.183         -0.179086       3.26968         4699.49         
1891.14         -1000           186.454         70.1373         0.00524039      
199.209         1000            20.6145         -0.00150722     -0.161786       
1.012           0.00479677      0.236419        13287.7         -3915.12        
52101.3         99742.1         -0.0171385      1.76502         -15.4407        
7.36446         -2.28935        0.0967072       -2.56148        0               
0               0               0               3.69983         0.00265106      
0.351008        319.817         1               -0.259105       -0.836289       
0               -0.172296       1.01514         1000            0.7             
-0.250571       -0.836276       0               
26              0.592119        22057.8         199.209         20.4637         
0.93543         -9.73575        0.943028        -3.34168        0.941466        
-0.0549693      -1.20183e-08    1.41421         -2.80673        0.0890692       
-0.466395       199.183         -0.192729       3.27293         4718.14         
1898.15         -1000           186.511         69.9867         0.00617848      
199.209         1000            20.5682         -0.00177703     -0.166131       
1.01254         0.00516991      0.236417        13287.4         -3915.12        
52101.3         99742.1         -0.0171308      1.76419         -15.4407        
7.36447         -2.28935        0.096406        -2.56115        0               
0               0               0               3.69985         0.00265105      
0.350427        299.898         1               -0.293603       -0.83638        
0               -0.177761       1.01602         1000            0.7             
-0.283257       -0.836347       0               
26.1            0.59212         22057.8         199.21          20.4156         
0.93639         -10.0349        0.944348        -3.61812        0.942519        
-0.0595949      -1.53261e-08    1.41421         -3.18038        0.0951595       
-0.47798        199.182         -0.208858       3.27658         4736.79         
1905.14         -1000           186.569         69.8319         0.00729821      
199.21          1000            20.5206         -0.00209908     -0.17102        
1.01315         0.00560703      0.236414        13287.2         -3915.13        
52101.3         99742.1         -0.0171222      1.76325         -15.4408        
7.36447         -2.28935        0.0960701       -2.56078        0               
0               0               0               3.69987         0.00265105      
0.349873        279.978         1               -0.335756       -0.83656        
0               -0.183994       1.01704         1000            0.7             
-0.323059       -0.836498       0               
26.2            0.59212         22057.8         199.21          20.3662         
0.937516        -10.3752        0.945877        -3.94636        0.943704        
-0.0650996      -1.98827e-08    1.41421         -3.63402        0.102311        
-0.490761       199.182         -0.228049       3.28068         4755.45         
1912.12         -1000           186.629         69.6721         0.00864873      
199.21          1000            20.4716         -0.00248751     -0.176567       
1.01384         0.00612067      0.236411        13287           -3915.13        
52101.3         99742.1         -0.0171126      1.76221         -15.4409        
7.36447         -2.28935        0.0956947       -2.56037        0               
0               0               0               3.69989         0.00265104      
0.34935         260.059         1               -0.387959       -0.836872       
0               -0.191171       1.01824         1000            0.7             
-0.372157       -0.836768       0               
26.3            0.59212         22057.8         199.21          20.3153         
0.938846        -10.7658        0.947666        -4.33926        0.945041        
-0.0717059      -2.62962e-08    1.41421         -4.19191        0.110799        
-0.504848       199.182         -0.251079       3.28531         4774.12         
1919.08         -1000           186.69          69.5069         0.0102988       
199.21          1000            20.4209         -0.00296209     -0.18292        
1.01463         0.00672692      0.236408        13286.8         -3915.13        
52101.3         99742.1         -0.0171018      1.76104         -15.441         
7.36448         -2.28935        0.0952747       -2.55991        0               
0               0               0               3.69992         0.00265103      
0.348858        240.139         1               -0.453633       -0.83738        
0               -0.199523       1.01968         1000            0.7             
-0.433637       -0.837213       0               
26.4            0.59212         22057.8         199.21          20.2628         
0.940433        -11.2187        0.949781        -4.81443        0.946553        
-0.0797206      -3.55508e-08    1.41421         -4.88832        0.121           
-0.520315       199.182         -0.279014       3.29054         4792.79         
1926.02         -999.999        186.754         69.3353         0.012346        
199.21          999.999         20.3682         -0.00355091     -0.190269       
1.01552         0.00744677      0.236406        13286.5         -3915.13        
52101.3         99742.2         -0.0170898      1.75973         -15.4411        
7.36448         -2.28935        0.094805        -2.5594         0               
0               0               0               3.69995         0.00265102      
0.348399        220.22          1               -0.537799       -0.838189       
0               -0.209366       1.02142         1000            0.7             
-0.511998       -0.837925       0               
26.5            0.59212         22057.8         199.21          20.2085         
0.942351        -11.7499        0.952315        -5.39654        0.948265        
-0.0895755      -4.92984e-08    1.41421         -5.77307        0.133438        
-0.537157       199.182         -0.313359       3.29646         4811.47         
1932.94         -999.998        186.82          69.1564         0.014932        
199.21          999.998         20.3133         -0.00429468     -0.198876       
1.01654         0.00830774      0.236404        13286.3         -3915.14        
52101.4         99742.2         -0.0170764      1.75827         -15.4412        
7.36448         -2.28935        0.0942812       -2.55883        0               
0               0               0               3.69999         0.002651        
0.347974        200.3           1               -0.64806        -0.839459       
0               -0.221137       1.02356         1000            0.7             
-0.613986       -0.839044       0               
26.6            0.59212         22057.8         199.21          20.1521         
0.944707        -12.3818        0.955405        -6.12096        0.950201        
-0.101894       -7.04319e-08    1.41421         -6.92077        0.148864        
-0.555221       199.182         -0.356284       3.30316         4830.15         
1939.85         -999.996        186.89          68.9687         0.0182668       
199.21          999.996         20.2558         -0.00525381     -0.209095       
1.01771         0.00934567      0.236403        13286.1         -3915.14        
52101.4         99742.2         -0.0170615      1.75666         -15.4415        
7.36448         -2.28935        0.0937015       -2.55819        0               
0               0               0               3.70003         0.00265099      
0.347585        180.381         1               -0.796347       -0.841456       
0               -0.235468       1.02626         1000            0.7             
-0.750079       -0.840803       0               
26.7            0.59212         22057.8         199.21          20.0936         
0.94766         -13.1458        0.959251        -7.03955        0.952377        
-0.117599       -1.04276e-07    1.41421         -8.44723        0.168379        
-0.574048       199.182         -0.411003       3.31068         4848.85         
1946.74         -999.994        186.963         68.7706         0.0226715       
199.21          999.994         20.195          -0.00652067     -0.221435       
1.01905         0.0106062       0.236402        13285.9         -3915.14        
52101.4         99742.2         -0.0170454      1.7549          -15.4418        
7.36449         -2.28935        0.0930706       -2.5575         0               
0               0               0               3.70007         0.00265098      
0.347233        160.462         1               -1.0022         -0.844629       
0               -0.253297       1.02973         1000            0.7             
-0.937221       -0.843586       0               
26.8            0.59212         22057.8         199.21          20.0326         
0.951456        -14.0883        0.964163        -8.23077        0.954779        
-0.138102       -1.61237e-07    1.41421         -10.54          0.193644        
-0.59256        199.181         -0.482433       3.31898         4867.55         
1953.6          -999.992        187.04          68.5598         0.0286564       
199.21          999.992         20.1305         -0.00824202     -0.236644       
1.02056         0.0121441       0.236403        13285.8         -3915.14        
52101.4         99742.2         -0.0170285      1.75305         -15.4423        
7.36449         -2.28935        0.0924101       -2.55677        0               
0               0               0               3.70012         0.00265096      
0.346919        140.543         1               -1.29928        -0.849778       
0               -0.276097       1.03434         1000            0.7             
-1.20417        -0.848071       0               
26.9            0.59212         22057.8         199.21          19.9692         
0.956497        -15.2801        0.970648        -9.81736        0.957317        
-0.165648       -2.63167e-07    1.41421         -13.5189        0.227263        
-0.608361       199.181         -0.578384       3.32773         4886.26         
1960.45         -999.989        187.123         68.333          0.0370714       
199.21          999.989         20.061          -0.0106623      -0.255878       
1.02223         0.0140139       0.236406        13285.6         -3915.14        
52101.4         99742.2         -0.0170125      1.75128         -15.443         
7.36449         -2.28935        0.0917812       -2.55606        0               
0               0               0               3.70017         0.00265094      
0.346644        120.624         1               -1.74932        -0.85841        
0               -0.306306       1.04068         1000            0.7             
-1.6027         -0.855514       0               
27              0.59212         22057.8         199.21          19.9034         
0.963465        -16.8351        0.979576        -11.9999        0.959691        
-0.203976       -4.60269e-07    1.41421         -17.9641        0.273473        
-0.616146       199.18          -0.71188        3.33588         4904.97         
1967.27         -999.984        187.213         68.0858         0.0494203       
199.21          999.984         19.9853         -0.014214       -0.281011       
1.02392         0.0162313       0.236413        13285.5         -3915.13        
52101.4         99742.3         -0.0170014      1.75003         -15.4442        
7.36449         -2.28935        0.0913458       -2.55556        0               
0               0               0               3.70022         0.00265093      
0.346409        100.706         1               -2.47451        -0.873596       
0               -0.348289       1.04986         1000            0.7             
-2.23296        -0.868409       0               
27.1            0.592119        22057.8         199.209         19.8356         
0.973615        -18.9491        0.992554        -15.1233        0.961016        
-0.259708       -8.81689e-07    1.41421         -25.0149        0.339439        
-0.603763       199.179         -0.905971       3.34035         4923.7          
1974.06         -999.978        187.313         67.8111         0.0685755       
199.209         999.978         19.9013         -0.0197234      -0.31529        
1.0252          0.0186344       0.236426        13285.5         -3915.13        
52101.4         99742.3         -0.0170063      1.75047         -15.4462        
7.36448         -2.28935        0.0915325       -2.5557         0               
0               0               0               3.70025         0.00265092      
0.346215        80.7883         1               -3.74088        -0.90221        
0               -0.410716       1.06401         1000            0.7             
-3.30694        -0.892193       0               
27.2            0.592118        22057.8         199.209         19.7677         
0.989464        -21.9868        1.01277         -19.8186        0.958663        
-0.345471       -1.91218e-06    1.41421         -37.1401        0.437561        
-0.541585       199.177         -1.20463        3.33196         4942.44         
1980.83         -999.97         187.426         67.4979         0.100604        
199.209         999.97          19.8056         -0.0289354      -0.364741       
1.02468         0.0203768       0.236448        13285.7         -3915.12        
52101.5         99742.3         -0.0170583      1.75594         -15.4501        
7.36447         -2.28935        0.093558        -2.5578         0               
0               0               0               3.7002          0.00265094      
0.346063        60.8721         1               -6.20061        -0.961755       
0               -0.513623       1.08792         1000            0.7             
-5.32652        -0.940174       0               
27.3            0.592117        22057.8         199.209         19.704          
1.01668         -26.7044        1.04701         -27.3202        0.944058        
-0.487656       -4.94264e-06    1.41421         -60.3937        0.588023        
-0.350748       199.174         -1.69973        3.28085         4961.18         
1987.56         -999.957        187.558         67.1266         0.160146        
199.209         999.957         19.6921         -0.0460606      -0.441152       
1.01745         0.0180103       0.236478        13286           -3915.1         
52101.5         99742.4         -0.0172588      1.77725         -15.459         
7.36446         -2.28935        0.101349        -2.56602        0               
0               0               0               3.6999          0.00265105      
0.345952        40.9591         1               -11.6827        -1.10513        
0               -0.716158       1.13427         1000            0.7             
-9.64876        -1.05055        0               
27.4            0.592118        22057.8         199.209         19.6556         
1.07002         -34.8918        1.10942         -40.1558        0.884629        
-0.74634        -1.63474e-05    1.41421         -111.188        0.80537         
0.191597        199.165         -2.60038        3.07368         4979.95         
1994.25         -999.936        187.724         66.6627         0.288759        
199.209         999.936         19.5505         -0.0830519      -0.558043       
0.983619        0.00567175      0.236465        13286.4         -3915.12        
52101.6         99742.6         -0.0180175      1.85825         -15.486         
7.36449         -2.28935        0.130468        -2.5969         0               
0               0               0               3.69869         0.00265147      
0.345883        21.0584         1               -20             -1.53339        
0               -1.30209        1.24703         1000            0.7             
-19.2294        -1.35919        0               
27.5            0.592112        22057.5         199.207         19.6264         
1.17857         -49.2003        1.25581         -59.671         0.687818        
-1.17555        -4.20614e-05    1.41421         -171.775        1.24535         
