time boreSightPitch boreSightYaw seekerPitchOffBoreSight seekerYawOffBoreSight targetPitchOffBoreSight targetYawOffBoreSight
0.056 0.0 0.0 0.10463045437186295 0.24470555102620722 0.6181219713420432 0.7797666863245621
0.057 0.0 0.0 0.10691687642279811 0.24983019687870714 0.6181691969364926 0.7796655499403078
0.058 0.0 0.0 0.10918789195407132 0.25488882435754195 0.6182164239715395 0.7795643933280835
0.059 0.0 0.0 0.11144336027219802 0.2598810874083078 0.6182636524448472 0.7794632164838909
0.060 0.0 0.0 0.11368317601016908 0.26480677705935834 0.6183108823540776 0.7793620194037316
0.061 0.0 0.0 0.11590726591876242 0.26966580956319003 0.6183581136968914 0.7792608020836075
0.062 0.0 0.0 0.11811558588081568 0.27445821525570535 0.6184053464709477 0.7791595645195202
0.063 0.0 0.0 0.12030811813709662 0.2791841281096446 0.6184525806739041 0.7790583067074717
0.064 0.0 0.0 0.12248486871256582 0.28384377595694643 0.6184998163034165 0.7789570286434637
0.065 0.0 0.0 0.12464586503204458 0.28843747135368325 0.6185470533571399 0.7788557303234984
0.066 0.0 0.0 0.12679115371456934 0.29296560306045905 0.6185942918327271 0.7787544117435778
0.067 0.0 0.0 0.12892079853602129 0.29742862811071213 0.6186415317278299 0.778653072899704
0.068 0.0 0.0 0.1310348785499584 0.3018270644391849 0.6186887730400985 0.778551713787879
0.069 0.0 0.0 0.1331334863569386 0.30616148404287263 0.6187360157671817 0.7784503344041053
0.070 0.0 0.0 0.1352167265130015 0.3104325066470063 0.6187832599067266 0.778348934744385
0.071 0.0 0.0 0.13728471406836573 0.31464079384902865 0.618830505456379 0.7782475148047207
0.072 0.0 0.0 0.13933757322779564 0.318787043714067 0.618877752413783 0.7781460745811145
0.073 0.0 0.0 0.14137543612448994 0.3228719857960562 0.6189250007765814 0.7780446140695693
0.074 0.0 0.0 0.14339844169974308 0.3268963765594103 0.6189722505424158 0.7779431332660873
0.075 0.0 0.0 0.14540673468102464 0.3308609951769549 0.6190195017089256 0.7778416321666715
0.076 0.0 0.0 0.1474004646515106 0.33476663968070025 0.6190667542737494 0.7777401107673244
0.077 0.0 0.0 0.14937978520448073 0.33861412344294484 0.6191140082345237 0.7776385690640489
0.078 0.0 0.0 0.15134485317636687 0.34240427196613465 0.6191612635888841 0.777537007052848
0.079 0.0 0.0 0.1532958279525975 0.34613791996085735 0.6192085203344644 0.7774354247297244
0.080 0.0 0.0 0.15523287084073156 0.349815908692309 0.6192557784688969 0.7773338220906812
0.081 0.0 0.0 0.15715614450571022 0.3534390835765314 0.6193030379898126 0.7772321991317218
0.082 0.0 0.0 0.1590658124623776 0.35700829200866907 0.6193502988948406 0.777130555848849
0.083 0.0 0.0 0.1609620386207306 0.3605243814064319 0.619397561181609 0.7770288922380664
0.084 0.0 0.0 0.16284498687965257 0.363988197452871 0.6194448248477443 0.776927208295377
0.085 0.0 0.0 0.16471482076516764 0.36740058252347013 0.6194920898908712 0.7768255040167846
0.086 0.0 0.0 0.1665717031095199 0.37076237428342895 0.6195393563086132 0.7767237793982925
0.087 0.0 0.0 0.16841579576763543 0.37407440444185647 0.6195866240985923 0.7766220344359045
0.088 0.0 0.0 0.17024725936776627 0.37733749765040886 0.6196338932584289 0.7765202691256241
0.089 0.0 0.0 0.17206625309334297 0.38055247053468655 0.6196811637857418 0.7764184834634551
0.090 0.0 0.0 0.17387293449327693 0.38372013084745676 0.6197284356781486 0.7763166774454016
0.091 0.0 0.0 0.17566745931815628 0.38684127673348495 0.6197757089332652 0.7762148510674672
0.092 0.0 0.0 0.17744998137996978 0.38991669609644247 0.6198229835487061 0.7761130043256563
0.093 0.0 0.0 0.1792206524331716 0.39294716605900853 0.6198702595220843 0.7760111372159729
0.094 0.0 0.0 0.1809796220750679 0.39593345250790307 0.6199175368510113 0.7759092497344212
0.095 0.0 0.0 0.18272703766366383 0.39887630971617233 0.6199648155330968 0.7758073418770055
0.096 0.0 0.0 0.18446304425125512 0.4017764800356029 0.6200120955659496 0.7757054136397303
0.097 0.0 0.0 0.1861877845321877 0.4046346936526622 0.6200593769471766 0.7756034650186002
0.098 0.0 0.0 0.1879013988033351 0.4074516684018564 0.6201066596743833 0.7755014960096197
0.099 0.0 0.0 0.18960402493596384 0.4102281096308602 0.6201539437451736 0.7753995066087934
0.100 0.0 0.0 0.19129579835776803 0.4129647101122065 0.62020122915715 0.7752974968121265
0.101 0.0 0.0 0.19297685204395654 0.4156621499967346 0.6202485159079136 0.7751954666156234
0.102 0.0 0.0 0.19464731651637368 0.41832109680437535 0.620295803995064 0.7750934160152895
0.103 0.0 0.0 0.19630731984972166 0.42094220544820937 0.6203430934161989 0.7749913450071297
0.104 0.0 0.0 0.19795698768403608 0.42352611828806924 0.620390384168915 0.7748892535871493
0.105 0.0 0.0 0.1995964432426419 0.42607346521026607 0.6204376762508073 0.7747871417513537
0.106 0.0 0.0 0.2012258073548873 0.4285848637303112 0.6204849696594691 0.7746850094957483
0.107 0.0 0.0 0.20284519848301816 0.4310609191157731 0.6205322643924926 0.7745828568163384
0.108 0.0 0.0 0.20445473275261547 0.4335022245266597 0.6205795604474684 0.7744806837091299
0.109 0.0 0.0 0.20605452398607316 0.4359093611709486 0.6206268578219853 0.7743784901701286
0.110 0.0 0.0 0.20764468373864473 0.4382828984731019 0.6206741565136308 0.7742762761953401
0.111 0.0 0.0 0.20922532133663344 0.4406233942536033 0.6207214565199909 0.7741740417807705
0.112 0.0 0.0 0.21079654391734368 0.4429313949177364 0.6207687578386502 0.774071786922426
0.113 0.0 0.0 0.21235845647045018 0.4452074356519957 0.6208160604671915 0.7739695116163126
0.114 0.0 0.0 0.213911161880478 0.44745204062667615 0.6208633644031964 0.7738672158584367
0.115 0.0 0.0 0.21545476097011854 0.4496657232033328 0.620910669644245 0.7737648996448047
0.116 0.0 0.0 0.216989352544137 0.4518489861459344 0.6209579761879155 0.7736625629714231
0.117 0.0 0.0 0.21851503343365455 0.4540023218346557 0.621005284031785 0.7735602058342986
0.118 0.0 0.0 0.2200318985406123 0.45612621248136714 0.621052593173429 0.7734578282294381
0.119 0.0 0.0 0.22154004088224788 0.45822113034598044 0.6210999036104213 0.7733554301528482
0.120 0.0 0.0 0.22303955163543546 0.46028753795290483 0.6211472153403345 0.7732530116005362
0.121 0.0 0.0 0.22453052018075886 0.46232588830695304 0.6211945283607395 0.773150572568509
0.122 0.0 0.0 0.2260130341462045 0.4643366251081144 0.6212418426692057 0.773048113052774
0.123 0.0 0.0 0.22748717945037567 0.46632018296468464 0.621289158263301 0.7729456330493385
0.124 0.0 0.0 0.22895304034514438 0.4682769876043056 0.6213364751405919 0.7728431325542101
0.125 0.0 0.0 0.2304106994576685 0.47020745608252856 0.6213837932986431 0.7727406115633964
0.126 0.0 0.0 0.23186023783171394 0.47211199698856726 0.6214311127350184 0.772638070072905
0.127 0.0 0.0 0.23330173496823095 0.47399101064795524 0.6214784334472792 0.7725355080787439
0.128 0.0 0.0 0.23473526886514354 0.4758448893218669 0.6215257554329862 0.7724329255769212
0.129 0.0 0.0 0.23616091605631814 0.47767401740290066 0.621573078689698 0.772330322563445
0.130 0.0 0.0 0.23757875164968542 0.4794787716071575 0.6216204032149723 0.7722276990343235
0.131 0.0 0.0 0.23898884936449566 0.481259521162482 0.6216677290063647 0.772125054985565
0.132 0.0 0.0 0.24039128156769315 0.48301662799276 0.6217150560614294 0.7720223904131783
0.133 0.0 0.0 0.2417861193094009 0.4847504468981942 0.6217623843777195 0.771919705313172
0.134 0.0 0.0 0.24317343235751074 0.4864613257315002 0.6218097139527862 0.7718169996815547
0.135 0.0 0.0 0.24455328923137826 0.4881496055699882 0.6218570447841791 0.7717142735143356
0.136 0.0 0.0 0.24592575723462506 0.48981562088351166 0.6219043768694468 0.7716115268075237
0.137 0.0 0.0 0.24729090248705404 0.4914596996982813 0.6219517102061357 0.771508759557128
0.138 0.0 0.0 0.24864878995568584 0.49308216375655683 0.6219990447917914 0.7714059717591583
0.139 0.0 0.0 0.24999948348492687 0.494683328672241 0.6220463806239572 0.7713031634096237
0.140 0.0 0.0 0.25134304582588124 0.4962635040824114 0.6220937177001757 0.771200334504534
0.141 0.0 0.0 0.2526795386648204 0.49782299379483447 0.6221410560179875 0.7710974850398989
0.142 0.0 0.0 0.25400902265082587 0.4993620959315156 0.6221883955749317 0.7709946150117286
0.143 0.0 0.0 0.2553315574226208 0.5008811030683437 0.6222357363685458 0.7708917244160328
0.144 0.0 0.0 0.2566472016346087 0.5023803023708967 0.6222830783963662 0.7707888132488221
0.145 0.0 0.0 0.25795601298213583 0.5038599757264793 0.6223304216559273 0.7706858815061065
0.146 0.0 0.0 0.2592580482259971 0.505320399872465 0.6223777661447625 0.7705829291838967
0.147 0.0 0.0 0.26055336321620315 0.5067618465210231 0.6224251118604031 0.7704799562782034
0.148 0.0 0.0 0.2618420129150289 0.508184582480309 0.6224724588003793 0.7703769627850373
0.149 0.0 0.0 0.2631240514193616 0.5095888697722017 0.6225198069622194 0.7702739487004094
0.150 0.0 0.0 0.2643995319823692 0.5109749657466715 0.6225671563434508 0.770170914020331
0.151 0.0 0.0 0.2656685070345068 0.5123431231928615 0.6226145069415988 0.7700678587408132
0.152 0.0 0.0 0.26693102820388187 0.5136935904469718 0.6226618587541874 0.7699647828578674
0.153 0.0 0.0 0.2681871463359965 0.5150266114970276 0.622709211778739 0.7698616863675052
0.154 0.0 0.0 0.2694369115128854 0.5163424260846192 0.6227565660127745 0.7697585692657385
0.155 0.0 0.0 0.27068037307166903 0.5176412698036984 0.6228039214538135 0.769655431548579
0.156 0.0 0.0 0.2719175796225394 0.5189233741965135 0.6228512780993736 0.7695522732120388
0.157 0.0 0.0 0.27314857906619655 0.5201889668467689 0.6228986359469714 0.7694490942521303
0.158 0.0 0.0 0.2743734186107541 0.5214382714700888 0.6229459949941216 0.7693458946648657
0.159 0.0 0.0 0.27559214478812966 0.5226715080018673 0.6229933552383377 0.7692426744462576
0.160 0.0 0.0 0.27680480346993813 0.5238888926825832 0.6230407166771312 0.7691394335923187
0.161 0.0 0.0 0.2780114398829036 0.5250906381406577 0.6230880793080126 0.7690361720990619
0.162 0.0 0.0 0.27921209862380597 0.5262769534729315 0.6231354431284905 0.7689328899625003
0.163 0.0 0.0 0.28040682367397757 0.5274480443228345 0.6231828081360721 0.768829587178647
0.164 0.0 0.0 0.2815956584133652 0.5286041129563227 0.623230174328263 0.7687262637435154
0.165 0.0 0.0 0.2827786456341717 0.5297453583356505 0.6232775417025677 0.768622919653119
0.166 0.0 0.0 0.2839558275540916 0.5308719761910505 0.6233249102564884 0.7685195549034718
0.167 0.0 0.0 0.2851272458291545 0.5319841590903852 0.6233722799875264 0.7684161694905873
0.168 0.0 0.0 0.2862929415661891 0.5330820965068379 0.6234196508931814 0.7683127634104798
0.169 0.0 0.0 0.2874529553349213 0.5341659748847051 0.6234670229709511 0.7682093366591635
0.170 0.0 0.0 0.28860732717971826 0.5352359777033522 0.6235143962183323 0.7681058892326528
0.171 0.0 0.0 0.2897560966309907 0.5362922855393928 0.6235617706328197 0.7680024211269622
0.172 0.0 0.0 0.29089930271626535 0.5373350761271486 0.6236091462119071 0.7678989323381066
0.173 0.0 0.0 0.2920369839709376 0.5383645244174465 0.623656522953086 0.7677954228621009
0.174 0.0 0.0 0.2931691784487167 0.5393808026348076 0.6237039008538471 0.7676918926949602
0.175 0.0 0.0 0.294295923731773 0.5403840803330794 0.6237512799116791 0.7675883418326999
0.176 0.0 0.0 0.295417256940597 0.5413745244495634 0.6237986601240693 0.7674847702713353
0.177 0.0 0.0 0.29653321474358113 0.5423522993576865 0.6238460414885035 0.7673811780068823
0.178 0.0 0.0 0.2976438333663322 0.5433175669182638 0.6238934240024662 0.7672775650353566
0.179 0.0 0.0 0.2987491486007246 0.5442704865293988 0.6239408076634396 0.7671739313527743
0.180 0.0 0.0 0.2998491958137023 0.5452112151750651 0.6239881924689052 0.7670702769551516
0.181 0.0 0.0 0.30094400995583837 0.5461399074724133 0.6240355784163427 0.766966601838505
0.182 0.0 0.0 0.30203362556965996 0.5470567157178424 0.6240829655032301 0.766862905998851
0.183 0.0 0.0 0.3031180767977463 0.5479617899318788 0.624130353727044 0.7667591894322064
0.184 0.0 0.0 0.3041973973906078 0.5488552779028976 0.6241777430852594 0.7666554521345882
0.185 0.0 0.0 0.3052716207143524 0.5497373252297265 0.6242251335753497 0.7665516941020136
0.186 0.0 0.0 0.3063407797581475 0.5506080753631667 0.624272525194787 0.7664479153305
0.187 0.0 0.0 0.30740490714148305 0.5514676696464651 0.6243199179410418 0.766344115816065
0.188 0.0 0.0 0.3084640351212425 0.552316247354772 0.6243673118115828 0.7662402955547263
0.189 0.0 0.0 0.30951819559858806 0.5531539457336163 0.6244147068038775 0.7661364545425018
0.190 0.0 0.0 0.31056742012566635 0.5539809000364279 0.6244621029153915 0.7660325927754097
0.191 0.0 0.0 0.3116117399121393 0.5547972435611391 0.6245095001435893 0.7659287102494683
0.192 0.0 0.0 0.3126511858315471 0.5556031076858936 0.6245568984859335 0.7658248069606963
0.193 0.0 0.0 0.31368578842750766 0.556398621903888 0.6246042979398853 0.7657208829051124
0.194 0.0 0.0 0.31471557791975785 0.5571839138573773 0.6246516985029044 0.7656169380787357
0.195 0.0 0.0 0.3157405842100419 0.5579591093708665 0.6246991001724488 0.765512972477585
0.196 0.0 0.0 0.3167608368878513 0.5587243324835142 0.6247465029459751 0.7654089860976799
0.197 0.0 0.0 0.31777636523602065 0.5594797054807737 0.6247939068209384 0.76530497893504
0.198 0.0 0.0 0.3187871982361848 0.5602253489252929 0.6248413117947921 0.7652009509856851
0.199 0.0 0.0 0.3197933645741003 0.5609613816870952 0.6248887178649881 0.7650969022456351
0.200 0.0 0.0 0.3207948926448363 0.5616879209730657 0.6249361250289769 0.7649928327109102
0.201 0.0 0.0 0.32179181055783845 0.5624050823557598 0.6249835332842073 0.7648887423775309
0.202 0.0 0.0 0.32278414614186957 0.5631129798015565 0.6250309426281265 0.7647846312415177
0.203 0.0 0.0 0.32377192694983076 0.563811725698176 0.6250783530581804 0.7646804992988917
0.204 0.0 0.0 0.32475518026346706 0.5645014308815782 0.6251257645718132 0.7645763465456736
0.205 0.0 0.0 0.3257339330979601 0.5651822046622624 0.6251731771664674 0.7644721729778848
0.206 0.0 0.0 0.32670821220641233 0.5658541548509841 0.6252205908395843 0.7643679785915469
0.207 0.0 0.0 0.3276780440842245 0.5665173877839058 0.6252680055886034 0.7642637633826815
0.208 0.0 0.0 0.3286434549733713 0.5671720083471989 0.6253154214109627 0.7641595273473106
0.209 0.0 0.0 0.32960447086657596 0.5678181200011116 0.6253628383040988 0.7640552704814563
0.210 0.0 0.0 0.33056111751138934 0.5684558248035174 0.6254102562654464 0.7639509927811409
0.211 0.0 0.0 0.3315134204141735 0.5690852234329598 0.6254576752924391 0.7638466942423869
0.212 0.0 0.0 0.3324614048439945 0.5697064152112065 0.6255050953825086 0.7637423748612174
0.213 0.0 0.0 0.33340509583642647 0.5703194981253277 0.6255525165330853 0.7636380346336552
0.214 0.0 0.0 0.33434451819726857 0.5709245688493096 0.6255999387415978 0.7635336735557237
0.215 0.0 0.0 0.3352796965061788 0.5715217227652184 0.6256473620054733 0.7634292916234463
0.216 0.0 0.0 0.3362106551202256 0.5721110539839241 0.6256947863221376 0.7633248888328467
0.217 0.0 0.0 0.3371374181773604 0.5726926553653996 0.6257422116890146 0.7632204651799488
0.218 0.0 0.0 0.3380600095998133 0.5732666185386024 0.6257896381035267 0.763116020660777
0.219 0.0 0.0 0.3389784530974129 0.5738330339209533 0.6258370655630952 0.7630115552713554
0.220 0.0 0.0 0.339892772170834 0.5743919907374214 0.6258844940651394 0.7629070690077089
0.221 0.0 0.0 0.3408029901147739 0.5749435770392253 0.625931923607077 0.7628025618658623
0.222 0.0 0.0 0.34170913002105946 0.5754878797221613 0.6259793541863244 0.7626980338418407
0.223 0.0 0.0 0.34261121478168766 0.5760249845445686 0.6260267858002966 0.7625934849316692
0.224 0.0 0.0 0.34350926709179985 0.5765549761449397 0.6260742184464065 0.7624889151313738
0.225 0.0 0.0 0.3444033094525929 0.5770779380591856 0.6261216521220659 0.7623843244369801
0.226 0.0 0.0 0.3452933641741682 0.5775939527375653 0.6261690868246849 0.7622797128445142
0.227 0.0 0.0 0.34617945337832046 0.5781031015612869 0.6262165225516719 0.7621750803500025
0.228 0.0 0.0 0.3470615990012674 0.5786054648587892 0.6262639593004341 0.7620704269494714
0.229 0.0 0.0 0.34793982279632246 0.579101121921712 0.6263113970683768 0.7619657526389476
0.230 0.0 0.0 0.348814146336512 0.5795901510205622 0.6263588358529039 0.7618610574144584
0.231 0.0 0.0 0.3496845910171375 0.580072629420083 0.6264062756514176 0.761756341272031
0.232 0.0 0.0 0.3505511780582857 0.5805486333943348 0.6264537164613189 0.7616516042076928
0.233 0.0 0.0 0.3514139285072863 0.5810182382414936 0.6265011582800066 0.7615468462174718
0.234 0.0 0.0 0.3522728632411204 0.5814815182983734 0.6265486011048789 0.7614420672973958
0.235 0.0 0.0 0.353128002968779 0.5819385469546811 0.6265960449333314 0.7613372674434932
0.236 0.0 0.0 0.35397936823357457 0.5823893966670077 0.6266434897627587 0.7612324466517925
0.237 0.0 0.0 0.35482697941540553 0.5828341389725645 0.626690935590554 0.7611276049183224
0.238 0.0 0.0 0.35567085673297566 0.5832728445026683 0.6267383824141085 0.7610227422391121
0.239 0.0 0.0 0.3565110202459692 0.5837055829959829 0.6267858302308121 0.7609178586101909
0.240 0.0 0.0 0.3573474898571828 0.5841324233115219 0.626833279038053 0.7608129540275883
0.241 0.0 0.0 0.3581802853146153 0.5845534334414184 0.626880728833218 0.760708028487334
0.242 0.0 0.0 0.35900942621351684 0.5849686805234666 0.6269281796136922 0.7606030819854581
0.243 0.0 0.0 0.35983493199839717 0.5853782308534417 0.6269756313768592 0.7604981145179911
0.244 0.0 0.0 0.3606568219649958 0.585782149897201 0.6270230841201011 0.7603931260809634
0.245 0.0 0.0 0.3614751152622135 0.5861805023025743 0.6270705378407982 0.760288116670406
0.246 0.0 0.0 0.3622898308940064 0.5865733519110446 0.6271179925363295 0.7601830862823499
0.247 0.0 0.0 0.36310098772124444 0.5869607617692265 0.6271654482040723 0.7600780349128266
0.248 0.0 0.0 0.3639086044635339 0.5873427941401458 0.6272129048414025 0.7599729625578676
0.249 0.0 0.0 0.36471269970100534 0.5877195105143246 0.627260362445694 0.759867869213505
0.250 0.0 0.0 0.36551329187606796 0.5880909716206768 0.6273078210143197 0.7597627548757708
0.251 0.0 0.0 0.36631039929513093 0.5884572374372167 0.6273552805446506 0.7596576195406977
0.252 0.0 0.0 0.36710404013029246 0.5888183672015865 0.6274027410340562 0.7595524632043181
0.253 0.0 0.0 0.3678942324209974 0.5891744194214057 0.6274502024799045 0.7594472858626653
0.254 0.0 0.0 0.36868099407566424 0.5895254518844454 0.6274976648795617 0.7593420875117723
0.255 0.0 0.0 0.36946434287328195 0.5898715216686332 0.6275451282303928 0.759236868147673
0.256 0.0 0.0 0.37024429646497775 0.5902126851518904 0.6275925925297607 0.759131627766401
0.257 0.0 0.0 0.3710208723755559 0.5905489980218063 0.6276400577750275 0.7590263663639905
0.258 0.0 0.0 0.37179408800500896 0.5908805152851516 0.6276875239635531 0.7589210839364756
0.259 0.0 0.0 0.37256396063000125 0.5912072912772366 0.6277349910926958 0.7588157804798914
0.260 0.0 0.0 0.3733305074053259 0.5915293796711142 0.6277824591598129 0.7587104559902725
0.261 0.0 0.0 0.3740937453653359 0.5918468334866339 0.6278299281622596 0.7586051104636544
0.262 0.0 0.0 0.374853691425349 0.5921597050993479 0.6278773980973897 0.7584997438960724
0.263 0.0 0.0 0.37561036238302864 0.5924680462492732 0.6279248689625556 0.7583943562835624
0.264 0.0 0.0 0.37636377491973955 0.5927719080495122 0.6279723407551078 0.7582889476221605
0.265 0.0 0.0 0.37711394560188016 0.5930713409947349 0.6280198134723953 0.758183517907903
0.266 0.0 0.0 0.3778608908821914 0.5933663949695256 0.628067287111766 0.7580780671368266
0.267 0.0 0.0 0.37860462710104276 0.5936571192565958 0.6281147616705655 0.7579725953049682
0.268 0.0 0.0 0.37934517048769617 0.5939435625448678 0.6281622371461382 0.757867102408365
0.269 0.0 0.0 0.3800825371615479 0.5942257729374296 0.628209713535827 0.7577615884430547
0.270 0.0 0.0 0.3808167431333491 0.5945037979593646 0.6282571908369733 0.757656053405075
0.271 0.0 0.0 0.38154780430640606 0.5947776845654588 0.6283046690469164 0.7575504972904641
0.272 0.0 0.0 0.38227573647775903 0.5950474791477871 0.6283521481629945 0.7574449200952603
0.273 0.0 0.0 0.3830005553393422 0.5953132275431818 0.6283996281825441 0.7573393218155025
0.274 0.0 0.0 0.3837222764791232 0.5955749750405847 0.6284471091029004 0.7572337024472295
0.275 0.0 0.0 0.38444091538222425 0.5958327663882853 0.6284945909213963 0.7571280619864807
0.276 0.0 0.0 0.3851564874320241 0.596086645801049 0.6285420736353637 0.7570224004292958
0.277 0.0 0.0 0.38586900791124173 0.5963366569671334 0.6285895572421331 0.7569167177717147
0.278 0.0 0.0 0.3865784920030026 0.5965828430551998 0.6286370417390326 0.7568110140097773
0.279 0.0 0.0 0.3872849547918866 0.5968252467211171 0.6286845271233896 0.7567052891395246
0.280 0.0 0.0 0.38798841126495975 0.5970639101146638 0.6287320133925295 0.7565995431569972
0.281 0.0 0.0 0.3886888763127881 0.5972988748861274 0.6287795005437761 0.7564937760582362
0.282 0.0 0.0 0.389386364730436 0.5975301821928057 0.6288269885744516 0.7563879878392831
0.283 0.0 0.0 0.3900808912184479 0.5977578727054087 0.6288744774818771 0.7562821784961796
0.284 0.0 0.0 0.3907724703838145 0.5979819866143651 0.6289219672633714 0.7561763480249679
0.285 0.0 0.0 0.3914611167409234 0.5982025636360349 0.6289694579162519 0.7560704964216903
0.286 0.0 0.0 0.39214684471249434 0.5984196430188291 0.629016949437835 0.7559646236823895
0.287 0.0 0.0 0.39282966863050034 0.5986332635492387 0.6290644418254349 0.7558587298031084
0.288 0.0 0.0 0.3935096027370738 0.5988434635577742 0.6291119350763642 0.7557528147798905
0.289 0.0 0.0 0.3941866611853983 0.5990502809248175 0.6291594291879345 0.7556468786087793
0.290 0.0 0.0 0.39486085804058696 0.5992537530863883 0.6292069241574553 0.755540921285819
