1 input_SAM_RF_AC_Radar_#1_#2_#3.asc ' SAM3 vs AC3 ' Oct 23 2022 19:32:21
  0  0 99
time            lconv           msl_time        mach            pdynmc          
3.97605         4.32257         0               -0.325267       -0.114276       
-16.4578        -8.28602        19612.2         0               1               
0               0               0               0               0               
24.7146         -159.989        -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
28.71           0.24691         0               0               0               
0.00231076      0.131214        6.93929e-06     -0.0023177      0.128903        
-0.00230383     -0.133524       0               0               0               
0               120021          19612           0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               
80.8            0               1.912           0.459109        14858.1         
-160            30.0779         -0.000998199    5.19427         -0.000389984    
5.19427         -3.53064e-05    0.0074215       0.140515        -9.12722e-05    
-112.082        -40.7943        -52.1159        156.246         52.1159         
-160            24.8853         0.390856        2.74515e-06     280.88          
31289.1         2.8044          2.7088          382.64          -0.0549561      
-0.244722       -17.9515        0               0               -39.7029        
4.69735         5.08511         0               -0.33049        -0.123748       
-18.0682        -9.09599        19582.3         0               1               
0               0               0               0               0               
24.8974         -159.989        -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
31.7623         0.26589         0               0               0               
0.00240653      0.138229        5.87159e-06     -0.0024124      0.135823        
-0.00240066     -0.140636       0               0               0               
0               120021          19582.1         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               
80.9            0               2.012           0.490372        16936.9         
-160            30.0928         -0.000974727    5.03053         -0.000332974    
5.03053         -2.91973e-05    0.0107152       0.15661         -9.18374e-05    
-125.843        -45.803         -58.9372        166.866         58.9372         
-160            25.0638         0.434364        2.60813e-06     279.835         
31414.1         2.79925         2.6991          379.64          -0.0589798      
-0.261359       -19.6274        0               0               -43.7091        
5.50116         5.93171         0               -0.335204       -0.13371        
-19.7507        -9.9422         19551.4         0               1               
0               0               0               0               0               
25.0745         -159.989        -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
34.9673         0.285204        0               0               0               
0.00232685      0.144252        4.91202e-06     -0.00233176     0.141925        
-0.00232193     -0.146578       0               0               0               
0               120021          19551.2         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               
81              0               2.112           0.52177         19158.5         
-160            30.1089         -0.00076004     4.87317         -0.000106542    
4.87317         -9.05077e-06    0.0210753       0.163727        -9.29834e-05    
-140.49         -51.134         -66.2558        177.529         66.2558         
-160            25.2372         0.479452        1.00149e-06     278.46          
31416.9         2.793           2.6916          376.64          -0.0586085      
-0.280581       -21.372         0               0               -47.8657        
6.39745         6.87255         0               -0.33553        -0.146301       
-21.5018        -10.824         19519.5         0               1               
0               0               0               0               0               
25.2466         -159.989        -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
38.2926         0.305362        0               0               0               
0.00187867      0.141954        3.71163e-06     -0.00188238     0.140075        
-0.00187496     -0.143833       0               0               0               
0               120021          19519.3         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               
81.1            0               2.212           0.553252        21520.2         
-160            30.1253         -0.000264757    4.72062         0.000264895     
4.72062         2.18001e-05     0.0166593       0.165279        -9.51771e-05    
-156.023        -56.7875        -74.0776        188.218         74.0776         
-160            25.4062         0.525341        -2.28657e-06    277.085         
31419.8         2.78675         2.6841          373.64          -0.0582039      
-0.30015        -23.1864        0               0               -52.2004        
7.38416         7.90475         0               -0.335799       -0.159365       
-23.3225        -11.7409        19486.6         0               1               
0               0               0               0               0               
25.4145         -159.99         0.000810285     0               0               
0               0               -0              0               0               
0               0               0               0               0               
41.7604         0.325804        0               0               0               
-0.00333191     0.135128        1.87518e-06     0.00333003      0.138459        
0.00333378      -0.131796       0               0               0               
0               120021          19486.4         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               
81.2            0               2.312           0.584807        24021.3         
-160            30.1419         -0.000810285    4.57179         0.000399888     
4.57179         3.18743e-05     -0.0139252      0.165264        -9.80354e-05    
-172.442        -62.7636        -82.408         198.929         82.408          
-160            25.5716         0.571851        -3.90788e-06    275.71          
31422.9         2.7805          2.6766          370.64          -0.0577556      
-0.320067       -25.0714        0               0               -56.7133        
8.46567         9.0324          0               -0.335988       -0.172903       
-25.2137        -12.6933        19452.6         0               1               
0               0               0               0               0               
25.5788         -159.99         0.000810285     0               0               
0               0               -0              0               0               
0               0               0               0               0               
45.3706         0.346524        0               0               0               
-0.00251374     0.12778         -3.99077e-07    0.00251413      0.130293        
0.00251334      -0.125266       0               0               0               
0               120021          19452.4         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               
81.3            0               2.412           0.616422        26660.8         
-160            30.1584         -0.000861169    4.42602         1.89199e-05     
4.42602         1.46008e-06     -0.0381715      0.16442         -9.82854e-05    
-189.747        -69.062         -91.2523        209.656         91.2523         
-160            25.7338         0.618718        -2.52304e-07    274.335         
31426.2         2.77425         2.6691          367.64          -0.0572528      
-0.340332       -27.0281        0               0               -61.4038        
9.64622         10.2595         0               -0.336082       -0.186916       
-27.1765        -13.6817        19417.7         0               1               
0               0               0               0               0               
25.7401         -159.99         -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
49.1231         0.367517        0               0               0               
0.00354103      0.120567        -9.08807e-07    -0.00354012     0.117026        
-0.00354194     -0.124109       0               0               0               
0               120021          19417.4         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               
81.4            0               2.512           0.648085        29437.3         
-160            30.1747         -0.00115679     4.28286         -0.000152066    
4.28286         -1.13564e-05    0.0178964       0.16287         -9.6172e-05     
-207.936        -75.6824        -100.616        220.397         100.616         
-160            25.8933         0.665655        1.75246e-06     272.96          
31429.7         2.768           2.6616          364.64          -0.0566877      
-0.360944       -29.0572        0               0               -66.2712        
10.93           11.5898         0               -0.336068       -0.201403       
-29.2115        -14.7065        19381.7         0               1               
0               0               0               0               0               
25.8988         -159.99         -0.000810285    0               0               
0               0               -0              0               0               
0               0               0               0               0               
53.0169         0.388776        0               0               0               
0.00258061      0.113563        5.24166e-07     -0.00258114     0.110983        
-0.00258009     -0.116144       0               0               0               
0               120021          19381.5         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               
81.5            0               2.612           0.67978         32349           
-160            30.1909         -0.000810285    4.14201         0.000749012     
4.14201         5.41002e-05     0.00739149      0.160644        -0.000101103    
-227.009        -82.6243        -110.503        231.145         110.503         
-160            26.0503         0.712369        -9.22856e-06    271.585         
31433.4         2.76175         2.6541          361.64          -0.0560494      
-0.381902       -31.1593        0               0               -71.3138        
12.3209         13.0272         0               -0.335933       -0.216362       
-31.3195        -15.7679        19344.7         0               1               
0               0               0               0               0               
26.055          -159.99         0.000810285     0               0               
0               0               -0              0               0               
0               0               0               0               0               
57.0511         0.410294        0               0               0               
-0.00385103     0.106767        -2.17883e-06    0.0038532       0.110618        
0.00384885      -0.102916       0               0               0               
0               120021          19344.4         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               
81.6            0               2.712           0.711493        35393.8         
-160            30.2068         -0.00103822     4.00327         0.00011258      
