1 input_SAM_RF_AC_Radar_#1_#2_#3.asc  ' SAM3 vs AC3  ' Oct 23 2022 19:32:21
  0  0 99
time            lconv           msl_time        mach            pdynmc          
0.36525         -0.028266       -0.00556518     -0.0219289      
102.6           0               23.712          1.94623         150616          
150.468         7.75768         0.547944        6.21314         93.6645         
-0.398664       6.20038         0.478884        -1.1154         -4.52255        
-12392.5        -1463.99        -4625.45        626.805         4625.45         
156.732         8.04893         -0.472046       -6.67312        182.576         
6013.93         2.36773         1.97917         214.97          1.06436         
-2.22089        -184.106        0               0               -105.907        
41.7062         50              0               1.39469         -2.41204        
-183.86         -93.1358        3895.03         0               1               
0               0               0               0               0               
8.04803         156.749         0.554943        0.652682        -4.93911        
1835.42         -4.93911        0.652682        2.8             0               
0               6924.17         0               0.888356        350.569         
84.7257         1.1034          6.92375         0               0               
-0.831572       0.326039        5.90292         -5.07135        1.15761         
6.73449         0.505533        0               0               0               
0               140731          3894.43         0               0               
0               0               21.0391         -1.52418        3894.4          
-655.508        44.8183         0.310998        -0.00515029     -0.00171378     
0.371557        -0.0264838      -0.00205918     -0.0245414      
102.7           0               23.812          1.94391         150084          
150.022         7.65015         0.533078        6.06747         93.6204         
-0.384568       6.05532         0.420268        -1.12081        -4.29596        
-12449.4        -1439.19        -4634.15        625.99          4634.15         
156.138         7.93319         -0.452679       -6.49431        182.376         
6015.98         2.36713         1.97807         215.05          1.07807         
-2.22999        -183.407        0               0               -105.997        
41.9234         50              0               1.39765         -2.41222        
-183.17         -92.7911        3829.61         0               1               
0               0               0               0               0               
7.93232         156.154         0.540099        0.00667782      -6.89552        
1828.11         -6.89552        0.00667782      2.8             0               
0               6924.17         0               0.891995        349.451         
84.7973         1.1034          6.92375         0               0               
-0.811769       0.318985        5.76842         -4.95665        1.13075         
6.58019         0.492784        0               0               0               
0               140731          3829            0               0               
0               0               21.3582         -1.4472         3829.05         
-652.898        45.1118         0.290394        -0.0048078      -0.00160406     
0.376948        -0.025234       -0.005622       -0.0343467      
102.8           0               23.912          1.94179         149588          
149.591         7.54209         0.518192        5.92233         93.5861         
-0.371756       5.91069         0.409705        -1.09735        -4.18965        
-12505.9        -1413.83        -4642.73        625.241         4642.73         
155.559         7.81796         -0.436315       -6.32291        182.176         
6018            2.36653         1.97697         215.13          1.09175         
-2.23925        -182.75         0               0               -106.075        
42.1366         50              0               1.40055         -2.41258        
-182.523        -92.4677        3764.44         0               1               
0               0               0               0               0               
7.81714         155.575         0.525233        0.887645        -4.01667        
1821.09         -4.01667        0.887645        2.8             0               
0               6924.17         0               0.8957          348.4           
84.8599         1.1034          6.92375         0               0               
-0.791856       0.306443        5.62019         -4.82834        1.0983          
6.41205         0.485412        0               0               0               
0               140731          3763.84         0               0               
0               0               21.6677         -1.37021        3764.62         
-650.389        45.4075         0.261043        -0.00426316     -0.00160721     
0.381802        -0.0237766      -0.000749247    -0.0200273      
102.9           0               24.012          1.93987         149127          
149.178         7.43877         0.503536        5.77354         93.5137         
-0.355045       5.76265         0.366064        -1.04806        -3.962          
-12562.2        -1387.94        -4651.16        624.559         4651.16         
154.994         7.70342         -0.413861       -6.14953        181.976         
6019.98         2.36593         1.97587         215.21          1.10569         
-2.24892        -182.135        0               0               -106.142        
42.3519         50              0               1.40394         -2.41356        
-181.917        -92.1652        3699.52         0               1               
0               0               0               0               0               
7.70263         155.01          0.510598        -0.730406       -3.54265        
1814.32         -3.54265        -0.730406       2.8             0               
0               6924.17         0               0.899568        347.415         
84.9136         1.1034          6.92375         0               0               
-0.771717       0.298451        5.472           -4.70028        1.07017         
6.24371         0.473266        0               0               0               
0               140731          3698.92         0               0               
0               0               21.9642         -1.29821        3699.97         
-647.97         45.7077         0.249379        -0.00404758     -0.00160037     
0.386893        -0.0223499      -0.00946624     -0.0176891      
103             0               24.112          1.93817         148700          
148.791         7.33508         0.487996        5.61392         93.4573         
-0.339631       5.60367         0.313951        -1.06921        -3.70101        
-12618.1        -1361.51        -4659.47        623.944         4659.47         
154.445         7.58999         -0.393436       -5.96322        181.776         
6021.94         2.36533         1.97477         215.29          1.12049         
-2.25948        -181.56         0               0               -106.198        
42.5786         50              0               1.40728         -2.41474        
-181.353        -91.8838        3634.84         0               1               
0               0               0               0               0               
7.58924         154.461         0.495076        1.09169         -4.83771        
1807.66         -4.83771        1.09169         2.8             0               
0               6924.17         0               0.903793        346.497         
84.9585         1.1034          6.92375         0               0               
-0.749774       0.287854        5.33014         -4.58036        1.03763         
6.07991         0.46192         0               0               0               
0               140731          3634.24         0               0               
0               0               22.2395         -1.22729        3635.34         
-645.591        46.0142         0.241555        -0.00395812     -0.0014517      
0.391661        -0.0212101      0.000329821     -0.0242148      
103.1           0               24.212          1.93667         148310          
148.428         7.23342         0.471873        5.44572         93.3897         
-0.32296        5.43617         0.289207        -1.04318        -3.46846        
-12673.8        -1334.58        -4667.65        623.398         4667.65         
153.912         7.47732         -0.372132       -5.77341        181.576         
6023.86         2.36473         1.97367         215.37          1.13598         
-2.27079        -181.028        0               0               -106.243        
42.8138         50              0               1.41083         -2.41632        
-180.831        -91.6237        3570.39         0               1               
0               0               0               0               0               
7.4766          153.928         0.47897         -0.461424       -2.81259        
1801.29         -2.81259        -0.461424       2.8             0               
0               6924.17         0               0.908317        345.645         
84.9943         1.1034          6.92375         0               0               
-0.726806       0.277438        5.1686          -4.44179        1.00424         
5.8954          0.449368        0               0               0               
0               140731          3569.8          0               0               
0               0               22.4951         -1.15946        3570.84         
-643.316        46.3249         0.230753        -0.00376642     -0.00142617     
0.396072        -0.0199555      -0.00802888     -0.0140855      
103.2           0               24.312          1.93538         147956          
148.089         7.1331          0.455529        5.2716          93.3189         
-0.30605        5.26273         0.24134         -1.02553        -3.25412        
-12729.1        -1307.16        -4675.7         622.922         4675.7          
153.396         7.36566         -0.35135        -5.57744        181.376         
6025.74         2.36413         1.97257         215.45          1.15194         
-2.28269        -180.539        0               0               -106.276        
43.0541         50              0               1.4145          -2.41823        
-180.352        -91.3852        3506.17         0               1               
0               0               0               0               0               
7.36498         153.412         0.462643        0.875863        -3.72632        
1795.19         -3.72632        0.875863        2.8             0               
0               6924.17         0               0.913076        344.862         
85.0209         1.1034          6.92375         0               0               
-0.703054       0.263778        5.01138         -4.30833        0.966832        
5.71443         0.439275        0               0               0               
0               140731          3505.58         0               0               
0               0               22.7329         -1.0938         3506.96         
-641.141        46.6386         0.219532        -0.00348418     -0.00159414     
0.400056        -0.018724       -0.000783683    -0.0187084      
103.3           0               24.412          1.93431         147637          
147.771         7.03373         0.438913        5.09352         93.2481         
-0.289356       5.08531         0.216615        -1.02075        -3.05623        
-12784.2        -1279.26        -4683.62        622.516         4683.62         
152.897         7.25503         -0.329558       -5.37888        181.176         
6027.6          2.36353         1.97147         215.53          1.16823         
-2.29506        -180.091        0               0               -106.298        
43.2972         50              0               1.41823         -2.42043        
-179.916        -91.168         3442.16         0               1               
0               0               0               0               0               
7.25438         152.913         0.446044        0.19388         -3.35243        
1789.37         -3.35243        0.19388         2.8             0               
0               6924.17         0               0.918022        344.145         
85.0386         1.1034          6.92375         0               0               
-0.678714       0.256188        4.85197         -4.17326        0.934901        
5.53068         0.422526        0               0               0               
0               140731          3441.57         0               0               
0               0               22.9547         -1.02985        3442.36         
-639.062        46.9617         0.200496        -0.00315147     -0.00152099     
0.403719        -0.0176356      -0.00450289     -0.0168571      
103.4           0               24.512          1.93345         147354          
147.474         6.93108         0.422363        4.91171         93.2254         
-0.27703        4.90391         0.173326        -1.07916        -2.8016         
-12839.1        -1250.9         -4691.42        622.179         4691.42         
152.416         7.14539         -0.313633       -5.18165        180.976         
6029.43         2.36293         1.97037         215.61          1.18487         
-2.3079         -179.685        0               0               -106.309        
43.5427         50              0               1.42158         -2.42255        
-179.521        -90.972         3378.36         0               1               
0               0               0               0               0               
7.14478         152.431         0.429509        -0.376546       -4.1016         
1783.8          -4.1016         -0.376546       2.8             0               
0               6924.17         0               0.923159        343.496         
85.0472         1.1034          6.92375         0               0               
-0.654052       0.25013         4.67855         -4.0245         0.904182        
5.3326          0.403923        0               0               0               
0               140731          3377.77         0               0               
0               0               23.1601         -0.963555       3378.6          
-637.073        47.2867         0.195597        -0.00322892     -0.00110826     
0.407345        -0.0168183      -0.00767636     -0.0206666      
103.5           0               24.612          1.9328          147105          
147.196         6.82739         0.405859        4.72817         93.2211         
-0.266273       4.72068         0.152101        -1.04521        -2.65367        
-12893.7        -1222.09        -4699.1         621.911         4699.1          
151.953         7.03596         -0.299834       -4.98258        180.776         
6031.23         2.36233         1.96927         215.69          1.20167         
-2.32108        -179.321        0               0               -106.309        
43.7883         50              0               1.42485         -2.42483        
-179.169        -90.7967        3314.75         0               1               
0               0               0               0               0               
7.03538         151.968         0.41302         -0.367467       -1.96227        
1778.56         -1.96227        -0.367467       2.8             0               
0               6924.17         0               0.928431        342.913         
85.0471         1.1034          6.92375         0               0               
-0.629405       0.244353        4.50832         -3.87892        0.873758        
5.13773         0.385052        0               0               0               
0               140731          3314.16         0               0               
0               0               23.351          -0.89685        3314.47         
-635.2          47.6194         0.181392        -0.00294095     -0.00117206     
0.410361        -0.0155236      -0.00756665     -0.00988522     
103.6           0               24.712          1.93237         146891          
146.942         6.73009         0.388668        4.53822         93.1487         
-0.249797       4.53135         0.117058        -0.936777       -2.42537        
-12948          -1192.86        -4706.66        621.712         4706.66         
151.507         6.92705         -0.282646       -4.77829        180.576         
6032.99         2.36173         1.96817         215.77          1.21899         
-2.33487        -178.997        0               0               -106.298        
44.0406         50              0               1.42881         -2.42792        
-178.856        -90.6421        3251.32         0               1               
0               0               0               0               0               
6.9265          151.522         0.395843        0.902136        -3.09346        
1773.48         -3.09346        0.902136        2.8             0               
0               6924.17         0               0.933948        342.395         
85.0383         1.1034          6.92375         0               0               
-0.603318       0.222656        4.33711         -3.73379        0.825974        
4.94042         0.380662        0               0               0               
0               140731          3250.73         0               0               
0               0               23.523          -0.83702        3251.16         
-633.387        47.9542         0.193418        -0.00299352     -0.00156037     
0.413308        -0.0139177      -0.000598273    -0.0156307      
103.7           0               24.812          1.93213         146712          
146.706         6.63851         0.371755        4.34893         93.017          
-0.229333       4.34289         0.0957656       -0.916883       -2.24878        
-13002.2        -1163.21        -4714.1         621.58          4714.1          
151.08          6.81968         -0.257826       -4.57593        180.376         
6034.73         2.36113         1.96707         215.85          1.23629         
-2.34884        -178.713        0               0               -106.276        
44.2903         50              0               1.43327         -2.43165        
-178.584        -90.5077        3188.07         0               1               
0               0               0               0               0               
6.81915         151.094         0.378943        -0.165943       -2.96741        
1768.81         -2.96741        -0.165943       2.8             0               
0               6924.17         0               0.939536        341.941         
85.021          1.1034          6.92375         0               0               
-0.577603       0.210373        4.16907         -3.59147        0.787976        
4.74668         0.36723         0               0               0               
0               140731          3187.48         0               0               
0               0               23.6827         -0.782663       3187.58         
-631.716        48.2981         0.181844        -0.0028178      -0.00146045     
0.415871        -0.0129514      -0.00651237     -0.0150165      
103.8           0               24.912          1.93211         146565          
146.49          6.54694         0.354689        4.15749         92.8977         
-0.210544       4.15216         0.053629        -0.927032       -2.01816        
-13056.1        -1133.17        -4721.42        621.514         4721.42         
150.67          6.71381         -0.234421       -4.37249        180.176         
6036.44         2.36053         1.96597         215.93          1.2538          
-2.36319        -178.468        0               0               -106.244        
44.5414         50              0               1.43764         -2.43553        
-178.35         -90.3929        3124.97         0               1               
0               0               0               0               0               
6.71331         150.685         0.36189         -0.380506       -2.12423        
1764.45         -2.12423        -0.380506       2.8             0               
0               6924.17         0               0.945275        341.55          
84.9952         1.1034          6.92375         0               0               
-0.551275       0.199897        3.99646         -3.44519        0.751173        
4.54774         0.351378        0               0               0               
0               140731          3124.39         0               0               
0               0               23.8269         -0.728809       3123.9          
-630.16         48.6486         0.176896        -0.00281012     -0.00127881     
0.418404        -0.0121128      -0.00769383     -0.0107561      
103.9           0               25.012          1.93227         146450          
146.292         6.45591         0.337854        3.96623         92.7811         
-0.192747       3.96155         0.0566154       -0.917447       -1.9039         
-13109.8        -1102.75        -4728.63        621.512         4728.63         
150.28          6.6092          -0.213943       -4.16886        179.976         
6038.12         2.35993         1.96487         216.01          1.27136         
-2.37776        -178.262        0               0               -106.202        
44.7909         50              0               1.44198         -2.4396         
-178.155        -90.2974        3062.03         0               1               
0               0               0               0               0               
6.60871         150.294         0.345067        0.31695         -2.95668        
1760.34         -2.95668        0.31695         2.8             0               
0               6924.17         0               0.951103        341.219         
84.9614         1.1034          6.92375         0               0               
-0.525524       0.184923        3.83172         -3.3062         0.710447        
4.35725         0.340601        0               0               0               
0               140731          3061.45         0               0               
0               0               23.9578         -0.675647       3061.15         
-628.692        49.0005         0.160638        -0.0024857      -0.00129683     
0.420258        -0.0111708      -0.00384449     -0.0150078      
104             0               25.112          1.93263         146367          
146.107         6.36634         0.321512        3.78022         92.651          
-0.175095       3.77617         0.0260438       -0.891352       -1.73329        
-13163.3        -1071.96        -4735.73        621.573         4735.73         
149.907         6.50583         -0.194199       -3.97548        179.776         
6039.78         2.35933         1.96377         216.09          1.28856         
-2.39223        -178.093        0               0               -106.15         
45.0325         50              0               1.44639         -2.44394        
-177.997        -90.2204        2999.23         0               1               
0               0               0               0               0               
6.50537         149.921         0.328737        0.685146        -1.46649        
1756.61         -1.46649        0.685146        2.8             0               
0               6924.17         0               0.956892        340.948         
84.9197         1.1034          6.92375         0               0               
-0.500127       0.16734         3.65722         -3.15709        0.667467        
4.15735         0.332787        0               0               0               
0               140731          2998.65         0               0               
0               0               24.081          -0.623578       2998.42         
-627.362        49.3604         0.143562        -0.00217785     -0.00123901     
0.422261        -0.0101566      -0.00175709     -0.00743889     
104.1           0               25.212          1.93318         146314          
145.944         6.27904         0.304952        3.58959         92.4994         
-0.15674        3.58618         -0.000799924    -0.892497       -1.52053        
-13216.7        -1040.82        -4742.72        621.694         4742.72         
149.552         6.4039          -0.171603       -3.77442        179.576         
6041.4          2.35873         1.96267         216.17          1.30617         
-2.40722        -177.959        0               0               -106.088        
45.2794         50              0               1.45095         -2.44861        
-177.874        -90.1615        2936.56         0               1               
0               0               0               0               0               
6.40345         149.566         0.312187        -0.144273       -2.4951         
1753.08         -2.4951         -0.144273       2.8             0               
0               6924.17         0               0.962889        340.735         
84.8703         1.1034          6.92375         0               0               
-0.474318       0.158592        3.49131         -3.01699        0.63291         
3.96562         0.315726        0               0               0               
0               140731          2935.98         0               0               
0               0               24.1867         -0.574062       2936.43         
-626.101        49.7239         0.151286        -0.00227684     -0.00133713     
0.424062        -0.00939099     -0.00642096     -0.0126937      
104.2           0               25.312          1.93391         146291          
145.796         6.18966         0.288708        3.40246         92.3889         
-0.141988       3.3995          -0.00674835     -0.8908         -1.39651        
-13269.8        -1009.35        -4749.6         621.875         4749.6          
149.215         6.30321         -0.154983       -3.58014        179.376         
6043.01         2.35813         1.96157         216.25          1.32359         
-2.42224        -177.861        0               0               -106.017        
45.5209         50              0               1.4552          -2.45323        
-177.787        -90.1201        2874            0               1               
0               0               0               0               0               
6.30278         149.229         0.295953        0.355197        -2.39946        
1749.95         -2.39946        0.355197        2.8             0               
0               6924.17         0               0.968895        340.577         
84.8134         1.1034          6.92375         0               0               
-0.449072       0.146198        3.32019         -2.87112        0.59527         
3.76927         0.302874        0               0               0               
0               140731          2873.42         0               0               
0               0               24.2825         -0.522489       2873.85         
-624.982        50.0981         0.133083        -0.00193769     -0.00128081     
0.425427        -0.00853347     -0.00362787     -0.0122218      
104.3           0               25.412          1.93481         146296          
145.66          6.09969         0.273175        3.22083         92.2964         
-0.129194       3.21824         -0.0253038      -0.908323       -1.24892        
-13322.9        -977.552        -4756.37        622.113         4756.37         
148.896         6.20358         -0.14028        -3.39166        179.176         
6044.58         2.35753         1.96047         216.33          1.34063         
-2.43714        -177.796        0               0               -105.937        
45.7547         50              0               1.45932         -2.45794        
-177.733        -90.0956        2811.56         0               1               
0               0               0               0               0               
6.20317         148.909         0.280431        -0.168318       -1.52958        
1747.06         -1.52958        -0.168318       2.8             0               
0               6924.17         0               0.974855        340.473         
84.7493         1.1034          6.92375         0               0               
-0.424781       0.136056        3.15484         -2.73006        0.560836        
3.57962         0.288725        0               0               0               
0               140731          2810.98         0               0               
0               0               24.3711         -0.46986        2811.52         
-623.948        50.4786         0.117827        -0.00180709     -0.000981583    
0.426761        -0.00777235     -0.00655362     -0.00779104     
104.4           0               25.512          1.93588         146329          
145.541         6.01086         0.257539        3.03877         92.1916         
-0.116317       3.03655         -0.040886       -0.89606        -1.09075        
-13375.8        -945.451        -4763.04        622.406         4763.04         
148.593         6.10479         -0.126515       -3.20405        178.976         
6046.13         2.35693         1.95937         216.41          1.35778         
-2.45229        -177.763        0               0               -105.848        
45.9888         50              0               1.46351         -2.46291        
-177.712        -90.0874        2749.21         0               1               
0               0               0               0               0               
6.10441         148.607         0.264803        0.501192        -1.532          
1744.49         -1.532          0.501192        2.8             0               
0               6924.17         0               0.980916        340.422         
84.6782         1.1034          6.92375         0               0               
-0.40029        0.121058        2.98491         -2.58462        0.521347        
3.3852          0.279232        0               0               0               
0               140731          2748.63         0               0               
0               0               24.4469         -0.418303       2749.12         
-623.031        50.8685         0.107884        -0.0016087      -0.000978527    
0.427923        -0.00685834     -0.00279749     -0.00781218     
104.5           0               25.612          1.93712         146389          
145.439         5.92358         0.242           2.85725         92.065          
-0.103043       2.85539         -0.0552169      -0.850981       -0.931968       
-13428.5        -913.056        -4769.61        622.753         4769.61         
148.308         6.00692         -0.111459       -3.01671        178.776         
6047.66         2.35633         1.95827         216.49          1.37495         
-2.46763        -177.763        0               0               -105.75         
46.2222         50              0               1.46782         -2.46815        
-177.722        -90.0952        2686.95         0               1               
0               0               0               0               0               
6.00655         148.322         0.249273        -0.0615463      -1.06319        
1742.2          -1.06319        -0.0615463      2.8             0               
0               6924.17         0               0.987054        340.42          
84.6002         1.1034          6.92375         0               0               
-0.375945       0.110971        2.81656         -2.44062        0.486916        
3.19251         0.264974        0               0               0               
0               140731          2686.37         0               0               
0               0               24.5109         -0.367984       2686.25         
-622.215        51.2698         0.102898        -0.0013533      -0.00118063     
0.428895        -0.00588137     -0.00595975     -0.00542041     
104.6           0               25.712          1.93852         146475          
145.354         5.83864         0.226534        2.6757          91.9001         
-0.0887819      2.67422         -0.078213       -0.850493       -0.762819       
-13481.2        -880.382        -4776.08        623.153         4776.08         
148.041         5.91025         -0.0957283      -2.8288         178.576         
6049.16         2.35573         1.95717         216.57          1.3922          
-2.48321        -177.793        0               0               -105.644        
46.4556         50              0               1.4723          -2.47371        
-177.763        -90.1184        2624.76         0               1               
0               0               0               0               0               
5.90989         148.054         0.233813        0.721428        -1.69895        
1740.21         -1.69895        0.721428        2.8             0               
0               6924.17         0               0.993282        340.469         
84.5154         1.1034          6.92375         0               0               
-0.351669       0.0960263       2.65035         -2.29869        0.447695        
3.00202         0.255643        0               0               0               
0               140731          2624.19         0               0               
0               0               24.5625         -0.319588       2624.09         
-621.505        51.6767         0.0895667       -0.00129212     -0.000879853    
0.42968         -0.00510604     -0.00156087     -0.00868309     
104.7           0               25.812          1.94008         146587          
145.285         5.75639         0.211077        2.49479         91.6797         
-0.073172       2.49371         -0.0916462      -0.803732       -0.591631       
-13533.7        -847.442        -4782.44        623.604         4782.44         
147.79          5.81469         -0.0787169      -2.64199        178.376         
6050.63         2.35513         1.95607         216.65          1.40946         
-2.49896        -177.853        0               0               -105.53         
46.6884         50              0               1.47698         -2.47963        
-177.834        -90.1569        2562.64         0               1               
0               0               0               0               0               
5.81434         147.803         0.218362        0.0940674       -0.852094       
1738.55         -0.852094       0.0940674       2.8             0               
0               6924.17         0               0.999584        340.565         
84.4239         1.1034          6.92375         0               0               
-0.327483       0.0800951       2.48206         -2.15458        0.407578        
2.80954         0.247388        0               0               0               
0               140731          2562.07         0               0               
0               0               24.6024         -0.273352       2562.2          
-620.911        52.0914         0.0783958       -0.000936736    -0.000997334    
0.430298        -0.0041948      -0.00509        -0.00434886     
104.8           0               25.912          1.9418          146724          
145.236         5.67806         0.195435        2.31189         91.3689         
-0.0552591      2.31123         -0.118095       -0.755443       -0.400957       
-13586.1        -814.25         -4788.71        624.106         4788.71         
147.557         5.72057         -0.0590997      -2.45182        178.176         
6052.09         2.35453         1.95497         216.73          1.42697         
-2.51507        -177.943        0               0               -105.407        
46.9243         50              0               1.48197         -2.48598        
-177.935        -90.2103        2500.58         0               1               
0               0               0               0               0               
5.72023         147.57          0.202724        0.296485        -1.1306         
1737.15         -1.1306         0.296485        2.8             0               
0               6924.17         0               1.00603         340.709         
84.3258         1.1034          6.92375         0               0               
-0.30297        0.0627106       2.31454         -2.01157        0.36568         
2.61751         0.240259        0               0               0               
0               140731          2500            0               0               
0               0               24.6278         -0.230492       2500.16         
-620.411        52.5171         0.0738857       -0.000978402    -0.00084004     
0.430722        -0.0033553      -0.00395272     -0.00578157     
104.9           0               26.012          1.94366         146885          
145.201         5.60454         0.179901        2.13107         90.9264         
-0.0344695      2.13079         -0.124215       -0.716956       -0.260262       
-13638.5        -780.818        -4794.89        624.658         4794.89         
147.341         5.6282          -0.0350391      -2.26573        177.976         
6053.52         2.35393         1.95387         216.81          1.44439         
-2.53127        -178.062        0               0               -105.276        
47.158          50              0               1.48733         -2.49281        
-178.064        -90.2782        2438.56         0               1               
0               0               0               0               0               
5.62786         147.353         0.187191        0.0805541       -1.25751        
1736.1          -1.25751        0.0805541       2.8             0               
0               6924.17         0               1.01251         340.899         
84.2211         1.1034          6.92375         0               0               
-0.278829       0.0456193       2.14083         -1.862          0.324449        
2.41965         0.23321         0               0               0               
0               140731          2437.98         0               0               
0               0               24.6427         -0.19147        2437.99         
-620.036        52.9554         0.0670253       -0.000723019    -0.000919622    
0.43083         -0.00264945     -0.00517449     -0.00643752     
105             0               26.112          1.94568         147071          
145.184         5.53387         0.164421        1.95055         90.3816         
-0.0129958      1.9505          -0.145909       -0.705801       -0.0869526      
-13690.8        -747.161        -4800.97        625.258         4800.97         
147.142         5.53785         -0.0108754      -2.07776        177.776         
6054.92         2.35333         1.95277         216.89          1.46189         
-2.54769        -178.209        0               0               -105.137        
47.3919         50              0               1.49283         -2.49992        
-178.221        -90.3604        2376.57         0               1               
0               0               0               0               0               
5.53751         147.154         0.171711        -0.0346632      -0.665873       
1735.35         -0.665873       -0.0346632      2.8             0               
0               6924.17         0               1.01908         341.135         
84.1099         1.1034          6.92375         0               0               
-0.254736       0.0254214       1.97127         -1.71654        0.280158        
2.22601         0.229315        0               0               0               
0               140731          2375.99         0               0               
0               0               24.6453         -0.154518       2376            
-619.766        53.4024         0.0611645       -0.000706709    -0.000800103    
0.430836        -0.00210209     -0.00582398     -0.00340377     
105.1           0               26.212          1.94783         147280          
145.181         5.46254         0.149166        1.77362         89.8153         
0.00571784      1.77361         -0.14977        -0.699276       0.00248117      
-13743.1        -713.291        -4806.95        625.904         4806.95         
146.961         5.4494          0.00792509      -1.89351        177.576         
6056.31         2.35273         1.95167         216.97          1.47919         
-2.56412        -178.384        0               0               -104.99         
47.6217         50              0               1.49705         -2.50623        
-178.406        -90.4563        2314.6          0               1               
0               0               0               0               0               
5.44906         146.973         0.156453        0.767166        -0.43341        
1734.86         -0.43341        0.767166        2.8             0               
0               6924.17         0               1.02565         341.414         
83.9923         1.1034          6.92375         0               0               
-0.231193       -0.000614722    1.80205         -1.57085        0.230578        
2.03324         0.231807        0               0               0               
0               140731          2314.02         0               0               
0               0               24.6388         -0.116161       2314.32         
-619.592        53.859          0.0573379       -0.000499909    -0.000866926    
0.430431        -0.00152202     -0.00129201     -0.00221252     
105.2           0               26.312          1.95013         147512          
145.188         5.39572         0.134581        1.60233         89.0359         
0.0269664       1.6021          -0.156539       -0.644001       0.160667        
-13795.3        -679.223        -4812.85        626.596         4812.85         
146.796         5.36267         0.032148        -1.71811        177.376         
6057.67         2.35213         1.95057         217.05          1.49615         
-2.58043        -178.585        0               0               -104.836        
47.8445         50              0               1.49876         -2.51085        
-178.621        -90.5657        2252.64         0               1               
0               0               0               0               0               
5.36233         146.808         0.141863        0.411224        -0.39376        
1734.69         -0.39376        0.411224        2.8             0               
0               6924.17         0               1.03217         341.736         
83.8685         1.1034          6.92375         0               0               
-0.208722       -0.0197261      1.62658         -1.41786        0.188996        
1.8353          0.228448        0               0               0               
0               140731          2252.07         0               0               
0               0               24.6259         -0.0807288      2252.04         
-619.532        54.3332         0.0408198       -0.000519035    -0.000488029    
0.430145        -0.000851492    -0.00330425     -0.00201058     
105.3           0               26.412          1.95256         147767          
145.21          5.33612         0.120075        1.43322         87.8766         
0.0531152       1.43224         -0.177902       -0.539328       0.304928        
-13847.5        -644.968        -4818.67        627.333         4818.67         
146.647         5.27805         0.0594279       -1.54093        177.176         
6059.02         2.35153         1.94947         217.13          1.51305         
-2.59685        -178.813        0               0               -104.673        
48.0654         50              0               1.50014         -2.51544        
-178.861        -90.6881        2190.69         0               1               
0               0               0               0               0               
5.2777          146.659         0.127347        0.837204        -0.22402        
1734.83         -0.22402        0.837204        2.8             0               
0               6924.17         0               1.03874         342.1           
83.7384         1.1034          6.92375         0               0               
-0.186384       -0.0537778      1.4592          -1.27281        0.132607        
1.64558         0.240162        0               0               0               
0               140731          2190.11         0               0               
0               0               24.6031         -0.0509984      2189.66         
-619.58         54.8206         0.0413178       -0.000265266    -0.00067057     
0.429644        -4.11218e-05    -0.000895772    -0.00113987     
105.4           0               26.512          1.95513         148042          
