1 input_SAM_RF_AC_Radar_#1_#2_#3.asc Oct 23 2022 19:32:20
  0  0 82
time            mach_m1         pdynmc_m1       SBEL1_m1        SBEL2_m1        
SBEL3_m1        VBEL1_m1        VBEL2_m1        VBEL3_m1        alt_m1          
mach_m2         pdynmc_m2       SBEL1_m2        SBEL2_m2        SBEL3_m2        
VBEL1_m2        VBEL2_m2        VBEL3_m2        alt_m2          mach_m3         
pdynmc_m3       SBEL1_m3        SBEL2_m3        SBEL3_m3        VBEL1_m3        
VBEL2_m3        VBEL3_m3        alt_m3          launch_epo_a1   pdynmc_a1       
mach_a1         SAEL1_a1        SAEL2_a1        SAEL3_a1        VAEL1_a1        
VAEL2_a1        VAEL3_a1        psivlx_a1       thtvlx_a1       alt_a1          
phiavx_a1       anx_a1          launch_epo_a2   pdynmc_a2       mach_a2         
SAEL1_a2        SAEL2_a2        SAEL3_a2        VAEL1_a2        VAEL2_a2        
VAEL3_a2        psivlx_a2       thtvlx_a2       alt_a2          phiavx_a2       
anx_a2          launch_epo_a3   pdynmc_a3       mach_a3         SAEL1_a3        
SAEL2_a3        SAEL3_a3        VAEL1_a3        VAEL2_a3        VAEL3_a3        
psivlx_a3       thtvlx_a3       alt_a3          phiavx_a3       anx_a3          
lnch_delay_f1   lnch_delay_f1   lnch_delay_f1   SIEL11_f1       SIEL12_f1       
SIEL13_f1       SIEL21_f1       SIEL22_f1       SIEL23_f1       SIEL31_f1       
SIEL32_f1       SIEL33_f1       
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          1.86799         -11045.8        
-9994.16        15004.9         4494.64         -9994.37        -15705.4        
535.482         -4987.68        
139             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.980585        65065.7         349.962         127.378         -395.335        
208.871         76.0257         -247.015        395.335         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           4750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -5.18481        -11042.4        
-9997.51        14995.9         4745.25         -10010.1        -15704          
552.04          -4996.5         
140             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
1.28566         108066          588.843         214.328         -682.184        
268.865         97.8652         -326.631        682.184         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           5000.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -10.5768        -11047.8        
-9994.45        15005.4         5003.08         -9988.87        -15702.7        
556.266         -4993.02        
141             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
1.5979          159697          888.188         323.271         -1048.73        
329.607         119.857         -407.169        1048.73         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           5250.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -8.68401        -11044.6        
-9997.07        15007           5225.99         -10003.1        -15698.9        
543.566         -5006.31        
142             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
1.91907         218024          1246.01         452.704         -1499.38        
384.302         137.993         -495.439        1499.38         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           5500.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -3.23907        -11045.7        
-9995.3         14997.2         5508.22         -10003.6        -15703.5        
560.554         -4990.74        
143             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.16978         260840          1651.92         597.493         -2036.34        
420.594         149.771         -566.446        2036.34         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           5750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          2.10485         -11035.3        
-10008.6        14992.1         5758.24         -10005.7        -15702.1        
545.845         -4994.13        
144             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.17005         243101          2073.9          749.627         -2601.75        
423.122         155.54          -556.856        2601.75         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           6000.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -8.1844         -11048          
-9991.65        14999.3         6008.35         -9995.8         -15698.4        
542.27          -5008.61        
145             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.14377         221493          2501.79         911.683         -3144.27        
433.7           169.512         -526.897        3144.27         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           6250.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          4.35157         -11048.5        
-9994.71        15002.6         6258.6          -9991.35        -15704.4        
552.154         -4987.04        
146             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.12436         203692          2941.59         1089.22         -3655.59        
445.414         185.386         -496.746        3655.59         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           6500.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -5.21465        -11038.5        
-10002.6        15008.7         6497.13         -9985.83        -15696          
544.436         -5016.25        
147             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.11687         189916          3391.22         1281.8          -4140.59        
453.179         199.46          -474.684        4140.59         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           6750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -3.88691        -11042.5        
-9999.17        14993.3         6752.4          -10005.9        -15702          
543.497         -5000.6         
148             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.11878         178951          3847.08         1487.89         -4607.04        
458.378         212.794         -458.778        4607.04         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           7000.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          8.2901          -11046          
-9997.48        15009           7007.34         -9988.83        -15702.5        
557.033         -4993.56        
149             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.12614         169710          4308.14         1707.9          -5058.32        
464.006         227.607         -443.492        5058.32         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           7250.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -5.08899        -11045.3        
-9997.55        15007           7246.42         -9991.9         -15703.8        
546.923         -4996.96        
150             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.13685         161698          4775.71         1943.94         -5493.1         
471.416         244.875         -425.561        5493.1          2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           7500.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -5.96364        -11039.5        
-10003.2        15003.6         7498.08         -9995.24        -15701.6        
555.961         -4997.81        
151             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.15091         154844          5251.38         2198.33         -5908.62        
480.02          264.17          -405.216        5908.62         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           7750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          9.79689         -11045.4        
-9998.29        15002.7         7754.28         -9992.65        -15698.9        
555.982         -5004.3         
152             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.16931         149200          5735.76         2472.66         -6303.37        
488.656         284.632         -384.375        6303.37         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           8000.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          3.20496         -11038.4        
-10004.7        15003.8         7995.25         -10000.8        -15701          
545.716         -5000.19        
153             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.19268         144724          6228.43         2767.82         -6677.74        
496.532         305.783         -364.601        6677.74         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           8250.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          2.31239         -11044.1        
-9997.01        14996.8         8255.88         -9999.64        -15703.7        
559.542         -4990.95        
154             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.22074         141252          6728.49         3084.46         -7033.02        
503.428         327.644         -346.134        7033.02         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           8500.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -8.41815        -11036          
-10007          15022.7         8490.53         -9976.08        -15700.8        
547.766         -5000.08        
155             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.25269         138588          7235            3423.41         -7370.19        
509.465         350.436         -328.192        7370.19         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           8750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          1.15793         -11046.9        
-9994.4         14994.7         8756.59         -9998.1         -15699.4        
555.94          -5006.97        
156             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.28776         136586          7747.19         3785.7          -7689.25        
514.792         374.318         -309.797        7689.25         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           9000.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          5.92677         -11051.3        
-9990.45        14990.2         9011.22         -9998.99        -15703.2        
549.321         -4995.69        
157             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.32545         135167          8264.34         4172.42         -7989.42        
519.396         399.304         -290.339        7989.42         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           9250.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -3.93356        -11037.7        
-10004.6        14997.9         9239.44         -10011.7        -15698.1        
547.506         -5010.07        
158             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.36559         134313          8785.7          4584.62         -8269.57        
523.16          425.22          -269.816        8269.57         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           9500.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          2.97204         -11053          
-9988.96        14991.1         9509.02         -10001.5        -15702.7        
539.618         -5000.08        
159             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.40826         134037          9310.33         5023.09         -8528.85        
525.919         451.825         -248.699        8528.85         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           9750.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          3.96477         -11036.8        
-10007          14994.1         9757.41         -9998.91        -15697.1        
545.909         -5012.51        
160             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.45347         134336          9837.11         5488.46         -8766.97        
527.418         479.015         -227.583        8766.97         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           10000.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -6.95584        -11045.3        
-9996.03        15005.2         9990.29         -10002.5        -15700.5        
542.203         -5003.34        
161             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.49989         135062          10364.3         5981.56         -8984.15        
525.939         507.872         -206.648        8984.15         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           10250.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -4.07024        -11044.6        
-9998.38        15002.6         10252.3         -9995.38        -15699.4        
549.27          -4998.03        
162             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.54115         135566          10885.7         6506.35         -9179.36        
514.647         542.925         -183.159        9179.36         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           10500.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          2.57511         -11044.7        
-9996.74        14988.8         10512           -10003.2        -15701.3        
546.879         -5001.09        
163             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.57549         135761          11389.6         7069.24         -9349.39        
491.665         583.258         -156.361        9349.39         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           10750.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          0.208289        -11039.6        
-10001.2        15000.9         10738.7         -10007.5        -15700.1        
551.994         -5004.74        
164             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.60884         136359          11867.1         7672.83         -9491.58        
463.129         623.5           -128.147        9491.58         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           11000.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -5.04743        -11036.5        
-10007.4        15000           10993.4         -10004.3        -15705.1        
552.428         -4986.33        
165             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.64761         138038          12316.2         8315.05         -9606.19        
435.844         660.204         -101.472        9606.19         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           11250.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -10.638         -11034.5        
-10009.3        14994           11257.5         -9999.53        -15704.8        
561.623         -4990.81        
166             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.69627         141233          12741.4         8991.54         -9695.81        
416.152         691.873         -78.4969        9695.81         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           11500.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          8.46313         -11041.5        
-9998.63        14998.2         11513.2         -9987.61        -15698.9        
555.143         -5005.52        
167             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.75654         146080          13152.7         9696.97         -9764.97        
408.754         718.078         -60.8136        9764.97         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           11750.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -1.384          -11041.4        
-10002.3        14984.3         11760.9         -10010.2        -15701.3        
552.815         -4998.68        
168             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.82715         152389          13563.7         10425.9         -9819.76        
415.772         738.594         -50.0794        9819.76         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12000.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -0.0496448      -11036.4        
-10009          15014.8         11995           -9983.57        -15704.3        
558.011         -4993.47        
169             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.89194         158289          13988.5         11170.7         -9868.03        
435.656         749.099         -48.0688        9868.03         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12250.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          8.71042         -11044.8        
-9998.14        14992.3         12253.6         -10003.2        -15703          
544.214         -4992.28        
170             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.94446         162812          14438.2         11920.4         -9919.46        
464.952         748.535         -56.6682        9919.46         2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12500.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          1.98528         -11052.6        
-9988.3         14995.3         12503.4         -10006.8        -15702.5        
541.129         -5001.73        
171             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.98686         165858          14919.9         12664.6         -9985.5         
498.32          739.219         -77.5017        9985.5          2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           12750.2         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          5.69452         -11036.6        
-10007.5        14987.7         12749.6         -10012.3        -15701.6        
541.748         -5000.76        
172             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
2.99456         166374          15004           12788.7         -9998.9         
502.956         738.186         -81.9714        9998.9          2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
