1 input19_3_3.asc: Ascent frome Cape, glidelsope and seeker intercept ' Hypersonic Vehicle ' Nov 30 2022 22:00:56
  0  0 96
time            vmach           pdynmc          psibd           psibdx          
thtbdx          phibdx          alppx           alphax          betax           
alphaix         betaix          ppx             qqx             rrx             
lonx            latx            alt             dvbe            dvbi            
psivdx          thtvdx          dbi             ayx             anx             
throttle        vmass           fmassr          thrustx         roll_count      
pitch_count     yaw_count       stmarg          gavail_pos      gmax            
gavail_neg      gminx           wnp             azabx           elabx           
dab             ddab            semi_major      semi_minor      eaz             
eel             edab            eddab           RICI1           RICI2           
RICI3           ESBI1           ESBI2           ESBI3           aycomx          
azcomx          tgoc            SBTHC1          SBTHC2          SBTHC3          
UTBC1           UTBC2           UTBC3           lamd            SBTL1           
SBTL2           SBTL3           delacx          delecx          delrcx          
alcomx          ancomx          phicomx         delax           delex           
delrx           miss            MISS_I1         MISS_I2         MISS_I3         
event           dbt             MISS_H1         MISS_H2         MISS_H3         
MISS_L1         MISS_L2         MISS_L3         SXH1            SXH2            
SXH3            std_pos         std_ucbias      URIC1           URIC2           
URIC3           
48.2997         3.23795         6.40852e+06     0.00729972      0.472263        
2               60121.7         5690.65         2220.26         0               
0               0               0.0906472       2.63365         3               
-2.17343        -1.80708        1.43448         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.354597       -4.65708        1.27904         
0               0               11.7768         -0.354482       -4.65629        
1.2785          0               0               0               0               
424002          666284          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
759             14.0744         56069.4         0.861201        49.3432         
8.13659         11.9205         4.95953         4.99436         0.0320148       
4.54865         3.12853         0.125042        0.0111773       0.0402858       
-70.3634        34.7528         37498.6         4402.28         4696.31         
48.343          3.24237         6.40876e+06     0.00724122      0.473374        
2               59966.2         5535.24         2153.61         0               
0               0               0.0905717       2.6308          3               
-2.13221        -1.76301        1.41579         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.358747       -4.6858         1.29895         
0               0               11.9099         -0.358629       -4.68499        
1.29838         0               0               0               0               
424002          663119          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
760             14.1279         54575.2         0.862297        49.406          
8.17927         12.0509         5.00245         5.03575         0.0323749       
4.5864          3.10938         0.122086        0.0126982       0.0402301       
-70.3276        34.779          37748.4         4425.28         4719.38         
48.3864         3.24673         6.409e+06       0.00718141      0.47446         
2               59815.2         5384.18         2088.26         0               
0               0               0.0904883       2.62797         3               
-2.09109        -1.71905        1.39695         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.363003       -4.71551        1.31962         
0               0               12.0401         -0.362882       -4.71467        
1.31903         0               0               0               0               
424002          659978          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
761             14.1789         53094.1         0.8634          49.4692         
8.22357         12.1784         5.04705         5.07887         0.0327438       
4.62602         3.09088         0.119138        0.0142607       0.0401709       
-70.2916        34.8054         37999.9         4447.58         4741.73         
48.4299         3.25105         6.40925e+06     0.00712052      0.47552         
2               59668.4         5237.41         2024.24         0               
0               0               0.0903969       2.62517         3               
-2.05013        -1.6753         1.37798         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.367368       -4.74618        1.34108         
0               0               12.1675         -0.367245       -4.74531        
1.34046         0               0               0               0               
424002          656858          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
762             14.2274         51628.1         0.864511        49.5328         
8.26953         12.3031         5.09335         5.12375         0.0331215       
4.66754         3.07301         0.116203        0.0158664       0.0401087       
-70.2555        34.8318         38252.9         4469.18         4763.4          
48.4735         3.2553          6.40949e+06     0.00705875      0.476553        
2               59525.9         5094.87         1961.59         0               
0               0               0.0902974       2.62242         3               
-2.0094         -1.63182        1.35891         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.371846       -4.7778         1.36336         
0               0               12.292          -0.371719       -4.77691        
1.36272         0               0               0               0               
424002          653760          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
763             14.2736         50179.1         0.865629        49.5969         
8.3172          12.4249         5.14142         5.17044         0.0335084       
4.711           3.05574         0.113285        0.0175169       0.0400438       
-70.219         34.8584         38507.5         4490.1          4784.39         
48.5173         3.2595          6.40973e+06     0.00699628      0.477557        
2               59387.5         4956.49         1900.34         0               
0               0               0.0901897       2.61971         3               
-1.96897        -1.58867        1.33975         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.376439       -4.81035        1.3865          
0               0               12.4138         -0.376308       -4.80943        
1.38584         0               0               0               0               
424002          650682          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
764             14.3174         48748.8         0.866756        49.6615         
8.3666          12.5439         5.19129         5.21898         0.0339044       
4.75644         3.03906         0.110387        0.0192139       0.0399764       
-70.1824        34.885          38763.5         4510.35         4804.71         
48.5612         3.26364         6.40998e+06     0.00693331      0.478532        
2               59253.2         4822.19         1840.49         0               
0               0               0.0900739       2.61704         3               
-1.92888        -1.54592        1.32054         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.381149       -4.8438         1.41054         
0               0               12.5327         -0.381016       -4.84285        
1.40985         0               0               0               0               
424002          647624          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
765             14.359          47338.9         0.86789         49.7265         
8.41779         12.6602         5.243           5.26941         0.0343097       
4.80391         3.02294         0.107515        0.0209591       0.039907        
-70.1456        34.9118         39021           4529.96         4824.38         
48.6052         3.26772         6.41023e+06     0.00687002      0.479478        
2               59122.9         4691.92         1782.07         0               
0               0               0.0899498       2.61442         3               
-1.88921        -1.50363        1.30129         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.38598        -4.87813        1.43551         
0               0               12.6488         -0.385843       -4.87716        
1.4348          0               0               0               0               
424002          644585          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
766             14.3983         45950.8         0.869034        49.792          
8.4708          12.7737         5.29661         5.32179         0.0347244       
4.85343         3.00736         0.104669        0.022754        0.0398356       
-70.1086        34.9386         39280           4548.92         4843.42         
48.6494         3.27173         6.41048e+06     0.00680658      0.480394        
2               58996.6         4565.58         1725.09         0               
0               0               0.0898174       2.61186         3               
-1.84999        -1.46185        1.28203         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.390935       -4.91331        1.46147         
0               0               12.7622         -0.390794       -4.91231        
1.46073         0               0               0               0               
424002          641565          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
767             14.4355         44585.6         0.870185        49.8579         
8.52567         12.8845         5.35216         5.37615         0.0351486       
4.90506         2.9923          0.101855        0.0246004       0.0397626       
-70.0715        34.9655         39540.3         4567.26         4861.83         
48.6936         3.27568         6.41073e+06     0.00674314      0.48128         
2               58874.1         4443.1          1669.55         0               
0               0               0.0896765       2.60935         3               
-1.81126        -1.42061        1.26277         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.396015       -4.9493         1.48845         
0               0               12.8729         -0.395871       -4.94828        
1.48768         0               0               0               0               
424002          638563          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
768             14.4706         43244.5         0.871346        49.9244         
8.58247         12.9926         5.4097          5.43255         0.0355825       
4.95885         2.97773         0.0990729       0.0264997       0.0396882       
-70.0341        34.9925         39801.9         4584.99         4879.64         
48.738          3.27956         6.41098e+06     0.00667987      0.482137        
2               58755.4         4324.39         1615.45         0               
0               0               0.0895273       2.6069          3               
-1.77308        -1.37998        1.24353         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.401224       -4.98607        1.51649         
0               0               12.9809         -0.401077       -4.98503        
1.51569         0               0               0               0               
424002          635579          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
769             14.5036         41928.4         0.872515        49.9914         
8.64122         13.0981         5.46929         5.49104         0.036026        
5.01484         2.96365         0.096326        0.0284537       0.0396126       
-69.9966        35.0196         40064.9         4602.13         4896.85         
48.7824         3.28338         6.41124e+06     0.0066169       0.482966        
2               58640.4         4209.39         1562.79         0               
0               0               0.0893695       2.6045          3               
-1.73547        -1.33997        1.22432         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.406565       -5.02359        1.54565         
0               0               13.0863         -0.406414       -5.02253        
1.54482         0               0               0               0               
424002          632611          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
770             14.5346         40638.2         0.873694        50.059          
8.70199         13.2009         5.53098         5.55168         0.0364792       
5.07308         2.95003         0.0936158       0.0304638       0.039536        
-69.9588        35.0468         40329.1         4618.69         4913.48         
48.827          3.28712         6.41149e+06     0.00655438      0.483767        
2               58529           4097.99         1511.56         0               
0               0               0.0892031       2.60216         3               
-1.69848        -1.30064        1.20518         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.412041       -5.0618         1.57599         
0               0               13.1891         -0.411885       -5.06072        
1.57512         0               0               0               0               
424002          629660          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
771             14.5637         39374.6         0.874883        50.1271         
8.76483         13.3013         5.59482         5.61451         0.0369421       
5.13363         2.93686         0.090944        0.0325316       0.0394584       
-69.9209        35.074          40594.6         4634.68         4929.54         
48.8717         3.2908          6.41175e+06     0.00649243      0.484542        
2               58421.1         3990.12         1461.76         0               
0               0               0.089028        2.59988         3               
-1.66212        -1.26199        1.1861          0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.417653       -5.10065        1.60754         
0               0               13.2893         -0.417494       -5.09956        
1.60664         0               0               0               0               
424002          626725          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
772             14.5909         38138           0.876082        50.1958         
8.82978         13.3991         5.66088         5.67959         0.0374148       
5.19653         2.92412         0.0883117       0.0346586       0.0393801       
-69.8829        35.1013         40861.3         4650.11         4945.05         
48.9164         3.2944          6.412e+06       0.00643118      0.485291        
2               58316.7         3885.68         1413.36         0               
0               0               0.0888442       2.59765         3               
-1.62642        -1.22408        1.16711         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.423405       -5.14011        1.64038         
0               0               13.387          -0.423242       -5.13899        
1.63944         0               0               0               0               
424002          623805          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
773             14.6163         36929.1         0.877291        50.2651         
8.8969          13.4944         5.72921         5.74698         0.0378973       
5.26184         2.91179         0.0857199       0.0368463       0.0393012       
-69.8447        35.1286         41129.1         4665.01         4960.03         
48.9613         3.29794         6.41226e+06     0.00637075      0.486017        
2               58215.6         3784.6          1366.37         0               
0               0               0.0886515       2.59549         3               
-1.59141        -1.1869         1.14822         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.4293         -5.18009        1.67455         
0               0               13.4823         -0.429133       -5.17896        
1.67358         0               0               0               0               
424002          620900          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
774             14.6399         35748.1         0.878511        50.335          
8.96625         13.5873         5.79986         5.81674         0.0383895       
5.32962         2.89986         0.0831693       0.0390961       0.0392218       
-69.8063        35.156          41398           4679.39         4974.48         
49.0062         3.3014          6.41252e+06     0.00631125      0.48672         
2               58117.8         3686.79         1320.76         0               
0               0               0.08845         2.59338         3               
-1.55711        -1.15049        1.12944         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.43534        -5.22054        1.71013         
0               0               13.5752         -0.435169       -5.2194         
1.70912         0               0               0               0               
424002          618009          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
775             14.6618         34595.3         0.879741        50.4055         
9.03788         13.6779         5.87291         5.88893         0.0388914       
5.39992         2.8883          0.0806604       0.0414094       0.0391418       
-69.7678        35.1835         41668.1         4693.25         4988.42         
49.0513         3.30479         6.41278e+06     0.00625278      0.487403        
2               58023.2         3592.16         1276.51         0               
0               0               0.0882395       2.59133         3               
-1.52352        -1.11486        1.11079         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.441529       -5.26139        1.74719         
0               0               13.6656         -0.441353       -5.26024        
1.74613         0               0               0               0               
424002          615132          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
776             14.682          33470.8         0.880983        50.4766         
9.11185         13.7661         5.94842         5.96361         0.0394029       
5.4728          2.87712         0.0781935       0.0437876       0.0390615       
-69.7291        35.211          41939.2         4706.62         5001.87         
49.0964         3.30811         6.41304e+06     0.00619543      0.488068        
2               57931.6         3500.62         1233.6          0               
0               0               0.0880199       2.58934         3               
-1.49067        -1.08001        1.09226         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.447868       -5.30255        1.7858          
0               0               13.7538         -0.447689       -5.3014         
1.78469         0               0               0               0               
424002          612269          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
777             14.7006         32374.9         0.882231        50.5481         
9.18694         13.852          6.02514         6.03957         0.0399247       
5.54705         2.86629         0.075963        0.0412438       0.0389791       
-69.6903        35.2386         42211.3         4719.51         5014.84         
49.1416         3.31129         6.41331e+06     0.00612229      0.485692        
2               57843.1         3412.09         1191.98         0               
0               0               0.0877048       2.59019         3               
-1.45578        -1.04597        1.07388         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.453029       -5.38648        1.82223         
0               0               13.8398         -0.452896       -5.37433        
1.82128         0               0               0               0               
424002          609418          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
778             14.7178         31308           0.883497        50.6207         
9.26579         13.9363         6.10641         6.12013         0.0404847       
5.62592         2.85581         0.0739697       0.0555441       0.0389391       
-69.6513        35.2662         42484.4         4731.97         5027.38         
49.1867         3.31379         6.41357e+06     0.006041        0.480739        
2               57757.5         3326.49         1151.72         0               
0               0               0.0872823       2.59347         3               
-1.41928        -1.01275        1.05563         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.458187       -5.55238        1.85893         
0               0               13.9241         -0.458052       -5.5503         
1.85786         0               0               0               0               
424002          606579          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
779             14.7336         30270.3         0.884827        50.6969         
9.3587          14.0189         6.20264         6.21566         0.0410293       
5.71983         2.8456          0.0716341       0.0675763       0.0388923       
-69.6122        35.2939         42758.4         4744.01         5039.5          
49.2318         3.31584         6.41383e+06     0.00596408      0.478376        
2               57674.7         3243.72         1113.03         0               
0               0               0.0867805       2.59431         3               
-1.38606        -0.980367       1.03745         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.462667       -5.6384         1.89777         
0               0               14.0068         -0.462547       -5.63564        
1.89666         0               0               0               0               
424002          603753          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
780             14.7481         29261.7         0.886201        50.7756         
9.46101         14.0998         6.30879         6.32113         0.0415785       
5.82376         2.83568         0.0694579       0.0751463       0.0388436       
-69.573         35.3216         43033.2         4755.66         5051.23         
49.2769         3.31765         6.4141e+06      0.00588871      0.477136        
2               57594.7         3163.66         1075.75         0               
0               0               0.0862285       2.59414         3               
-1.35468        -0.948821       1.0194          0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.466938       -5.74659        1.93855         
0               0               14.0877         -0.466818       -5.74335        
1.93738         0               0               0               0               
424002          600938          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
781             14.7613         28281.9         0.887605        50.856          
9.56936         14.179          6.42131         6.43299         0.0421422       
5.93415         2.82604         0.0673773       0.0801853       0.038803        
-69.5336        35.3494         43308.8         4766.93         5062.58         
49.3221         3.31934         6.41436e+06     0.00581653      0.476545        
2               57517.2         3086.25         1039.75         0               
0               0               0.0856466       2.5934          3               
-1.32472        -0.918111       1.00151         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.471223       -5.86768        1.98154         
0               0               14.1669         -0.471103       -5.86417        
1.98031         0               0               0               0               
424002          598135          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
782             14.7734         27330.5         0.88903         50.9376         
9.68189         14.2564         6.53818         6.54924         0.0427189       
6.049           2.81667         0.0653558       0.0837975       0.0387678       
-69.4941        35.3771         43585.3         4777.82         5073.55         
49.3674         3.32098         6.41463e+06     0.00574674      0.476338        
2               57442.4         3011.38         1004.95         0               
0               0               0.0850463       2.59232         3               
-1.29591        -0.88823        0.98382         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.475536       -5.99605        2.02648         
0               0               14.2445         -0.475415       -5.99239        
2.02519         0               0               0               0               
424002          595342          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
783             14.7842         26407.1         0.890472        51.0203         
9.79753         14.3321         6.65829         6.66875         0.0433057       
6.16718         2.80757         0.0633772       0.0866165       0.038734        
-69.4545        35.405          43862.4         4788.35         5084.16         
49.4127         3.3226          6.4149e+06      0.00567839      0.476364        
2               57370           2938.99         971.304         0               
0               0               0.0844341       2.59107         3               
-1.2681         -0.859171       0.966332        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.479852       -6.1284         2.07311         
0               0               14.3203         -0.479731       -6.12466        
2.07178         0               0               0               0               
424002          592560          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
784             14.7939         25511.3         0.891928        51.1037         
9.91569         14.4062         6.78101         6.7909          0.0439008       
6.28807         2.79871         0.061433        0.0890053       0.0386991       
-69.4147        35.4328         44140.3         4798.52         5094.41         
49.4581         3.32421         6.41517e+06     0.00561088      0.476539        
2               57300           2868.99         938.756         0               
0               0               0.0838137       2.5897          3               
-1.24122        -0.830923       0.949057        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.48415        -6.26277        2.12128         
0               0               14.3944         -0.48403        -6.25899        
2.11991         0               0               0               0               
424002          589789          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
785             14.8024         24642.5         0.893398        51.1879         
10.0361         14.4786         6.90602         6.91537         0.0445031       
6.41135         2.79009         0.0595187       0.0911706       0.0386615       
-69.3748        35.4607         44418.9         4808.34         5104.32         
49.5036         3.32582         6.41544e+06     0.00554387      0.476816        
2               57232.3         2801.31         907.275         0               
0               0               0.0831871       2.58828         3               
-1.2152         -0.803476       0.932001        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.488416       -6.39799        2.17092         
0               0               14.4669         -0.488297       -6.3942         
2.16951         0               0               0               0               
424002          587027          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
786             14.8099         23800.2         0.89488         51.2728         
10.1585         14.5493         7.03315         7.04198         0.0451118       
6.53685         2.78171         0.0576313       0.0932297       0.0386204       
-69.3348        35.4886         44698.3         4817.82         5113.88         
49.5492         3.32743         6.41571e+06     0.00547722      0.477168        
2               57166.9         2735.88         876.828         0               
0               0               0.0825554       2.58682         3               
-1.19           -0.776818       0.915168        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.492637       -6.53332        2.22201         
0               0               14.5377         -0.492519       -6.52954        
2.22056         0               0               0               0               
424002          584275          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
787             14.8163         22983.8         0.896374        51.3585         
10.2829         14.6185         7.16233         7.17067         0.0457265       
6.66448         2.77356         0.0557695       0.0952483       0.0385753       
