tof posE posN posU tgtE tgtN tgtU normComm normAch sideComm sideAch
0.4200000000000002 22.504210104653065 18.863820508056758 50.01174334332046 2979.0 2979.0 2979.0 -16.313330376148233 -0.3810257979437786 3.7948583862964282 0.08583324362551305
0.4300000000000002 23.57008071260772 19.755846091197412 51.87307567922748 2978.5 2978.5 2978.5 -17.057667218902587 -0.4247645287074355 3.9760877992091395 0.0958497965490933
0.4400000000000002 24.663947086387765 20.671158492119503 53.78123865378992 2978.0 2978.0 2978.0 -17.818404867054703 -0.47265802370907456 4.161934375682533 0.1068425252117159
0.45000000000000023 25.785849221123023 21.609779687982613 55.73618433217609 2977.5 2977.5 2977.5 -18.59554125848095 -0.5266066403226366 4.352442215232108 0.11924760440509323
0.46000000000000024 26.935823565647418 22.571728340845556 57.737854866207776 2977.0 2977.0 2977.0 -19.388932239533936 -0.5856213055627448 4.5476225103969385 0.1328490083074477
0.47000000000000025 28.113907399874495 23.557023398247797 59.786190016764024 2976.5 2976.5 2976.5 -20.198549539694124 -0.6500579140483872 4.747516808129664 0.14773501808766626
0.48000000000000026 29.320138866140454 24.565684120474327 61.88112706774844 2976.0 2976.0 2976.0 -21.024359770631595 -0.7202842106325598 4.9521674967731215 0.16399746616970207
0.49000000000000027 30.554556996840223 25.59773010648822 64.02260074259048 2975.5 2975.5 2975.5 -21.866324212041555 -0.7966794110333956 5.161617757415896 0.18173172228507148
0.5000000000000002 31.817201738575264 26.65318131864039 66.21054312312963 2975.0 2975.0 2975.0 -22.72439858047372 -0.8796336371813679 5.375911516366188 0.20103664167714855
0.5100000000000002 33.108113972899154 27.732058106196455 68.44488357084526 2974.5 2974.5 2974.5 -23.598532798660678 -0.969547281133683 5.595093394582246 0.22201450102399764
0.5200000000000002 34.42733553372399 28.83438122770582 70.72554865041819 2974.0 2974.0 2974.0 -24.488670767230662 -1.0668303046342504 5.81920865382291 0.2447709235678688
0.5300000000000002 35.774909221436594 29.960171872227768 73.05246205562473 2973.5 2973.5 2973.5 -25.394750139732967 -1.1719014747551362 6.048303139538554 0.26941479340172136
0.5400000000000003 37.15087881376208 31.109451679420896 75.42554453757806 2973.0 2973.0 2973.0 -26.316702101895178 -1.2851875360530094 6.2824232205444375 0.29605815881044995
0.5500000000000003 38.555289073402754 32.282242758494654 77.84471383534294 2972.5 2972.5 2972.5 -27.254451156074893 -1.4071223200750955 6.521615725526168 0.32481612459888765
0.5600000000000003 39.98818575247295 33.47856770601549 80.30988460896023 2972.0 2972.0 2972.0 -28.207914911910258 -1.5409173956344582 6.7659278764351996 0.35644786551998525
0.5700000000000003 41.44960267046729 34.698439059379034 82.82094665996418 2971.5 2971.5 2971.5 -29.176556944733388 -1.6872079281661907 7.0152913380095585 0.39112240559665246
0.5800000000000003 42.939562426556144 35.9418599385381 85.37776623635072 2971.0 2971.0 2971.0 -30.159831735622134 -1.8443643352969228 7.269635347696289 0.42848489540905405
0.5900000000000003 44.45808671318012 37.208832516260365 87.980203397175 2970.5 2970.5 2970.5 -31.15752824879364 -2.0129052702410437 7.528976728535053 0.46867840531173727
0.6000000000000003 46.005196258476154 38.49935800021897 90.62811191128219 2970.0 2970.0 2970.0 -32.16942264479131 -2.193350604474079 7.7933303811749 0.5118484270900293
0.6100000000000003 47.58091076595727 39.813436614760974 93.32133916282083 2969.5 2969.5 2969.5 -33.19527819386103 -2.386220038748185 8.062709126374804 0.558142667862207
0.6200000000000003 49.1852488517262 41.1510675824715 96.05972606357055 2969.0 2969.0 2969.0 -34.234845174548234 -2.592031285310954 8.337123556963874 0.6077107430868023
0.6300000000000003 50.818227979317115 42.51224910555063 98.84310697228003 2968.5 2968.5 2968.5 -35.28786080028438 -2.8112981604002734 8.616581889416207 0.6607038454536206
0.6400000000000003 52.47986439225612 43.89697834701424 101.67130962121537 2968.0 2968.0 2968.0 -36.35404917780061 -3.0445286144478625 8.901089814935975 0.7172743946718552
0.6500000000000004 54.17017304443788 45.305251411729664 104.54415505011247 2967.5 2967.5 2967.5 -37.433121298928604 -3.2922227105413318 9.19065035051043 0.7775756692733156
0.6600000000000004 55.88916752842403 46.73706332729794 107.46145754771852 2967.0 2967.0 2967.0 -38.52477506710704 -3.554870561487833 9.48526369044295 0.84176142145126
0.6700000000000004 57.63686000177766 48.192408024795405 110.42302460109816 2966.5 2966.5 2966.5 -39.628695359770305 -4.182725163078186 9.784927058901033 0.9930259758005753
0.6800000000000004 59.42017258357759 49.67692383691448 113.43957842728503 2966.0 2966.0 2966.0 -41.005684680745325 -4.492036984654408 10.162356536620216 1.069325755227055
0.6900000000000004 61.239175115471205 51.1906457340853 116.51095775926676 2965.5 2965.5 2965.5 -42.402509437503234 -4.801119435206041 10.548376451453464 1.1460222260348045
0.7000000000000004 63.09393858887969 52.73361087379576 119.6370107305646 2965.0 2965.0 2965.0 -43.82004558008873 -5.1208252360857625 10.942901094269157 1.2256795480583285
0.7100000000000004 64.98453395611482 54.305856856815375 122.81758457698152 2964.5 2964.5 2964.5 -45.258224988693165 -5.451720784335242 11.345987273028623 1.3084822132409675
0.7200000000000004 66.91103233955869 55.907421847763224 126.05252548525849 2964.0 2964.0 2964.0 -46.716967366879416 -5.794326973823639 11.757695086618439 1.3946108186617447
0.7300000000000004 68.87350520860247 57.538344679110544 129.34167846890554 2963.5 2963.5 2963.5 -48.19618340891386 -6.149148229841061 12.178087393611214 1.4842453212360465
0.7400000000000004 70.87202453710165 59.19866494672631 132.6848872591293 2963.0 2963.0 2963.0 -49.6957746449115 -6.51666664870846 12.607229780777683 1.577563498256037
0.7500000000000004 72.90666294165021 60.888423096873176 136.08199421097711 2962.5 2962.5 2962.5 -51.215633680012466 -6.897340107076984 13.045190425170798 1.674740478385959
0.7600000000000005 74.97749380224978 62.60766050523384 139.53284022361984 2962.0 2962.0 2962.0 -52.75564447693427 -7.291600815814618 13.492039953952158 1.7759483752085439
0.7700000000000005 77.08459136689531 64.35641954854178 143.03726467370436 2961.5 2961.5 2961.5 -54.31568265394194 -7.699854029858521 13.947851309903747 1.881355948767082
0.7800000000000005 79.22803084145816 66.13474366933703 146.59510536079983 2961.0 2961.0 2961.0 -55.89561579661878 -8.122476893875847 14.412699623193067 1.9911282895464655
0.7900000000000005 81.40788846611896 67.94267743431826 150.20619846404972 2960.5 2960.5 2960.5 -57.49530378340704 -8.559817420766171 14.88666208947949 2.10542652371008
0.8000000000000005 83.62424157948746 69.78026658671939 153.8703785092186 2960.0 2960.0 2960.0 -59.11459912492001 -9.012193601582098 15.369817854397194 2.224407538839819
0.8100000000000005 85.87716867144599 71.64755809310137 157.58747834539216 2959.5 2959.5 2959.5 -60.753347316956614 -9.479892645851933 15.862247904424269 2.3482237295859885
0.8200000000000005 88.1667494256629 73.5446001849171 161.35732913064928 2959.0 2959.0 2959.0 -62.41138720705698 -9.98326282470578 16.364034964130024 2.4820181118009357
0.8300000000000005 90.49306610620312 75.47144415338012 165.17975976249625 2958.5 2958.5 2958.5 -64.088496502504 -10.516214294718935 16.875243814081287 2.6244144210190457
0.8400000000000005 92.85620309299108 77.42814379329246 169.05459692145533 2958.0 2958.0 2958.0 -65.78445557707005 -11.068605472836182 17.395944724054544 2.7730031011131206
0.8500000000000005 95.25624618193342 79.41475452090708 172.98166532318217 2957.5 2957.5 2957.5 -67.4990631199957 -11.640750466675206 17.92621853873531 2.9279683246218684
0.8600000000000005 97.69328259080696 81.4313334055692 176.96078771926113 2957.0 2957.0 2957.0 -69.23211078609424 -12.232929016163133 18.46614678519971 3.0894895137554577
0.8700000000000006 100.16740095764644 83.4779391972875 180.99178490458146 2956.5 2956.5 2956.5 -70.98338381826666 -12.845388914102355 19.015811481144098 3.2577418614198903
0.8800000000000006 102.6786913329615 85.55463235089238 185.07447573016685 2956.0 2956.0 2956.0 -72.75266142768395 -13.478345790239366 19.57529501942314 3.43289614943767
0.8900000000000006 105.22724516634875 87.6614750470075 189.2086771210635 2955.5 2955.5 2955.5 -74.53971716806454 -14.131982825475205 20.144680062539443 3.615118531413723
0.9000000000000006 107.81315528798335 89.79853121002213 193.3942040989599 2955.0 2955.0 2955.0 -76.344319319781 -14.806450578173049 20.724049442545724 3.804570326914193
0.9100000000000006 110.43651588544324 91.9658665232423 197.63086980923163 2954.5 2954.5 2954.5 -78.16623128379388 -15.501866933275835 21.31348606611505 4.0014078300769915
0.9200000000000006 113.09742247629337 94.16354844139158 201.91848555211806 2954.0 2954.0 2954.0 -80.00521198437475 -17.061669667153716 21.913072824781946 4.42448280409744
0.9300000000000006 115.78909192077775 96.38622066958648 206.2469277106083 2953.5 2953.5 2953.5 -81.52809182075084 -17.768060032105428 22.409269911975333 4.629767774007247
0.9400000000000006 118.51160426827668 98.63394732660949 210.61603338591306 2953.0 2953.0 2953.0 -83.0624561740396 -18.51152427279466 22.911891000201884 4.847505835137013
0.9500000000000006 121.26504377861013 100.90679623853372 215.0256347020208 2952.5 2952.5 2952.5 -84.60683233024432 -19.276758436515102 23.421321115861957 5.073764675795781
0.9600000000000006 124.04949629780266 103.20483718898372 219.4755615904987 2952.0 2952.0 2952.0 -86.16089233246389 -20.06289273193287 23.93762506493361 5.3084034034670164
0.9700000000000006 126.86504906747315 105.52814182429042 223.96564197384922 2951.5 2951.5 2951.5 -87.72432439050492 -20.869164855500046 24.460863355691956 5.551295601145954
0.9800000000000006 129.71179056109972 107.87678357477738 228.49570192316975 2951.0 2951.0 2951.0 -89.29682502778456 -21.694819399129855 24.99109337149985 5.802317207630697
0.9900000000000007 132.58981033049292 110.25083757980262 233.06556580849784 2950.5 2950.5 2950.5 -90.87809924626977 -22.539111499077467 25.528369427266036 6.061347745591836
1.0000000000000007 135.49919886233576 112.65038061669887 237.67505644173488 2950.0 2950.0 2950.0 -92.46786044473586 -23.40130737680428 26.07274293279521 6.32827015403614
1.0100000000000007 138.4400474441713 115.07549103344691 242.3239952125503 2949.5 2949.5 2949.5 -94.06583032036554 -24.28068465045893 26.624262554328663 6.60297054544928
1.0200000000000007 141.4124480392326 117.5262486849041 247.01220221767133 2949.0 2949.0 2949.0 -95.67173877334976 -25.176532683614777 27.18297436717422 6.88533798375385
1.0300000000000007 144.41649316956227 120.00273487242477 251.73949638392335 2948.5 2948.5 2948.5 -97.2853238137615 -26.074947916201673 27.748921999844736 7.171632377994973
1.0400000000000007 147.45226907928753 122.50502652816502 256.5056880577173 2948.0 2948.0 2948.0 -98.90609068478464 -26.952596241574593 28.32205618845938 7.455421176816277
1.0500000000000007 150.51984457547357 125.03318667327717 261.31056706343327 2947.5 2947.5 2947.5 -100.5331623311608 -27.840990393444528 28.90217308039404 7.745384577581418
1.0600000000000007 153.61928770934043 127.58727869857668 266.15392184385513 2947.0 2947.0 2947.0 -102.1662742895581 -28.7394164945236 29.489288356202007 8.041388248225108
1.0700000000000007 156.75066568124572 130.16736630547348 271.035539563982 2946.5 2946.5 2946.5 -103.80517074438752 -29.647190555003625 30.08341506010227 8.343304243369838
1.0800000000000007 159.91404475364655 132.77351345108892 275.95520620803273 2946.0 2946.0 2946.0 -105.44960354139089 -30.563646600635433 30.684563993991333 8.651007190100328
1.0900000000000007 163.109490169999 135.4057842962124 280.9127066717974 2945.5 2945.5 2945.5 -107.09933204961325 -31.48813623327079 31.292743832131507 8.964373968701107
1.1000000000000008 166.3370660792005 138.0642431559271 285.9078248506321 2945.0 2945.0 2945.0 -108.75412307415871 -32.4200289513057 31.907961213772044 9.283283637647452
1.1100000000000008 169.59683546530815 140.74895445281723 290.94034372325615 2944.5 2944.5 2944.5 -110.4137507643724 -33.358712481233155 32.53022083133345 9.607617381369643
1.1200000000000008 172.88886008228712 143.45998267267663 296.0100454314951 2944.0 2944.0 2944.0 -112.07799651423201 -34.30359307321621 33.159525515414096 9.93725846689706
1.1300000000000008 176.21320039355768 146.19739232264098 301.11671135610527 2943.5 2943.5 2943.5 -113.74664885488703 -35.25409575565968 33.79587631690175 10.27209220763974
1.1400000000000008 179.56991551612083 148.96124789166691 306.26012218880976 2943.0 2943.0 2943.0 -115.41950333954867 -36.2096645467249 34.439272586394466 10.61200593332026
1.1500000000000008 182.95906316905368 151.75161381328348 311.44005800066964 2942.5 2942.5 2942.5 -117.09636242102538 -37.16976262147686 35.08971205110695 10.95688896519085
1.1600000000000008 186.38069962617493 154.568554430542 316.65629830691165 2942.0 2942.0 2942.0 -118.7770353222646 -38.13387243386929 35.74719088942244 11.306632595737572
1.1700000000000008 189.83487967268974 157.41213396309152 321.90862212832826 2941.5 2941.5 2941.5 -120.46133790031719 -39.10149579327896 36.41170380322601 11.661130072147248
1.1800000000000008 193.32165656563114 160.28241647630765 327.1968080493642 2941.0 2941.0 2941.0 -122.1490925041916 -40.072153895734175 37.083244088144454 12.020276582876427
1.1900000000000008 196.84108199792217 163.17946585240395 332.5206342730005 2940.5 2940.5 2940.5 -123.84012782709277 -41.04538731038581 37.7618037018004 12.38396924672595
1.2000000000000008 200.39320606588964 166.10334576345488 337.87987867254486 2940.0 2940.0 2940.0 -125.53427875357839 -42.02075592209036 38.447373330176745 12.75210710387429
1.2100000000000009 203.97807724006645 169.05411964626052 343.27431884043574 2939.5 2939.5 2939.5 -127.2313862021764 -42.997838831338804 39.139942452176605 13.124591108394638
1.2200000000000009 207.59574233912517 172.03185067898391 348.70373213416514 2939.0 2939.0 2939.0 -128.93129696402593 -43.97623421296832 39.83949940245478 13.501324121812793
1.2300000000000009 211.24624650679078 175.03660175949253 354.16789571942473 2938.5 2938.5 2938.5 -130.63386353810537 -44.9555591353674 40.546031432586524 13.882210907324552
1.2400000000000009 214.92963319158554 178.06843548533575 359.6665866105769 2938.0 2938.0 2938.0 -132.3389439636171 -45.93544934206707 41.25952477063465 14.26715812433308
1.2500000000000009 218.64594412926363 181.12741413529156 365.19958170855335 2937.5 2937.5 2937.5 -134.04640165008666 -46.91555899776538 41.97996467916715 14.656074323007235
1.260000000000001 222.3952193277983 184.21359965241618 370.76665783627953 2937.0 2937.0 2937.0 -135.75610520573298 -53.503600029731935 42.707335511775 16.81092592619964
1.270000000000001 226.16561088955189 187.31821516942782 376.3524675470959 2936.5 2936.5 2936.5 -136.81446649154623 -54.80489968800705 43.14278409692269 17.323292471026154
1.280000000000001 229.95714818816194 190.44134428390325 381.9568157119871 2936.0 2936.0 2936.0 -137.8677918931751 -56.14532137616779 43.577676139156765 17.857734615340945
1.290000000000001 233.7698611658605 193.58307373683215 387.5795032049607 2935.5 2935.5 2935.5 -138.91431280340694 -57.47157817353194 44.0125820130418 18.39389216607045
1.300000000000001 237.60377792728468 196.74348956050065 393.220332024844 2935.0 2935.0 2935.0 -139.9539355101729 -58.781021062196146 44.44747879442625 18.930488897480075
1.310000000000001 241.45892464675174 199.92267687986038 398.8791055458063 2934.5 2934.5 2934.5 -140.98661599489122 -60.07204405488378 44.88233949146441 19.466556801750322
1.320000000000001 245.33532552843909 203.1207197846497 404.55562866773954 2934.0 2934.0 2934.0 -142.0123321830398 -61.34329049242632 45.31713809551161 20.001212795754114
1.330000000000001 249.23300278037442 206.33770121792813 410.2497079432148 2933.5 2933.5 2933.5 -143.03108132408346 -62.59362517157508 45.751849630967506 20.533654485411873
1.340000000000001 253.15197660027985 209.57370287938406 415.96115168376133 2933.0 2933.0 2933.0 -144.04287787084306 -63.82211878402916 46.18645020212365 21.06315737899677
1.350000000000001 257.0922651720275 212.8288051425371 421.6897700470055 2932.5 2932.5 2932.5 -145.04775147351697 -65.02803290232194 46.62091702082237 21.5890718847747
1.360000000000001 261.05388467154785 216.10308698497013 427.4353751061372 2932.0 2932.0 2932.0 -146.04574508321937 -66.21080538398503 47.05522841362745 22.110820163268667
1.370000000000001 265.03684928110465 219.396625930736 433.19778090311974 2931.5 2931.5 2931.5 -147.03691316498617 -67.37003623604379 47.48936381098165 22.62789286415994
1.380000000000001 269.04117121092054 222.70949800409832 438.9768034870035 2931.0 2931.0 2931.0 -148.02132001957202 -68.50547397712873 47.923303720865206 23.139845774096116
1.390000000000001 273.06686072720606 226.0417776937824 444.772260938646 2930.5 2930.5 2930.5 -148.99903821274015 -69.61700252753504 48.35702968926911 23.646296401043937
1.400000000000001 277.11392618571364 229.3935379269331 450.5839733830822 2930.0 2930.0 2930.0 -149.97014711020105 -70.70462865103192 48.79052424959401 24.146920519850752
1.410000000000001 281.18237407000214 232.7648500519993 456.41176299072885 2929.5 2929.5 2929.5 -150.93473151588307 -71.76846996617532 49.223770862896345 24.641448702315458
1.420000000000001 285.27220903366157 236.1557838297901 462.2554539685461 2929.0 2929.0 2929.0 -151.8928804108168 -72.80874353928557 49.656753850720975 25.129662853428737
1.430000000000001 289.3834339458085 239.56640743197522 468.11487254221856 2928.5 2928.5 2928.5 -152.84468578957666 -73.825755066186 50.08945832209365 25.611392773650085
1.440000000000001 293.51604993922086 242.9967874463311 473.9898469303591 2928.0 2928.0 2928.0 -153.79024159095323 -74.8198886451581 50.52187009609094 26.086512765191458
1.450000000000001 297.67005646053525 246.4469888880639 479.880207311677 2927.5 2927.5 2927.5 -154.7296427193038 -75.79159713949232 50.95397562126108 26.554938298382226
1.460000000000001 301.8454513219853 249.91707521657233 485.78578578599615 2927.0 2927.0 2927.0 -155.66298415286363 -76.74139312439506 51.385761893035124 27.0166227523137
1.470000000000001 306.0422307542072 253.40710835704397 491.7064163299491 2926.5 2926.5 2926.5 -156.5903601351783 -77.66984040981238 51.81721637014785 27.4715542421242
1.480000000000001 310.2603894596871 256.91714872631206 497.64193474811884 2926.0 2926.0 2926.0 -157.51186344573009 -78.57754612797328 52.248326890968045 27.919752543530176
1.490000000000001 314.4999206664696 260.44725526243036 503.5921786203453 2925.5 2925.5 2925.5 -158.4275847457928 -79.46515337218356 52.679081590541685 28.361266123571877
1.500000000000001 318.7608161817886 263.9974854574569 509.5569872458606 2925.0 2925.0 2925.0 -159.3376119955305 -80.33333437133918 53.109468819043975 28.796169284948565
1.5100000000000011 323.043066445319 267.5678953929685 515.5362015848682 2924.5 2924.5 2924.5 -160.24202993836954 -81.1827841831166 53.53947706225526 29.22455942990294
1.5200000000000011 327.34666058178834 271.1585397778599 521.5296641981304 2924.0 2924.0 2924.0 -161.14091964871614 -82.01421488740516 53.96909486458706 29.6465544482376
1.5300000000000011 331.6715864527161 274.7694719880106 527.5372191850851 2923.5 2923.5 2923.5 -162.0343581391464 -82.82835026060089 54.398310755110515 30.06229023283603
1.5400000000000011 336.01783070708484 278.4007441074345 533.5587121209649 2923.0 2923.0 2923.0 -162.92241802327172 -83.62592091060534 54.82711317696669 30.471918324925184
1.5500000000000012 340.38537883077254 282.0524069705547 539.5939899933529 2922.5 2922.5 2922.5 -163.80516723057858 -84.40765985180863 55.25549042047493 30.875603690279142
1.5600000000000012 344.77421519460466 285.724510205275 545.6429011385673 2922.0 2922.0 2922.0 -164.68266876963844 -85.17429849908314 55.683430560192726 31.273522626664334
1.5700000000000012 349.1843231009082 289.4171022765466 551.7052951782287 2921.5 2921.5 2921.5 -165.55498053619877 -85.92656305964086 56.11092139612431 31.66586080198857
1.5800000000000012 353.6156848284719 293.13023053015456 557.781022956331 2921.0 2921.0 2921.0 -166.42215516278935 -86.66517130159478 56.537950399230006 32.05281142186949
1.5900000000000012 358.06828167583814 296.86394123647426 563.8699364770988 2920.5 2920.5 2920.5 -167.28423990659792 -87.39082967825024 56.96450466133107 32.43457352470085
1.6000000000000012 362.5420940028702 300.6182796339707 569.9718888438856 2920.0 2920.0 2920.0 -168.14127657250427 -88.10423078741907 57.39057084947393 32.81135040172646
1.6100000000000012 367.0371012705551 304.3932899722381 576.0867341993363 2919.5 2919.5 2919.5 -168.99330146829385 -88.85954265628936 57.8161351647683 33.2033358247176
1.6200000000000012 371.5532867098229 308.1890218299765 582.2143271459831 2919.0 2919.0 2919.0 -169.84007934975162 -89.61915591709293 58.24108262185688 33.59658535702542
1.6300000000000012 376.0906340312018 312.0055256937557 588.3545230181848 2918.5 2918.5 2918.5 -170.68154756897678 -90.36895681219238 58.66536750792495 33.985803063932075
1.6400000000000012 380.64912618417645 315.84285127626634 594.5071779697633 2918.0 2918.0 2918.0 -171.51770848934157 -91.10937278030323 59.08897154691249 34.3711117809326
1.6500000000000012 385.2287453830726 319.70104754147036 600.6721489382271 2917.5 2917.5 2917.5 -172.34856081340655 -91.84081038599759 59.511876375020016 34.752632152812204
1.6600000000000013 389.8294731315015 323.5801627286414 606.8492936108917 2917.0 2917.0 2917.0 -173.17409999136808 -92.56367172827245 59.9340633554386 35.13048901905609
