TOF RNG ALT THETA RATE ALPHA ALPHADOT RATEDOT WDOT
3.3540 4203.6521 4623.7706 0.6766 0.6186 -0.0027 0.6376 3.9522 -5.1028
3.3550 4204.8751 4624.7820 0.6772 0.6221 -0.0021 0.6405 3.1582 -3.8940
3.3560 4206.0980 4625.7933 0.6779 0.6249 -0.0014 0.6425 2.3606 -2.6811
3.3570 4207.3206 4626.8043 0.6785 0.6269 -0.0008 0.6438 1.5606 -1.4656
3.3580 4208.5431 4627.8153 0.6791 0.6280 -0.0001 0.6443 0.7590 -0.2492
3.3590 4209.7655 4628.8260 0.6797 0.6284 0.0005 0.6440 -0.0432 0.9667
3.3600 4210.9876 4629.8366 0.6804 0.6279 0.0012 0.6428 -0.8449 2.1806
3.3610 4212.2096 4630.8470 0.6810 0.6267 0.0018 0.6409 -1.6451 3.3910
3.3620 4213.4314 4631.8572 0.6816 0.6246 0.0024 0.6382 -2.4429 4.5963
3.3630 4214.6531 4632.8673 0.6822 0.6218 0.0031 0.6347 -3.2373 5.7951
3.3640 4215.8746 4633.8772 0.6829 0.6182 0.0037 0.6304 -4.0272 6.9859
3.3650 4217.0959 4634.8870 0.6835 0.6137 0.0043 0.6253 -4.8117 8.1671
3.3660 4218.3170 4635.8966 0.6841 0.6085 0.0050 0.6194 -5.5898 9.3375
3.3670 4219.5380 4636.9060 0.6847 0.6026 0.0056 0.6128 -6.3606 10.4954
3.3680 4220.7588 4637.9153 0.6853 0.5958 0.0062 0.6054 -7.1231 11.6395
3.3690 4221.9794 4638.9244 0.6859 0.5883 0.0068 0.5972 -7.8764 12.7683
3.3700 4223.1998 4639.9333 0.6865 0.5801 0.0074 0.5883 -8.6195 13.8806
3.3710 4224.4201 4640.9421 0.6871 0.5711 0.0080 0.5787 -9.3515 14.9748
3.3720 4225.6402 4641.9507 0.6876 0.5614 0.0085 0.5684 -10.0715 16.0497
3.3730 4226.8601 4642.9592 0.6882 0.5509 0.0091 0.5574 -10.7786 17.1039
3.3740 4228.0798 4643.9675 0.6887 0.5398 0.0096 0.5457 -11.4720 18.1362
3.3750 4229.2994 4644.9757 0.6893 0.5280 0.0102 0.5333 -12.1509 19.1453
3.3760 4230.5188 4645.9837 0.6898 0.5155 0.0107 0.5202 -12.8143 20.1299
3.3770 4231.7380 4646.9915 0.6903 0.5024 0.0112 0.5065 -13.4614 21.0889
3.3780 4232.9570 4647.9992 0.6908 0.4886 0.0117 0.4922 -14.0916 22.0210
3.3790 4234.1758 4649.0067 0.6913 0.4742 0.0122 0.4773 -14.7039 22.9252
3.3800 4235.3945 4650.0141 0.6917 0.4592 0.0127 0.4618 -15.2977 23.8004
3.3810 4236.6130 4651.0213 0.6922 0.4436 0.0131 0.4457 -15.8722 24.6454
3.3820 4237.8313 4652.0284 0.6926 0.4274 0.0136 0.4291 -16.4268 25.4594
3.3830 4239.0494 4653.0353 0.6930 0.4107 0.0140 0.4119 -16.9607 26.2412
3.3840 4240.2674 4654.0421 0.6934 0.3935 0.0144 0.3943 -17.4733 26.9899
3.3850 4241.4852 4655.0487 0.6938 0.3758 0.0148 0.3761 -17.9641 27.7048
3.3860 4242.7028 4656.0551 0.6942 0.3576 0.0152 0.3575 -18.4323 28.3848
3.3870 4243.9202 4657.0614 0.6945 0.3389 0.0155 0.3385 -18.8775 29.0291
3.3880 4245.1374 4658.0676 0.6949 0.3198 0.0158 0.3190 -19.2990 29.6371
3.3890 4246.3544 4659.0736 0.6952 0.3003 0.0161 0.2992 -19.6965 30.2080
3.3900 4247.5713 4660.0795 0.6955 0.2804 0.0164 0.2790 -20.0694 30.7411
3.3910 4248.7880 4661.0852 0.6957 0.2602 0.0167 0.2585 -20.4173 31.2358
3.3920 4250.0045 4662.0908 0.6960 0.2396 0.0169 0.2376 -20.7397 31.6915
3.3930 4251.2208 4663.0962 0.6962 0.2187 0.0172 0.2165 -21.0363 32.1076
3.3940 4252.4369 4664.1014 0.6964 0.1975 0.0174 0.1951 -21.3067 32.4838
3.3950 4253.6528 4665.1066 0.6966 0.1761 0.0176 0.1734 -21.5507 32.8195
3.3960 4254.8686 4666.1115 0.6968 0.1544 0.0177 0.1516 -21.7679 33.1144
3.3970 4256.0842 4667.1164 0.6969 0.1326 0.0179 0.1295 -21.9581 33.3682
3.3980 4257.2996 4668.1210 0.6970 0.1105 0.0180 0.1074 -22.1210 33.5805
3.3990 4258.5148 4669.1256 0.6971 0.0883 0.0181 0.0851 -22.2566 33.7512
3.4000 4259.7298 4670.1300 0.6972 0.0660 0.0182 0.0627 -22.3645 33.8801
3.4010 4260.9447 4671.1342 0.6973 0.0436 0.0182 0.0402 -22.4448 33.9670
3.4020 4262.1593 4672.1383 0.6973 0.0211 0.0182 0.0177 -22.4974 34.0118
3.4030 4263.3738 4673.1422 0.6973 -0.0014 0.0182 -0.0049 -22.5221 34.0147
3.4040 4264.5881 4674.1460 0.6973 -0.0239 0.0182 -0.0274 -22.5191 33.9755
3.4050 4265.8022 4675.1497 0.6973 -0.0464 0.0182 -0.0499 -22.4882 33.8944
3.4060 4267.0161 4676.1532 0.6972 -0.0689 0.0181 -0.0723 -22.4296 33.7715
3.4070 4268.2299 4677.1565 0.6971 -0.0913 0.0180 -0.0946 -22.3434 33.6070
3.4080 4269.4434 4678.1597 0.6970 -0.1136 0.0179 -0.1168 -22.2297 33.4012
3.4090 4270.6568 4679.1628 0.6969 -0.1358 0.0178 -0.1388 -22.0886 33.1542
3.4100 4271.8700 4680.1657 0.6968 -0.1578 0.0177 -0.1607 -21.9204 32.8666
3.4110 4273.0830 4681.1685 0.6966 -0.1796 0.0175 -0.1823 -21.7252 32.5385
3.4120 4274.2959 4682.1711 0.6964 -0.2012 0.0173 -0.2037 -21.5033 32.1706
3.4130 4275.5085 4683.1736 0.6962 -0.2226 0.0171 -0.2249 -21.2551 31.7633
3.4140 4276.7210 4684.1759 0.6960 -0.2437 0.0168 -0.2458 -20.9808 31.3170
3.4150 4277.9333 4685.1781 0.6957 -0.2646 0.0166 -0.2664 -20.6808 30.8325
3.4160 4279.1454 4686.1801 0.6954 -0.2851 0.0163 -0.2866 -20.3555 30.3103
3.4170 4280.3573 4687.1820 0.6951 -0.3053 0.0160 -0.3065 -20.0053 29.7511
3.4180 4281.5690 4688.1838 0.6948 -0.3251 0.0157 -0.3260 -19.6307 29.1556
3.4190 4282.7806 4689.1853 0.6945 -0.3445 0.0154 -0.3451 -19.2321 28.5246
3.4200 4283.9920 4690.1868 0.6941 -0.3636 0.0150 -0.3637 -18.8100 27.8588
3.4210 4285.2032 4691.1881 0.6938 -0.3822 0.0146 -0.3819 -18.3650 27.1593
3.4220 4286.4142 4692.1892 0.6934 -0.4003 0.0142 -0.3997 -17.8976 26.4267
3.4230 4287.6250 4693.1902 0.6930 -0.4180 0.0138 -0.4169 -17.4085 25.6621
3.4240 4288.8357 4694.1910 0.6925 -0.4351 0.0134 -0.4336 -16.8982 24.8664
3.4250 4290.0462 4695.1917 0.6921 -0.4518 0.0130 -0.4498 -16.3674 24.0407
3.4260 4291.2565 4696.1922 0.6916 -0.4679 0.0125 -0.4654 -15.8168 23.1859
3.4270 4292.4666 4697.1926 0.6911 -0.4834 0.0120 -0.4804 -15.2470 22.3032
3.4280 4293.6766 4698.1929 0.6907 -0.4984 0.0115 -0.4949 -14.6588 21.3936
3.4290 4294.8864 4699.1929 0.6901 -0.5127 0.0110 -0.5087 -14.0528 20.4584
3.4300 4296.0960 4700.1929 0.6896 -0.5265 0.0105 -0.5219 -13.4299 19.4985
3.4310 4297.3054 4701.1926 0.6891 -0.5396 0.0100 -0.5345 -12.7909 18.5154
3.4320 4298.5146 4702.1922 0.6885 -0.5520 0.0095 -0.5464 -12.1364 17.5101
3.4330 4299.7237 4703.1917 0.6880 -0.5638 0.0089 -0.5576 -11.4674 16.4840
3.4340 4300.9326 4704.1910 0.6874 -0.5750 0.0083 -0.5681 -10.7847 15.4383
3.4350 4302.1414 4705.1901 0.6868 -0.5854 0.0078 -0.5780 -10.0891 14.3743
3.4360 4303.3499 4706.1891 0.6863 -0.5952 0.0072 -0.5871 -9.3815 13.2934
3.4370 4304.5583 4707.1880 0.6857 -0.6042 0.0066 -0.5955 -8.6627 12.1968
3.4380 4305.7665 4708.1866 0.6850 -0.6125 0.0060 -0.6032 -7.9337 11.0860
3.4390 4306.9746 4709.1851 0.6844 -0.6200 0.0054 -0.6101 -7.1953 9.9622
3.4400 4308.1825 4710.1835 0.6838 -0.6269 0.0048 -0.6163 -6.4485 8.8270
3.4410 4309.3902 4711.1817 0.6832 -0.6329 0.0042 -0.6217 -5.6941 7.6817
3.4420 4310.5977 4712.1797 0.6825 -0.6383 0.0035 -0.6263 -4.9332 6.5277
3.4430 4311.8051 4713.1776 0.6819 -0.6428 0.0029 -0.6302 -4.1666 5.3664
3.4440 4313.0123 4714.1753 0.6813 -0.6466 0.0023 -0.6333 -3.3953 4.1993
3.4450 4314.2193 4715.1729 0.6806 -0.6496 0.0016 -0.6357 -2.6202 3.0278
3.4460 4315.4262 4716.1702 0.6800 -0.6518 0.0010 -0.6372 -1.8424 1.8533
3.4470 4316.6329 4717.1675 0.6793 -0.6533 0.0004 -0.6380 -1.0626 0.6773
3.4480 4317.8395 4718.1645 0.6786 -0.6540 -0.0003 -0.6380 -0.2820 -0.4988
3.4490 4319.0458 4719.1614 0.6780 -0.6538 -0.0009 -0.6372 0.4986 -1.6736
3.4500 4320.2520 4720.1581 0.6773 -0.6530 -0.0015 -0.6357 1.2782 -2.8455
3.4510 4321.4581 4721.1547 0.6767 -0.6513 -0.0022 -0.6333 2.0558 -4.0133
3.4520 4322.6640 4722.1511 0.6760 -0.6488 -0.0028 -0.6302 2.8305 -5.1754
3.4530 4323.8697 4723.1473 0.6754 -0.6456 -0.0034 -0.6263 3.6013 -6.3304
3.4540 4325.0753 4724.1434 0.6747 -0.6416 -0.0041 -0.6217 4.3674 -7.4769
3.4550 4326.2807 4725.1392 0.6741 -0.6369 -0.0047 -0.6163 5.1277 -8.6136
3.4560 4327.4859 4726.1350 0.6735 -0.6314 -0.0053 -0.6101 5.8813 -9.7391
3.4570 4328.6910 4727.1305 0.6728 -0.6251 -0.0059 -0.6032 6.6274 -10.8519
3.4580 4329.8959 4728.1259 0.6722 -0.6181 -0.0065 -0.5956 7.3650 -11.9508
3.4590 4331.1007 4729.1211 0.6716 -0.6104 -0.0071 -0.5872 8.0933 -13.0344
3.4600 4332.3053 4730.1161 0.6710 -0.6020 -0.0077 -0.5781 8.8113 -14.1015
3.4610 4333.5098 4731.1110 0.6704 -0.5928 -0.0083 -0.5684 9.5181 -15.1506
3.4620 4334.7140 4732.1056 0.6698 -0.5829 -0.0088 -0.5579 10.2130 -16.1805
3.4630 4335.9182 4733.1001 0.6692 -0.5724 -0.0094 -0.5467 10.8951 -17.1901
3.4640 4337.1222 4734.0945 0.6687 -0.5611 -0.0099 -0.5349 11.5635 -18.1781
3.4650 4338.3260 4735.0886 0.6681 -0.5492 -0.0104 -0.5225 12.2175 -19.1433
3.4660 4339.5297 4736.0826 0.6676 -0.5367 -0.0110 -0.5094 12.8562 -20.0845
3.4670 4340.7332 4737.0764 0.6670 -0.5235 -0.0115 -0.4957 13.4789 -21.0007
3.4680 4341.9365 4738.0700 0.6665 -0.5097 -0.0119 -0.4814 14.0849 -21.8906
3.4690 4343.1398 4739.0635 0.6660 -0.4953 -0.0124 -0.4665 14.6734 -22.7534
3.4700 4344.3428 4740.0568 0.6655 -0.4804 -0.0129 -0.4510 15.2437 -23.5878
3.4710 4345.5457 4741.0499 0.6651 -0.4649 -0.0133 -0.4350 15.7952 -24.3931
3.4720 4346.7485 4742.0428 0.6646 -0.4488 -0.0137 -0.4185 16.3271 -25.1681
3.4730 4347.9511 4743.0355 0.6642 -0.4322 -0.0142 -0.4015 16.8389 -25.9119
3.4740 4349.1535 4744.0281 0.6637 -0.4151 -0.0146 -0.3839 17.3299 -26.6238
3.4750 4350.3558 4745.0204 0.6633 -0.3975 -0.0149 -0.3660 17.7996 -27.3028
3.4760 4351.5580 4746.0126 0.6629 -0.3795 -0.0153 -0.3476 18.2473 -27.9482
3.4770 4352.7600 4747.0046 0.6626 -0.3611 -0.0156 -0.3287 18.6726 -28.5591
3.4780 4353.9618 4747.9965 0.6622 -0.3422 -0.0159 -0.3095 19.0750 -29.1349
3.4790 4355.1635 4748.9881 0.6619 -0.3229 -0.0162 -0.2899 19.4540 -29.6750
3.4800 4356.3651 4749.9796 0.6616 -0.3033 -0.0165 -0.2700 19.8091 -30.1786
3.4810 4357.5665 4750.9709 0.6613 -0.2833 -0.0168 -0.2497 20.1399 -30.6452
3.4820 4358.7677 4751.9620 0.6610 -0.2630 -0.0170 -0.2291 20.4461 -31.0743
3.4830 4359.9688 4752.9529 0.6608 -0.2424 -0.0172 -0.2083 20.7273 -31.4654
3.4840 4361.1698 4753.9437 0.6605 -0.2215 -0.0174 -0.1872 20.9831 -31.8179
3.4850 4362.3706 4754.9342 0.6603 -0.2004 -0.0176 -0.1659 21.2133 -32.1317
3.4860 4363.5712 4755.9246 0.6601 -0.1791 -0.0178 -0.1444 21.4176 -32.4062
3.4870 4364.7717 4756.9148 0.6600 -0.1576 -0.0179 -0.1227 21.5958 -32.6412
3.4880 4365.9721 4757.9048 0.6598 -0.1359 -0.0180 -0.1009 21.7477 -32.8364
3.4890 4367.1723 4758.8946 0.6597 -0.1141 -0.0181 -0.0790 21.8731 -32.9917
3.4900 4368.3724 4759.8842 0.6596 -0.0922 -0.0182 -0.0570 21.9719 -33.1068
3.4910 4369.5723 4760.8737 0.6595 -0.0702 -0.0182 -0.0349 22.0439 -33.1817
3.4920 4370.7721 4761.8630 0.6594 -0.0481 -0.0182 -0.0128 22.0892 -33.2164
3.4930 4371.9717 4762.8521 0.6594 -0.0260 -0.0182 0.0093 22.1076 -33.2107
3.4940 4373.1712 4763.8410 0.6594 -0.0039 -0.0182 0.0314 22.0993 -33.1648
3.4950 4374.3705 4764.8297 0.6594 0.0182 -0.0182 0.0535 22.0641 -33.0787
3.4960 4375.5697 4765.8182 0.6594 0.0403 -0.0181 0.0754 22.0022 -32.9526
3.4970 4376.7687 4766.8066 0.6595 0.0622 -0.0180 0.0973 21.9136 -32.7867
3.4980 4377.9676 4767.7948 0.6595 0.0841 -0.0179 0.1191 21.7985 -32.5811
3.4990 4379.1664 4768.7827 0.6596 0.1058 -0.0178 0.1407 21.6571 -32.3363
3.5000 4380.3650 4769.7706 0.6598 0.1274 -0.0176 0.1621 21.4895 -32.0524
3.5010 4381.5634 4770.7582 0.6599 0.1488 -0.0175 0.1834 21.2960 -31.7300
3.5020 4382.7617 4771.7456 0.6601 0.1700 -0.0173 0.2044 21.0767 -31.3693
3.5030 4383.9599 4772.7329 0.6602 0.1910 -0.0171 0.2251 20.8321 -30.9709
3.5040 4385.1579 4773.7200 0.6604 0.2117 -0.0168 0.2456 20.5623 -30.5353
3.5050 4386.3557 4774.7069 0.6607 0.2321 -0.0166 0.2657 20.2678 -30.0631
3.5060 4387.5534 4775.6936 0.6609 0.2522 -0.0163 0.2856 19.9489 -29.5548
3.5070 4388.7510 4776.6801 0.6612 0.2720 -0.0160 0.3051 19.6061 -29.0112
3.5080 4389.9484 4777.6665 0.6614 0.2914 -0.0157 0.3242 19.2397 -28.4328
3.5090 4391.1457 4778.6526 0.6617 0.3105 -0.0153 0.3429 18.8502 -27.8204
3.5100 4392.3428 4779.6386 0.6621 0.3291 -0.0150 0.3612 18.4381 -27.1748
3.5110 4393.5398 4780.6245 0.6624 0.3473 -0.0146 0.3790 18.0040 -26.4968
3.5120 4394.7366 4781.6101 0.6628 0.3651 -0.0142 0.3964 17.5483 -25.7873
3.5130 4395.9332 4782.5956 0.6631 0.3824 -0.0138 0.4133 17.0716 -25.0470
3.5140 4397.1298 4783.5808 0.6635 0.3993 -0.0134 0.4297 16.5745 -24.2770
3.5150 4398.3261 4784.5660 0.6639 0.4156 -0.0130 0.4456 16.0577 -23.4783
3.5160 4399.5223 4785.5509 0.6644 0.4314 -0.0125 0.4609 15.5217 -22.6517
3.5170 4400.7184 4786.5356 0.6648 0.4466 -0.0121 0.4757 14.9672 -21.7983
3.5180 4401.9143 4787.5202 0.6653 0.4613 -0.0116 0.4899 14.3950 -20.9192
3.5190 4403.1101 4788.5046 0.6657 0.4754 -0.0111 0.5035 13.8057 -20.0154
3.5200 4404.3057 4789.4888 0.6662 0.4889 -0.0106 0.5164 13.2000 -19.0881
3.5210 4405.5011 4790.4729 0.6667 0.5018 -0.0100 0.5288 12.5787 -18.1383
3.5220 4406.6964 4791.4568 0.6672 0.5141 -0.0095 0.5405 11.9425 -17.1674
3.5230 4407.8916 4792.4405 0.6677 0.5257 -0.0090 0.5516 11.2923 -16.1763
3.5240 4409.0866 4793.4240 0.6683 0.5367 -0.0084 0.5620 10.6287 -15.1665
3.5250 4410.2814 4794.4074 0.6688 0.5470 -0.0078 0.5717 9.9527 -14.1390
3.5260 4411.4761 4795.3906 0.6694 0.5566 -0.0073 0.5807 9.2650 -13.0952
3.5270 4412.6706 4796.3736 0.6699 0.5655 -0.0067 0.5890 8.5665 -12.0363
3.5280 4413.8650 4797.3565 0.6705 0.5737 -0.0061 0.5966 7.8580 -10.9636
3.5290 4415.0592 4798.3392 0.6711 0.5812 -0.0055 0.6035 7.1404 -9.8784
3.5300 4416.2533 4799.3217 0.6716 0.5880 -0.0049 0.6096 6.4146 -8.7821
3.5310 4417.4472 4800.3041 0.6722 0.5940 -0.0043 0.6150 5.6814 -7.6759
3.5320 4418.6410 4801.2862 0.6728 0.5993 -0.0036 0.6197 4.9418 -6.5612
3.5330 4419.8345 4802.2683 0.6734 0.6039 -0.0030 0.6236 4.1965 -5.4393
3.5340 4421.0280 4803.2501 0.6740 0.6077 -0.0024 0.6268 3.4466 -4.3117
3.5350 4422.2212 4804.2318 0.6747 0.6108 -0.0018 0.6292 2.6930 -3.1796
3.5360 4423.4144 4805.2133 0.6753 0.6131 -0.0011 0.6309 1.9364 -2.0444
3.5370 4424.6073 4806.1947 0.6759 0.6147 -0.0005 0.6318 1.1779 -0.9076
3.5380 4425.8001 4807.1759 0.6765 0.6155 0.0001 0.6319 0.4184 0.2296
3.5390 4426.9927 4808.1570 0.6771 0.6155 0.0008 0.6313 -0.3412 1.3658
3.5400 4428.1852 4809.1378 0.6777 0.6148 0.0014 0.6299 -1.1001 2.4995
3.5410 4429.3775 4810.1186 0.6783 0.6133 0.0020 0.6278 -1.8572 3.6295
3.5420 4430.5697 4811.0991 0.6790 0.6111 0.0026 0.6249 -2.6118 4.7544
3.5430 4431.7616 4812.0795 0.6796 0.6081 0.0033 0.6213 -3.3628 5.8728
3.5440 4432.9535 4813.0598 0.6802 0.6044 0.0039 0.6169 -4.1094 6.9835
3.5450 4434.1451 4814.0399 0.6808 0.5999 0.0045 0.6118 -4.8507 8.0850
3.5460 4435.3366 4815.0198 0.6814 0.5947 0.0051 0.6059 -5.5858 9.1760
3.5470 4436.5279 4815.9996 0.6820 0.5887 0.0057 0.5993 -6.3139 10.2554
3.5480 4437.7191 4816.9792 0.6825 0.5820 0.0063 0.5920 -7.0339 11.3217
3.5490 4438.9101 4817.9587 0.6831 0.5746 0.0069 0.5840 -7.7452 12.3737
3.5500 4440.1009 4818.9380 0.6837 0.5665 0.0075 0.5753 -8.4469 13.4101
3.5510 4441.2916 4819.9172 0.6843 0.5577 0.0080 0.5659 -9.1380 14.4298
3.5520 4442.4820 4820.8962 0.6848 0.5483 0.0086 0.5559 -9.8179 15.4315
3.5530 4443.6724 4821.8750 0.6854 0.5381 0.0092 0.5451 -10.4856 16.4140
3.5540 4444.8625 4822.8538 0.6859 0.5273 0.0097 0.5338 -11.1404 17.3762
3.5550 4446.0525 4823.8323 0.6864 0.5158 0.0102 0.5217 -11.7816 18.3170
3.5560 4447.2423 4824.8107 0.6869 0.5037 0.0107 0.5091 -12.4083 19.2351
3.5570 4448.4320 4825.7890 0.6874 0.4910 0.0112 0.4959 -13.0198 20.1296
3.5580 4449.6214 4826.7671 0.6879 0.4777 0.0117 0.4820 -13.6155 20.9994
3.5590 4450.8108 4827.7451 0.6884 0.4638 0.0122 0.4676 -14.1945 21.8434
3.5600 4451.9999 4828.7229 0.6888 0.4493 0.0127 0.4526 -14.7562 22.6608
3.5610 4453.1889 4829.7005 0.6893 0.4343 0.0131 0.4371 -15.3000 23.4504
3.5620 4454.3776 4830.6781 0.6897 0.4187 0.0135 0.4211 -15.8253 24.2115
3.5630 4455.5663 4831.6554 0.6901 0.4026 0.0140 0.4046 -16.3313 24.9431
3.5640 4456.7547 4832.6327 0.6905 0.3860 0.0144 0.3876 -16.8175 25.6443
3.5650 4457.9430 4833.6098 0.6909 0.3690 0.0147 0.3702 -17.2834 26.3144
3.5660 4459.1311 4834.5867 0.6912 0.3515 0.0151 0.3523 -17.7283 26.9526
3.5670 4460.3190 4835.5635 0.6916 0.3335 0.0154 0.3340 -18.1519 27.5581
3.5680 4461.5068 4836.5401 0.6919 0.3152 0.0158 0.3153 -18.5535 28.1303
3.5690 4462.6944 4837.5166 0.6922 0.2964 0.0161 0.2962 -18.9327 28.6684
3.5700 4463.8818 4838.4930 0.6925 0.2773 0.0164 0.2768 -19.2892 29.1720
3.5710 4465.0690 4839.4692 0.6928 0.2578 0.0166 0.2570 -19.6224 29.6403
3.5720 4466.2561 4840.4453 0.6930 0.2381 0.0169 0.2370 -19.9320 30.0729
3.5730 4467.4430 4841.4212 0.6932 0.2180 0.0171 0.2166 -20.2177 30.4693
3.5740 4468.6297 4842.3970 0.6934 0.1976 0.0173 0.1961 -20.4790 30.8290
3.5750 4469.8162 4843.3727 0.6936 0.1770 0.0175 0.1753 -20.7158 31.1516
3.5760 4471.0026 4844.3482 0.6938 0.1562 0.0177 0.1543 -20.9278 31.4369
3.5770 4472.1888 4845.3236 0.6939 0.1352 0.0178 0.1331 -21.1147 31.6844
3.5780 4473.3748 4846.2988 0.6941 0.1140 0.0179 0.1117 -21.2763 31.8940
3.5790 4474.5606 4847.2739 0.6942 0.0926 0.0180 0.0903 -21.4124 32.0654
3.5800 4475.7463 4848.2488 0.6943 0.0711 0.0181 0.0687 -21.5229 32.1983
3.5810 4476.9318 4849.2236 0.6943 0.0496 0.0182 0.0471 -21.6077 32.2928
3.5820 4478.1171 4850.1983 0.6944 0.0279 0.0182 0.0254 -21.6667 32.3487
3.5830 4479.3022 4851.1728 0.6944 0.0062 0.0182 0.0037 -21.6999 32.3660
3.5840 4480.4872 4852.1472 0.6944 -0.0155 0.0182 -0.0180 -21.7072 32.3447
3.5850 4481.6720 4853.1215 0.6943 -0.0372 0.0182 -0.0397 -21.6886 32.2848
3.5860 4482.8566 4854.0956 0.6943 -0.0588 0.0181 -0.0613 -21.6442 32.1865
3.5870 4484.0410 4855.0695 0.6942 -0.0805 0.0181 -0.0829 -21.5740 32.0499
3.5880 4485.2253 4856.0433 0.6941 -0.1020 0.0180 -0.1043 -21.4782 31.8753
3.5890 4486.4094 4857.0170 0.6940 -0.1234 0.0178 -0.1256 -21.3569 31.6627
3.5900 4487.5933 4857.9906 0.6939 -0.1447 0.0177 -0.1468 -21.2102 31.4126
3.5910 4488.7771 4858.9640 0.6937 -0.1658 0.0175 -0.1678 -21.0384 31.1252
3.5920 4489.9606 4859.9372 0.6936 -0.1868 0.0174 -0.1885 -20.8416 30.8010
3.5930 4491.1440 4860.9103 0.6934 -0.2075 0.0172 -0.2091 -20.6201 30.4403
3.5940 4492.3272 4861.8833 0.6931 -0.2280 0.0170 -0.2294 -20.3742 30.0437
3.5950 4493.5103 4862.8561 0.6929 -0.2483 0.0167 -0.2494 -20.1042 29.6115
3.5960 4494.6932 4863.8288 0.6926 -0.2682 0.0165 -0.2691 -19.8104 29.1444
3.5970 4495.8759 4864.8014 0.6924 -0.2879 0.0162 -0.2884 -19.4933 28.6429
3.5980 4497.0584 4865.7738 0.6921 -0.3072 0.0159 -0.3075 -19.1531 28.1077
3.5990 4498.2407 4866.7460 0.6918 -0.3262 0.0156 -0.3261 -18.7904 27.5394
3.6000 4499.4229 4867.7182 0.6914 -0.3448 0.0152 -0.3444 -18.4055 26.9388
3.6010 4500.6049 4868.6901 0.6911 -0.3630 0.0149 -0.3622 -17.9990 26.3065
3.6020 4501.7868 4869.6620 0.6907 -0.3808 0.0145 -0.3796 -17.5713 25.6434
3.6030 4502.9684 4870.6337 0.6903 -0.3982 0.0141 -0.3966 -17.1229 24.9502
3.6040 4504.1499 4871.6052 0.6899 -0.4150 0.0137 -0.4131 -16.6545 24.2278
3.6050 4505.3313 4872.5766 0.6895 -0.4315 0.0133 -0.4290 -16.1665 23.4771
3.6060 4506.5124 4873.5479 0.6890 -0.4474 0.0128 -0.4445 -15.6596 22.6991
3.6070 4507.6934 4874.5190 0.6886 -0.4628 0.0124 -0.4594 -15.1344 21.8945
3.6080 4508.8742 4875.4899 0.6881 -0.4777 0.0119 -0.4738 -14.5915 21.0645
3.6090 4510.0549 4876.4608 0.6876 -0.4920 0.0114 -0.4877 -14.0316 20.2101
3.6100 4511.2354 4877.4314 0.6871 -0.5057 0.0110 -0.5009 -13.4553 19.3322
3.6110 4512.4157 4878.4020 0.6866 -0.5189 0.0104 -0.5135 -12.8634 18.4319
3.6120 4513.5959 4879.3723 0.6861 -0.5314 0.0099 -0.5256 -12.2565 17.5104
3.6130 4514.7758 4880.3426 0.6855 -0.5434 0.0094 -0.5370 -11.6354 16.5686
3.6140 4515.9557 4881.3126 0.6850 -0.5547 0.0089 -0.5477 -11.0008 15.6078
3.6150 4517.1353 4882.2826 0.6844 -0.5654 0.0083 -0.5578 -10.3536 14.6292
3.6160 4518.3148 4883.2524 0.6839 -0.5754 0.0077 -0.5673 -9.6944 13.6338
3.6170 4519.4941 4884.2220 0.6833 -0.5848 0.0072 -0.5761 -9.0240 12.6229
3.6180 4520.6733 4885.1915 0.6827 -0.5935 0.0066 -0.5841 -8.3434 11.5976
3.6190 4521.8523 4886.1608 0.6821 -0.6015 0.0060 -0.5915 -7.6531 10.5593
3.6200 4523.0311 4887.1300 0.6815 -0.6088 0.0054 -0.5982 -6.9542 9.5091
3.6210 4524.2098 4888.0990 0.6809 -0.6154 0.0048 -0.6042 -6.2474 8.4484
3.6220 4525.3883 4889.0679 0.6803 -0.6213 0.0042 -0.6095 -5.5336 7.3782
3.6230 4526.5667 4890.0366 0.6796 -0.6264 0.0036 -0.6140 -4.8136 6.3001
3.6240 4527.7449 4891.0051 0.6790 -0.6309 0.0030 -0.6178 -4.0883 5.2151
3.6250 4528.9229 4891.9735 0.6784 -0.6346 0.0023 -0.6209 -3.3585 4.1247
3.6260 4530.1008 4892.9418 0.6777 -0.6376 0.0017 -0.6233 -2.6251 3.0301
3.6270 4531.2785 4893.9099 0.6771 -0.6399 0.0011 -0.6249 -1.8890 1.9325
3.6280 4532.4560 4894.8778 0.6765 -0.6414 0.0005 -0.6257 -1.1511 0.8334
3.6290 4533.6334 4895.8456 0.6758 -0.6422 -0.0002 -0.6259 -0.4121 -0.2660
3.6300 4534.8107 4896.8132 0.6752 -0.6422 -0.0008 -0.6253 0.3270 -1.3645
3.6310 4535.9877 4897.7807 0.6745 -0.6415 -0.0014 -0.6239 1.0653 -2.4606
3.6320 4537.1647 4898.7480 0.6739 -0.6401 -0.0020 -0.6218 1.8019 -3.5532
3.6330 4538.3414 4899.7151 0.6733 -0.6379 -0.0026 -0.6190 2.5361 -4.6409
3.6340 4539.5181 4900.6821 0.6726 -0.6350 -0.0033 -0.6155 3.2669 -5.7224
3.6350 4540.6945 4901.6489 0.6720 -0.6314 -0.0039 -0.6112 3.9935 -6.7965
