TOF RNG ALT THETA RATE ALPHA ALPHADOT RATEDOT WDOT
26.3100 18945.3639 10596.5015 -0.3770 0.0272 0.0214 0.0864 -1.5650 2.7546
26.3110 18945.7971 10596.3387 -0.3770 0.0257 0.0215 0.0848 -1.5716 2.7656
26.3120 18946.2304 10596.1759 -0.3769 0.0241 0.0216 0.0832 -1.5781 2.7764
26.3130 18946.6637 10596.0130 -0.3769 0.0225 0.0217 0.0816 -1.5845 2.7870
26.3140 18947.0970 10595.8501 -0.3769 0.0209 0.0218 0.0800 -1.5908 2.7974
26.3150 18947.5302 10595.6872 -0.3769 0.0193 0.0219 0.0784 -1.5969 2.8076
26.3160 18947.9635 10595.5242 -0.3769 0.0177 0.0219 0.0768 -1.6030 2.8176
26.3170 18948.3967 10595.3613 -0.3768 0.0161 0.0220 0.0752 -1.6089 2.8274
26.3180 18948.8299 10595.1983 -0.3768 0.0145 0.0221 0.0735 -1.6147 2.8370
26.3190 18949.2632 10595.0352 -0.3768 0.0129 0.0222 0.0719 -1.6204 2.8463
26.3200 18949.6964 10594.8722 -0.3768 0.0113 0.0222 0.0703 -1.6260 2.8555
26.3210 18950.1296 10594.7091 -0.3768 0.0096 0.0223 0.0686 -1.6314 2.8644
26.3220 18950.5627 10594.5460 -0.3768 0.0080 0.0224 0.0670 -1.6368 2.8732
26.3230 18950.9959 10594.3829 -0.3768 0.0064 0.0224 0.0653 -1.6420 2.8817
26.3240 18951.4291 10594.2197 -0.3768 0.0047 0.0225 0.0636 -1.6471 2.8900
26.3250 18951.8623 10594.0566 -0.3768 0.0031 0.0226 0.0620 -1.6520 2.8981
26.3260 18952.2954 10593.8934 -0.3768 0.0014 0.0226 0.0603 -1.6569 2.9059
26.3270 18952.7286 10593.7301 -0.3768 -0.0002 0.0227 0.0586 -1.6616 2.9136
26.3280 18953.1617 10593.5669 -0.3768 -0.0019 0.0227 0.0570 -1.6662 2.9211
26.3290 18953.5948 10593.4036 -0.3768 -0.0036 0.0228 0.0553 -1.6707 2.9283
26.3300 18954.0279 10593.2403 -0.3768 -0.0052 0.0228 0.0536 -1.6751 2.9353
26.3310 18954.4610 10593.0770 -0.3768 -0.0069 0.0229 0.0519 -1.6793 2.9421
26.3320 18954.8941 10592.9136 -0.3768 -0.0086 0.0229 0.0502 -1.6834 2.9487
26.3330 18955.3272 10592.7502 -0.3768 -0.0103 0.0230 0.0485 -1.6874 2.9550
26.3340 18955.7603 10592.5868 -0.3768 -0.0120 0.0230 0.0468 -1.6913 2.9612
26.3350 18956.1934 10592.4234 -0.3768 -0.0137 0.0231 0.0451 -1.6950 2.9671
26.3360 18956.6264 10592.2599 -0.3768 -0.0154 0.0231 0.0434 -1.6986 2.9728
26.3370 18957.0595 10592.0965 -0.3769 -0.0171 0.0232 0.0417 -1.7021 2.9783
26.3380 18957.4925 10591.9329 -0.3769 -0.0188 0.0232 0.0400 -1.7055 2.9836
26.3390 18957.9256 10591.7694 -0.3769 -0.0205 0.0233 0.0382 -1.7087 2.9886
26.3400 18958.3586 10591.6059 -0.3769 -0.0222 0.0233 0.0365 -1.7119 2.9934
26.3410 18958.7916 10591.4423 -0.3769 -0.0239 0.0233 0.0348 -1.7148 2.9981
26.3420 18959.2246 10591.2787 -0.3770 -0.0256 0.0234 0.0331 -1.7177 3.0024
26.3430 18959.6576 10591.1150 -0.3770 -0.0273 0.0234 0.0313 -1.7205 3.0066
26.3440 18960.0906 10590.9514 -0.3770 -0.0291 0.0234 0.0296 -1.7231 3.0105
26.3450 18960.5236 10590.7877 -0.3770 -0.0308 0.0235 0.0279 -1.7256 3.0143
26.3460 18960.9566 10590.6240 -0.3771 -0.0325 0.0235 0.0261 -1.7279 3.0177
26.3470 18961.3895 10590.4602 -0.3771 -0.0342 0.0235 0.0244 -1.7302 3.0210
26.3480 18961.8225 10590.2964 -0.3771 -0.0360 0.0235 0.0227 -1.7323 3.0241
26.3490 18962.2554 10590.1327 -0.3772 -0.0377 0.0236 0.0209 -1.7343 3.0269
26.3500 18962.6883 10589.9688 -0.3772 -0.0394 0.0236 0.0192 -1.7361 3.0295
26.3510 18963.1213 10589.8050 -0.3773 -0.0412 0.0236 0.0174 -1.7378 3.0319
26.3520 18963.5542 10589.6411 -0.3773 -0.0429 0.0236 0.0157 -1.7394 3.0340
26.3530 18963.9871 10589.4772 -0.3773 -0.0446 0.0236 0.0140 -1.7409 3.0359
26.3540 18964.4200 10589.3133 -0.3774 -0.0464 0.0236 0.0122 -1.7423 3.0376
26.3550 18964.8529 10589.1494 -0.3774 -0.0481 0.0236 0.0105 -1.7435 3.0391
26.3560 18965.2857 10588.9854 -0.3775 -0.0499 0.0237 0.0087 -1.7446 3.0404
26.3570 18965.7186 10588.8214 -0.3775 -0.0516 0.0237 0.0070 -1.7455 3.0414
26.3580 18966.1515 10588.6574 -0.3776 -0.0534 0.0237 0.0052 -1.7464 3.0422
26.3590 18966.5843 10588.4933 -0.3776 -0.0551 0.0237 0.0035 -1.7471 3.0428
26.3600 18967.0172 10588.3293 -0.3777 -0.0569 0.0237 0.0017 -1.7477 3.0431
26.3610 18967.4500 10588.1652 -0.3778 -0.0586 0.0237 -0.0000 -1.7481 3.0433
26.3620 18967.8828 10588.0011 -0.3778 -0.0604 0.0237 -0.0018 -1.7484 3.0432
26.3630 18968.3156 10587.8369 -0.3779 -0.0621 0.0237 -0.0035 -1.7486 3.0429
26.3640 18968.7484 10587.6727 -0.3779 -0.0639 0.0237 -0.0053 -1.7487 3.0423
26.3650 18969.1812 10587.5085 -0.3780 -0.0656 0.0237 -0.0070 -1.7486 3.0415
26.3660 18969.6140 10587.3443 -0.3781 -0.0674 0.0237 -0.0088 -1.7484 3.0406
26.3670 18970.0468 10587.1801 -0.3781 -0.0691 0.0236 -0.0105 -1.7481 3.0393
26.3680 18970.4795 10587.0158 -0.3782 -0.0709 0.0236 -0.0123 -1.7477 3.0379
26.3690 18970.9123 10586.8515 -0.3783 -0.0726 0.0236 -0.0140 -1.7471 3.0362
26.3700 18971.3451 10586.6872 -0.3784 -0.0743 0.0236 -0.0158 -1.7464 3.0343
26.3710 18971.7778 10586.5228 -0.3784 -0.0761 0.0236 -0.0175 -1.7456 3.0322
26.3720 18972.2105 10586.3584 -0.3785 -0.0778 0.0236 -0.0193 -1.7446 3.0299
26.3730 18972.6432 10586.1940 -0.3786 -0.0796 0.0236 -0.0210 -1.7435 3.0273
26.3740 18973.0760 10586.0296 -0.3787 -0.0813 0.0235 -0.0227 -1.7423 3.0245
26.3750 18973.5087 10585.8651 -0.3788 -0.0831 0.0235 -0.0245 -1.7410 3.0215
26.3760 18973.9414 10585.7007 -0.3788 -0.0848 0.0235 -0.0262 -1.7395 3.0183
26.3770 18974.3740 10585.5362 -0.3789 -0.0865 0.0235 -0.0279 -1.7379 3.0148
26.3780 18974.8067 10585.3716 -0.3790 -0.0883 0.0234 -0.0297 -1.7362 3.0111
26.3790 18975.2394 10585.2071 -0.3791 -0.0900 0.0234 -0.0314 -1.7343 3.0072
26.3800 18975.6720 10585.0425 -0.3792 -0.0917 0.0234 -0.0331 -1.7323 3.0031
26.3810 18976.1047 10584.8779 -0.3793 -0.0935 0.0233 -0.0349 -1.7302 2.9988
26.3820 18976.5373 10584.7132 -0.3794 -0.0952 0.0233 -0.0366 -1.7280 2.9942
26.3830 18976.9699 10584.5486 -0.3795 -0.0969 0.0233 -0.0383 -1.7256 2.9894
26.3840 18977.4026 10584.3839 -0.3796 -0.0987 0.0232 -0.0400 -1.7231 2.9844
26.3850 18977.8352 10584.2192 -0.3797 -0.1004 0.0232 -0.0417 -1.7205 2.9792
26.3860 18978.2678 10584.0545 -0.3798 -0.1021 0.0231 -0.0434 -1.7178 2.9737
26.3870 18978.7004 10583.8897 -0.3799 -0.1038 0.0231 -0.0451 -1.7149 2.9680
26.3880 18979.1330 10583.7249 -0.3800 -0.1055 0.0230 -0.0469 -1.7119 2.9621
26.3890 18979.5655 10583.5601 -0.3801 -0.1072 0.0230 -0.0486 -1.7088 2.9560
26.3900 18979.9981 10583.3953 -0.3802 -0.1089 0.0229 -0.0503 -1.7056 2.9497
26.3910 18980.4306 10583.2304 -0.3803 -0.1107 0.0229 -0.0519 -1.7022 2.9431
26.3920 18980.8632 10583.0655 -0.3804 -0.1124 0.0228 -0.0536 -1.6987 2.9364
26.3930 18981.2957 10582.9006 -0.3805 -0.1141 0.0228 -0.0553 -1.6951 2.9294
26.3940 18981.7283 10582.7357 -0.3806 -0.1157 0.0227 -0.0570 -1.6914 2.9222
26.3950 18982.1608 10582.5707 -0.3808 -0.1174 0.0227 -0.0587 -1.6875 2.9148
26.3960 18982.5933 10582.4057 -0.3809 -0.1191 0.0226 -0.0604 -1.6835 2.9072
26.3970 18983.0258 10582.2407 -0.3810 -0.1208 0.0226 -0.0620 -1.6794 2.8993
26.3980 18983.4583 10582.0756 -0.3811 -0.1225 0.0225 -0.0637 -1.6752 2.8912
26.3990 18983.8908 10581.9106 -0.3812 -0.1242 0.0224 -0.0654 -1.6708 2.8830
26.4000 18984.3232 10581.7455 -0.3814 -0.1258 0.0224 -0.0670 -1.6663 2.8745
26.4010 18984.7557 10581.5804 -0.3815 -0.1275 0.0223 -0.0687 -1.6617 2.8658
26.4020 18985.1881 10581.4152 -0.3816 -0.1291 0.0222 -0.0703 -1.6570 2.8569
26.4030 18985.6206 10581.2500 -0.3818 -0.1308 0.0221 -0.0719 -1.6521 2.8477
26.4040 18986.0530 10581.0848 -0.3819 -0.1324 0.0221 -0.0736 -1.6472 2.8384
26.4050 18986.4855 10580.9196 -0.3820 -0.1341 0.0220 -0.0752 -1.6421 2.8289
26.4060 18986.9179 10580.7544 -0.3822 -0.1357 0.0219 -0.0768 -1.6369 2.8191
26.4070 18987.3503 10580.5891 -0.3823 -0.1374 0.0218 -0.0785 -1.6316 2.8092
26.4080 18987.7827 10580.4238 -0.3824 -0.1390 0.0218 -0.0801 -1.6261 2.7990
26.4090 18988.2151 10580.2585 -0.3826 -0.1406 0.0217 -0.0817 -1.6205 2.7886
26.4100 18988.6474 10580.0931 -0.3827 -0.1422 0.0216 -0.0833 -1.6148 2.7780
26.4110 18989.0798 10579.9278 -0.3829 -0.1438 0.0215 -0.0849 -1.6090 2.7672
26.4120 18989.5122 10579.7624 -0.3830 -0.1455 0.0214 -0.0865 -1.6031 2.7562
26.4130 18989.9445 10579.5969 -0.3831 -0.1471 0.0213 -0.0880 -1.5971 2.7450
26.4140 18990.3769 10579.4315 -0.3833 -0.1486 0.0213 -0.0896 -1.5909 2.7336
26.4150 18990.8092 10579.2660 -0.3834 -0.1502 0.0212 -0.0912 -1.5846 2.7220
26.4160 18991.2415 10579.1005 -0.3836 -0.1518 0.0211 -0.0927 -1.5783 2.7102
26.4170 18991.6738 10578.9350 -0.3837 -0.1534 0.0210 -0.0943 -1.5717 2.6982
26.4180 18992.1062 10578.7694 -0.3839 -0.1550 0.0209 -0.0958 -1.5651 2.6860
26.4190 18992.5384 10578.6038 -0.3841 -0.1565 0.0208 -0.0974 -1.5584 2.6736
26.4200 18992.9707 10578.4382 -0.3842 -0.1581 0.0207 -0.0989 -1.5515 2.6610
26.4210 18993.4030 10578.2726 -0.3844 -0.1596 0.0206 -0.1005 -1.5446 2.6482
26.4220 18993.8353 10578.1069 -0.3845 -0.1612 0.0205 -0.1020 -1.5375 2.6352
26.4230 18994.2675 10577.9412 -0.3847 -0.1627 0.0204 -0.1035 -1.5303 2.6220
26.4240 18994.6998 10577.7755 -0.3849 -0.1642 0.0203 -0.1050 -1.5230 2.6087
26.4250 18995.1320 10577.6098 -0.3850 -0.1657 0.0202 -0.1065 -1.5156 2.5951
26.4260 18995.5643 10577.4440 -0.3852 -0.1673 0.0201 -0.1080 -1.5081 2.5813
26.4270 18995.9965 10577.2782 -0.3854 -0.1688 0.0200 -0.1095 -1.5004 2.5674
26.4280 18996.4287 10577.1124 -0.3855 -0.1703 0.0199 -0.1109 -1.4927 2.5532
26.4290 18996.8609 10576.9466 -0.3857 -0.1717 0.0197 -0.1124 -1.4848 2.5389
26.4300 18997.2931 10576.7807 -0.3859 -0.1732 0.0196 -0.1138 -1.4768 2.5243
26.4310 18997.7253 10576.6148 -0.3860 -0.1747 0.0195 -0.1153 -1.4688 2.5096
26.4320 18998.1575 10576.4489 -0.3862 -0.1762 0.0194 -0.1167 -1.4606 2.4947
26.4330 18998.5896 10576.2830 -0.3864 -0.1776 0.0193 -0.1182 -1.4523 2.4796
26.4340 18999.0218 10576.1170 -0.3866 -0.1791 0.0192 -0.1196 -1.4439 2.4644
26.4350 18999.4539 10575.9510 -0.3868 -0.1805 0.0190 -0.1210 -1.4354 2.4489
26.4360 18999.8861 10575.7850 -0.3869 -0.1819 0.0189 -0.1224 -1.4268 2.4333
26.4370 19000.3182 10575.6189 -0.3871 -0.1834 0.0188 -0.1238 -1.4181 2.4175
26.4380 19000.7503 10575.4529 -0.3873 -0.1848 0.0187 -0.1252 -1.4093 2.4015
26.4390 19001.1824 10575.2868 -0.3875 -0.1862 0.0185 -0.1266 -1.4003 2.3853
26.4400 19001.6145 10575.1206 -0.3877 -0.1876 0.0184 -0.1279 -1.3913 2.3689
26.4410 19002.0466 10574.9545 -0.3879 -0.1890 0.0183 -0.1293 -1.3822 2.3524
26.4420 19002.4787 10574.7883 -0.3880 -0.1903 0.0182 -0.1307 -1.3730 2.3357
26.4430 19002.9108 10574.6221 -0.3882 -0.1917 0.0180 -0.1320 -1.3637 2.3189
26.4440 19003.3428 10574.4559 -0.3884 -0.1931 0.0179 -0.1333 -1.3542 2.3018
26.4450 19003.7749 10574.2896 -0.3886 -0.1944 0.0178 -0.1346 -1.3447 2.2846
26.4460 19004.2069 10574.1233 -0.3888 -0.1958 0.0176 -0.1360 -1.3351 2.2672
26.4470 19004.6390 10573.9570 -0.3890 -0.1971 0.0175 -0.1373 -1.3254 2.2497
26.4480 19005.0710 10573.7907 -0.3892 -0.1984 0.0174 -0.1385 -1.3155 2.2319
26.4490 19005.5030 10573.6243 -0.3894 -0.1997 0.0172 -0.1398 -1.3056 2.2141
26.4500 19005.9350 10573.4579 -0.3896 -0.2010 0.0171 -0.1411 -1.2956 2.1960
26.4510 19006.3670 10573.2915 -0.3898 -0.2023 0.0169 -0.1424 -1.2855 2.1778
26.4520 19006.7990 10573.1251 -0.3900 -0.2036 0.0168 -0.1436 -1.2753 2.1594
26.4530 19007.2310 10572.9586 -0.3902 -0.2049 0.0166 -0.1448 -1.2650 2.1409
26.4540 19007.6630 10572.7921 -0.3904 -0.2061 0.0165 -0.1461 -1.2546 2.1222
26.4550 19008.0949 10572.6256 -0.3906 -0.2074 0.0164 -0.1473 -1.2441 2.1033
26.4560 19008.5269 10572.4591 -0.3908 -0.2086 0.0162 -0.1485 -1.2336 2.0843
26.4570 19008.9588 10572.2925 -0.3911 -0.2098 0.0161 -0.1497 -1.2229 2.0652
26.4580 19009.3907 10572.1259 -0.3913 -0.2111 0.0159 -0.1509 -1.2121 2.0459
26.4590 19009.8227 10571.9593 -0.3915 -0.2123 0.0158 -0.1521 -1.2013 2.0264
26.4600 19010.2546 10571.7926 -0.3917 -0.2135 0.0156 -0.1532 -1.1904 2.0068
26.4610 19010.6865 10571.6260 -0.3919 -0.2146 0.0154 -0.1544 -1.1794 1.9870
26.4620 19011.1184 10571.4593 -0.3921 -0.2158 0.0153 -0.1555 -1.1682 1.9671
26.4630 19011.5502 10571.2925 -0.3923 -0.2170 0.0151 -0.1566 -1.1571 1.9470
26.4640 19011.9821 10571.1258 -0.3926 -0.2181 0.0150 -0.1578 -1.1458 1.9268
26.4650 19012.4140 10570.9590 -0.3928 -0.2193 0.0148 -0.1589 -1.1344 1.9065
26.4660 19012.8458 10570.7922 -0.3930 -0.2204 0.0147 -0.1600 -1.1230 1.8860
26.4670 19013.2777 10570.6254 -0.3932 -0.2215 0.0145 -0.1610 -1.1115 1.8654
26.4680 19013.7095 10570.4585 -0.3934 -0.2226 0.0143 -0.1621 -1.0999 1.8446
26.4690 19014.1414 10570.2916 -0.3937 -0.2237 0.0142 -0.1632 -1.0882 1.8237
26.4700 19014.5732 10570.1247 -0.3939 -0.2248 0.0140 -0.1642 -1.0764 1.8026
26.4710 19015.0050 10569.9578 -0.3941 -0.2259 0.0138 -0.1653 -1.0646 1.7815
26.4720 19015.4368 10569.7908 -0.3943 -0.2269 0.0137 -0.1663 -1.0526 1.7601
26.4730 19015.8686 10569.6238 -0.3946 -0.2280 0.0135 -0.1673 -1.0406 1.7387
26.4740 19016.3003 10569.4568 -0.3948 -0.2290 0.0133 -0.1683 -1.0285 1.7171
26.4750 19016.7321 10569.2898 -0.3950 -0.2300 0.0132 -0.1693 -1.0164 1.6954
26.4760 19017.1639 10569.1227 -0.3952 -0.2310 0.0130 -0.1702 -1.0042 1.6736
26.4770 19017.5956 10568.9556 -0.3955 -0.2320 0.0128 -0.1712 -0.9919 1.6517
26.4780 19018.0274 10568.7885 -0.3957 -0.2330 0.0127 -0.1722 -0.9795 1.6296
26.4790 19018.4591 10568.6213 -0.3959 -0.2340 0.0125 -0.1731 -0.9670 1.6074
26.4800 19018.8908 10568.4541 -0.3962 -0.2350 0.0123 -0.1740 -0.9545 1.5851
26.4810 19019.3225 10568.2869 -0.3964 -0.2359 0.0121 -0.1749 -0.9419 1.5626
26.4820 19019.7542 10568.1197 -0.3967 -0.2368 0.0120 -0.1758 -0.9293 1.5401
26.4830 19020.1859 10567.9525 -0.3969 -0.2378 0.0118 -0.1767 -0.9166 1.5174
26.4840 19020.6176 10567.7852 -0.3971 -0.2387 0.0116 -0.1776 -0.9038 1.4947
26.4850 19021.0493 10567.6179 -0.3974 -0.2396 0.0114 -0.1784 -0.8909 1.4718
26.4860 19021.4810 10567.4505 -0.3976 -0.2405 0.0113 -0.1793 -0.8780 1.4488
26.4870 19021.9126 10567.2832 -0.3978 -0.2413 0.0111 -0.1801 -0.8650 1.4257
26.4880 19022.3443 10567.1158 -0.3981 -0.2422 0.0109 -0.1809 -0.8519 1.4024
26.4890 19022.7759 10566.9484 -0.3983 -0.2430 0.0107 -0.1817 -0.8388 1.3791
26.4900 19023.2075 10566.7809 -0.3986 -0.2439 0.0105 -0.1825 -0.8256 1.3557
26.4910 19023.6391 10566.6135 -0.3988 -0.2447 0.0104 -0.1833 -0.8124 1.3322
26.4920 19024.0707 10566.4460 -0.3991 -0.2455 0.0102 -0.1841 -0.7991 1.3086
26.4930 19024.5023 10566.2784 -0.3993 -0.2463 0.0100 -0.1848 -0.7857 1.2848
26.4940 19024.9339 10566.1109 -0.3996 -0.2471 0.0098 -0.1856 -0.7723 1.2610
26.4950 19025.3655 10565.9433 -0.3998 -0.2478 0.0096 -0.1863 -0.7589 1.2371
26.4960 19025.7971 10565.7757 -0.4001 -0.2486 0.0094 -0.1870 -0.7453 1.2131
26.4970 19026.2286 10565.6081 -0.4003 -0.2493 0.0092 -0.1877 -0.7318 1.1890
26.4980 19026.6602 10565.4404 -0.4006 -0.2500 0.0091 -0.1884 -0.7181 1.1648
26.4990 19027.0917 10565.2727 -0.4008 -0.2508 0.0089 -0.1891 -0.7044 1.1405
26.5000 19027.5232 10565.1050 -0.4011 -0.2515 0.0087 -0.1897 -0.6907 1.1162
26.5010 19027.9548 10564.9373 -0.4013 -0.2521 0.0085 -0.1904 -0.6769 1.0917
26.5020 19028.3863 10564.7695 -0.4016 -0.2528 0.0083 -0.1910 -0.6631 1.0672
26.5030 19028.8178 10564.6017 -0.4018 -0.2535 0.0081 -0.1916 -0.6492 1.0426
26.5040 19029.2493 10564.4339 -0.4021 -0.2541 0.0079 -0.1922 -0.6352 1.0179
26.5050 19029.6807 10564.2661 -0.4023 -0.2547 0.0077 -0.1928 -0.6212 0.9932
26.5060 19030.1122 10564.0982 -0.4026 -0.2553 0.0075 -0.1934 -0.6072 0.9683
26.5070 19030.5437 10563.9303 -0.4028 -0.2559 0.0073 -0.1939 -0.5931 0.9434
26.5080 19030.9751 10563.7624 -0.4031 -0.2565 0.0071 -0.1945 -0.5790 0.9184
26.5090 19031.4066 10563.5944 -0.4033 -0.2571 0.0069 -0.1950 -0.5649 0.8934
26.5100 19031.8380 10563.4264 -0.4036 -0.2577 0.0067 -0.1955 -0.5506 0.8683
26.5110 19032.2694 10563.2584 -0.4039 -0.2582 0.0066 -0.1960 -0.5364 0.8431
26.5120 19032.7008 10563.0904 -0.4041 -0.2587 0.0064 -0.1965 -0.5221 0.8178
26.5130 19033.1322 10562.9223 -0.4044 -0.2593 0.0062 -0.1970 -0.5078 0.7925
26.5140 19033.5636 10562.7542 -0.4046 -0.2598 0.0060 -0.1974 -0.4934 0.7672
26.5150 19033.9950 10562.5861 -0.4049 -0.2602 0.0058 -0.1979 -0.4790 0.7417
26.5160 19034.4264 10562.4180 -0.4052 -0.2607 0.0056 -0.1983 -0.4646 0.7162
26.5170 19034.8577 10562.2498 -0.4054 -0.2612 0.0054 -0.1987 -0.4501 0.6907
26.5180 19035.2891 10562.0816 -0.4057 -0.2616 0.0052 -0.1991 -0.4356 0.6651
26.5190 19035.7204 10561.9134 -0.4059 -0.2620 0.0050 -0.1995 -0.4211 0.6395
26.5200 19036.1518 10561.7451 -0.4062 -0.2625 0.0048 -0.1999 -0.4066 0.6138
26.5210 19036.5831 10561.5768 -0.4065 -0.2629 0.0046 -0.2002 -0.3920 0.5880
26.5220 19037.0144 10561.4085 -0.4067 -0.2632 0.0044 -0.2006 -0.3773 0.5623
26.5230 19037.4457 10561.2402 -0.4070 -0.2636 0.0042 -0.2009 -0.3627 0.5364
26.5240 19037.8770 10561.0718 -0.4073 -0.2640 0.0040 -0.2012 -0.3480 0.5106
26.5250 19038.3083 10560.9034 -0.4075 -0.2643 0.0038 -0.2015 -0.3333 0.4846
26.5260 19038.7395 10560.7350 -0.4078 -0.2646 0.0036 -0.2018 -0.3186 0.4587
26.5270 19039.1708 10560.5666 -0.4080 -0.2649 0.0034 -0.2020 -0.3038 0.4327
26.5280 19039.6021 10560.3981 -0.4083 -0.2652 0.0032 -0.2023 -0.2891 0.4067
26.5290 19040.0333 10560.2296 -0.4086 -0.2655 0.0030 -0.2025 -0.2743 0.3807
26.5300 19040.4645 10560.0611 -0.4088 -0.2658 0.0028 -0.2028 -0.2595 0.3546
26.5310 19040.8958 10559.8925 -0.4091 -0.2660 0.0026 -0.2030 -0.2446 0.3285
26.5320 19041.3270 10559.7239 -0.4094 -0.2663 0.0023 -0.2032 -0.2298 0.3023
26.5330 19041.7582 10559.5553 -0.4096 -0.2665 0.0021 -0.2033 -0.2149 0.2762
26.5340 19042.1894 10559.3867 -0.4099 -0.2667 0.0019 -0.2035 -0.2000 0.2500
26.5350 19042.6206 10559.2180 -0.4102 -0.2669 0.0017 -0.2036 -0.1851 0.2238
26.5360 19043.0517 10559.0493 -0.4104 -0.2671 0.0015 -0.2038 -0.1702 0.1976
26.5370 19043.4829 10558.8806 -0.4107 -0.2672 0.0013 -0.2039 -0.1553 0.1713
26.5380 19043.9140 10558.7119 -0.4110 -0.2674 0.0011 -0.2040 -0.1403 0.1451
26.5390 19044.3452 10558.5431 -0.4112 -0.2675 0.0009 -0.2041 -0.1254 0.1188
26.5400 19044.7763 10558.3743 -0.4115 -0.2676 0.0007 -0.2042 -0.1104 0.0926
26.5410 19045.2074 10558.2055 -0.4118 -0.2677 0.0005 -0.2042 -0.0955 0.0663
26.5420 19045.6386 10558.0366 -0.4120 -0.2678 0.0003 -0.2043 -0.0805 0.0400
26.5430 19046.0697 10557.8677 -0.4123 -0.2679 0.0001 -0.2043 -0.0655 0.0137
26.5440 19046.5008 10557.6988 -0.4126 -0.2680 -0.0001 -0.2043 -0.0505 -0.0126
26.5450 19046.9318 10557.5299 -0.4129 -0.2680 -0.0003 -0.2043 -0.0356 -0.0389
26.5460 19047.3629 10557.3609 -0.4131 -0.2680 -0.0005 -0.2043 -0.0206 -0.0652
26.5470 19047.7940 10557.1919 -0.4134 -0.2680 -0.0007 -0.2043 -0.0056 -0.0915
26.5480 19048.2250 10557.0229 -0.4137 -0.2680 -0.0009 -0.2042 0.0094 -0.1178
26.5490 19048.6561 10556.8538 -0.4139 -0.2680 -0.0011 -0.2042 0.0244 -0.1441
26.5500 19049.0871 10556.6847 -0.4142 -0.2680 -0.0013 -0.2041 0.0394 -0.1704
26.5510 19049.5181 10556.5156 -0.4145 -0.2679 -0.0015 -0.2040 0.0544 -0.1966
26.5520 19049.9491 10556.3465 -0.4147 -0.2679 -0.0017 -0.2039 0.0694 -0.2229
26.5530 19050.3801 10556.1773 -0.4150 -0.2678 -0.0019 -0.2038 0.0844 -0.2491
26.5540 19050.8111 10556.0081 -0.4153 -0.2677 -0.0021 -0.2036 0.0993 -0.2753
26.5550 19051.2421 10555.8389 -0.4155 -0.2676 -0.0023 -0.2035 0.1143 -0.3015
26.5560 19051.6731 10555.6697 -0.4158 -0.2675 -0.0025 -0.2033 0.1293 -0.3277
26.5570 19052.1040 10555.5004 -0.4161 -0.2673 -0.0027 -0.2031 0.1442 -0.3539
26.5580 19052.5350 10555.3311 -0.4163 -0.2672 -0.0030 -0.2029 0.1591 -0.3800
26.5590 19052.9659 10555.1618 -0.4166 -0.2670 -0.0032 -0.2027 0.1741 -0.4061
26.5600 19053.3969 10554.9924 -0.4169 -0.2668 -0.0034 -0.2025 0.1890 -0.4322
26.5610 19053.8278 10554.8230 -0.4171 -0.2667 -0.0036 -0.2023 0.2039 -0.4583
26.5620 19054.2587 10554.6536 -0.4174 -0.2664 -0.0038 -0.2020 0.2188 -0.4843
26.5630 19054.6896 10554.4841 -0.4177 -0.2662 -0.0040 -0.2017 0.2336 -0.5103
26.5640 19055.1205 10554.3147 -0.4179 -0.2660 -0.0042 -0.2014 0.2485 -0.5363
26.5650 19055.5514 10554.1452 -0.4182 -0.2657 -0.0044 -0.2011 0.2633 -0.5622
26.5660 19055.9822 10553.9756 -0.4185 -0.2654 -0.0046 -0.2008 0.2782 -0.5881
26.5670 19056.4131 10553.8061 -0.4187 -0.2652 -0.0048 -0.2005 0.2930 -0.6139
26.5680 19056.8439 10553.6365 -0.4190 -0.2649 -0.0050 -0.2002 0.3077 -0.6397
26.5690 19057.2748 10553.4669 -0.4193 -0.2645 -0.0052 -0.1998 0.3225 -0.6655
26.5700 19057.7056 10553.2972 -0.4195 -0.2642 -0.0054 -0.1994 0.3372 -0.6912
26.5710 19058.1364 10553.1276 -0.4198 -0.2639 -0.0056 -0.1990 0.3519 -0.7168
26.5720 19058.5672 10552.9579 -0.4201 -0.2635 -0.0058 -0.1986 0.3666 -0.7424
26.5730 19058.9980 10552.7881 -0.4203 -0.2631 -0.0060 -0.1982 0.3812 -0.7680
26.5740 19059.4288 10552.6184 -0.4206 -0.2628 -0.0062 -0.1978 0.3959 -0.7935
26.5750 19059.8596 10552.4486 -0.4208 -0.2623 -0.0064 -0.1973 0.4105 -0.8189
26.5760 19060.2904 10552.2788 -0.4211 -0.2619 -0.0066 -0.1969 0.4250 -0.8443
26.5770 19060.7211 10552.1090 -0.4214 -0.2615 -0.0068 -0.1964 0.4396 -0.8696
26.5780 19061.1519 10551.9391 -0.4216 -0.2610 -0.0070 -0.1959 0.4541 -0.8949
26.5790 19061.5826 10551.7692 -0.4219 -0.2606 -0.0071 -0.1954 0.4685 -0.9201
26.5800 19062.0133 10551.5993 -0.4221 -0.2601 -0.0073 -0.1949 0.4830 -0.9452
26.5810 19062.4440 10551.4293 -0.4224 -0.2596 -0.0075 -0.1944 0.4974 -0.9703
26.5820 19062.8747 10551.2593 -0.4227 -0.2591 -0.0077 -0.1938 0.5117 -0.9953
26.5830 19063.3054 10551.0893 -0.4229 -0.2586 -0.0079 -0.1933 0.5261 -1.0202
