1 input_9_1_1 AGM6 Test Case.asc  Nov 30 2022 21:05:34
  0  0 53
time            vmach_m1        psiblx_m1       thtblx_m1       phiblx_m1       
SBEL1_m1        SBEL2_m1        SBEL3_m1        VBEL1_m1        VBEL2_m1        
VBEL3_m1        mseek_m1        mach_t1         SAEL1_t1        SAEL2_t1        
SAEL3_t1        VAEL1_t1        VAEL2_t1        VAEL3_t1        psivlx_t1       
thtvlx_t1       alt_t1          aax_t1          alx_t1          anx_t1          
mach_a1         SAEL1_a1        SAEL2_a1        SAEL3_a1        VAEL1_a1        
VAEL2_a1        VAEL3_a1        psivlx_a1       thtvlx_a1       alt_a1          
STCEL11_a1      STCEL12_a1      STCEL13_a1      VTCEL11_a1      VTCEL12_a1      
VTCEL13_a1      STCEL21_a1      STCEL22_a1      STCEL23_a1      VTCEL21_a1      
VTCEL22_a1      VTCEL23_a1      STCEL31_a1      STCEL32_a1      STCEL33_a1      
VTCEL31_a1      VTCEL32_a1      VTCEL33_a1      
-1.23556        2               0.0147101       33113.2         9788.28         
-100            4.15797         -2.77709        0               -33.7388        
-0              100             0               0.01            1               
0.960992        14848.9         0               -6754.21        301.065         
0               5.03302         0               -0.957746       6754.21         
33112.6         9780.47         -93.3145        4.41057         -2.54691        
0.015993        0               0               0               0               
0               0               0               0               0               
0               0               0               
51              1.46032         15.3281         1.04066         -0.00193314     
18579.1         2726.8          -7920.41        437.473         134.676         
4.7288          2               0.0147101       33117.4         9785.54         
-100            4.21171         -2.6949         0               -32.6136        
-0              100             0               0.01            1               
0.96145         15150.1         0               -6749.18        301.229         
0               5.03576         0               -0.957746       6749.18         
33120.8         9782.09         -114.228        3.42559         -3.18882        
-0.416535       0               0               0               0               
0               0               0               0               0               
0               0               0               
52              1.47271         15.7793         -0.0203801      -0.041888       
19018           2863.59         -7912.47        440.304         138.917         
11.2532         2               0.0147101       33121.6         9782.89         
-100            4.26382         -2.61168        0               -31.4884        
-0              100             0               0.01            1               
0.961909        15451.4         0               -6744.14        301.393         
0               5.0385          0               -0.957746       6744.14         
33137.2         9757.93         -115.697        3.37977         -2.36989        
-0.197656       0               0               0               0               
0               0               0               0               0               
0               0               0               
53              1.48514         16.2386         -1.11424        -0.0759658      
19459.7         3004.66         -7897.73        443.022         143.235         
18.3156         2               0.0147101       33125.9         9780.32         
-100            4.31428         -2.52745        0               -30.3632        
-0              100             0               0.01            1               
0.962367        15752.9         0               -6739.1         301.557         
0               5.04124         0               -0.957746       6739.1          
33128.7         9774.27         -105.85         4.30044         -2.16374        
-0.407908       0               0               0               0               
0               0               0               0               0               
0               0               0               
54              1.49758         16.6935         -2.27541        -0.102276       
19904           3150.09         -7875.66        445.597         147.629         
25.9004         2               0.0147101       33130.2         9777.83         
-100            4.36308         -2.44224        0               -29.238         
-0              100             0               0.01            1               
0.962825        16054.5         0               -6734.06        301.72          
0               5.04397         0               -0.957746       6734.06         
33121.1         9801.89         -119.749        4.44796         -2.64739        
0.0261358       0               0               0               0               
0               0               0               0               0               
0               0               0               
55              1.49402         17.1311         -3.5169         -0.114093       
20349.7         3299.57         -7845.79        443.264         150.599         
33.8092         2               0.0147101       33134.6         9775.43         
-100            4.4102          -2.35609        0               -28.1127        
-0              100             0               0.01            1               
0.963283        16356.3         0               -6729.01        301.884         
0               5.04671         0               -0.957746       6729.01         
33135           9754.38         -80.2871        4.24629         -2.54728        
0.110569        0               0               0               0               
0               0               0               0               0               
0               0               0               
56              1.47481         17.5863         -4.66402        -0.111121       
20789.4         3450.9          -7807.99        436.165         152.05          
41.8043         2               0.0147101       33139.1         9773.12         
-100            4.45562         -2.26903        0               -26.9875        
-0              100             0               0.01            1               
0.963742        16658.3         0               -6723.96        302.048         
0               5.04945         0               -0.957746       6723.96         
33128.8         9767.69         -75.3148        4.58668         -1.57994        
-0.10764        0               0               0               0               
0               0               0               0               0               
0               0               0               
57              1.45657         18.0031         -5.72627        -0.108578       
21222.1         3603.67         -7762.21        429.234         153.475         
49.7493         2               0.0147101       33143.5         9770.9          
-100            4.49932         -2.1811         0               -25.8623        
-0              100             0               0.01            1               
0.964199        16960.4         0               -6718.91        302.212         
0               5.05219         0               -0.957746       6718.91         
33144.3         9739            -62.3792        3.59695         -2.12061        
0.103019        0               0               0               0               
0               0               0               0               0               
0               0               0               
58              1.43926         18.3855         -6.76596        -0.105961       
21647.9         3757.81         -7708.54        422.494         154.786         
57.5665         2               0.0147101       33148.1         9768.76         
-100            4.54129         -2.09233        0               -24.7372        
-0              100             0               0.01            1               
0.964657        17262.7         0               -6713.86        302.376         
0               5.05493         0               -0.957746       6713.86         
33159.4         9750.24         -104.575        4.34512         -2.17168        
-0.101243       0               0               0               0               
0               0               0               0               0               
0               0               0               
59              1.42284         18.7885         -7.79597        -0.106572       
22067.1         3913.21         -7647.14        415.935         156.001         
65.1985         2               0.0147101       33152.6         9766.71         
-100            4.5815          -2.00275        0               -23.612         
-0              100             0               0.01            1               
0.965115        17565.2         0               -6708.8         302.539         
0               5.05766         0               -0.957746       6708.8          
33149.7         9775.04         -117.691        4.90873         -1.96458        
0.260481        0               0               0               0               
0               0               0               0               0               
0               0               0               
60              1.40725         19.1898         -8.87           -0.105257       
22479.8         4069.79         -7578.19        409.528         157.16          
72.6906         2               0.0147101       33157.2         9764.75         
-100            4.61995         -1.91239        0               -22.4868        
-0              100             0               0.01            1               
0.965573        17867.8         0               -6703.74        302.703         
0               5.0604          0               -0.957746       6703.74         
33155.1         9771.37         -110.882        4.28868         -2.55036        
-0.121166       0               0               0               0               
0               0               0               0               0               
0               0               0               
61              1.39247         19.6009         -9.99702        -0.105978       
22886.2         4227.5          -7501.77        403.254         158.247         
80.135          2               0.0147101       33161.9         9762.89         
-100            4.65661         -1.8213         0               -21.3616        
-0              100             0               0.01            1               
0.96603         18170.6         0               -6698.68        302.867         
0               5.06314         0               -0.957746       6698.68         
33158.5         9763.25         -100.476        3.53395         -1.53656        
0.516669        0               0               0               0               
0               0               0               0               0               
0               0               0               
62              1.37845         20.0182         -11.113         -0.105858       
23286.4         4386.27         -7417.92        397.084         159.296         
87.5573         2               0.0147101       33166.5         9761.11         
-100            4.69148         -1.72951        0               -20.2364        
-0              100             0               0.01            1               
0.966488        18473.5         0               -6693.62        303.031         
0               5.06588         0               -0.957746       6693.62         
33153.2         9773.35         -91.4316        4.55318         -1.33835        
-0.156352       0               0               0               0               
0               0               0               0               0               
0               0               0               
63              1.36516         20.3982         -12.2443        -0.102131       
23680.4         4546.07         -7326.69        391.028         160.279         
94.902          2               0.0147101       33171.2         9759.43         
-100            4.72454         -1.63705        0               -19.1112        
-0              100             0               0.01            1               
0.966945        18776.6         0               -6688.55        303.194         
0               5.06861         0               -0.957746       6688.55         
33146.3         9777.43         -79.2942        4.72539         -2.28042        
-0.0392692      0               0               0               0               
0               0               0               0               0               
0               0               0               
64              1.35259         20.7588         -13.3713        -0.100186       
24068.5         4706.79         -7228.13        385.09          161.14          
102.204         2               0.0147101       33176           9757.84         
-100            4.75578         -1.54396        0               -17.986         
-0              100             0               0.01            1               
0.967402        19079.9         0               -6683.48        303.358         
0               5.07135         0               -0.957746       6683.48         
33189.6         9750            -126.876        4.65076         -1.49073        
-0.82991        0               0               0               0               
0               0               0               0               0               
0               0               0               
65              1.34069         21.1348         -14.5629        -0.101286       
24450.6         4868.32         -7122.3         379.257         161.9           
109.447         2               0.0147101       33180.8         9756.34         
-100            4.78518         -1.45027        0               -16.8608        
-0              100             0               0.01            1               
0.96786         19383.3         0               -6678.41        303.522         
0               5.07409         0               -0.957746       6678.41         
33153.1         9773.06         -73.835         4.56406         -2.33371        
-0.0544833      0               0               0               0               
0               0               0               0               0               
0               0               0               
66              1.32945         21.548          -15.8073        -0.105226       
24827           5030.56         -7009.2         373.469         162.59          
116.773         2               0.0147101       33185.6         9754.94         
-100            4.81274         -1.35602        0               -15.7356        
-0              100             0               0.01            1               
0.968317        19686.9         0               -6673.33        303.686         
0               5.07683         0               -0.957746       6673.33         
33183.2         9764.7          -116.959        3.51475         -1.47601        
0.286376        0               0               0               0               
0               0               0               0               0               
0               0               0               
67              1.31881         21.959          -17.0389        -0.103224       
25197.6         5193.49         -6888.74        367.703         163.252         
124.139         2               0.0147102       33190.4         9753.63         
-100            4.83844         -1.26126        0               -14.6104        
-0              100             0               0.01            1               
0.968774        19990.7         0               -6668.25        303.849         
0               5.07957         0               -0.957746       6668.25         
33164.7         9774.73         -83.1461        5.07184         -1.329          
0.617181        0               0               0               0               
0               0               0               0               0               
0               0               0               
68              1.30877         22.3328         -18.2375        -0.0999127      
25562.4         5357.04         -6760.93        361.988         163.839         
131.481         2               0.0147102       33195.2         9752.41         
-100            4.86228         -1.166          0               -13.4852        
-0              100             0               0.01            1               
0.969231        20294.6         0               -6663.17        304.013         
0               5.0823          0               -0.957746       6663.17         
33194.4         9771.54         -135.123        5.55317         -1.35985        
0.347777        0               0               0               0               
0               0               0               0               0               
0               0               0               
69              1.2993          22.6903         -19.4767        -0.099206       
25921.6         5521.13         -6625.81        356.344         164.315         
138.758         2               0.0147102       33200.1         9751.3          
-100            4.88424         -1.07029        0               -12.36          
-0              100             0               0.01            1               
0.969688        20598.7         0               -6658.09        304.177         
0               5.08504         0               -0.957746       6658.09         
33194.4         9751.91         -95.5168        5.40629         -0.98846        
-0.0638562      0               0               0               0               
0               0               0               0               0               
0               0               0               
70              1.29036         23.016          -20.8002        -0.09189        
26275.1         5685.63         -6483.39        350.728         164.644         
146.097         2               0.0147102       33205           9750.27         
-100            4.90432         -0.974176       0               -11.2348        
-0              100             0               0.01            1               
0.970144        20903           0               -6653           304.341         
0               5.08778         0               -0.957746       6653            
33216.6         9739.31         -113.011        4.71065         -1.84284        
0.709178        0               0               0               0               
0               0               0               0               0               
0               0               0               
71              1.28195         23.384          -22.1395        -0.100542       
26623           5850.36         -6333.57        345.112         164.811         
153.549         2               0.0147102       33209.9         9749.35         
-100            4.9225          -0.877682       0               -10.1096        
-0              100             0               0.01            1               
0.970601        21207.4         0               -6647.91        304.505         
0               5.09052         0               -0.957746       6647.91         
33194.3         9754.02         -86.9146        5.1536          -1.45328        
-0.361029       0               0               0               0               
0               0               0               0               0               
0               0               0               
72              1.27402         23.815          -23.4666        -0.106346       
26965.3         6015.24         -6176.28        339.448         164.946         
161.049         2               0.0147102       33214.8         9748.52         
-100            4.93879         -0.78085        0               -8.9844         
-0              100             0               0.01            1               
0.971058        21512           0               -6642.82        304.668         
0               5.09325         0               -0.957746       6642.82         
33207           9752.28         -98.2388        4.9769          -0.834523       
-0.525602       0               0               0               0               
0               0               0               0               0               
0               0               0               
73              1.26654         24.1576         -24.8232        -0.086594       
27301.9         6180.24         -6011.47        333.744         165.024         
168.571         2               0.0147102       33219.8         9747.79         
-100            4.95317         -0.683716       0               -7.85921        
-0              100             0               0.01            1               
0.971514        21816.8         0               -6637.73        304.832         
0               5.09599         0               -0.957746       6637.73         
33227.5         9738.54         -108.1          4.76299         -2.2923         
-0.751884       0               0               0               0               
0               0               0               0               0               
0               0               0               
74              1.2595          24.5429         -26.2671        -0.106527       
27632.8         6345.21         -5839.11        328.009         164.911         
176.184         2               0.0147102       33224.8         9747.15         
-100            4.96565         -0.586319       0               -6.73402        
-0              100             0               0.01            1               
0.97197         22121.7         0               -6632.63        304.996         
0               5.09873         0               -0.957746       6632.63         
33204.7         9763.2          -93.1899        4.56004         -1.6281         
0.942347        0               0               0               0               
0               0               0               0               0               
0               0               0               
75              1.25286         25.0424         -27.6986        -0.118976       
27957.9         6510.06         -5659.05        322.11          164.79          
183.934         2               0.0147102       33229.7         9746.61         
-100            4.97621         -0.488695       0               -5.60883        
-0              100             0               0.01            1               
0.972427        22426.7         0               -6627.53        305.16          
0               5.10147         0               -0.957746       6627.53         
33210.4         9752.59         -83.3972        5.26806         0.329268        
0.292885        0               0               0               0               
0               0               0               0               0               
0               0               0               
76              1.24658         25.4807         -29.146         -0.104382       
28277           6674.8          -5471.24        316.083         164.673         
191.705         2               0.0147102       33234.7         9746.17         
-100            4.98484         -0.390883       0               -4.48363        
-0              100             0               0.01            1               
0.972883        22732           0               -6622.43        305.323         
0               5.10421         0               -0.957746       6622.43         
33222.1         9745.91         -88.5399        4.36314         -0.685737       
-0.00658994     0               0               0               0               
0               0               0               0               0               
0               0               0               
77              1.24067         25.9414         -30.6146        -0.124609       
28590           6839.36         -5275.62        309.948         164.426         
199.538         2               0.0147102       33239.7         9745.83         
-100            4.99156         -0.29292        0               -3.35844        
-0              100             0               0.01            1               
0.973339        23037.4         0               -6617.32        305.487         
0               5.10694         0               -0.957746       6617.32         
33211.6         9763.83         -87.8217        5.10107         0.342711        
0.31772         0               0               0               0               
0               0               0               0               0               
0               0               0               
78              1.23507         26.373          -32.0995        -0.110177       
28896.8         7003.64         -5072.16        303.682         164.111         
207.386         2               0.0147102       33244.7         9745.59         
-100            4.99635         -0.194844       0               -2.23325        
-0              100             0               0.01            1               
0.973795        23343           0               -6612.21        305.651         
0               5.10968         0               -0.957746       6612.21         
33235.7         9750.21         -100.653        3.82973         -0.727958       
-0.317627       0               0               0               0               
0               0               0               0               0               
0               0               0               
79              1.22981         26.9307         -34.2205        -0.226079       
29197.4         7167.49         -4860.85        297.356         163.554         
215.236         4               0.0147102       33249.7         9745.44         
-100            4.99922         -0.0966935      0               -1.10806        
-0              100             0               0.01            1               
0.974251        23648.7         0               -6607.1         305.815         
0               5.11242         0               -0.957746       6607.1          
33255.6         9747.04         -117.868        5.64602         -0.182293       
0.552082        0               0               0               0               
0               0               0               0               0               
0               0               0               
80              1.22399         27.3077         -38.6349        -0.132814       
29490.2         7330.49         -4640.07        287.879         162.075         
226.969         4               0.0147102       33254.7         9745.39         
-100            5.00015         0.0014948       0               0.0171287       
-0              100             0               0.01            1               
0.974707        23954.6         0               -6601.99        305.979         
0               5.11516         0               -0.957746       6601.99         
33235.9         9760.38         -105.079        5.58982         -0.13212        
0.0446143       0               0               0               0               
0               0               0               0               0               
0               0               0               
81              1.21847         27.4081         -40.3304        -0.167247       
29773           7491.17         -4406.8         277.923         159.228         
239.327         4               0.0147102       33259.7         9745.45         
-100            4.99916         0.0996826       0               1.14232         
-0              100             0               0.01            1               
0.975163        24260.7         0               -6596.87        306.142         
0               5.1179          0               -0.957746       6596.87         
33248.7         9751.75         -101.647        4.40151         -0.974564       
0.138866        0               0               0               0               
0               0               0               0               0               
0               0               0               
82              1.21406         27.8069         -41.4499        -0.198791       
30046.5         7649.03         -4162.08        269.24          156.572         
249.798         4               0.0147102       33264.7         9745.59         
-100            4.99624         0.197832        0               2.26751         
-0              100             0               0.01            1               
0.975618        24566.9         0               -6591.75        306.306         
0               5.12063         0               -0.957746       6591.75         
33254.6         9737.43         -81.9493        4.22198         0.324817        
0.850444        0               0               0               0               
0               0               0               0               0               
0               0               0               
83              1.21023         28.2964         -42.6535        -0.205472       
30311.8         7804.44         -3907.67        261.409         154.296         
258.822         4               0.0147102       33269.7         9745.84         
-100            4.9914          0.295905        0               3.3927          
-0              100             0               0.01            1               
0.976074        24873.3         0               -6586.63        306.47          
0               5.12337         0               -0.957746       6586.63         
33261.1         9742.94         -89.0753        5.61381         0.367426        
0.060019        0               0               0               0               
0               0               0               0               0               
0               0               0               
84              1.20668         28.7805         -43.7692        -0.197243       
30569.5         7957.71         -3644.75        254.096         152.29          
266.852         4               0.0147103       33274.7         9746.19         
-100            4.98463         0.393864        0               4.51788         
-0              100             0               0.01            1               
0.976529        25179.8         0               -6581.51        306.634         
0               5.12611         0               -0.957746       6581.51         
33265.9         9760.71         -117.48         4.31973         0.647047        
-0.510218       0               0               0               0               
0               0               0               0               0               
0               0               0               
85              1.20326         29.3016         -44.6845        -0.203721       
30820.1         8109.1          -3374.28        247.32          150.542         
273.937         4               0.0147103       33279.6         9746.63         
-100            4.97593         0.491671        0               5.64307         
-0              100             0               0.01            1               
0.976985        25486.5         0               -6576.38        306.797         
0               5.12885         0               -0.957746       6576.38         
33274.2         9758.87         -118.097        5.51037         -0.234214       
0.617182        0               0               0               0               
0               0               0               0               0               
0               0               0               
86              1.19985         29.8678         -45.4141        -0.202442       
31064.3         8258.91         -3097.22        241.16          149.139         
280.019         4               0.0147103       33284.6         9747.17         
-100            4.96532         0.589289        0               6.76826         
-0              100             0               0.01            1               
0.97744         25793.4         0               -6571.25        306.961         
0               5.13159         0               -0.957746       6571.25         
33273.1         9763.85         -116.421        5.46049         1.16649         
0.705628        0               0               0               0               
0               0               0               0               0               
0               0               0               
87              1.19632         30.3471         -46.0903        -0.176912       
31302.7         8407.48         -2814.57        235.649         148.032         
285.137         4               0.0147103       33289.6         9747.81         
-100            4.95279         0.686679        0               7.89345         
-0              100             0               0.01            1               
0.977895        26100.5         0               -6566.12        307.125         
0               5.13432         0               -0.957746       6566.12         
33296.1         9743.17         -103.701        4.65092         1.19031         
-0.452739       0               0               0               0               
0               0               0               0               0               
0               0               0               
88              1.19258         30.8225         -46.6576        -0.193581       
31535.8         8555.02         -2527.19        230.7           147.081         
289.473         4               0.0147103       33294.5         9748.54         
-100            4.93835         0.783805        0               9.01863         
-0              100             0               0.01            1               
0.97835         26407.7         0               -6560.98        307.289         
0               5.13706         0               -0.957746       6560.98         
33280.3         9736.54         -70.2539        5.1547          1.00628         
0.303373        0               0               0               0               
0               0               0               0               0               
0               0               0               
89              1.18858         31.279          -46.9864        -0.17441        
31764.3         8701.74         -2235.9         226.366         146.41          
292.951         4               0.0147103       33299.4         9749.37         
-100            4.92201         0.880628        0               10.1438         
-0              100             0               0.01            1               
0.978805        26715           0               -6555.84        307.453         
0               5.1398          0               -0.957746       6555.84         
33304.4         9767            -140.23         4.92521         0.979773        
0.502869        0               0               0               0               
0               0               0               0               0               
0               0               0               
90              1.18428         31.6559         -47.117         -0.159807       
31988.8         8847.91         -1941.61        222.805         145.977         
295.482         4               0.0147103       33304.4         9750.3          
-100            4.90377         0.977112        0               11.269          
-0              100             0               0.01            1               
0.97926         27022.6         0               -6550.7         307.616         
0               5.14254         0               -0.957746       6550.7          
33319.2         9744.39         -109.21         4.63546         0.640294        
0.0191957       0               0               0               0               
0               0               0               0               0               
0               0               0               
91              1.18082         32.1347         -47.1425        -0.186344       
32210.1         8993.76         -1645.24        219.866         145.753         
297.124         4               0.0147103       33309.3         9751.33         
-100            4.88364         1.07322         0               12.3942         
-0              100             0               0.01            1               
0.979715        27330.3         0               -6545.56        307.78          
0               5.14527         0               -0.957746       6545.56         
33313.7         9748.35         -104.61         4.784           0.395882        
0.234513        0               0               0               0               
0               0               0               0               0               
0               0               0               
92              1.177           32.6879         -46.9905        -0.198058       
32428.7         9139.51         -1347.65        217.42          145.788         
297.893         4               0.0147103       33314.1         9752.45         
-100            4.86163         1.16891         0               13.5194         
-0              100             0               0.01            1               
0.98017         27638.1         0               -6540.41        307.944         
0               5.14801         0               -0.957746       6540.41         
33298.1         9759            -103.945        5.5738          1.2709          
-0.0414553      0               0               0               0               
0               0               0               0               0               
0               0               0               
93              1.17186         33.2587         -46.6966        -0.193878       
32645.1         9285.43         -1049.76        215.52          146.11          
297.726         4               0.0147103       33319           9753.67         
-100            4.83774         1.26415         0               14.6446         
-0              100             0               0.01            1               
0.980624        27946.2         0               -6535.26        308.108         
0               5.15075         0               -0.957746       6535.26         
33314.9         9740.27         -80.8622        4.29762         0.373268        
0.534049        0               0               0               0               
0               0               0               0               0               
0               0               0               
94              1.16509         33.7652         -46.3454        -0.170541       
32860           9431.81         -752.527        214.232         146.677         
296.603         4               0.0147103       33323.8         9754.98         
-100            4.81198         1.35891         0               15.7697         
-0              100             0               0.01            1               
0.981079        28254.3         0               -6530.11        308.271         
0               5.15349         0               -0.957746       6530.11         
33325.1         9743.37         -89.218         5.48446         0.724245        
0.522281        0               0               0               0               
0               0               0               0               0               
0               0               0               
95              1.15668         34.1128         -45.9314        -0.126981       
33073.8         9578.8          -456.833        213.57          147.278         
294.648         4               0.0147103       33328.6         9756.38         
-100            4.78437         1.45314         0               16.8949         
-0              100             0               0.01            1               
0.981533        28562.7         0               -6524.95        308.435         
0               5.15623         0               -0.957746       6524.95         
33330.4         9757.29         -107.4          4.60812         0.645686        
0.710841        0               0               0               0               
0               0               0               0               0               
0               0               0               
96              1.14668         33.8884         -45.3187        0.0842131       
33287.4         9726.29         -163.525        213.83          147.61          
291.794         4               0.0147103       33333.4         9757.88         
-100            4.75492         1.54681         0               18.0201         
-0              100             0               0.01            1               
0.981988        28871.2         0               -6519.8         308.599         
0               5.15896         0               -0.957746       6519.8          
33304.2         9766.65         -97.737         4.52337         2.03609         
0.33088         0               0               0               0               
0               0               0               0               0               
0               0               0               
97              1.14428         33.3604         -45.0565        0.355555        
33334           9758.46         -99.9991        214.155         147.52          
290.994         5               0.0147103       33338.1         9759.48         
-100            4.72363         1.63989         0               19.1453         
-0              100             0               0.01            1               
0.982442        29179.9         0               -6514.63        308.763         
0               5.1617          0               -0.957746       6514.63         
33339.9         9753.48         -100.34         5.45097         1.61891         
0.354541        0               0               0               0               
0               0               0               0               0               
0               0               0               
98              1.14428         33.3604         -45.0565        0.355555        
33334           9758.46         -99.9991        214.155         147.52          
290.994         5               0.0147103       33342.8         9761.16         
-100            4.69052         1.73233         0               20.2705         
-0              100             0               0.01            1               
0.982896        29488.7         0               -6509.47        308.927         
0               5.16444         0               -0.957746       6509.47         
33346.1         9762.57         -113.745        4.45894         1.68481         
0.101125        0               0               0               0               
0               0               0               0               0               
0               0               0               
99              1.14428         33.3604         -45.0565        0.355555        
33334           9758.46         -99.9991        214.155         147.52          
290.994         5               0.0147103       33347.5         9762.94         
-100            4.6556          1.8241          0               21.3957         
-0              100             0               0.01            1               
0.98335         29797.7         0               -6504.31        309.09          
0               5.16718         0               -0.957746       6504.31         
33332.6         9750.9          -77.8674        4.54074         1.57738         
-0.264064       0               0               0               0               
0               0               0               0               0               
0               0               0               
100             1.14428         33.3604         -45.0565        0.355555        
33334           9758.46         -99.9991        214.155         147.52          
290.994         5               0.0147103       33352.1         9764.81         
-100            4.61888         1.91517         0               22.5208         
-0              100             0               0.01            1               
0.983804        30106.9         0               -6499.14        309.254         
0               5.16992         0               -0.957746       6499.14         
33346           9764.48         -101.892        5.64279         1.75828         
0.134155        0               0               0               0               
0               0               0               0               0               
0               0               0               
-1.0            1.14428         33.3604         -45.0565        0.355555        
33334           9758.46         -99.9991        214.155         147.52          
290.994         5               0.0147103       33352.1         9764.81         
-100            4.61888         1.91517         0               22.5208         
-0              100             0               0.01            1               
0.983804        30106.9         0               -6499.14        309.254         
0               5.16992         0               -0.957746       6499.14         
33346           9764.48         -101.892        5.64279         1.75828         
0.134155        0               0               0               0               
0               0               0               0               0               
0               0               0               
